School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Jackson State,2021-2022,30,11,19,0.367,-10.10,-5.60,,9,9,,6,3,,5,15,,1829,1964,,65.9,98.9,0.366,0.296,0.514,49.0,48.4,10.0,8.8,0.477,16.0,27.9,0.253
Jacksonville,2021-2022,31,21,10,0.677,-2.06,-5.21,,11,5,,15,0,,6,10,,2081,1839,,63.1,93.7,0.294,0.451,0.499,44.3,48.7,8.5,8.8,0.463,16.2,22.7,0.212
Jacksonville State NCAA,2021-2022,32,21,11,0.656,-0.19,-3.79,,13,3,,11,4,,9,5,,2353,2151,,66.9,99.3,0.216,0.447,0.513,47.1,54.1,9.3,8.4,0.483,15.3,26.4,0.165
James Madison,2021-2022,29,15,14,0.517,-4.13,-1.10,,6,12,,9,6,,5,6,,2178,2123,,70.5,102.5,0.265,0.458,0.547,51.8,58.3,8.6,7.3,0.518,18.7,30.9,0.196
Kansas NCAA,2021-2022,40,34,6,0.850,22.28,11.30,,14,4,,16,1,,6,4,,3129,2690,,69.5,95.8,0.277,0.348,0.493,46.6,48.3,9.3,8.0,0.458,15.7,28.5,0.199
Kansas City,2021-2022,31,19,12,0.613,-5.49,-5.23,,12,6,,11,3,,8,7,,2311,2085,,70.2,95.8,0.420,0.352,0.545,51.5,48.2,7.0,9.0,0.497,20.2,21.8,0.313
Kansas State,2021-2022,31,14,17,0.452,10.61,9.06,,6,12,,9,7,,5,7,,2139,2091,,67.4,99.2,0.320,0.402,0.527,51.9,55.0,8.4,10.5,0.495,17.4,28.3,0.223
Kennesaw State,2021-2022,31,13,18,0.419,-4.51,-2.62,,7,9,,10,6,,3,12,,2319,2206,,68.3,102.5,0.330,0.406,0.545,48.3,52.9,9.2,7.2,0.515,17.2,27.1,0.231
Kent State,2021-2022,34,23,11,0.676,-0.13,-3.07,,16,4,,11,4,,8,5,,2423,2217,,67.5,96.6,0.357,0.439,0.517,46.9,52.8,9.5,7.0,0.480,17.6,25.7,0.249
Kentucky NCAA,2021-2022,34,26,8,0.765,20.90,8.02,,14,4,,18,0,,6,5,,2701,2263,,69.2,95.5,0.254,0.358,0.500,43.1,46.8,8.6,6.5,0.469,15.5,24.9,0.183
La Salle,2021-2022,30,11,19,0.367,-3.50,0.54,,5,13,,8,7,,2,10,,2025,2146,,68.4,103.3,0.310,0.366,0.531,50.0,56.4,9.5,8.1,0.499,14.7,27.6,0.219
Lafayette,2021-2022,30,10,20,0.333,-12.60,-6.67,,7,11,,6,9,,4,11,,2034,2185,,66.0,108.1,0.261,0.364,0.551,53.8,51.7,8.4,7.6,0.529,14.9,29.8,0.181
Lamar,2021-2022,29,2,27,0.069,-15.86,-2.60,,0,16,,2,9,,0,18,,1778,2116,,67.5,108.1,0.381,0.419,0.553,50.9,66.9,11.0,7.5,0.518,15.3,30.8,0.269
Lehigh,2021-2022,32,13,19,0.406,-10.82,-7.56,,10,8,,9,7,,4,12,,2190,2284,,68.8,103.3,0.315,0.258,0.523,51.2,40.8,10.9,11.7,0.488,13.0,25.7,0.227
Liberty,2021-2022,33,22,11,0.667,1.86,-4.01,,12,4,,13,3,,6,3,,2421,2094,,66.0,95.4,0.304,0.407,0.506,47.8,47.6,9.5,7.8,0.469,15.6,21.9,0.219
Lipscomb,2021-2022,33,14,19,0.424,-8.42,-3.29,,6,10,,9,6,,3,13,,2442,2536,,71.2,108.0,0.225,0.408,0.533,50.2,51.7,9.9,12.6,0.508,12.2,27.6,0.163
Little Rock,2021-2022,28,9,19,0.321,-12.05,-0.73,,3,11,,6,7,,1,10,,1868,2047,,68.0,105.6,0.298,0.394,0.568,52.7,57.2,9.0,7.6,0.544,18.3,29.1,0.209
Long Beach State,2021-2022,33,20,13,0.606,-0.65,0.35,,14,3,,11,3,,6,7,,2437,2409,,71.7,100.7,0.274,0.393,0.544,49.5,53.2,8.8,7.1,0.512,17.8,26.4,0.203
Long Island University,2021-2022,30,16,14,0.533,-7.62,-7.03,,12,6,,12,1,,4,13,,2245,2204,,73.3,99.4,0.298,0.417,0.512,49.4,51.4,9.6,7.2,0.478,16.0,29.4,0.213
Longwood NCAA,2021-2022,33,26,7,0.788,-0.35,-6.11,,15,1,,16,1,,7,5,,2499,2170,,67.8,96.2,0.254,0.435,0.533,45.2,50.0,8.5,10.1,0.503,18.7,23.3,0.188
Louisiana,2021-2022,31,16,15,0.516,-2.71,-2.91,,8,9,,7,6,,6,8,,2203,2151,,70.5,97.6,0.342,0.331,0.508,46.6,50.2,11.7,8.7,0.464,16.1,27.2,0.254
Louisiana State NCAA,2021-2022,34,22,12,0.647,17.45,8.30,,9,9,,15,2,,3,8,,2467,2156,,70.4,89.4,0.378,0.465,0.493,48.5,54.4,10.1,8.9,0.451,21.7,30.9,0.261
Louisiana Tech,2021-2022,34,24,10,0.706,5.23,0.11,,12,6,,13,3,,8,5,,2558,2312,,70.0,97.1,0.267,0.390,0.510,49.7,50.6,9.2,8.8,0.478,17.0,27.1,0.195
Louisiana-Monroe,2021-2022,31,13,18,0.419,-8.70,-2.59,,5,13,,8,7,,5,10,,2246,2304,,69.7,105.3,0.330,0.403,0.549,53.3,57.5,10.4,10.0,0.521,17.3,32.7,0.228
Louisville,2021-2022,32,13,19,0.406,4.23,7.01,,6,14,,8,8,,2,10,,2154,2243,,67.5,103.0,0.300,0.381,0.533,49.2,52.4,9.4,9.3,0.504,14.4,24.8,0.211
Loyola (IL) NCAA,2021-2022,33,25,8,0.758,13.39,2.93,,13,5,,12,2,,8,3,,2403,2029,,65.7,92.2,0.285,0.384,0.505,47.9,41.8,8.6,11.4,0.469,18.2,23.3,0.208
Loyola (MD),2021-2022,30,14,16,0.467,-8.40,-7.95,,8,10,,10,3,,3,12,,1984,1970,,66.7,97.6,0.300,0.377,0.537,51.0,54.7,9.6,8.1,0.506,18.7,25.9,0.215
Loyola Marymount,2021-2022,29,11,18,0.379,-1.93,3.25,,3,12,,6,7,,3,9,,2010,2148,,67.5,108.8,0.316,0.368,0.582,52.1,55.2,9.5,10.3,0.546,16.5,27.4,0.246
Maine,2021-2022,29,6,23,0.207,-18.38,-5.34,,3,15,,5,9,,1,14,,1811,2063,,66.6,106.9,0.328,0.354,0.566,53.1,49.6,9.8,7.3,0.534,17.1,28.8,0.240
Manhattan,2021-2022,30,15,15,0.500,-7.64,-3.85,,8,12,,8,5,,4,9,,2126,2179,,69.5,103.3,0.347,0.333,0.550,50.3,56.1,10.8,7.0,0.518,18.0,30.7,0.245
Marist,2021-2022,30,14,16,0.467,-4.26,-4.86,,9,11,,7,6,,7,9,,2063,2045,,66.9,100.6,0.285,0.409,0.517,50.0,54.8,8.8,8.9,0.483,14.7,27.2,0.207
Marquette NCAA,2021-2022,32,19,13,0.594,11.36,8.96,,11,8,,13,3,,4,7,,2369,2292,,71.6,99.3,0.295,0.360,0.503,53.1,56.2,9.7,9.1,0.470,16.1,31.6,0.207
Marshall,2021-2022,33,12,21,0.364,-4.57,0.14,,4,14,,8,9,,3,11,,2442,2523,,73.3,104.2,0.270,0.345,0.545,50.7,45.4,10.5,6.4,0.509,15.9,27.9,0.210
Maryland,2021-2022,32,15,17,0.469,9.34,9.12,,7,13,,10,8,,3,7,,2270,2263,,67.4,104.1,0.246,0.389,0.531,49.9,52.2,8.3,9.2,0.502,14.1,27.6,0.182
Maryland-Baltimore County,2021-2022,32,18,14,0.563,-6.06,-6.51,,11,7,,11,4,,6,10,,2359,2307,,68.8,104.3,0.194,0.366,0.535,52.5,45.7,8.1,7.4,0.521,14.6,27.9,0.128
Maryland-Eastern Shore,2021-2022,27,11,16,0.407,-13.10,-7.14,,6,8,,6,4,,5,11,,1778,1792,,70.1,93.8,0.352,0.386,0.528,50.6,54.6,9.8,9.5,0.496,21.7,28.6,0.242
Massachusetts,2021-2022,32,15,17,0.469,-0.67,1.70,,7,11,,10,5,,3,8,,2422,2498,,69.2,111.5,0.293,0.358,0.578,51.0,57.5,8.5,7.9,0.552,15.7,29.7,0.213
Massachusetts-Lowell,2021-2022,31,15,16,0.484,-7.08,-6.65,,7,11,,8,6,,6,9,,2191,2040,,68.9,94.8,0.302,0.335,0.506,49.2,43.7,8.7,9.1,0.470,17.6,27.7,0.217
McNeese State,2021-2022,33,11,22,0.333,-11.76,-5.04,,4,10,,6,5,,2,13,,2579,2555,,74.2,102.1,0.377,0.347,0.546,46.1,51.5,11.0,7.1,0.508,17.2,27.3,0.273
Memphis NCAA,2021-2022,33,22,11,0.667,14.67,7.86,,13,5,,13,2,,5,6,,2480,2255,,71.0,96.2,0.332,0.428,0.502,45.7,56.8,12.9,8.9,0.466,17.6,30.9,0.230
Mercer,2021-2022,33,16,17,0.485,-3.41,-1.15,,8,10,,10,4,,4,11,,2325,2328,,66.3,105.7,0.277,0.416,0.547,49.4,52.0,10.5,8.3,0.518,14.7,26.2,0.202
Merrimack,2021-2022,30,14,16,0.467,-10.86,-6.82,,9,8,,7,7,,7,9,,1843,1931,,64.0,99.7,0.331,0.341,0.521,57.1,59.8,9.3,9.3,0.486,19.4,36.0,0.236
Miami (FL) NCAA,2021-2022,37,26,11,0.703,11.22,7.62,,14,6,,10,5,,10,2,,2736,2603,,67.8,103.3,0.248,0.387,0.545,53.6,57.4,7.5,9.1,0.525,17.7,30.3,0.169
Miami (OH),2021-2022,32,14,18,0.438,-6.35,-4.14,,8,12,,9,8,,5,9,,2408,2351,,68.9,105.7,0.295,0.409,0.547,51.3,50.4,8.9,8.3,0.517,15.7,29.1,0.215
Michigan NCAA,2021-2022,34,19,15,0.559,14.26,11.02,,11,9,,10,5,,5,7,,2470,2360,,67.5,102.9,0.256,0.348,0.527,45.9,42.8,8.1,8.3,0.497,13.1,24.0,0.188
Michigan State NCAA,2021-2022,36,23,13,0.639,13.18,9.96,,11,9,,12,3,,5,6,,2601,2485,,67.9,101.7,0.283,0.376,0.512,47.0,51.4,9.3,8.9,0.481,13.3,27.1,0.201
Middle Tennessee,2021-2022,37,26,11,0.703,4.50,-1.16,,13,5,,15,0,,5,9,,2771,2486,,68.2,96.5,0.356,0.371,0.516,49.0,44.3,9.1,9.6,0.471,18.4,28.9,0.266
Milwaukee,2021-2022,32,10,22,0.313,-13.19,-6.32,,8,14,,6,10,,4,10,,2073,2264,,68.0,104.1,0.290,0.413,0.511,50.7,53.2,9.8,8.5,0.470,12.8,29.7,0.221
Minnesota,2021-2022,30,13,17,0.433,5.93,8.13,,4,16,,8,7,,3,9,,2010,2076,,65.5,104.9,0.233,0.347,0.535,55.0,50.8,7.3,10.4,0.512,13.9,27.4,0.164
Mississippi,2021-2022,32,13,19,0.406,6.72,7.25,,4,14,,10,8,,2,7,,2180,2197,,67.0,101.3,0.280,0.362,0.541,50.6,59.6,10.1,9.2,0.514,17.1,26.6,0.199
Mississippi State,2021-2022,34,18,16,0.529,11.83,7.60,,8,10,,14,3,,1,10,,2396,2252,,66.6,98.3,0.283,0.417,0.528,45.7,57.9,10.5,8.1,0.496,17.3,25.7,0.205
Mississippi Valley State,2021-2022,28,2,26,0.071,-22.15,-6.40,,2,16,,0,11,,2,15,,1882,2323,,72.6,111.8,0.364,0.312,0.593,57.6,52.0,9.2,9.5,0.566,18.0,33.8,0.259
Missouri,2021-2022,33,12,21,0.364,2.94,9.10,,5,13,,8,8,,2,10,,2160,2325,,67.4,104.2,0.354,0.354,0.538,48.8,48.2,10.8,9.6,0.506,15.8,29.7,0.247
Missouri State,2021-2022,34,23,11,0.676,8.29,1.05,,13,5,,12,4,,8,5,,2628,2342,,68.1,100.4,0.277,0.382,0.520,47.8,43.7,7.6,8.1,0.484,13.9,23.2,0.209
Monmouth,2021-2022,34,21,13,0.618,-0.39,-1.68,,11,9,,9,5,,10,7,,2333,2289,,67.1,99.6,0.336,0.408,0.512,49.1,50.3,8.0,8.6,0.473,15.4,27.9,0.240
Montana,2021-2022,32,18,14,0.563,-6.48,-6.21,,11,9,,14,3,,4,10,,2310,2141,,67.5,98.7,0.391,0.302,0.536,52.5,43.6,6.1,8.0,0.494,17.4,25.0,0.284
Montana State NCAA,2021-2022,35,27,8,0.771,-0.26,-5.54,,16,4,,13,1,,9,6,,2679,2425,,69.5,98.6,0.349,0.353,0.529,46.9,40.0,9.2,8.0,0.486,16.4,22.8,0.262
Morehead State,2021-2022,34,23,11,0.676,0.79,-3.43,,13,5,,12,2,,8,8,,2379,2158,,66.6,95.0,0.231,0.330,0.488,47.4,50.6,11.3,9.7,0.462,15.6,27.9,0.159
Morgan State,2021-2022,28,13,15,0.464,-12.62,-8.12,,7,6,,8,3,,3,10,,2100,2025,,75.7,95.1,0.416,0.380,0.541,49.6,49.9,10.0,9.1,0.502,22.3,28.7,0.292
Mount St. Mary's,2021-2022,30,14,16,0.467,-8.20,-7.20,,9,7,,8,5,,6,11,,1984,1958,,65.3,99.2,0.260,0.333,0.517,48.5,45.9,10.6,6.9,0.484,16.3,28.3,0.193
Murray State NCAA,2021-2022,34,31,3,0.912,9.87,-3.07,,18,0,,15,0,,11,1,,2690,2150,,68.3,92.3,0.264,0.405,0.500,44.5,44.5,7.9,10.5,0.473,18.0,25.0,0.179
Navy,2021-2022,32,21,11,0.656,-2.94,-6.36,,12,6,,9,6,,11,5,,2079,1924,,64.7,92.3,0.314,0.382,0.502,45.7,56.5,10.7,8.8,0.469,18.4,24.3,0.215
NC State,2021-2022,32,11,21,0.344,3.77,6.37,,4,16,,7,10,,3,7,,2336,2419,,67.9,109.1,0.294,0.346,0.565,51.9,52.8,8.1,11.0,0.534,16.0,31.1,0.219
Nebraska,2021-2022,32,10,22,0.313,3.00,8.25,,4,16,,7,12,,3,8,,2345,2513,,72.0,107.0,0.294,0.404,0.545,54.8,50.8,9.7,10.2,0.515,15.7,31.3,0.213
Nevada,2021-2022,31,13,18,0.419,3.71,6.07,,6,12,,7,7,,3,9,,2249,2284,,71.2,103.4,0.289,0.440,0.549,49.8,55.9,8.4,7.3,0.520,16.2,25.2,0.208
Nevada-Las Vegas,2021-2022,32,18,14,0.563,7.20,4.58,,10,8,,14,4,,4,7,,2236,2099,,67.0,97.9,0.305,0.417,0.510,49.2,53.6,7.6,8.7,0.475,15.1,25.5,0.219
New Hampshire,2021-2022,28,15,13,0.536,-6.32,-7.21,,10,8,,10,4,,5,9,,1925,1819,,63.6,102.2,0.251,0.394,0.529,46.9,41.1,7.8,7.7,0.498,13.4,21.3,0.188
New Mexico,2021-2022,32,13,19,0.406,1.25,4.32,,5,12,,11,7,,2,9,,2376,2411,,71.5,104.5,0.342,0.343,0.548,52.6,52.0,8.3,8.5,0.512,16.1,28.1,0.250
New Mexico State NCAA,2021-2022,34,27,7,0.794,7.11,1.24,,13,4,,13,2,,9,3,,2464,2197,,68.3,94.2,0.276,0.427,0.492,44.9,49.7,10.0,6.4,0.453,15.4,25.0,0.206
New Orleans,2021-2022,32,18,14,0.563,-7.88,-7.16,,10,4,,12,2,,3,10,,2469,2385,,74.9,98.7,0.320,0.396,0.520,50.7,56.3,9.4,8.1,0.488,17.7,30.2,0.222
Niagara,2021-2022,30,14,16,0.467,-3.09,-2.98,,9,11,,7,4,,5,10,,2022,1965,,65.7,98.4,0.277,0.368,0.513,51.3,52.4,7.7,7.9,0.477,15.3,26.5,0.207
Nicholls State,2021-2022,33,21,12,0.636,-3.62,-5.90,,11,3,,11,1,,7,8,,2590,2352,,72.5,97.6,0.339,0.373,0.516,49.1,54.0,7.7,6.2,0.478,18.1,29.7,0.242
NJIT,2021-2022,29,11,18,0.379,-14.63,-6.17,,6,12,,6,8,,5,10,,1826,2030,,67.3,102.7,0.265,0.407,0.527,52.1,53.8,10.0,9.2,0.501,14.8,27.1,0.184
Norfolk State NCAA,2021-2022,31,24,7,0.774,-3.91,-9.30,,12,2,,11,0,,7,6,,2302,1997,,70.7,91.1,0.331,0.452,0.478,46.6,55.2,8.2,8.9,0.446,16.9,26.9,0.213
North Alabama,2021-2022,30,9,21,0.300,-11.33,-3.21,,2,14,,6,7,,3,12,,2081,2056,,70.6,96.2,0.395,0.338,0.517,51.8,45.0,8.5,10.3,0.477,18.3,28.4,0.274
North Carolina NCAA,2021-2022,39,29,10,0.744,15.50,8.89,,15,5,,15,2,,8,3,,3038,2780,,70.3,100.4,0.214,0.362,0.512,44.2,47.5,9.4,9.3,0.486,12.2,21.5,0.155
North Carolina A&T,2021-2022,32,12,20,0.375,-9.91,-4.46,,6,10,,7,4,,3,13,,2167,2250,,68.5,101.9,0.365,0.411,0.535,50.7,57.9,9.9,6.1,0.499,17.5,30.1,0.257
North Carolina Central,2021-2022,31,16,15,0.516,-11.39,-7.47,,8,5,,9,2,,5,11,,2256,2120,,70.9,95.3,0.417,0.421,0.532,47.7,54.9,9.7,11.5,0.490,20.8,28.7,0.295
North Dakota,2021-2022,31,6,25,0.194,-16.57,-5.26,,2,16,,4,11,,1,13,,2178,2444,,69.4,113.2,0.295,0.359,0.576,50.6,46.4,9.1,9.3,0.555,12.7,25.5,0.205
North Dakota State,2021-2022,33,23,10,0.697,-1.60,-4.66,,13,5,,12,3,,9,6,,2469,2267,,68.2,99.2,0.245,0.326,0.504,46.6,38.0,7.8,6.2,0.472,11.8,21.8,0.182
North Florida,2021-2022,31,11,20,0.355,-8.35,0.08,,7,9,,7,5,,4,15,,2124,2206,,69.1,102.2,0.266,0.300,0.499,53.8,52.7,11.9,10.2,0.470,14.4,35.9,0.182
North Texas,2021-2022,32,25,7,0.781,8.98,1.28,,16,2,,13,3,,9,1,,2083,1783,,60.6,91.2,0.318,0.298,0.490,46.4,40.1,9.5,8.5,0.456,17.6,24.7,0.216
Northeastern,2021-2022,31,9,22,0.290,-6.00,-1.19,,2,16,,6,8,,0,12,,1993,2142,,65.4,104.8,0.256,0.369,0.548,48.4,46.3,11.1,7.1,0.517,14.1,23.7,0.193
Northern Arizona,2021-2022,32,9,23,0.281,-13.50,-4.10,,5,15,,5,11,,3,11,,2161,2347,,67.8,107.4,0.341,0.360,0.554,47.8,45.4,8.6,9.0,0.520,12.8,22.6,0.248
Northern Colorado,2021-2022,38,22,16,0.579,-4.53,-3.67,,13,7,,9,4,,8,9,,2962,2924,,70.7,107.8,0.292,0.331,0.551,49.5,38.8,8.6,7.1,0.521,12.4,23.4,0.214
Northern Illinois,2021-2022,30,9,21,0.300,-10.50,-3.07,,6,14,,3,8,,6,11,,1923,2146,,68.6,103.9,0.407,0.365,0.547,52.9,54.2,9.3,12.7,0.506,17.2,29.4,0.295
Northern Iowa,2021-2022,32,20,12,0.625,5.79,3.43,,14,4,,10,4,,9,5,,2383,2273,,67.6,103.0,0.226,0.487,0.558,49.9,51.1,9.2,7.2,0.536,16.2,21.7,0.164
Northern Kentucky,2021-2022,32,20,12,0.625,-3.19,-6.19,,14,6,,12,4,,7,7,,2237,2083,,65.6,97.7,0.250,0.392,0.521,48.1,56.2,9.6,8.1,0.490,18.6,30.5,0.187
Northwestern,2021-2022,31,15,16,0.484,8.91,7.11,,7,13,,10,6,,3,8,,2262,2168,,68.8,100.0,0.344,0.413,0.540,50.7,61.3,7.2,9.4,0.504,17.3,24.7,0.247
Northwestern State,2021-2022,32,9,23,0.281,-14.06,-3.20,,5,9,,6,6,,2,14,,2363,2573,,73.2,109.8,0.315,0.354,0.557,51.5,50.3,10.9,7.9,0.523,14.9,31.7,0.233
Notre Dame NCAA,2021-2022,35,24,11,0.686,11.87,7.01,,15,5,,14,1,,7,5,,2540,2349,,65.9,100.4,0.219,0.352,0.511,49.8,45.3,8.9,9.3,0.488,13.3,24.8,0.152
Oakland,2021-2022,32,20,12,0.625,-1.52,-4.06,,12,7,,10,3,,7,8,,2381,2194,,69.0,98.9,0.206,0.419,0.517,50.6,62.4,8.7,8.9,0.495,18.2,33.3,0.145
Ohio,2021-2022,35,25,10,0.714,1.50,-4.17,,14,6,,15,2,,8,6,,2591,2378,,69.0,98.5,0.276,0.375,0.537,50.6,45.7,8.2,10.0,0.502,18.4,25.9,0.210
Ohio State NCAA,2021-2022,32,20,12,0.625,14.17,9.08,,12,8,,13,3,,5,6,,2329,2166,,65.1,103.2,0.291,0.360,0.511,48.0,47.8,9.4,7.6,0.476,13.3,28.7,0.213
Oklahoma,2021-2022,35,19,16,0.543,14.12,10.10,,7,11,,12,6,,3,8,,2417,2276,,66.1,97.0,0.264,0.345,0.525,49.0,44.2,11.4,8.8,0.494,18.0,26.2,0.194
Oklahoma State,2021-2022,30,15,15,0.500,13.28,10.58,,8,10,,10,6,,3,8,,2051,1970,,68.8,93.1,0.312,0.401,0.496,49.2,51.0,11.7,8.6,0.456,19.5,31.4,0.226
Old Dominion,2021-2022,32,13,19,0.406,-1.32,-0.09,,8,10,,10,4,,3,11,,2127,2145,,65.7,101.6,0.285,0.452,0.522,47.5,54.9,8.4,6.5,0.496,14.9,27.4,0.193
Omaha,2021-2022,30,5,25,0.167,-16.99,-2.27,,4,14,,5,9,,0,15,,2088,2505,,71.4,116.9,0.370,0.386,0.589,53.1,48.1,9.0,7.4,0.557,13.0,29.1,0.271
Oral Roberts,2021-2022,31,19,12,0.613,-0.84,-4.49,,12,6,,10,5,,8,6,,2582,2306,,72.2,102.2,0.242,0.355,0.521,47.2,39.1,7.5,9.4,0.496,12.8,23.4,0.170
Oregon,2021-2022,35,20,15,0.571,10.05,8.05,,11,9,,12,5,,6,6,,2532,2440,,68.4,101.2,0.293,0.369,0.522,50.3,50.0,8.4,7.1,0.492,16.6,31.0,0.207
Oregon State,2021-2022,31,3,28,0.097,-1.44,8.40,,1,19,,3,13,,0,12,,2117,2422,,67.8,113.4,0.291,0.399,0.575,54.3,52.7,9.8,7.5,0.550,15.1,34.0,0.208
Pacific,2021-2022,30,8,22,0.267,-8.02,0.41,,3,11,,7,7,,0,13,,1976,2182,,69.5,104.2,0.272,0.421,0.571,51.2,49.3,8.0,6.1,0.540,17.1,22.1,0.209
Penn State,2021-2022,31,14,17,0.452,8.72,9.10,,7,13,,10,5,,1,10,,2003,2015,,62.8,102.3,0.262,0.379,0.515,47.0,55.2,9.4,10.0,0.483,12.2,24.1,0.191
Pennsylvania,2021-2022,28,12,16,0.429,-3.93,-0.50,,9,5,,6,3,,5,10,,2017,2113,,69.0,108.4,0.288,0.381,0.548,51.2,44.2,8.4,8.9,0.521,13.4,28.0,0.205
Pepperdine,2021-2022,32,7,25,0.219,-7.04,3.42,,1,15,,7,9,,0,13,,2183,2480,,71.7,107.2,0.309,0.368,0.554,52.4,54.7,10.2,6.8,0.525,15.8,30.5,0.221
Pittsburgh,2021-2022,32,11,21,0.344,0.45,6.98,,6,14,,8,11,,3,9,,1969,2178,,64.2,106.0,0.294,0.429,0.548,47.9,60.3,10.3,9.1,0.520,14.6,26.1,0.209
Portland,2021-2022,34,19,15,0.559,-1.71,-1.11,,7,7,,11,4,,6,9,,2524,2454,,72.0,99.9,0.255,0.404,0.519,49.8,47.2,8.5,7.1,0.488,15.2,25.8,0.188
Portland State,2021-2022,31,14,17,0.452,-7.70,-5.67,,10,10,,7,7,,5,9,,2280,2237,,72.2,99.1,0.388,0.377,0.545,52.9,48.9,8.2,7.7,0.512,20.7,31.2,0.268
Prairie View,2021-2022,27,8,19,0.296,-10.47,-3.66,,8,8,,5,4,,3,13,,1877,2061,,71.8,104.9,0.448,0.354,0.544,50.9,49.1,12.0,10.5,0.510,17.6,34.2,0.299
Presbyterian,2021-2022,32,12,20,0.375,-8.47,-3.65,,4,12,,7,7,,3,12,,2170,2174,,66.5,98.7,0.396,0.373,0.557,46.9,52.2,9.9,8.7,0.518,20.0,24.4,0.287
Princeton,2021-2022,30,23,7,0.767,2.65,-3.95,,12,2,,13,1,,8,4,,2395,2103,,68.7,100.7,0.222,0.318,0.531,48.6,39.7,7.9,8.8,0.506,14.9,23.0,0.160
Providence NCAA,2021-2022,33,27,6,0.818,13.08,7.75,,14,3,,16,1,,7,2,,2360,2184,,65.9,98.5,0.270,0.361,0.494,47.8,46.0,8.7,10.6,0.463,13.5,27.4,0.188
Purdue NCAA,2021-2022,37,29,8,0.784,19.15,8.23,,14,6,,16,1,,5,5,,2936,2532,,66.7,101.6,0.216,0.406,0.516,42.9,53.3,8.8,7.1,0.491,12.5,23.8,0.156
Purdue Fort Wayne,2021-2022,33,21,12,0.636,-5.59,-6.69,,15,6,,14,2,,6,7,,2424,2298,,69.4,98.9,0.255,0.401,0.552,51.9,51.1,8.8,9.1,0.527,20.0,26.5,0.184
Quinnipiac,2021-2022,31,14,17,0.452,-5.56,-4.20,,7,13,,8,7,,4,9,,2226,2216,,69.3,102.7,0.269,0.374,0.531,49.3,47.8,10.0,11.5,0.502,15.3,28.1,0.193
Radford,2021-2022,29,11,18,0.379,-9.23,-3.90,,7,9,,8,4,,3,12,,1832,1955,,65.4,101.7,0.368,0.374,0.556,49.7,48.6,10.6,10.0,0.520,18.2,25.5,0.266
Rhode Island,2021-2022,31,15,16,0.484,2.92,1.22,,5,12,,10,5,,3,9,,2081,2015,,68.2,95.3,0.318,0.415,0.500,48.5,57.6,10.8,7.5,0.459,16.8,27.4,0.233
Rice,2021-2022,33,16,17,0.485,-2.74,-1.19,,7,11,,10,5,,4,8,,2446,2421,,68.4,105.7,0.204,0.356,0.529,49.2,48.6,10.0,10.1,0.507,12.8,27.3,0.145
Richmond NCAA,2021-2022,37,24,13,0.649,7.07,4.48,,10,8,,11,4,,7,5,,2628,2532,,67.4,100.9,0.234,0.361,0.531,52.4,49.4,7.9,9.3,0.505,16.6,27.5,0.170
Rider,2021-2022,33,14,19,0.424,-5.87,-3.56,,8,12,,7,6,,4,11,,2237,2286,,68.3,100.3,0.332,0.444,0.524,49.5,54.9,8.7,8.8,0.492,16.2,27.8,0.230
Robert Morris,2021-2022,32,8,24,0.250,-12.50,-5.47,,5,16,,4,10,,4,14,,2220,2390,,67.7,109.5,0.282,0.366,0.553,50.7,54.9,10.8,9.1,0.525,14.7,31.7,0.204
Rutgers NCAA,2021-2022,32,18,14,0.563,8.78,6.81,,12,8,,14,3,,4,9,,2192,2129,,65.5,99.9,0.286,0.397,0.519,48.6,52.5,8.7,7.9,0.486,15.6,26.9,0.207
Sacramento State,2021-2022,29,11,18,0.379,-12.06,-5.36,,6,14,,5,8,,4,9,,1898,2035,,66.4,105.2,0.327,0.365,0.551,53.5,52.9,8.2,8.5,0.519,16.0,27.6,0.235
Sacred Heart,2021-2022,30,10,20,0.333,-13.41,-8.79,,6,10,,6,7,,4,13,,2180,2254,,69.3,107.6,0.253,0.379,0.543,49.1,52.5,10.5,9.9,0.524,13.9,30.2,0.167
Saint Francis (PA),2021-2022,30,9,21,0.300,-14.57,-7.91,,5,13,,4,8,,5,13,,2058,2205,,68.9,105.4,0.249,0.382,0.539,50.7,54.3,9.8,8.5,0.517,15.9,31.1,0.171
Saint Joseph's,2021-2022,30,11,19,0.367,1.00,2.46,,5,13,,9,7,,1,10,,2028,2072,,68.5,100.0,0.269,0.312,0.507,48.3,46.0,10.0,11.1,0.477,12.2,24.1,0.190
Saint Louis,2021-2022,35,23,12,0.657,9.83,3.45,,12,6,,14,5,,5,6,,2666,2376,,69.0,97.3,0.327,0.354,0.510,45.5,47.3,9.9,11.1,0.479,16.1,26.6,0.221
Saint Mary's (CA) NCAA,2021-2022,34,26,8,0.765,14.82,6.58,,12,3,,16,0,,6,4,,2370,2061,,65.5,92.6,0.249,0.283,0.505,46.6,37.2,9.2,8.5,0.475,17.4,22.1,0.180
Saint Peter's NCAA,2021-2022,34,22,12,0.647,2.96,-0.47,,14,6,,9,4,,7,7,,2277,2125,,66.7,93.0,0.408,0.364,0.492,48.5,52.9,10.2,12.8,0.439,17.8,28.7,0.295
