School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Arizona State,2010-2011,31,12,19,0.387,4.30,7.20,,4,14,,8,7,,2,10,,1983,2073,,64.4,103.5,0.393,0.359,0.529,52.7,63.0,10.1,10.7,0.491,16.9,33.0,0.274
Arkansas,2010-2011,31,18,13,0.581,6.28,2.34,,7,9,,15,3,,2,7,,2191,2069,,67.7,97.1,0.315,0.280,0.496,52.0,49.5,8.6,12.4,0.456,17.6,35.6,0.229
Arkansas State,2010-2011,32,17,15,0.531,-3.38,-3.31,,11,5,,13,0,,4,10,,2188,2066,,65.6,98.0,0.395,0.314,0.513,46.6,49.1,9.2,9.6,0.474,17.3,29.2,0.271
Arkansas-Pine Bluff,2010-2011,31,7,24,0.226,-20.00,-8.03,,7,11,,5,4,,2,19,,1850,2221,,68.4,103.6,0.554,0.334,0.558,53.3,64.0,11.4,12.0,0.524,19.4,31.5,0.362
Army,2010-2011,30,11,19,0.367,-10.71,-6.58,,3,11,,4,8,,7,10,,2038,2141,,68.2,104.6,0.415,0.361,0.548,51.2,58.8,8.6,11.6,0.512,17.7,31.5,0.289
Auburn,2010-2011,31,11,20,0.355,-2.47,2.40,,4,12,,9,11,,2,7,,1933,2051,,65.7,99.5,0.451,0.413,0.534,50.6,61.4,10.5,11.9,0.495,19.9,33.5,0.305
Austin Peay,2010-2011,34,20,14,0.588,-0.15,-3.77,,13,5,,10,3,,8,9,,2510,2279,,68.6,95.7,0.359,0.342,0.512,49.2,55.8,9.9,8.5,0.479,20.3,34.0,0.240
Ball State,2010-2011,32,19,13,0.594,-0.70,-3.40,,10,6,,11,3,,6,9,,2164,2049,,64.7,97.8,0.326,0.335,0.508,49.7,54.6,8.9,9.5,0.479,18.0,32.9,0.216
Baylor,2010-2011,31,18,13,0.581,10.00,4.80,,7,9,,15,3,,2,6,,2154,1984,,66.5,95.8,0.349,0.340,0.513,46.7,53.8,12.1,6.7,0.477,19.2,31.1,0.240
Belmont NCAA,2010-2011,35,30,5,0.857,13.07,-4.42,,19,1,,12,0,,12,4,,2790,2178,,69.2,89.3,0.462,0.309,0.506,47.5,53.5,9.8,13.0,0.461,23.6,32.1,0.313
Bethune-Cookman,2010-2011,34,21,13,0.618,-11.11,-8.04,,13,3,,11,3,,9,7,,2241,2240,,63.5,101.5,0.439,0.305,0.543,50.3,47.5,8.3,8.8,0.513,19.3,32.3,0.286
Binghamton,2010-2011,31,8,23,0.258,-13.81,-5.35,,4,12,,3,10,,4,12,,1861,2123,,61.6,110.3,0.293,0.339,0.541,53.8,52.1,8.9,10.5,0.515,14.9,37.3,0.204
Boise State,2010-2011,35,22,13,0.629,5.48,0.01,,10,6,,12,4,,9,7,,2594,2382,,68.2,97.8,0.437,0.331,0.560,49.6,50.7,7.5,9.4,0.521,22.2,27.8,0.311
Boston College,2010-2011,34,21,13,0.618,9.78,7.31,,9,7,,12,5,,5,6,,2440,2356,,64.2,108.0,0.259,0.352,0.534,50.6,51.7,7.8,10.6,0.507,13.8,33.2,0.183
Boston University NCAA,2010-2011,35,21,14,0.600,-2.48,-3.85,,12,4,,12,2,,4,10,,2270,2222,,62.7,100.9,0.301,0.375,0.495,49.8,53.9,7.9,10.9,0.460,15.0,34.3,0.212
Bowling Green State,2010-2011,33,14,19,0.424,-5.94,-2.03,,8,8,,10,5,,4,11,,2116,2215,,66.1,100.4,0.380,0.372,0.538,51.9,66.1,10.2,7.5,0.508,19.8,33.1,0.254
Bradley,2010-2011,32,12,20,0.375,-1.52,1.67,,4,14,,8,8,,2,10,,2076,2164,,65.9,102.2,0.373,0.379,0.536,51.7,64.8,8.4,7.4,0.496,17.0,29.9,0.269
Brigham Young NCAA,2010-2011,37,32,5,0.865,18.65,5.76,,14,2,,13,1,,10,1,,3012,2512,,71.1,94.6,0.327,0.306,0.500,48.1,51.4,8.1,8.8,0.465,17.5,28.2,0.225
Brown,2010-2011,28,11,17,0.393,-7.27,-4.12,,4,10,,8,5,,3,12,,2002,2054,,69.5,105.2,0.304,0.321,0.531,51.5,50.7,9.3,10.2,0.502,13.7,28.1,0.211
Bryant,2010-2011,30,9,21,0.300,-12.98,-3.12,,7,11,,5,8,,3,12,,2001,2258,,66.8,111.3,0.357,0.374,0.564,53.0,62.1,9.9,9.4,0.533,15.7,34.3,0.252
Bucknell NCAA,2010-2011,34,25,9,0.735,2.39,-3.87,,13,1,,14,1,,10,6,,2387,2174,,66.1,96.4,0.350,0.366,0.494,50.3,56.5,8.3,7.0,0.454,15.4,29.0,0.244
Buffalo,2010-2011,34,20,14,0.588,2.93,-2.22,,8,8,,13,3,,7,10,,2399,2197,,67.0,95.8,0.371,0.305,0.506,47.5,58.3,10.8,6.0,0.472,19.3,33.2,0.248
Butler NCAA,2010-2011,38,28,10,0.737,11.53,5.02,,13,5,,12,2,,7,6,,2707,2437,,64.5,98.1,0.387,0.355,0.516,47.7,48.4,8.1,8.6,0.481,16.7,27.9,0.260
Cal Poly,2010-2011,30,15,15,0.500,-1.84,-2.39,,10,6,,7,5,,8,9,,1779,1766,,61.4,95.4,0.419,0.343,0.498,50.0,54.1,9.5,13.6,0.449,18.6,31.6,0.296
Cal State Bakersfield,2010-2011,28,9,19,0.321,-11.44,-2.16,,,,,7,8,,2,11,,1907,2167,,69.7,110.1,0.396,0.279,0.568,53.5,53.6,9.0,6.7,0.530,17.0,35.9,0.290
Cal State Fullerton,2010-2011,31,11,20,0.355,-7.68,-2.81,,7,9,,7,5,,4,12,,2208,2326,,68.4,109.3,0.435,0.398,0.564,50.3,57.9,8.0,9.5,0.523,16.5,32.2,0.316
Cal State Northridge,2010-2011,32,14,18,0.438,-5.35,-1.55,,9,7,,7,5,,5,10,,2232,2280,,70.0,101.7,0.557,0.368,0.542,49.6,59.3,10.2,7.4,0.492,18.6,32.2,0.386
California,2010-2011,33,18,15,0.545,9.45,9.17,,10,8,,12,6,,5,6,,2391,2382,,68.5,103.5,0.338,0.377,0.535,48.4,51.3,8.1,7.2,0.504,15.8,29.1,0.233
Campbell,2010-2011,31,12,19,0.387,-6.67,-4.27,,6,14,,7,7,,4,10,,2032,2091,,65.6,102.4,0.499,0.354,0.539,50.1,63.3,9.6,10.6,0.493,19.0,34.6,0.348
Canisius,2010-2011,30,15,15,0.500,-2.92,-3.55,,9,9,,10,4,,5,10,,2043,2024,,67.3,100.3,0.394,0.315,0.507,50.7,57.1,9.6,8.7,0.466,17.0,35.6,0.272
Centenary (LA),2010-2011,30,1,29,0.033,-25.21,-2.85,,1,17,,1,10,,0,19,,1775,2422,,70.8,114.0,0.478,0.341,0.581,56.6,57.0,13.6,12.1,0.552,17.4,38.7,0.323
Central Arkansas,2010-2011,29,5,24,0.172,-19.16,-5.39,,1,15,,4,9,,0,14,,1984,2216,,72.3,105.2,0.384,0.307,0.568,52.7,58.0,9.7,12.0,0.537,19.9,34.4,0.270
Central Connecticut State,2010-2011,31,19,12,0.613,-1.94,-5.97,,11,7,,12,2,,6,10,,2170,2045,,67.6,96.4,0.334,0.324,0.504,48.9,49.0,9.1,7.4,0.471,19.6,35.1,0.227
Central Michigan,2010-2011,31,10,21,0.323,-8.01,-2.41,,7,9,,6,7,,3,13,,1841,2006,,64.8,98.7,0.526,0.257,0.542,50.9,49.9,8.9,10.0,0.503,19.9,30.1,0.350
Charleston Southern,2010-2011,32,16,16,0.500,-4.86,-4.57,,9,9,,12,2,,3,12,,2362,2197,,69.0,99.2,0.366,0.314,0.531,47.3,49.7,10.5,8.3,0.500,19.2,31.6,0.246
Charlotte,2010-2011,30,10,20,0.333,-2.54,1.89,,2,14,,6,7,,2,11,,1997,2130,,65.5,104.0,0.317,0.360,0.523,49.6,55.1,10.7,10.5,0.490,14.7,31.1,0.225
Chattanooga,2010-2011,32,16,16,0.500,-9.44,-2.67,,12,6,,10,6,,6,10,,2274,2380,,70.8,103.8,0.326,0.462,0.546,47.9,62.7,10.7,8.6,0.519,16.1,25.9,0.223
Chicago State,2010-2011,32,6,26,0.188,-27.71,-4.88,,3,9,,4,6,,1,17,,2128,2772,,74.7,114.6,0.479,0.377,0.579,53.9,63.9,10.3,8.7,0.544,15.6,35.0,0.324
Cincinnati NCAA,2010-2011,35,26,9,0.743,15.41,6.10,,11,7,,15,3,,7,4,,2412,2086,,63.6,93.3,0.354,0.296,0.499,46.8,55.1,9.2,7.8,0.458,19.1,31.0,0.249
Clemson NCAA,2010-2011,34,22,12,0.647,13.76,6.58,,9,7,,15,2,,3,7,,2330,2086,,65.1,93.6,0.348,0.324,0.497,48.8,52.8,10.1,8.8,0.456,19.7,32.5,0.247
Cleveland State,2010-2011,36,27,9,0.750,7.59,1.74,,13,5,,17,3,,9,5,,2556,2291,,66.5,95.7,0.409,0.309,0.505,50.9,58.0,8.1,11.3,0.464,18.9,33.1,0.278
Coastal Carolina,2010-2011,34,28,6,0.824,2.35,-5.15,,16,2,,15,3,,10,2,,2597,2178,,68.0,93.2,0.257,0.351,0.483,45.1,45.5,8.8,8.0,0.456,16.9,29.3,0.171
Colgate,2010-2011,30,7,23,0.233,-15.80,-5.03,,4,10,,3,9,,4,14,,1947,2270,,68.0,109.9,0.448,0.336,0.561,50.0,56.4,11.2,9.4,0.514,14.7,30.8,0.332
College of Charleston,2010-2011,37,26,11,0.703,6.17,-1.05,,14,4,,13,1,,10,8,,2821,2554,,67.6,102.0,0.271,0.283,0.510,50.6,48.8,9.1,5.4,0.485,16.1,35.4,0.182
Colorado,2010-2011,38,24,14,0.632,11.45,5.61,,8,8,,18,2,,3,9,,3025,2787,,69.1,105.0,0.355,0.315,0.539,48.0,54.1,8.9,7.7,0.505,16.5,32.4,0.250
Colorado State,2010-2011,32,19,13,0.594,7.49,5.26,,9,7,,9,5,,6,5,,2279,2166,,67.5,100.0,0.379,0.345,0.525,48.9,51.2,9.3,9.5,0.487,17.7,30.6,0.266
Columbia,2010-2011,28,15,13,0.536,-5.22,-4.81,,6,8,,10,4,,5,9,,1982,1988,,68.1,103.3,0.387,0.264,0.545,47.5,51.8,8.9,7.8,0.505,16.4,26.9,0.281
Connecticut NCAA,2010-2011,41,32,9,0.780,17.95,10.44,,9,9,,13,4,,5,5,,2967,2659,,65.1,97.8,0.268,0.322,0.476,47.1,51.5,9.2,8.3,0.445,14.5,34.1,0.182
Coppin State,2010-2011,30,16,14,0.533,-8.70,-7.66,,11,5,,11,3,,5,10,,2175,2169,,69.8,101.9,0.355,0.387,0.524,51.2,55.7,8.8,10.4,0.491,17.7,34.1,0.242
Cornell,2010-2011,28,10,18,0.357,-3.60,-1.60,,6,8,,6,6,,3,11,,1906,1962,,66.0,105.6,0.442,0.331,0.556,52.5,57.9,8.3,11.6,0.513,17.9,31.9,0.320
Creighton,2010-2011,39,23,16,0.590,4.87,1.41,,10,8,,19,3,,3,11,,2684,2549,,63.5,102.7,0.263,0.313,0.513,47.1,51.1,9.7,8.7,0.488,13.1,27.6,0.178
Dartmouth,2010-2011,28,5,23,0.179,-14.86,-3.39,,1,13,,3,8,,2,15,,1667,1988,,66.2,106.7,0.366,0.384,0.554,55.3,55.9,10.3,10.5,0.522,18.0,35.4,0.257
Davidson,2010-2011,33,18,15,0.545,-0.39,-2.17,,10,8,,10,3,,5,10,,2392,2266,,68.2,100.7,0.489,0.277,0.529,46.9,45.2,8.9,10.9,0.479,16.6,28.9,0.344
Dayton,2010-2011,36,22,14,0.611,4.87,3.20,,7,9,,14,5,,6,6,,2413,2353,,65.9,98.1,0.384,0.377,0.511,46.7,56.7,7.3,9.4,0.475,16.4,28.3,0.259
Delaware,2010-2011,31,14,17,0.452,-3.79,-0.11,,8,10,,6,6,,7,9,,1951,2065,,62.9,105.0,0.416,0.278,0.512,51.6,46.8,9.1,8.4,0.465,12.7,32.4,0.296
Delaware State,2010-2011,30,9,21,0.300,-12.18,-6.39,,5,11,,6,4,,3,16,,1874,1967,,61.3,106.2,0.351,0.268,0.564,58.0,53.7,7.9,8.9,0.540,21.0,42.1,0.236
Denver,2010-2011,30,13,17,0.433,-4.04,-3.48,,9,7,,11,4,,2,10,,1800,1817,,58.6,101.7,0.623,0.230,0.555,55.3,40.0,9.0,11.7,0.504,20.4,31.6,0.430
DePaul,2010-2011,31,7,24,0.226,-1.31,7.53,,1,17,,6,11,,1,9,,2104,2378,,68.9,109.9,0.394,0.231,0.575,55.5,57.0,9.2,10.1,0.541,18.7,38.9,0.282
Detroit Mercy,2010-2011,33,17,16,0.515,1.88,0.91,,10,8,,11,4,,6,11,,2459,2397,,70.5,101.5,0.324,0.361,0.517,47.6,51.8,10.8,9.1,0.487,16.9,33.5,0.221
Drake,2010-2011,31,13,18,0.419,-2.56,0.76,,7,11,,10,5,,2,10,,1997,2100,,65.4,103.1,0.362,0.316,0.538,54.2,52.3,9.9,7.1,0.501,17.3,31.5,0.260
Drexel,2010-2011,31,21,10,0.677,4.02,-0.01,,11,7,,12,2,,7,7,,1975,1850,,63.4,93.8,0.376,0.269,0.481,43.4,45.2,8.4,12.0,0.438,13.9,23.6,0.258
Duke NCAA,2010-2011,37,32,5,0.865,24.51,8.32,,13,3,,17,0,,6,4,,2993,2394,,70.2,92.2,0.296,0.245,0.474,48.1,48.9,8.4,7.4,0.445,17.8,33.2,0.193
Duquesne,2010-2011,32,19,13,0.594,10.33,1.49,,10,6,,10,2,,8,7,,2494,2177,,71.3,94.3,0.385,0.326,0.517,52.0,53.9,8.0,10.1,0.481,23.4,37.7,0.261
East Carolina,2010-2011,34,18,16,0.529,1.67,2.99,,8,8,,11,5,,4,7,,2319,2288,,65.8,101.5,0.388,0.338,0.519,51.5,55.1,9.5,12.1,0.485,17.4,34.9,0.258
East Tennessee State,2010-2011,36,24,12,0.667,2.08,-2.12,,16,4,,13,2,,9,7,,2515,2320,,66.0,97.0,0.346,0.386,0.502,48.6,53.4,8.4,9.1,0.470,17.8,32.7,0.229
Eastern Illinois,2010-2011,29,9,20,0.310,-11.41,-4.89,,4,14,,5,9,,4,11,,1749,1875,,63.7,101.1,0.388,0.372,0.523,48.8,61.6,10.1,7.2,0.485,16.9,30.2,0.268
Eastern Kentucky,2010-2011,31,15,16,0.484,-7.34,-6.48,,9,9,,8,5,,6,9,,2046,1957,,62.4,100.4,0.407,0.312,0.539,52.9,57.1,8.5,10.5,0.504,19.3,32.3,0.278
Eastern Michigan,2010-2011,31,9,22,0.290,-9.11,-3.11,,5,11,,7,6,,1,13,,1906,2030,,67.3,97.0,0.422,0.285,0.517,50.8,55.5,10.4,8.5,0.475,17.8,28.4,0.292
Eastern Washington,2010-2011,30,10,20,0.333,-8.50,-2.22,,7,9,,8,6,,2,14,,2023,2119,,66.6,105.2,0.462,0.304,0.541,50.7,57.2,10.5,11.4,0.491,16.6,34.0,0.337
Elon,2010-2011,31,14,17,0.452,-6.54,-3.32,,7,11,,8,5,,5,9,,2301,2301,,70.3,105.6,0.367,0.302,0.547,52.0,47.0,8.4,9.4,0.519,16.9,32.1,0.246
Evansville,2010-2011,32,16,16,0.500,-0.30,1.80,,9,9,,13,3,,3,12,,2122,2147,,66.1,101.2,0.431,0.356,0.552,52.1,57.4,8.9,10.5,0.515,19.6,29.5,0.301
Fairfield,2010-2011,33,25,8,0.758,2.94,-3.91,,15,3,,13,3,,10,4,,2150,1924,,65.8,88.3,0.315,0.289,0.477,48.2,45.2,10.8,11.4,0.446,20.6,31.7,0.203
FDU,2010-2011,29,5,24,0.172,-13.34,-5.00,,3,15,,3,11,,2,13,,1866,2108,,67.3,106.2,0.379,0.311,0.528,49.8,57.6,10.0,11.6,0.493,13.9,32.3,0.262
Florida NCAA,2010-2011,37,29,8,0.784,16.27,7.57,,13,3,,14,3,,8,2,,2667,2345,,63.9,96.9,0.278,0.332,0.499,46.0,48.3,9.4,8.2,0.472,16.4,30.0,0.187
Florida A&M,2010-2011,32,12,20,0.375,-16.82,-8.71,,7,9,,11,3,,1,16,,2055,2196,,68.7,98.3,0.384,0.293,0.501,49.8,50.1,11.4,7.8,0.464,17.7,35.0,0.255
Florida Atlantic,2010-2011,32,21,11,0.656,-2.41,-2.61,,13,3,,10,3,,9,7,,2191,2137,,64.7,102.4,0.390,0.285,0.522,50.9,44.7,8.2,8.4,0.481,16.6,34.4,0.276
Florida Gulf Coast,2010-2011,30,10,20,0.333,-10.27,-3.11,,7,13,,6,8,,4,12,,1970,2185,,69.2,103.9,0.353,0.399,0.548,49.3,56.7,11.9,8.5,0.522,18.5,32.7,0.237
Florida International,2010-2011,30,11,19,0.367,-9.33,-4.23,,5,11,,8,7,,2,11,,2150,2262,,69.4,106.9,0.419,0.377,0.551,52.3,54.2,9.7,11.1,0.513,18.2,37.0,0.296
Florida State NCAA,2010-2011,34,23,11,0.676,13.48,6.45,,11,5,,12,3,,8,5,,2348,2109,,69.3,89.2,0.363,0.397,0.469,46.7,55.0,10.6,8.6,0.424,18.7,30.7,0.252
Fordham,2010-2011,28,7,21,0.250,-8.77,1.01,,1,15,,6,6,,1,10,,1795,2069,,67.9,108.8,0.356,0.356,0.527,50.0,59.4,10.5,8.8,0.495,13.0,33.7,0.243
Fresno State,2010-2011,31,14,17,0.452,-0.25,0.58,,6,10,,11,5,,3,11,,2096,2089,,67.6,99.3,0.389,0.326,0.525,49.2,54.7,9.6,8.2,0.491,17.8,30.8,0.263
Furman,2010-2011,33,22,11,0.667,-0.36,-3.65,,12,6,,11,2,,9,8,,2271,2124,,63.6,100.4,0.407,0.318,0.515,47.8,48.8,9.2,7.2,0.476,16.6,31.5,0.279
Gardner-Webb,2010-2011,32,11,21,0.344,-9.22,-2.72,,6,12,,6,5,,3,16,,1985,2129,,65.9,100.5,0.390,0.333,0.543,49.5,55.8,10.7,10.3,0.504,19.0,28.9,0.280
George Mason NCAA,2010-2011,34,27,7,0.794,11.66,1.37,,16,2,,14,0,,10,3,,2474,2124,,64.3,96.1,0.320,0.334,0.499,48.5,51.6,8.3,8.5,0.466,17.6,31.3,0.217
George Washington,2010-2011,31,17,14,0.548,-0.10,0.36,,10,6,,9,7,,7,5,,2011,2025,,64.7,100.6,0.363,0.378,0.535,48.9,59.6,8.4,9.4,0.498,19.4,32.6,0.258
Georgetown NCAA,2010-2011,32,21,11,0.656,14.61,10.39,,10,8,,10,4,,7,5,,2258,2123,,64.8,102.0,0.379,0.296,0.510,48.0,53.3,10.9,11.4,0.468,14.9,32.3,0.268
Georgia NCAA,2010-2011,33,21,12,0.636,10.43,6.13,,9,7,,12,4,,7,4,,2267,2125,,64.6,97.5,0.347,0.319,0.489,46.6,39.9,10.1,8.1,0.448,15.4,31.7,0.243
Georgia Southern,2010-2011,32,5,27,0.156,-15.88,-3.13,,1,17,,5,10,,0,14,,2090,2423,,69.5,108.1,0.480,0.346,0.583,52.2,57.2,11.6,7.4,0.549,19.7,34.2,0.333
Georgia State,2010-2011,31,12,19,0.387,-4.15,-1.92,,6,12,,8,6,,2,12,,1919,1988,,63.6,98.9,0.506,0.348,0.518,48.1,55.8,10.3,8.9,0.463,17.8,31.5,0.359
Georgia Tech,2010-2011,31,13,18,0.419,6.42,5.68,,5,11,,10,6,,1,10,,2102,2079,,69.2,96.2,0.452,0.325,0.538,49.3,56.2,9.3,6.8,0.502,21.0,29.1,0.302
Gonzaga NCAA,2010-2011,35,25,10,0.714,13.86,4.01,,11,3,,14,2,,6,4,,2684,2307,,68.4,95.6,0.352,0.356,0.508,45.3,47.5,9.5,7.1,0.469,18.1,28.2,0.248
Grambling,2010-2011,33,12,21,0.364,-18.45,-10.45,,8,10,,4,6,,5,13,,1998,2262,,69.1,97.7,0.474,0.257,0.512,51.5,50.1,10.0,9.4,0.478,18.0,30.9,0.299
Green Bay,2010-2011,32,14,18,0.438,-0.21,2.18,,8,10,,10,4,,4,12,,2154,2189,,65.6,103.4,0.452,0.316,0.552,48.7,55.5,9.0,8.6,0.508,19.1,32.1,0.326
Hampton NCAA,2010-2011,33,24,9,0.727,-5.20,-8.77,,11,5,,8,3,,8,5,,2197,2070,,67.3,91.8,0.358,0.303,0.472,53.0,46.7,7.5,8.9,0.432,19.0,35.9,0.241
Hartford,2010-2011,31,11,20,0.355,-10.04,-5.55,,7,9,,7,5,,3,13,,1857,1996,,63.5,99.3,0.388,0.415,0.551,54.7,57.9,7.8,10.9,0.513,21.8,33.0,0.280
Harvard,2010-2011,30,23,7,0.767,4.88,-1.19,,12,3,,14,0,,9,6,,2144,1933,,63.9,100.0,0.257,0.313,0.521,48.2,49.3,9.7,9.1,0.490,17.4,30.8,0.189
Hawaii,2010-2011,32,19,13,0.594,0.51,-0.87,,8,8,,15,5,,4,6,,2216,2151,,68.6,96.9,0.360,0.351,0.488,48.6,54.0,10.1,8.0,0.446,15.9,32.1,0.250
High Point,2010-2011,31,12,19,0.387,-12.82,-4.47,,7,11,,9,5,,3,13,,2050,2250,,68.5,104.7,0.485,0.299,0.551,51.8,49.4,10.9,9.9,0.507,18.6,34.5,0.341
Hofstra,2010-2011,33,21,12,0.636,-0.03,0.13,,14,4,,10,3,,10,5,,2335,2300,,64.8,106.3,0.350,0.310,0.533,52.9,57.2,8.8,6.5,0.499,16.2,36.0,0.245
Holy Cross,2010-2011,29,8,21,0.276,-6.38,-4.55,,7,7,,4,9,,4,12,,1949,2002,,66.0,103.7,0.337,0.321,0.519,47.8,54.0,8.7,9.3,0.483,13.3,29.4,0.238
Houston,2010-2011,30,12,18,0.400,-2.71,0.55,,4,12,,10,6,,2,11,,2061,2092,,66.4,102.9,0.388,0.316,0.512,51.4,53.9,10.1,9.5,0.472,15.9,36.3,0.268
Houston Christian,2010-2011,31,5,26,0.161,-18.41,-8.72,,2,10,,4,8,,0,15,,2140,2429,,73.3,106.0,0.474,0.345,0.552,53.8,58.3,10.3,11.3,0.524,18.9,37.8,0.306
Howard,2010-2011,30,6,24,0.200,-18.80,-7.30,,4,12,,6,9,,0,13,,1753,2098,,66.0,105.9,0.449,0.373,0.547,50.9,62.4,11.2,12.0,0.518,17.8,34.9,0.291
Idaho,2010-2011,32,18,14,0.563,0.20,-0.64,,9,7,,10,5,,8,8,,2172,2134,,65.4,100.7,0.313,0.351,0.511,49.7,51.1,11.2,9.0,0.476,16.5,33.3,0.222
Idaho State,2010-2011,29,9,20,0.310,-10.76,-1.87,,4,12,,7,5,,1,14,,1878,2096,,64.9,110.0,0.409,0.363,0.561,51.0,57.6,8.6,8.5,0.526,16.3,34.5,0.289
Illinois NCAA,2010-2011,34,20,14,0.588,16.72,11.11,,9,9,,14,2,,3,7,,2413,2222,,66.2,98.4,0.327,0.348,0.498,48.8,53.2,8.5,7.3,0.457,15.6,31.5,0.237
Illinois State,2010-2011,31,12,19,0.387,-3.37,-0.66,,4,14,,10,8,,2,10,,1893,1977,,62.4,101.1,0.346,0.349,0.523,48.6,53.7,10.4,6.2,0.490,16.0,28.1,0.239
Illinois-Chicago,2010-2011,31,7,24,0.226,-6.32,1.98,,2,16,,4,10,,1,14,,1943,2152,,65.6,104.6,0.356,0.306,0.535,47.3,53.0,10.4,8.0,0.505,15.9,31.0,0.241
Indiana,2010-2011,32,12,20,0.375,9.03,7.65,,3,15,,12,6,,0,11,,2226,2182,,65.3,104.1,0.502,0.342,0.543,49.3,53.6,9.9,10.1,0.496,17.0,30.9,0.354
Indiana State NCAA,2010-2011,34,20,14,0.588,3.41,2.90,,12,6,,10,3,,6,8,,2253,2192,,64.8,98.1,0.454,0.333,0.514,49.2,54.0,9.1,8.2,0.462,17.3,29.8,0.326
Iona,2010-2011,37,25,12,0.676,7.01,-2.26,,13,5,,12,3,,11,6,,2922,2579,,69.5,98.9,0.342,0.314,0.530,48.4,49.7,9.1,9.1,0.498,18.3,29.6,0.235
Iowa,2010-2011,31,11,20,0.355,7.95,8.79,,4,14,,8,8,,2,9,,2084,2110,,67.1,100.7,0.280,0.365,0.532,49.1,60.7,10.3,8.3,0.500,18.3,32.3,0.207
Iowa State,2010-2011,32,16,16,0.500,8.86,4.55,,3,13,,13,6,,2,9,,2395,2257,,70.7,98.6,0.292,0.330,0.507,51.5,53.7,8.5,10.0,0.476,17.1,32.8,0.202
IU Indy,2010-2011,33,19,14,0.576,0.39,-0.84,,12,6,,9,2,,7,9,,2364,2282,,63.2,108.6,0.280,0.337,0.557,49.5,54.7,8.4,7.6,0.533,16.2,33.2,0.195
Jackson State,2010-2011,32,17,15,0.531,-10.43,-10.86,,12,6,,9,3,,7,11,,2096,2009,,66.3,93.6,0.517,0.344,0.529,48.1,52.1,11.2,9.1,0.491,22.2,28.9,0.337
Jacksonville,2010-2011,32,20,12,0.625,-1.42,-3.68,,13,7,,11,2,,9,9,,2176,2094,,68.2,94.1,0.455,0.319,0.513,48.0,50.9,9.7,8.2,0.471,20.5,31.8,0.306
Jacksonville State,2010-2011,30,5,25,0.167,-11.16,-5.41,,3,15,,2,9,,2,15,,1828,1974,,62.8,103.5,0.496,0.279,0.561,52.4,56.0,10.9,8.1,0.516,20.6,35.1,0.355
James Madison,2010-2011,33,21,12,0.636,2.94,-0.03,,10,8,,11,4,,10,7,,2355,2257,,66.9,101.9,0.365,0.343,0.529,47.8,53.0,8.8,9.0,0.490,15.6,27.9,0.261
