School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Belmont NCAA,2011-2012,35,27,8,0.771,11.81,-1.22,,16,2,,13,1,,10,6,,2831,2363,,68.6,97.7,0.350,0.308,0.511,50.3,53.2,9.3,12.2,0.481,18.0,34.9,0.230
Bethune-Cookman,2011-2012,35,18,17,0.514,-9.11,-7.05,,11,5,,9,3,,5,12,,2276,2319,,64.9,101.8,0.430,0.290,0.550,54.5,47.7,7.8,10.8,0.513,20.8,40.9,0.299
Binghamton,2011-2012,31,2,29,0.065,-20.14,-6.24,,1,15,,1,13,,0,15,,1762,2193,,65.1,108.2,0.377,0.345,0.565,56.0,50.6,11.4,6.7,0.535,16.9,35.0,0.263
Boise State,2011-2012,30,13,17,0.433,3.52,3.14,,3,11,,11,5,,1,11,,2050,1988,,65.2,101.2,0.392,0.377,0.555,50.1,55.0,7.9,9.3,0.526,18.2,28.2,0.264
Boston College,2011-2012,31,9,22,0.290,-4.54,4.89,,4,12,,8,9,,0,10,,1833,2125,,64.7,104.6,0.284,0.340,0.527,57.1,52.9,11.4,12.3,0.495,15.3,35.7,0.205
Boston University,2011-2012,32,16,16,0.500,-3.74,-4.09,,12,4,,7,5,,8,9,,2045,2034,,64.4,98.3,0.315,0.354,0.507,52.3,55.2,9.0,9.5,0.473,17.2,35.1,0.220
Bowling Green State,2011-2012,32,16,16,0.500,1.23,0.07,,9,7,,12,4,,4,12,,2125,2046,,64.8,98.3,0.361,0.311,0.527,51.3,58.1,10.4,6.5,0.498,19.8,35.2,0.240
Bradley,2011-2012,32,7,25,0.219,-5.79,3.62,,2,16,,6,10,,1,12,,1955,2256,,67.3,104.7,0.323,0.335,0.540,54.7,62.4,9.7,7.1,0.514,16.5,33.6,0.218
Brigham Young NCAA,2011-2012,35,26,9,0.743,11.25,1.55,,12,4,,13,3,,8,3,,2727,2358,,73.0,92.3,0.331,0.362,0.502,49.8,57.6,8.7,6.6,0.471,19.1,29.2,0.220
Brown,2011-2012,31,8,23,0.258,-12.52,-3.62,,2,12,,6,9,,1,12,,1907,2154,,65.4,106.3,0.276,0.327,0.544,55.6,55.1,8.7,9.1,0.518,15.5,32.8,0.194
Bryant,2011-2012,30,2,28,0.067,-17.90,-4.27,,1,17,,1,10,,0,17,,1852,2261,,66.4,113.1,0.335,0.357,0.568,56.5,60.7,11.2,7.6,0.542,15.0,37.9,0.233
Bucknell,2011-2012,35,25,10,0.714,3.57,-3.08,,12,2,,14,3,,11,7,,2410,2147,,64.0,95.9,0.352,0.359,0.500,47.1,52.5,8.8,6.6,0.458,14.6,25.2,0.251
Buffalo,2011-2012,31,20,11,0.645,4.15,0.15,,12,4,,12,2,,8,8,,2262,2090,,68.7,97.8,0.321,0.354,0.490,47.8,57.8,10.9,6.9,0.452,14.4,32.2,0.224
Butler,2011-2012,37,22,15,0.595,2.86,1.14,,11,7,,13,6,,7,9,,2352,2245,,64.5,93.1,0.442,0.336,0.506,49.5,52.1,9.0,8.1,0.462,19.0,31.2,0.299
Cal Poly,2011-2012,33,18,15,0.545,-0.58,-3.78,,8,8,,10,4,,5,10,,2136,1998,,60.4,100.2,0.433,0.322,0.532,48.1,54.3,7.3,11.0,0.491,16.6,28.9,0.301
Cal State Bakersfield,2011-2012,31,16,15,0.516,-7.15,-3.65,,,,,10,3,,6,12,,2121,2154,,66.2,104.6,0.489,0.365,0.572,52.1,59.2,10.4,7.1,0.528,20.3,36.3,0.355
Cal State Fullerton,2011-2012,31,21,10,0.677,-1.18,-5.32,,12,4,,13,1,,7,7,,2417,2205,,70.3,101.2,0.375,0.325,0.531,48.5,50.3,6.8,9.1,0.497,17.1,33.3,0.258
Cal State Northridge,2011-2012,28,7,21,0.250,-12.65,-2.61,,3,13,,4,8,,3,13,,1908,2101,,69.0,108.2,0.506,0.393,0.573,53.7,61.2,9.2,9.7,0.534,18.8,40.0,0.353
California NCAA,2011-2012,34,24,10,0.706,13.79,4.53,,13,5,,17,1,,5,6,,2419,2104,,66.3,93.3,0.267,0.300,0.493,48.6,49.1,7.5,5.8,0.464,17.0,29.5,0.183
Campbell,2011-2012,32,17,15,0.531,-6.06,-4.80,,11,7,,11,2,,6,12,,2370,2361,,69.6,105.6,0.425,0.362,0.532,51.1,58.3,9.9,7.3,0.490,15.1,34.6,0.299
Canisius,2011-2012,30,5,25,0.167,-14.73,-4.53,,1,17,,3,10,,2,14,,1965,2271,,67.6,111.1,0.350,0.368,0.552,54.2,65.8,10.6,9.7,0.517,15.4,40.6,0.252
Central Arkansas,2011-2012,29,8,21,0.276,-17.26,-4.83,,3,13,,6,7,,2,14,,2058,2371,,74.2,108.3,0.425,0.277,0.564,55.0,60.2,11.1,8.5,0.542,18.0,40.3,0.271
Central Connecticut State,2011-2012,29,13,16,0.448,-5.36,-5.05,,10,8,,10,3,,3,12,,2029,2038,,68.9,100.6,0.337,0.318,0.539,55.1,55.9,8.9,9.1,0.510,20.7,41.4,0.231
Central Michigan,2011-2012,32,11,21,0.344,-6.74,-1.62,,5,11,,6,6,,3,13,,1980,2134,,64.4,102.8,0.457,0.364,0.537,54.8,60.3,8.4,8.8,0.498,19.0,38.3,0.313
Charleston Southern,2011-2012,31,19,12,0.613,-2.19,-4.33,,11,7,,12,2,,5,10,,2383,2242,,70.9,101.6,0.346,0.342,0.555,51.6,44.5,7.7,9.7,0.528,19.9,33.9,0.236
Charlotte,2011-2012,30,13,17,0.433,0.99,2.86,,5,11,,7,7,,6,10,,2010,2066,,68.8,99.3,0.342,0.372,0.525,52.9,56.6,9.6,11.3,0.489,18.1,33.4,0.241
Chattanooga,2011-2012,32,11,21,0.344,-6.99,-3.54,,5,13,,11,6,,0,14,,2260,2204,,69.5,98.0,0.293,0.489,0.510,50.3,60.2,10.5,10.1,0.486,16.5,30.8,0.191
Chicago State,2011-2012,30,4,26,0.133,-19.30,-3.13,,2,8,,3,9,,1,17,,1884,2313,,71.4,107.5,0.412,0.387,0.559,54.8,64.9,11.3,7.9,0.521,17.1,36.5,0.295
Cincinnati NCAA,2011-2012,37,26,11,0.703,12.93,6.28,,12,6,,14,4,,7,5,,2522,2276,,64.1,94.7,0.263,0.311,0.490,51.9,54.8,8.3,8.4,0.462,18.2,37.6,0.180
Clemson,2011-2012,31,16,15,0.516,7.31,3.41,,8,8,,11,5,,4,7,,2001,1880,,63.3,95.1,0.302,0.312,0.519,51.2,51.8,9.3,7.2,0.487,19.9,32.8,0.212
Cleveland State,2011-2012,33,22,11,0.667,5.27,0.12,,12,6,,10,4,,11,5,,2177,1983,,64.3,93.5,0.512,0.318,0.510,52.1,53.7,10.8,10.6,0.465,21.8,38.0,0.338
Coastal Carolina,2011-2012,31,19,12,0.613,-2.64,-4.56,,12,6,,12,4,,7,7,,2248,2042,,66.8,97.8,0.343,0.343,0.500,47.7,47.8,10.1,6.3,0.463,15.7,32.3,0.236
Colgate,2011-2012,30,8,22,0.267,-14.91,-4.38,,2,12,,5,8,,3,14,,1893,2209,,65.7,111.2,0.366,0.345,0.554,53.7,49.7,11.6,8.1,0.520,13.1,32.6,0.261
College of Charleston,2011-2012,31,19,12,0.613,-0.16,-2.54,,10,8,,10,4,,7,6,,2191,2117,,68.4,98.3,0.257,0.327,0.499,55.0,48.7,9.1,8.1,0.472,17.4,38.9,0.176
Colorado NCAA,2011-2012,36,24,12,0.667,7.91,5.73,,11,7,,14,2,,4,7,,2429,2269,,66.0,95.2,0.320,0.350,0.490,49.8,48.3,9.5,10.5,0.461,16.1,30.3,0.207
Colorado State NCAA,2011-2012,32,20,12,0.625,6.58,5.23,,8,6,,14,1,,3,9,,2243,2177,,64.5,104.3,0.394,0.382,0.541,50.8,53.7,8.0,9.2,0.503,16.0,31.5,0.278
Columbia,2011-2012,30,15,15,0.500,-2.90,-3.18,,4,10,,8,6,,5,9,,1955,1863,,63.5,97.0,0.361,0.286,0.508,50.4,49.9,8.5,9.1,0.468,16.6,28.6,0.256
Connecticut NCAA,2011-2012,34,20,14,0.588,12.27,8.07,,8,10,,13,4,,3,7,,2336,2193,,64.1,99.5,0.253,0.351,0.481,50.7,52.0,10.0,6.7,0.446,14.0,38.3,0.186
Coppin State,2011-2012,30,14,16,0.467,-9.07,-5.96,,9,7,,7,5,,6,9,,2213,2257,,69.5,107.8,0.282,0.402,0.539,55.5,58.1,8.5,10.7,0.524,16.0,39.8,0.176
Cornell,2011-2012,28,12,16,0.429,-4.05,-0.98,,7,7,,10,3,,2,13,,1833,1898,,67.7,98.4,0.412,0.371,0.524,56.2,57.5,9.2,10.2,0.475,19.3,34.9,0.304
Creighton NCAA,2011-2012,35,29,6,0.829,12.92,3.41,,14,4,,14,2,,10,3,,2772,2439,,67.3,102.8,0.293,0.308,0.522,47.9,51.1,9.4,8.7,0.496,13.4,28.3,0.198
Dartmouth,2011-2012,30,5,25,0.167,-10.07,-3.56,,1,13,,4,9,,1,14,,1727,1904,,63.4,99.7,0.379,0.325,0.526,52.0,56.4,10.3,10.6,0.483,16.8,29.4,0.276
Davidson NCAA,2011-2012,33,25,8,0.758,7.26,-1.68,,16,2,,13,2,,8,5,,2571,2238,,68.8,97.9,0.414,0.272,0.511,47.9,43.8,8.7,9.6,0.473,15.7,29.5,0.277
Dayton,2011-2012,33,20,13,0.606,8.48,4.30,,9,7,,14,4,,3,8,,2369,2231,,65.0,102.4,0.373,0.311,0.531,49.5,53.8,8.1,10.4,0.501,16.8,33.9,0.248
Delaware,2011-2012,32,18,14,0.563,-1.61,-2.18,,12,6,,11,3,,6,10,,2206,2188,,67.2,99.8,0.323,0.284,0.480,53.4,42.7,9.9,9.2,0.439,13.0,36.6,0.229
Delaware State,2011-2012,29,15,14,0.517,-8.07,-6.78,,12,4,,8,5,,7,8,,1917,1868,,62.1,101.5,0.352,0.283,0.510,58.0,55.1,7.2,9.0,0.477,18.2,44.8,0.238
Denver,2011-2012,31,22,9,0.710,6.14,-1.47,,11,5,,14,2,,7,6,,2112,1876,,61.3,97.6,0.406,0.258,0.529,55.9,40.7,8.0,11.1,0.484,20.4,35.5,0.295
DePaul,2011-2012,31,12,19,0.387,1.99,4.57,,3,15,,7,9,,3,8,,2298,2378,,71.8,106.5,0.409,0.243,0.552,57.3,49.1,10.4,9.9,0.525,18.4,43.1,0.270
Detroit Mercy NCAA,2011-2012,36,22,14,0.611,2.40,-0.01,,11,7,,13,4,,6,8,,2597,2432,,67.1,100.3,0.375,0.348,0.539,50.8,56.1,8.6,6.6,0.503,19.4,35.6,0.263
Drake,2011-2012,34,18,16,0.529,2.44,2.96,,9,9,,13,3,,3,10,,2279,2271,,67.0,98.2,0.444,0.307,0.523,53.8,50.2,9.1,8.6,0.477,17.7,30.4,0.313
Drexel,2011-2012,36,29,7,0.806,7.37,-1.80,,16,2,,15,1,,11,3,,2350,2020,,60.9,92.1,0.374,0.307,0.478,47.5,43.8,8.9,11.3,0.437,16.0,29.1,0.252
Duke NCAA,2011-2012,34,27,7,0.794,17.05,8.40,,13,3,,13,3,,8,1,,2628,2334,,68.3,99.7,0.329,0.241,0.506,50.2,44.0,8.3,7.6,0.471,15.8,34.6,0.227
Duquesne,2011-2012,31,16,15,0.516,4.09,3.96,,7,9,,9,5,,4,9,,2252,2232,,69.2,103.6,0.324,0.320,0.547,58.3,57.9,7.4,11.7,0.516,20.7,44.2,0.230
East Carolina,2011-2012,31,15,16,0.484,2.42,2.53,,5,11,,10,7,,3,8,,2136,2019,,66.8,96.8,0.350,0.299,0.513,52.2,57.2,10.4,10.9,0.482,18.8,34.4,0.233
East Tennessee State,2011-2012,31,17,14,0.548,-0.41,-1.78,,10,8,,10,3,,6,10,,2098,2017,,66.7,97.6,0.342,0.444,0.539,51.8,58.9,8.8,8.7,0.516,22.1,38.1,0.222
Eastern Illinois,2011-2012,29,12,17,0.414,-11.48,-6.48,,5,11,,7,7,,5,10,,1896,1984,,64.2,105.2,0.338,0.321,0.544,54.0,57.6,9.4,7.6,0.514,17.7,38.7,0.234
Eastern Kentucky,2011-2012,32,16,16,0.500,-8.47,-5.93,,7,9,,11,3,,4,11,,2123,2117,,62.8,103.7,0.422,0.327,0.545,55.9,57.1,8.4,10.3,0.510,18.2,37.0,0.288
Eastern Michigan,2011-2012,32,14,18,0.438,-7.90,-1.68,,9,7,,9,4,,5,13,,1704,1878,,59.5,97.9,0.388,0.401,0.510,55.3,67.6,10.4,9.3,0.476,19.7,40.9,0.257
Eastern Washington,2011-2012,32,15,17,0.469,-3.87,-3.23,,8,8,,9,4,,6,13,,2326,2284,,69.1,102.8,0.572,0.342,0.555,54.1,59.2,8.7,12.1,0.509,19.5,35.4,0.395
Elon,2011-2012,31,15,16,0.484,-7.41,-3.03,,9,9,,10,4,,4,11,,2175,2226,,70.5,100.6,0.334,0.323,0.509,54.0,47.6,10.5,8.3,0.479,15.5,35.1,0.220
Evansville,2011-2012,32,16,16,0.500,3.46,3.56,,9,9,,11,7,,4,8,,2351,2327,,67.4,105.0,0.434,0.345,0.581,56.8,61.5,8.3,9.7,0.552,21.5,37.9,0.296
Fairfield,2011-2012,37,22,15,0.595,2.94,-1.34,,12,6,,12,4,,5,8,,2417,2259,,65.2,93.7,0.377,0.279,0.501,51.9,47.7,10.4,9.2,0.458,20.6,36.9,0.266
FDU,2011-2012,29,3,26,0.103,-16.99,-5.06,,2,16,,2,11,,1,15,,1762,2108,,68.2,106.5,0.385,0.338,0.539,54.9,56.3,11.2,5.9,0.497,16.0,37.5,0.281
Florida NCAA,2011-2012,37,26,11,0.703,18.25,7.33,,10,6,,14,2,,4,7,,2808,2404,,65.1,98.8,0.299,0.320,0.509,50.8,51.5,7.8,9.4,0.478,16.4,33.9,0.207
Florida A&M,2011-2012,33,10,23,0.303,-15.58,-6.29,,6,10,,5,8,,3,12,,2175,2416,,70.0,103.8,0.417,0.301,0.530,54.8,51.7,10.4,10.6,0.497,18.1,43.6,0.277
Florida Atlantic,2011-2012,30,11,19,0.367,-2.58,0.77,,7,9,,6,5,,4,11,,1977,2046,,64.8,102.7,0.430,0.237,0.533,54.1,44.8,7.5,12.4,0.487,17.8,38.1,0.311
Florida Gulf Coast,2011-2012,32,15,17,0.469,-2.41,-1.96,,8,10,,9,5,,5,11,,2306,2306,,68.5,104.4,0.382,0.388,0.530,52.1,62.5,10.1,9.3,0.502,17.3,38.5,0.250
Florida International,2011-2012,29,8,21,0.276,-5.07,-1.10,,5,11,,2,9,,5,9,,1836,1951,,64.4,103.1,0.474,0.374,0.533,54.3,57.6,10.1,12.1,0.499,18.1,40.2,0.307
Florida State NCAA,2011-2012,35,25,10,0.714,14.53,7.62,,12,4,,15,2,,5,5,,2443,2201,,67.3,92.1,0.343,0.364,0.482,50.0,49.4,11.3,8.7,0.437,18.9,35.8,0.245
Fordham,2011-2012,29,10,19,0.345,-7.63,1.92,,3,13,,9,6,,1,13,,1797,2074,,67.5,105.4,0.353,0.365,0.527,53.0,63.1,10.9,9.9,0.492,16.0,39.5,0.247
Fresno State,2011-2012,33,13,20,0.394,-0.91,0.77,,3,11,,9,5,,3,12,,2170,2181,,63.1,102.0,0.442,0.334,0.541,55.3,53.8,6.5,8.8,0.504,18.9,36.9,0.302
Furman,2011-2012,31,15,16,0.484,-6.04,-3.90,,8,10,,9,5,,5,10,,2006,2022,,64.6,101.0,0.379,0.311,0.523,50.6,51.8,10.0,7.6,0.481,16.5,34.1,0.271
Gardner-Webb,2011-2012,32,12,20,0.375,-7.99,-4.82,,6,12,,9,4,,3,15,,2103,2138,,66.1,100.0,0.407,0.322,0.522,51.0,56.6,9.6,9.1,0.489,17.3,34.2,0.267
George Mason,2011-2012,33,24,9,0.727,3.81,-1.67,,14,4,,15,1,,7,6,,2323,2142,,67.6,94.5,0.376,0.323,0.488,50.5,51.1,10.9,8.0,0.445,17.7,35.8,0.260
George Washington,2011-2012,31,10,21,0.323,-0.63,4.15,,5,11,,6,8,,2,12,,1921,2069,,64.0,104.2,0.363,0.300,0.541,52.8,54.3,9.7,8.7,0.506,18.2,39.1,0.256
Georgetown NCAA,2011-2012,33,24,9,0.727,16.81,7.69,,12,6,,15,1,,6,5,,2278,1959,,63.3,92.4,0.357,0.332,0.474,47.9,55.8,10.2,7.4,0.433,17.0,32.7,0.243
Georgia,2011-2012,32,15,17,0.469,5.92,7.95,,5,11,,11,6,,2,9,,1950,2015,,61.4,101.3,0.410,0.356,0.519,53.6,48.5,7.3,10.1,0.478,16.0,34.3,0.284
Georgia Southern,2011-2012,30,15,15,0.500,-6.70,-3.78,,12,6,,10,2,,4,12,,2002,2033,,66.7,100.3,0.380,0.352,0.543,53.3,53.9,9.3,5.4,0.510,19.7,34.4,0.261
Georgia State,2011-2012,34,22,12,0.647,5.69,-2.99,,11,7,,13,3,,8,6,,2298,2003,,65.2,89.1,0.303,0.374,0.474,51.5,57.8,8.4,10.0,0.439,19.5,34.4,0.206
Georgia Tech,2011-2012,31,11,20,0.355,1.74,4.13,,4,12,,7,8,,3,9,,1866,1940,,63.2,98.6,0.338,0.346,0.504,49.6,56.1,10.7,9.1,0.464,15.3,31.9,0.243
Gonzaga NCAA,2011-2012,33,26,7,0.788,13.86,3.25,,13,3,,15,1,,6,4,,2436,2086,,66.5,94.8,0.275,0.341,0.494,48.0,48.4,10.5,7.1,0.466,16.9,31.1,0.185
Grambling,2011-2012,28,4,24,0.143,-26.82,-9.39,,4,14,,1,9,,3,15,,1513,2001,,66.5,107.0,0.312,0.294,0.527,57.6,54.2,12.7,10.3,0.499,14.6,41.0,0.213
Green Bay,2011-2012,30,15,15,0.500,-2.32,1.04,,10,8,,12,2,,3,13,,1935,1982,,65.6,100.3,0.333,0.291,0.516,51.9,52.8,11.6,9.1,0.482,17.0,35.4,0.233
Hampton,2011-2012,33,12,21,0.364,-10.08,-7.93,,6,10,,6,5,,1,13,,2134,2205,,67.9,97.6,0.374,0.336,0.501,53.6,49.7,8.1,7.0,0.455,18.5,38.6,0.270
Hartford,2011-2012,31,9,22,0.290,-13.41,-6.19,,7,9,,4,8,,4,12,,1860,2084,,65.6,100.8,0.429,0.342,0.548,58.3,54.3,10.1,10.8,0.512,20.0,35.4,0.294
Harvard NCAA,2011-2012,31,26,5,0.839,7.84,-1.56,,12,2,,11,1,,12,3,,2033,1724,,60.9,91.0,0.300,0.271,0.485,48.7,47.9,8.9,9.9,0.456,17.9,29.2,0.197
Hawaii,2011-2012,32,16,16,0.500,-2.79,-0.52,,6,8,,8,7,,3,7,,2356,2387,,70.7,104.2,0.356,0.323,0.522,50.8,55.4,9.5,8.5,0.484,15.2,36.6,0.253
High Point,2011-2012,31,13,18,0.419,-5.92,-4.13,,8,10,,10,6,,3,12,,2203,2176,,65.1,106.1,0.399,0.382,0.533,53.8,56.0,9.8,8.8,0.499,15.4,38.0,0.270
Hofstra,2011-2012,32,10,22,0.313,-2.98,-1.10,,3,15,,8,9,,1,11,,2091,2151,,66.9,100.5,0.396,0.323,0.548,52.7,63.0,10.3,11.1,0.514,20.1,35.2,0.275
Holy Cross,2011-2012,29,15,14,0.517,-6.02,-4.23,,9,5,,11,3,,4,11,,1886,1938,,66.1,101.1,0.308,0.350,0.510,52.0,56.1,9.3,9.0,0.474,15.1,33.8,0.221
Houston,2011-2012,30,15,15,0.500,0.04,0.21,,7,9,,13,5,,1,8,,2152,2147,,67.7,104.4,0.297,0.302,0.520,50.1,50.1,11.0,8.2,0.493,14.7,35.9,0.201
Houston Christian,2011-2012,30,10,20,0.333,-16.07,-6.10,,3,7,,9,5,,0,13,,2208,2344,,74.4,104.1,0.447,0.305,0.559,54.5,54.0,10.3,8.8,0.526,19.7,39.2,0.304
Howard,2011-2012,31,10,21,0.323,-14.59,-4.16,,6,10,,6,5,,3,14,,1881,2174,,67.8,103.0,0.529,0.330,0.539,52.6,56.9,9.8,11.2,0.491,18.0,37.6,0.368
Idaho,2011-2012,33,19,14,0.576,0.77,-0.43,,9,5,,11,4,,8,8,,2298,2240,,64.3,104.8,0.316,0.340,0.518,50.5,51.4,8.8,8.3,0.489,14.2,34.8,0.214
Idaho State,2011-2012,30,9,21,0.300,-11.05,-2.77,,7,9,,5,8,,4,13,,1979,2192,,65.9,108.2,0.441,0.357,0.585,56.4,50.7,9.3,9.0,0.547,19.6,39.0,0.322
Illinois,2011-2012,32,17,15,0.531,9.33,7.99,,6,12,,13,4,,2,8,,2098,2055,,64.5,98.5,0.362,0.331,0.528,51.3,53.2,9.6,6.9,0.492,17.9,32.1,0.255
Illinois State,2011-2012,35,21,14,0.600,6.33,2.64,,9,9,,14,3,,4,9,,2439,2310,,64.4,100.6,0.309,0.360,0.511,50.7,52.1,8.6,8.3,0.479,14.8,29.7,0.214
Illinois-Chicago,2011-2012,30,8,22,0.267,-9.16,-1.30,,3,15,,7,7,,1,15,,1826,2033,,64.1,104.9,0.433,0.289,0.539,53.0,52.8,10.8,13.2,0.506,15.7,36.1,0.286
Indiana NCAA,2011-2012,36,27,9,0.750,18.63,7.80,,11,7,,18,1,,5,6,,2782,2392,,66.9,99.3,0.343,0.316,0.517,49.2,44.4,10.0,10.5,0.481,17.3,34.4,0.241
Indiana State,2011-2012,33,18,15,0.545,2.08,3.08,,8,10,,11,4,,4,9,,2120,2141,,64.4,99.6,0.324,0.314,0.526,53.0,54.4,8.9,7.3,0.488,16.7,29.7,0.239
Iona NCAA,2011-2012,33,25,8,0.758,8.36,-1.82,,15,3,,10,1,,11,4,,2736,2400,,71.4,100.7,0.288,0.341,0.538,51.9,53.6,7.6,7.6,0.511,19.2,35.5,0.200
Iowa,2011-2012,35,18,17,0.514,7.04,6.53,,8,10,,14,6,,3,9,,2555,2537,,68.2,106.3,0.325,0.355,0.551,51.9,56.6,8.1,7.7,0.518,17.1,35.0,0.237
Iowa State NCAA,2011-2012,34,23,11,0.676,13.32,7.32,,12,6,,16,2,,4,7,,2490,2286,,67.5,99.7,0.265,0.319,0.514,48.2,51.9,8.4,9.9,0.486,15.1,28.3,0.185
IU Indy,2011-2012,32,14,18,0.438,-3.85,-1.75,,7,11,,9,5,,3,12,,2319,2329,,66.4,108.3,0.377,0.283,0.560,53.1,53.9,8.7,5.8,0.523,17.1,38.4,0.274
Jackson State,2011-2012,31,7,24,0.226,-17.50,-7.00,,5,13,,4,7,,2,16,,1737,2042,,63.3,102.4,0.413,0.305,0.526,54.1,53.9,11.8,10.3,0.498,17.9,39.8,0.262
Jacksonville,2011-2012,30,8,22,0.267,-7.30,0.10,,6,12,,5,6,,3,15,,1951,2173,,66.8,107.5,0.541,0.312,0.562,52.3,54.9,10.7,9.2,0.523,18.0,38.2,0.367
Jacksonville State,2011-2012,33,15,18,0.455,-4.86,-5.23,,8,8,,9,4,,3,10,,2143,2106,,65.1,97.3,0.493,0.267,0.525,53.3,57.5,9.7,9.8,0.474,19.8,36.7,0.348
James Madison,2011-2012,32,12,20,0.375,-5.86,-2.11,,5,13,,5,9,,5,9,,2115,2235,,66.2,104.7,0.424,0.307,0.531,56.6,53.9,10.2,10.7,0.493,17.1,40.5,0.291
Kansas NCAA,2011-2012,39,32,7,0.821,21.72,9.93,,16,2,,16,0,,8,2,,2867,2407,,67.3,91.4,0.331,0.319,0.478,47.9,52.8,9.6,9.0,0.434,17.5,31.3,0.239
