School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Ball State,2014-2015,30,7,23,0.233,-5.06,0.04,,2,16,,6,9,,1,14,,1961,2070,,64.1,105.5,0.410,0.329,0.554,49.8,52.1,11.3,11.0,0.519,16.2,28.7,0.285
Baylor NCAA,2014-2015,34,24,10,0.706,17.85,9.33,,11,7,,16,2,,6,5,,2349,2048,,62.8,95.2,0.318,0.356,0.485,44.1,69.4,10.4,10.9,0.455,16.3,31.0,0.205
Belmont NCAA,2014-2015,33,22,11,0.667,0.35,-2.77,,11,5,,12,2,,7,8,,2450,2330,,67.5,104.5,0.285,0.366,0.543,49.7,50.7,9.7,12.5,0.515,16.3,29.6,0.203
Bethune-Cookman,2014-2015,32,11,21,0.344,-15.52,-10.45,,7,9,,6,8,,4,11,,1899,2003,,61.3,102.1,0.455,0.339,0.528,48.9,53.2,10.4,10.0,0.482,17.4,32.9,0.320
Binghamton,2014-2015,32,6,26,0.188,-13.45,-3.49,,5,11,,5,9,,1,15,,1845,2124,,63.4,104.4,0.348,0.384,0.547,53.1,55.6,9.7,7.0,0.519,17.8,31.7,0.238
Boise State NCAA,2014-2015,34,25,9,0.735,10.01,1.38,,14,4,,13,1,,8,5,,2390,2045,,62.4,94.6,0.318,0.360,0.506,47.9,49.2,7.5,9.9,0.472,17.6,25.4,0.222
Boston College,2014-2015,32,13,19,0.406,6.32,7.94,,4,14,,9,8,,2,7,,2105,2157,,63.9,103.9,0.410,0.315,0.537,52.0,53.5,8.2,10.3,0.494,16.3,30.8,0.295
Boston University,2014-2015,30,13,17,0.433,-5.63,-3.12,,9,9,,8,6,,5,10,,2037,2087,,63.7,108.3,0.330,0.404,0.557,49.3,62.2,8.3,9.2,0.526,14.7,27.9,0.235
Bowling Green State,2014-2015,33,21,12,0.636,2.93,-1.25,,11,7,,11,6,,10,5,,2196,2076,,63.8,98.2,0.325,0.376,0.510,49.0,48.8,9.7,9.8,0.475,16.8,29.6,0.227
Bradley,2014-2015,33,9,24,0.273,-4.30,1.52,,3,15,,7,9,,1,10,,1882,2026,,61.1,98.9,0.450,0.378,0.535,49.5,59.8,9.9,10.5,0.496,19.4,29.0,0.309
Brigham Young NCAA,2014-2015,35,25,10,0.714,13.53,5.02,,13,5,,13,3,,8,3,,2931,2561,,70.7,102.0,0.386,0.325,0.527,46.8,55.1,9.2,9.4,0.489,15.8,28.5,0.270
Brown,2014-2015,31,13,18,0.419,-7.23,-1.99,,4,10,,9,6,,3,11,,2048,2144,,67.6,101.9,0.360,0.308,0.510,48.9,50.0,11.8,12.6,0.474,14.2,30.0,0.246
Bryant,2014-2015,31,16,15,0.516,-6.28,-4.93,,12,6,,9,5,,7,10,,2058,2100,,63.8,105.0,0.359,0.356,0.524,51.0,52.5,10.0,10.8,0.483,14.3,32.0,0.261
Bucknell,2014-2015,34,19,15,0.559,-3.66,-2.75,,13,5,,12,4,,6,11,,2339,2346,,64.1,106.1,0.378,0.298,0.540,48.4,47.3,7.8,12.1,0.497,12.8,25.7,0.280
Buffalo NCAA,2014-2015,33,23,10,0.697,7.93,1.60,,12,6,,11,2,,9,7,,2462,2253,,68.7,99.3,0.343,0.379,0.515,48.0,49.3,9.0,8.1,0.485,17.0,30.4,0.228
Butler NCAA,2014-2015,34,23,11,0.676,16.64,8.62,,12,6,,13,3,,7,4,,2346,2073,,64.2,93.5,0.333,0.342,0.501,45.8,50.5,8.3,11.3,0.467,17.2,25.3,0.227
Cal Poly,2014-2015,29,13,16,0.448,-0.57,0.43,,6,10,,7,4,,5,10,,1752,1721,,59.3,99.3,0.308,0.328,0.515,49.0,56.8,6.6,9.3,0.484,15.5,27.7,0.212
Cal State Bakersfield,2014-2015,33,14,19,0.424,-6.40,-5.80,,7,7,,9,5,,3,10,,2100,2028,,61.2,98.6,0.469,0.385,0.528,46.2,54.1,8.4,10.3,0.482,17.3,26.1,0.327
Cal State Fullerton,2014-2015,31,9,22,0.290,-8.58,-1.06,,1,15,,6,9,,1,13,,1991,2155,,65.6,104.7,0.391,0.330,0.542,49.3,55.0,8.8,10.2,0.505,14.8,26.4,0.275
Cal State Northridge,2014-2015,33,9,24,0.273,-6.61,0.39,,4,12,,7,9,,1,14,,2148,2325,,65.9,106.1,0.355,0.387,0.537,49.6,55.9,10.9,6.5,0.503,14.4,29.9,0.249
California,2014-2015,33,18,15,0.545,5.36,6.15,,7,11,,11,7,,5,6,,2195,2221,,66.3,100.8,0.389,0.252,0.510,49.4,45.3,7.6,9.0,0.468,12.7,25.1,0.271
Campbell,2014-2015,32,10,22,0.313,-11.13,-5.30,,4,14,,9,6,,1,15,,2045,2124,,63.3,104.5,0.403,0.317,0.552,51.6,50.5,10.0,8.4,0.511,17.0,29.7,0.291
Canisius,2014-2015,33,18,15,0.545,-0.04,-2.79,,11,9,,10,5,,8,8,,2168,2077,,64.2,97.2,0.407,0.370,0.511,49.6,60.2,9.4,9.6,0.469,18.5,32.3,0.281
Central Arkansas,2014-2015,29,2,27,0.069,-22.84,-5.94,,2,16,,2,11,,0,16,,1894,2384,,71.3,115.3,0.425,0.288,0.580,54.2,52.9,13.2,11.0,0.550,15.6,36.7,0.294
Central Connecticut State,2014-2015,31,5,26,0.161,-16.56,-5.62,,3,15,,4,9,,1,13,,1834,2173,,64.0,109.2,0.239,0.353,0.538,51.1,53.2,10.2,9.3,0.514,13.5,32.8,0.170
Central Michigan,2014-2015,32,23,9,0.719,5.56,-1.10,,12,6,,16,1,,6,7,,2504,2187,,66.6,102.2,0.347,0.365,0.536,50.0,46.3,7.5,9.2,0.508,17.4,30.1,0.232
Charleston Southern,2014-2015,31,19,12,0.613,-4.48,-5.23,,13,5,,13,2,,6,9,,2277,2130,,66.5,101.8,0.336,0.403,0.542,47.7,51.2,8.0,12.0,0.509,17.3,27.3,0.238
Charlotte,2014-2015,32,14,18,0.438,1.76,0.35,,7,11,,7,6,,5,9,,2362,2317,,67.2,104.4,0.331,0.367,0.538,48.6,52.6,8.9,8.2,0.506,15.9,31.2,0.232
Chattanooga,2014-2015,32,22,10,0.688,-1.63,-4.06,,15,3,,15,2,,7,7,,2325,2141,,66.2,99.2,0.419,0.276,0.516,49.0,44.7,8.7,11.7,0.475,17.2,32.0,0.287
Chicago State,2014-2015,32,8,24,0.250,-14.76,-2.48,,4,10,,7,5,,1,16,,1855,2115,,64.5,102.0,0.497,0.386,0.555,51.2,58.7,11.0,10.0,0.518,20.5,32.9,0.335
Cincinnati NCAA,2014-2015,34,23,11,0.676,10.72,4.40,,13,5,,15,3,,6,5,,2113,1898,,59.6,92.3,0.261,0.333,0.468,46.5,54.0,9.2,8.2,0.441,16.8,32.3,0.170
Clemson,2014-2015,31,16,15,0.516,7.73,7.18,,8,10,,11,6,,3,7,,1944,1927,,62.8,98.3,0.312,0.332,0.491,48.5,52.4,9.9,8.3,0.456,15.1,31.4,0.215
Cleveland State,2014-2015,34,19,15,0.559,3.07,-0.78,,11,5,,12,3,,6,12,,2296,2098,,61.5,99.3,0.436,0.358,0.536,49.1,58.5,9.8,7.9,0.487,18.6,31.2,0.295
Coastal Carolina NCAA,2014-2015,34,24,10,0.706,-1.02,-6.18,,12,6,,14,2,,8,7,,2438,2121,,65.2,95.7,0.336,0.408,0.499,44.3,53.0,8.8,7.0,0.461,16.0,26.2,0.235
Colgate,2014-2015,33,16,17,0.485,-2.91,-3.41,,12,6,,10,5,,6,12,,2177,2125,,60.5,104.5,0.343,0.323,0.531,50.7,50.0,9.3,9.0,0.503,14.5,28.1,0.229
College of Charleston,2014-2015,33,9,24,0.273,-7.23,-1.26,,3,15,,5,9,,2,12,,1934,2131,,61.7,103.8,0.474,0.322,0.525,52.6,50.7,8.8,10.6,0.481,15.7,32.2,0.323
Colorado,2014-2015,34,16,18,0.471,7.01,6.19,,7,11,,12,5,,2,11,,2345,2317,,65.6,102.3,0.339,0.370,0.524,46.4,52.4,10.4,9.2,0.489,14.8,28.0,0.238
Colorado State,2014-2015,34,27,7,0.794,8.12,0.69,,13,5,,15,2,,8,4,,2454,2181,,65.3,97.9,0.331,0.355,0.514,45.7,51.9,8.2,7.0,0.487,16.1,25.3,0.217
Columbia,2014-2015,28,13,15,0.464,-0.38,-1.49,,5,9,,9,7,,4,7,,1816,1737,,60.6,102.4,0.378,0.299,0.520,48.1,47.1,9.2,12.3,0.481,14.6,28.8,0.264
Connecticut,2014-2015,35,20,15,0.571,8.28,4.22,,10,8,,11,5,,4,7,,2243,2101,,61.9,96.7,0.326,0.338,0.488,49.2,50.9,8.9,10.8,0.452,15.3,30.6,0.223
Coppin State,2014-2015,31,8,23,0.258,-17.84,-4.78,,6,10,,4,7,,3,15,,2219,2558,,73.6,112.2,0.419,0.305,0.571,57.2,53.6,8.4,9.3,0.538,16.6,37.7,0.294
Cornell,2014-2015,30,13,17,0.433,-3.58,-1.92,,5,9,,8,5,,5,9,,1868,1838,,64.4,94.4,0.407,0.375,0.495,52.7,55.2,8.1,8.7,0.450,17.4,30.0,0.281
Creighton,2014-2015,33,14,19,0.424,7.48,7.05,,4,14,,9,8,,3,9,,2221,2207,,63.3,104.1,0.334,0.357,0.535,48.5,54.9,9.2,11.0,0.505,14.9,28.1,0.229
Dartmouth,2014-2015,29,14,15,0.483,-3.11,-3.32,,7,7,,8,4,,6,11,,1835,1829,,62.9,99.4,0.428,0.383,0.537,49.3,55.7,9.4,8.4,0.499,18.7,28.3,0.294
Davidson NCAA,2014-2015,32,24,8,0.750,11.97,3.19,,14,4,,14,1,,9,4,,2529,2221,,67.2,102.9,0.351,0.325,0.518,49.7,49.5,7.5,12.1,0.492,14.7,30.3,0.224
Dayton NCAA,2014-2015,36,27,9,0.750,10.98,4.06,,13,5,,16,0,,5,6,,2439,2190,,64.2,94.4,0.306,0.334,0.503,51.4,54.3,8.2,11.4,0.472,18.3,28.4,0.207
Delaware,2014-2015,30,10,20,0.333,-7.76,-1.69,,9,9,,5,8,,5,10,,1979,2161,,65.7,108.2,0.332,0.375,0.532,51.3,56.6,9.9,10.5,0.500,13.3,31.5,0.233
Delaware State,2014-2015,36,18,18,0.500,-10.78,-6.75,,9,7,,6,6,,9,11,,2533,2607,,69.2,104.2,0.344,0.368,0.518,49.3,54.4,10.1,10.0,0.485,14.2,31.0,0.235
Denver,2014-2015,30,12,18,0.400,-3.96,-3.13,,6,10,,9,7,,3,10,,1865,1890,,58.2,106.9,0.512,0.298,0.572,54.5,48.5,8.8,8.5,0.529,17.9,29.6,0.365
DePaul,2014-2015,32,12,20,0.375,3.30,7.49,,6,12,,9,7,,3,9,,2220,2354,,67.3,108.9,0.487,0.310,0.557,54.1,48.3,10.8,9.8,0.508,16.1,35.4,0.356
Detroit Mercy,2014-2015,33,15,18,0.455,-2.25,0.13,,7,9,,10,6,,3,11,,2334,2335,,68.2,102.5,0.465,0.402,0.556,50.2,58.7,8.7,8.5,0.517,19.1,29.4,0.323
Drake,2014-2015,31,9,22,0.290,-6.04,2.22,,6,12,,8,7,,1,11,,1844,2070,,58.9,112.4,0.306,0.363,0.571,52.9,51.5,10.9,10.0,0.547,14.7,31.4,0.214
Drexel,2014-2015,30,11,19,0.367,-5.71,-0.85,,9,9,,5,9,,5,6,,1787,1930,,61.4,104.3,0.358,0.300,0.530,52.3,52.7,8.8,9.9,0.499,15.9,31.3,0.242
Duke NCAA,2014-2015,39,35,4,0.897,24.97,9.87,,15,3,,15,1,,9,2,,3091,2502,,65.9,96.7,0.240,0.278,0.492,46.1,47.0,8.3,8.3,0.465,15.9,30.2,0.166
Duquesne,2014-2015,31,12,19,0.387,-2.93,1.41,,6,12,,9,7,,2,10,,2213,2303,,67.2,110.2,0.336,0.401,0.539,50.0,64.6,8.1,8.6,0.511,13.6,33.2,0.228
East Carolina,2014-2015,33,14,19,0.424,-2.84,1.00,,6,12,,11,5,,1,11,,2116,2176,,63.1,104.1,0.338,0.360,0.530,52.4,56.9,9.4,12.5,0.501,16.5,34.0,0.229
East Tennessee State,2014-2015,30,16,14,0.533,-4.80,-4.01,,8,10,,10,4,,6,9,,2201,2140,,68.8,102.9,0.423,0.443,0.541,50.7,62.4,10.1,13.3,0.501,18.3,31.9,0.298
Eastern Illinois,2014-2015,33,18,15,0.545,-5.52,-2.42,,9,7,,9,5,,7,8,,2097,2136,,63.2,101.7,0.311,0.353,0.512,54.1,51.4,10.1,8.9,0.477,16.1,34.1,0.222
Eastern Kentucky,2014-2015,33,21,12,0.636,-0.03,-4.16,,11,5,,13,4,,8,7,,2373,2100,,65.5,96.4,0.345,0.404,0.553,55.7,67.2,9.1,9.7,0.527,24.4,33.9,0.232
Eastern Michigan,2014-2015,35,21,14,0.600,1.96,-0.14,,8,10,,16,3,,4,10,,2429,2230,,66.7,94.5,0.393,0.392,0.492,50.6,63.8,8.0,9.5,0.449,18.9,33.2,0.269
Eastern Washington NCAA,2014-2015,35,26,9,0.743,0.79,-3.84,,14,4,,13,2,,11,6,,2820,2588,,68.3,107.5,0.354,0.360,0.554,50.0,57.4,8.0,11.2,0.520,15.6,30.4,0.253
Elon,2014-2015,33,15,18,0.455,-5.91,-2.69,,6,12,,8,6,,5,10,,2329,2329,,69.4,100.5,0.430,0.341,0.535,51.6,48.6,9.0,9.6,0.501,18.3,30.5,0.287
Evansville,2014-2015,36,24,12,0.667,3.36,-0.07,,9,9,,14,5,,8,5,,2552,2361,,66.1,98.2,0.307,0.341,0.523,49.2,51.5,9.6,9.8,0.490,17.8,28.1,0.219
Fairfield,2014-2015,31,7,24,0.226,-8.63,-2.31,,5,15,,4,11,,2,11,,1845,2041,,62.1,103.9,0.427,0.265,0.521,53.3,53.4,10.4,7.9,0.483,15.5,33.9,0.287
FDU,2014-2015,29,8,21,0.276,-12.22,-4.54,,3,15,,4,9,,4,12,,1956,2130,,67.7,107.0,0.506,0.345,0.560,56.9,55.5,9.5,11.3,0.520,19.6,39.9,0.350
Florida,2014-2015,33,16,17,0.485,13.27,9.67,,8,10,,11,5,,2,9,,2101,1982,,62.8,94.9,0.378,0.315,0.510,49.1,51.7,8.7,11.9,0.460,18.9,29.1,0.282
Florida A&M,2014-2015,29,2,27,0.069,-26.04,-8.52,,2,14,,2,9,,0,17,,1607,2115,,65.7,111.0,0.349,0.377,0.555,54.9,59.3,10.8,9.8,0.535,15.6,35.5,0.225
Florida Atlantic,2014-2015,29,9,20,0.310,-7.80,-2.06,,2,16,,7,7,,2,13,,1815,1934,,64.2,103.5,0.366,0.218,0.526,53.0,40.8,10.1,11.3,0.489,14.9,31.8,0.255
Florida Gulf Coast,2014-2015,33,22,11,0.667,-1.81,-4.98,,11,3,,14,4,,6,6,,2224,2085,,64.9,97.0,0.330,0.357,0.482,48.0,44.0,8.8,6.7,0.446,14.5,31.1,0.222
Florida International,2014-2015,33,16,17,0.485,-7.78,-3.23,,8,10,,8,4,,6,10,,2060,2153,,65.5,98.6,0.376,0.377,0.503,50.3,57.6,11.9,9.9,0.471,16.6,31.7,0.243
Florida State,2014-2015,33,17,16,0.515,6.69,7.02,,8,10,,12,6,,3,7,,2199,2210,,65.7,101.1,0.379,0.325,0.513,49.1,51.6,9.4,7.1,0.473,15.4,31.9,0.266
Fordham,2014-2015,31,10,21,0.323,-2.15,2.72,,4,14,,8,8,,1,11,,2015,2144,,66.3,103.9,0.414,0.369,0.539,47.8,53.0,11.0,9.1,0.505,16.3,29.2,0.278
Fresno State,2014-2015,32,15,17,0.469,-2.23,1.30,,10,8,,11,3,,4,10,,2086,2123,,64.3,101.9,0.426,0.342,0.532,52.4,54.5,8.4,8.7,0.492,17.7,31.7,0.295
Furman,2014-2015,33,11,22,0.333,-10.55,-3.46,,5,13,,7,7,,1,14,,2098,2245,,63.1,106.9,0.355,0.354,0.538,50.6,55.9,11.0,12.6,0.512,14.7,31.4,0.235
Gardner-Webb,2014-2015,35,20,15,0.571,-5.24,-3.11,,10,8,,12,2,,5,11,,2619,2595,,68.4,106.8,0.287,0.300,0.548,50.1,48.7,9.5,10.1,0.525,15.4,30.9,0.196
George Mason,2014-2015,31,9,22,0.290,-1.43,4.60,,4,14,,7,8,,2,9,,1996,2147,,65.1,105.1,0.442,0.357,0.539,47.8,53.8,10.3,9.3,0.494,16.0,31.0,0.316
George Washington,2014-2015,35,22,13,0.629,8.07,2.79,,10,8,,12,2,,5,10,,2354,2169,,63.4,96.7,0.289,0.343,0.490,47.3,49.7,10.1,11.0,0.459,15.7,30.9,0.197
Georgetown NCAA,2014-2015,33,22,11,0.667,15.48,9.81,,12,6,,13,3,,5,4,,2340,2153,,64.6,99.5,0.441,0.354,0.519,47.8,52.4,9.2,10.2,0.471,17.4,31.0,0.313
Georgia NCAA,2014-2015,33,21,12,0.636,12.42,8.60,,11,7,,12,4,,8,4,,2250,2124,,64.9,97.0,0.343,0.353,0.485,47.0,47.6,9.2,10.5,0.444,14.3,28.5,0.240
Georgia Southern,2014-2015,31,22,9,0.710,-0.40,-4.72,,14,6,,13,2,,8,6,,2112,1865,,65.0,91.8,0.313,0.370,0.483,48.7,49.1,8.1,8.4,0.449,18.8,31.2,0.211
Georgia State NCAA,2014-2015,35,25,10,0.714,5.47,-2.03,,15,5,,12,1,,8,8,,2499,2184,,64.3,96.0,0.395,0.420,0.504,51.1,62.6,7.0,6.0,0.457,19.8,34.4,0.282
Georgia Tech,2014-2015,31,12,19,0.387,7.16,8.45,,3,15,,8,8,,2,9,,1962,2002,,63.9,99.4,0.338,0.328,0.525,44.8,54.4,10.0,9.3,0.492,16.0,25.8,0.234
Gonzaga NCAA,2014-2015,38,35,3,0.921,21.12,5.12,,17,1,,15,1,,11,1,,2989,2343,,65.2,94.3,0.310,0.305,0.474,44.5,43.8,8.5,6.3,0.441,14.8,27.7,0.206
Grambling,2014-2015,29,2,27,0.069,-30.67,-8.00,,0,18,,2,9,,0,17,,1509,2105,,65.7,110.4,0.387,0.351,0.542,52.7,56.0,13.0,9.2,0.518,14.4,35.3,0.245
Grand Canyon,2014-2015,32,17,15,0.531,-6.62,-5.45,,8,6,,13,8,,4,7,,2198,2188,,64.7,105.7,0.359,0.298,0.522,52.6,46.3,7.7,7.6,0.489,13.9,33.8,0.244
Green Bay,2014-2015,33,24,9,0.727,5.70,-0.40,,12,4,,13,1,,6,7,,2252,2006,,65.0,93.2,0.383,0.305,0.494,48.1,51.8,9.2,8.1,0.455,18.1,29.5,0.256
Hampton NCAA,2014-2015,35,17,18,0.486,-8.25,-7.08,,8,8,,6,5,,5,12,,2346,2387,,69.5,97.7,0.455,0.302,0.510,49.9,45.9,7.8,10.0,0.464,17.3,30.9,0.312
Hartford,2014-2015,30,14,16,0.467,-8.58,-5.16,,7,9,,7,7,,7,8,,1858,1924,,63.4,99.9,0.415,0.353,0.535,52.8,52.2,8.9,10.4,0.500,18.5,29.4,0.280
Harvard NCAA,2014-2015,30,22,8,0.733,4.47,-0.25,,12,3,,12,2,,9,4,,1926,1727,,61.2,92.6,0.327,0.324,0.492,47.5,52.3,8.4,7.7,0.458,18.0,28.3,0.221
Hawaii,2014-2015,35,22,13,0.629,2.65,-0.83,,8,8,,13,5,,3,5,,2551,2387,,69.9,96.9,0.421,0.344,0.520,50.7,55.7,8.4,7.4,0.472,20.3,33.9,0.305
High Point,2014-2015,33,23,10,0.697,-2.47,-4.61,,13,5,,12,2,,9,7,,2407,2231,,63.7,102.3,0.313,0.393,0.535,49.7,50.7,10.4,6.5,0.504,17.5,31.1,0.220
Hofstra,2014-2015,34,20,14,0.588,3.78,-4.46,,10,8,,8,7,,10,6,,2668,2388,,69.2,100.8,0.387,0.337,0.534,48.4,54.4,7.1,9.0,0.495,17.2,28.4,0.274
Holy Cross,2014-2015,30,14,16,0.467,-6.23,-3.82,,8,10,,10,4,,3,12,,1981,2020,,63.6,104.1,0.408,0.323,0.566,51.3,58.0,8.0,9.0,0.529,19.1,29.4,0.291
Houston,2014-2015,32,13,19,0.406,-2.06,-0.91,,4,14,,9,8,,2,9,,2060,2097,,63.9,101.0,0.332,0.332,0.520,50.8,55.7,10.6,10.1,0.491,17.0,33.6,0.221
Houston Christian,2014-2015,28,12,16,0.429,-13.18,-5.63,,7,11,,10,3,,2,13,,2028,2063,,69.3,105.8,0.432,0.314,0.543,45.4,50.7,10.5,9.1,0.500,15.4,29.9,0.308
Howard,2014-2015,32,16,16,0.500,-9.89,-7.86,,10,6,,9,3,,7,12,,2032,2004,,64.8,95.1,0.401,0.394,0.496,48.8,58.7,9.1,9.4,0.451,18.3,33.4,0.280
Idaho,2014-2015,30,13,17,0.433,-5.75,-4.79,,8,10,,11,3,,2,12,,2301,2269,,68.2,109.1,0.409,0.442,0.559,47.1,51.8,7.3,7.5,0.527,13.8,26.4,0.280
Idaho State,2014-2015,30,7,23,0.233,-11.52,-5.45,,4,14,,6,7,,1,14,,1937,2075,,64.0,107.6,0.347,0.425,0.552,51.3,61.6,7.3,9.5,0.514,16.3,32.0,0.257
Illinois,2014-2015,33,19,14,0.576,12.42,6.93,,9,9,,14,3,,2,9,,2281,2100,,65.0,97.1,0.304,0.360,0.514,49.6,51.3,7.4,8.8,0.480,17.2,28.0,0.217
Illinois State,2014-2015,35,22,13,0.629,7.96,2.87,,11,7,,11,5,,7,6,,2385,2170,,64.1,95.7,0.395,0.331,0.509,46.9,58.2,9.3,7.2,0.468,18.1,29.6,0.272
Illinois-Chicago,2014-2015,34,10,24,0.294,-7.86,-0.36,,4,12,,7,9,,2,11,,2201,2389,,64.9,107.9,0.378,0.293,0.564,50.5,62.3,8.4,12.8,0.536,16.0,28.6,0.260
Incarnate Word,2014-2015,29,18,11,0.621,-6.15,-6.47,,10,8,,11,3,,7,8,,2298,2180,,69.6,105.3,0.359,0.294,0.540,51.8,53.4,8.0,8.8,0.503,16.0,31.7,0.259
Indiana NCAA,2014-2015,34,20,14,0.588,12.94,7.20,,9,9,,15,4,,3,6,,2633,2438,,66.9,106.7,0.328,0.304,0.531,47.8,47.6,9.1,12.1,0.503,13.7,31.4,0.223
Indiana State,2014-2015,31,15,16,0.484,-0.49,1.21,,11,7,,10,6,,5,7,,2060,2101,,66.0,100.6,0.366,0.304,0.527,51.8,50.3,11.4,9.9,0.484,17.6,30.9,0.268
Iona,2014-2015,35,26,9,0.743,3.71,-2.52,,17,3,,13,0,,10,8,,2782,2564,,70.6,103.3,0.285,0.319,0.511,51.2,54.1,8.4,11.1,0.481,14.2,33.2,0.199
Iowa NCAA,2014-2015,34,22,12,0.647,15.83,8.39,,12,6,,14,4,,7,4,,2372,2119,,64.5,96.0,0.291,0.366,0.489,47.1,54.5,9.1,9.1,0.456,16.1,30.3,0.202
Iowa State NCAA,2014-2015,34,25,9,0.735,17.94,9.15,,12,6,,15,1,,6,5,,2645,2346,,69.8,98.8,0.240,0.344,0.506,49.5,55.7,8.1,9.1,0.476,16.0,29.6,0.176
IU Indy,2014-2015,31,10,21,0.323,-8.28,-1.93,,6,10,,5,8,,5,12,,1883,2080,,64.0,101.9,0.418,0.312,0.551,49.2,51.3,12.6,10.8,0.513,18.4,28.3,0.294
Jackson State,2014-2015,32,11,21,0.344,-12.36,-9.52,,9,9,,6,6,,5,14,,1941,2032,,64.9,97.1,0.541,0.373,0.535,46.8,54.1,10.7,11.0,0.486,20.0,28.1,0.372
Jacksonville,2014-2015,32,10,22,0.313,-16.70,-6.46,,4,10,,8,7,,2,15,,2058,2303,,65.1,108.8,0.378,0.380,0.565,53.1,55.5,9.0,11.0,0.534,17.1,32.7,0.265
