School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Cincinnati NCAA,2015-2016,33,22,11,0.667,15.19,5.25,,12,6,,14,3,,6,6,,2418,2090,,65.5,94.2,0.270,0.352,0.486,46.8,50.7,7.6,8.7,0.456,17.2,30.5,0.184
Clemson,2015-2016,31,17,14,0.548,12.03,6.87,,10,8,,13,4,,3,8,,2159,1999,,63.7,100.4,0.285,0.338,0.510,49.6,51.9,7.9,8.4,0.479,15.4,30.2,0.202
Cleveland State,2015-2016,32,9,23,0.281,-9.17,0.09,,4,14,,5,9,,3,10,,1947,2169,,65.9,102.4,0.452,0.353,0.537,51.4,59.1,9.6,8.4,0.504,17.6,31.7,0.297
Coastal Carolina,2015-2016,33,21,12,0.636,-1.85,-4.22,,12,6,,14,4,,7,5,,2410,2196,,68.3,97.1,0.298,0.414,0.486,47.6,50.0,8.7,7.6,0.457,13.8,28.4,0.195
Colgate,2015-2016,30,13,17,0.433,-8.61,-6.06,,9,9,,8,4,,5,13,,2093,2145,,65.4,107.5,0.415,0.372,0.560,52.3,52.3,8.3,11.3,0.528,16.8,31.0,0.285
College of Charleston,2015-2016,31,17,14,0.548,2.37,0.04,,8,10,,10,5,,6,8,,2028,1921,,65.2,94.3,0.426,0.346,0.516,49.2,47.5,8.1,9.2,0.480,19.2,26.6,0.280
Colorado NCAA,2015-2016,34,22,12,0.647,12.04,7.64,,10,8,,16,1,,4,7,,2576,2407,,70.8,99.3,0.351,0.292,0.506,44.3,41.9,10.5,11.1,0.470,13.5,24.6,0.241
Colorado State,2015-2016,34,18,16,0.529,2.31,1.53,,8,10,,12,5,,3,8,,2700,2626,,69.3,108.2,0.345,0.395,0.554,46.4,51.2,8.5,8.8,0.520,13.1,25.0,0.249
Columbia,2015-2016,35,25,10,0.714,3.45,-2.55,,10,4,,18,4,,7,6,,2670,2399,,66.7,101.7,0.344,0.385,0.538,48.2,53.9,6.8,9.9,0.508,16.8,26.2,0.236
Connecticut NCAA,2015-2016,36,25,11,0.694,15.89,6.28,,11,7,,14,3,,6,4,,2631,2285,,66.1,94.6,0.354,0.362,0.481,48.9,52.1,7.6,9.4,0.445,15.4,29.0,0.234
Coppin State,2015-2016,31,9,22,0.290,-15.75,-6.06,,6,10,,5,7,,3,14,,2240,2497,,71.4,109.4,0.427,0.322,0.555,52.9,52.3,7.7,10.1,0.530,16.0,35.1,0.274
Cornell,2015-2016,28,10,18,0.357,-9.55,-1.04,,3,11,,5,8,,5,10,,1992,2193,,72.7,106.8,0.349,0.356,0.546,56.8,59.9,7.6,10.7,0.508,16.8,35.7,0.257
Creighton,2015-2016,35,20,15,0.571,13.69,6.44,,9,9,,14,5,,4,9,,2787,2533,,72.1,100.4,0.335,0.338,0.523,48.6,50.9,8.9,8.7,0.490,15.4,26.1,0.233
Dartmouth,2015-2016,28,10,18,0.357,-5.58,-3.29,,4,10,,8,6,,2,12,,1992,1989,,69.1,101.9,0.422,0.406,0.550,48.2,53.4,9.7,11.6,0.521,18.5,28.8,0.280
Davidson,2015-2016,33,20,13,0.606,5.74,5.14,,10,8,,15,1,,3,10,,2608,2576,,71.2,109.2,0.300,0.353,0.548,52.9,49.1,7.8,9.4,0.520,13.8,30.7,0.211
Dayton NCAA,2015-2016,33,25,8,0.758,11.34,4.76,,14,4,,14,3,,8,2,,2393,2176,,68.6,95.0,0.328,0.368,0.500,46.8,54.8,7.0,8.0,0.469,15.9,24.2,0.219
Delaware,2015-2016,30,7,23,0.233,-8.62,0.85,,2,16,,5,7,,2,15,,1986,2270,,67.4,111.8,0.319,0.472,0.548,49.3,62.4,9.3,10.5,0.518,11.7,27.9,0.226
Delaware State,2015-2016,32,7,25,0.219,-20.88,-6.85,,5,11,,6,7,,1,17,,1980,2336,,67.3,107.7,0.406,0.422,0.538,55.2,60.4,8.7,9.0,0.502,16.4,37.5,0.278
Denver,2015-2016,31,16,15,0.516,-3.34,-3.24,,7,9,,8,7,,6,6,,2021,2024,,62.7,104.2,0.434,0.352,0.567,54.8,54.6,9.1,10.4,0.519,19.8,31.0,0.329
DePaul,2015-2016,31,9,22,0.290,0.83,8.34,,3,15,,5,9,,3,10,,2092,2325,,68.4,109.1,0.448,0.395,0.560,49.4,61.6,9.7,8.2,0.514,15.4,29.9,0.331
Detroit Mercy,2015-2016,31,16,15,0.516,-2.44,-0.82,,9,9,,11,4,,4,10,,2595,2567,,75.7,109.0,0.454,0.364,0.565,48.6,51.9,8.3,9.8,0.525,15.4,29.3,0.323
Drake,2015-2016,31,7,24,0.226,-5.15,0.92,,2,16,,5,9,,0,12,,2093,2230,,66.0,107.7,0.301,0.329,0.540,49.7,46.0,9.1,12.0,0.513,12.8,27.3,0.210
Drexel,2015-2016,31,6,25,0.194,-5.42,1.88,,3,15,,3,9,,2,12,,1958,2183,,65.6,106.9,0.474,0.325,0.557,52.0,51.8,7.8,9.1,0.520,15.7,29.0,0.325
Duke NCAA,2015-2016,36,25,11,0.694,19.23,10.59,,11,7,,15,3,,5,4,,2920,2609,,68.4,105.2,0.253,0.296,0.519,50.5,52.4,6.6,9.8,0.495,14.5,34.4,0.172
Duquesne,2015-2016,34,17,17,0.500,1.41,1.35,,6,12,,10,6,,4,8,,2704,2677,,73.6,106.2,0.375,0.383,0.531,48.9,65.2,8.3,8.4,0.493,13.5,28.2,0.263
East Carolina,2015-2016,32,12,20,0.375,-0.38,3.22,,4,14,,8,8,,3,10,,2186,2301,,67.0,105.2,0.267,0.394,0.534,51.5,63.2,9.3,10.5,0.512,15.7,32.4,0.180
East Tennessee State,2015-2016,36,24,12,0.667,-1.49,-2.29,,14,4,,13,2,,8,8,,2813,2687,,71.0,104.0,0.393,0.373,0.537,50.1,46.6,8.8,8.6,0.496,15.9,29.8,0.282
Eastern Illinois,2015-2016,30,13,17,0.433,-8.35,-3.52,,9,7,,9,5,,4,9,,2145,2213,,68.3,106.3,0.387,0.368,0.543,53.7,54.7,8.8,7.2,0.506,16.7,34.1,0.272
Eastern Kentucky,2015-2016,31,15,16,0.484,-3.53,-3.86,,6,10,,10,6,,5,10,,2497,2453,,73.4,107.9,0.416,0.368,0.565,52.3,61.4,9.1,7.4,0.531,17.7,33.5,0.291
Eastern Michigan,2015-2016,33,18,15,0.545,-0.14,1.24,,9,9,,14,3,,4,11,,2553,2460,,72.5,102.1,0.398,0.404,0.529,51.4,58.6,8.3,7.9,0.491,18.5,35.3,0.275
Eastern Washington,2015-2016,34,18,16,0.529,-4.47,-6.03,,10,8,,11,2,,5,12,,2769,2617,,70.4,109.4,0.378,0.273,0.564,50.6,52.0,8.2,10.6,0.535,14.6,28.3,0.261
Elon,2015-2016,32,16,16,0.500,-0.67,0.66,,7,11,,8,8,,8,7,,2429,2413,,71.7,104.8,0.322,0.306,0.528,50.7,44.8,8.9,12.1,0.502,14.2,29.5,0.215
Evansville,2015-2016,34,25,9,0.735,8.10,-0.39,,12,6,,13,3,,8,4,,2526,2221,,68.9,94.1,0.296,0.324,0.496,47.8,51.1,8.2,8.9,0.457,16.3,25.0,0.218
Fairfield,2015-2016,33,19,14,0.576,-3.84,-3.14,,12,8,,11,5,,7,7,,2522,2545,,72.2,104.8,0.341,0.361,0.529,53.9,50.3,7.9,7.6,0.496,16.0,34.1,0.236
FDU NCAA,2015-2016,33,18,15,0.545,-10.90,-8.31,,11,7,,9,6,,9,8,,2558,2600,,72.4,107.6,0.467,0.367,0.560,53.7,56.1,8.6,8.6,0.522,18.0,35.4,0.325
Florida,2015-2016,36,21,15,0.583,14.69,9.19,,9,9,,12,4,,6,9,,2677,2479,,70.1,97.9,0.357,0.322,0.503,48.7,47.6,7.6,9.1,0.467,16.0,29.5,0.242
Florida A&M,2015-2016,29,8,21,0.276,-21.74,-10.67,,4,12,,6,6,,1,14,,1863,2128,,70.8,101.0,0.381,0.347,0.533,53.1,45.4,10.5,8.0,0.499,17.9,31.1,0.261
Florida Atlantic,2015-2016,33,8,25,0.242,-10.30,-1.72,,5,13,,5,7,,2,14,,2189,2445,,68.5,107.8,0.371,0.251,0.539,54.4,47.4,8.7,12.1,0.502,14.3,32.1,0.263
Florida Gulf Coast NCAA,2015-2016,35,21,14,0.600,-0.79,-3.82,,8,6,,16,4,,4,8,,2703,2473,,69.7,98.9,0.335,0.359,0.501,46.5,47.3,9.4,7.0,0.467,14.6,27.7,0.229
Florida International,2015-2016,32,13,19,0.406,-5.25,-4.81,,7,11,,7,9,,5,8,,2277,2242,,66.8,103.3,0.350,0.384,0.506,48.2,53.0,8.8,8.0,0.470,12.6,29.7,0.239
Florida State,2015-2016,34,20,14,0.588,12.16,8.16,,8,10,,11,4,,4,8,,2652,2516,,71.8,102.6,0.367,0.370,0.541,47.6,51.1,7.3,7.4,0.509,16.4,28.3,0.253
Fordham,2015-2016,31,17,14,0.548,1.87,-0.09,,8,10,,14,5,,3,7,,2206,2128,,68.3,99.2,0.401,0.393,0.551,48.7,62.9,9.7,8.7,0.514,20.1,26.6,0.283
Fresno State NCAA,2015-2016,35,25,10,0.714,5.27,2.24,,13,5,,16,2,,6,7,,2630,2475,,70.1,99.5,0.445,0.395,0.530,49.6,53.0,6.5,7.3,0.486,18.5,29.4,0.311
Furman,2015-2016,35,19,16,0.543,-2.83,-4.20,,11,7,,14,2,,3,12,,2487,2333,,66.3,100.5,0.367,0.364,0.530,46.8,49.3,9.9,9.0,0.498,16.9,27.4,0.249
Gardner-Webb,2015-2016,33,17,16,0.515,-6.92,-3.96,,10,8,,9,4,,5,11,,2476,2451,,71.0,103.5,0.393,0.367,0.547,49.2,51.3,9.0,8.4,0.509,17.1,29.3,0.281
George Mason,2015-2016,32,11,21,0.344,-1.79,3.62,,5,13,,7,8,,2,11,,2140,2313,,67.7,106.0,0.300,0.348,0.517,44.9,49.1,8.0,9.5,0.484,9.0,22.8,0.214
George Washington,2015-2016,38,28,10,0.737,11.43,4.24,,11,7,,16,3,,8,5,,2875,2602,,67.5,100.8,0.270,0.357,0.518,46.3,46.5,8.6,9.2,0.487,15.2,27.7,0.195
Georgetown,2015-2016,33,15,18,0.455,10.31,8.49,,7,11,,9,8,,4,8,,2430,2370,,69.2,102.7,0.493,0.310,0.522,49.2,53.8,8.9,8.3,0.466,14.0,28.4,0.356
Georgia,2015-2016,34,20,14,0.588,9.41,8.47,,10,8,,15,4,,3,9,,2401,2369,,68.2,101.4,0.411,0.396,0.502,48.0,50.0,9.1,10.2,0.455,13.4,29.8,0.288
Georgia Southern,2015-2016,31,14,17,0.452,-5.65,-3.14,,10,10,,10,4,,4,12,,2353,2307,,71.2,103.7,0.436,0.404,0.542,52.1,49.2,6.7,11.9,0.503,17.9,33.1,0.302
Georgia State,2015-2016,30,16,14,0.533,-2.80,-2.19,,9,11,,12,3,,4,10,,1971,1950,,65.1,98.2,0.414,0.410,0.523,53.1,58.5,8.0,7.9,0.475,18.6,31.0,0.301
Georgia Tech,2015-2016,36,21,15,0.583,12.51,9.95,,8,10,,14,5,,5,8,,2637,2545,,67.0,105.2,0.317,0.305,0.525,44.7,46.8,7.0,6.3,0.491,12.7,27.1,0.226
Gonzaga NCAA,2015-2016,36,28,8,0.778,16.92,4.23,,15,3,,11,4,,9,2,,2840,2360,,68.1,95.9,0.281,0.331,0.480,44.8,43.1,8.5,8.0,0.446,13.1,25.6,0.198
Grambling,2015-2016,31,7,24,0.226,-19.62,-8.48,,4,14,,5,7,,2,15,,1924,2110,,67.2,100.5,0.403,0.371,0.527,52.4,55.0,9.7,10.6,0.493,17.5,30.9,0.268
Grand Canyon,2015-2016,34,27,7,0.794,1.43,-5.60,,11,3,,18,2,,7,5,,2581,2316,,69.8,97.2,0.348,0.362,0.513,47.3,44.8,8.6,9.2,0.482,16.9,27.0,0.230
Green Bay NCAA,2015-2016,36,23,13,0.639,1.16,-0.67,,11,7,,11,3,,8,9,,3013,2880,,77.3,102.4,0.358,0.339,0.546,51.3,50.5,7.6,10.0,0.511,18.8,31.8,0.255
Hampton NCAA,2015-2016,32,21,11,0.656,-8.74,-8.45,,13,3,,9,2,,8,7,,2363,2370,,71.7,101.3,0.360,0.331,0.523,46.9,42.0,7.8,10.3,0.483,14.8,27.0,0.260
Hartford,2015-2016,33,10,23,0.303,-14.29,-5.69,,4,12,,4,12,,6,11,,2336,2588,,69.9,110.1,0.408,0.345,0.557,58.3,54.9,7.4,10.9,0.531,15.9,35.3,0.267
Harvard,2015-2016,30,14,16,0.467,-0.96,-0.25,,6,8,,8,5,,4,10,,2001,1985,,67.1,98.2,0.327,0.354,0.499,47.9,52.1,10.7,7.0,0.460,14.8,27.7,0.233
Hawaii NCAA,2015-2016,34,28,6,0.824,9.03,-1.04,,13,3,,16,3,,7,2,,2620,2267,,71.6,92.8,0.392,0.350,0.500,47.0,47.9,8.1,7.5,0.453,18.0,26.1,0.281
High Point,2015-2016,32,21,11,0.656,-0.52,-4.24,,13,5,,12,3,,8,7,,2473,2258,,67.7,103.4,0.321,0.380,0.548,49.7,47.0,7.7,8.1,0.519,18.5,31.4,0.225
Hofstra,2015-2016,34,24,10,0.706,5.02,0.77,,14,4,,11,2,,9,5,,2681,2509,,70.2,102.9,0.236,0.341,0.517,48.6,51.6,7.7,9.6,0.496,14.2,29.8,0.158
Holy Cross NCAA,2015-2016,35,15,20,0.429,-11.20,-6.11,,5,13,,8,6,,5,13,,2267,2445,,64.6,106.2,0.334,0.408,0.563,54.4,58.2,8.1,9.7,0.532,17.2,29.5,0.242
Houston,2015-2016,32,22,10,0.688,10.30,2.17,,12,6,,15,3,,6,5,,2476,2216,,66.3,102.5,0.360,0.349,0.513,48.5,49.0,7.5,8.6,0.473,15.5,33.3,0.254
Houston Christian,2015-2016,34,17,17,0.500,-10.39,-5.26,,10,8,,12,3,,4,11,,2604,2582,,72.3,105.0,0.346,0.327,0.531,48.8,55.2,9.5,9.4,0.493,14.8,30.4,0.249
Howard,2015-2016,32,12,20,0.375,-14.43,-8.33,,6,10,,8,7,,2,12,,2311,2433,,72.2,103.6,0.373,0.365,0.521,50.6,49.9,7.7,8.2,0.487,16.0,35.0,0.254
Idaho,2015-2016,34,21,13,0.618,-5.19,-5.88,,12,6,,11,4,,8,7,,2372,2251,,67.2,98.2,0.402,0.447,0.525,44.6,55.4,10.8,8.3,0.490,17.0,25.2,0.271
Idaho State,2015-2016,31,16,15,0.516,-9.83,-6.69,,11,7,,10,3,,5,10,,2297,2357,,71.9,105.8,0.349,0.397,0.544,51.9,53.0,8.4,10.2,0.514,15.5,29.6,0.240
Illinois,2015-2016,34,15,19,0.441,4.39,7.03,,5,13,,7,8,,2,8,,2452,2542,,68.6,106.2,0.265,0.384,0.561,54.0,54.1,7.1,10.1,0.536,16.8,28.1,0.191
Illinois State,2015-2016,32,18,14,0.563,3.40,2.59,,12,6,,13,3,,5,8,,2149,2114,,67.7,97.2,0.372,0.369,0.515,49.7,53.3,8.8,8.2,0.480,17.5,28.1,0.252
Illinois-Chicago,2015-2016,30,5,25,0.167,-14.52,-0.81,,3,15,,5,10,,0,13,,2019,2348,,72.7,106.0,0.387,0.337,0.528,49.5,60.9,9.8,11.4,0.487,13.6,30.5,0.274
Incarnate Word,2015-2016,29,17,12,0.586,-9.20,-6.20,,12,6,,10,3,,7,9,,2145,2140,,71.2,103.1,0.359,0.342,0.544,52.3,54.5,8.9,11.2,0.520,16.6,28.1,0.235
Indiana NCAA,2015-2016,35,27,8,0.771,19.59,6.90,,15,3,,17,0,,6,4,,2891,2447,,69.1,100.9,0.302,0.312,0.525,45.1,46.7,8.9,8.8,0.498,16.4,28.9,0.206
Indiana State,2015-2016,32,15,17,0.469,0.04,2.20,,8,10,,10,4,,2,11,,2170,2222,,70.0,98.0,0.435,0.331,0.514,49.6,47.1,8.6,9.4,0.469,15.7,25.4,0.301
Iona NCAA,2015-2016,33,22,11,0.667,3.59,-1.78,,16,4,,11,2,,8,6,,2628,2451,,72.5,102.1,0.363,0.360,0.524,50.3,53.4,8.0,8.6,0.488,16.4,31.0,0.254
Iowa NCAA,2015-2016,33,22,11,0.667,17.01,8.71,,12,6,,13,2,,6,5,,2561,2287,,69.1,99.6,0.250,0.382,0.506,49.4,53.4,7.7,7.6,0.480,16.0,31.1,0.171
Iowa State NCAA,2015-2016,35,23,12,0.657,16.93,10.16,,10,8,,14,2,,4,7,,2862,2625,,71.5,103.7,0.249,0.356,0.522,50.3,50.6,7.7,7.1,0.498,14.5,29.9,0.171
IU Indy,2015-2016,32,13,19,0.406,-5.86,0.11,,9,7,,9,2,,4,15,,2181,2362,,70.0,104.7,0.380,0.301,0.545,50.9,45.4,10.6,10.8,0.510,15.7,28.3,0.267
Jackson State,2015-2016,36,20,16,0.556,-8.66,-9.54,,12,6,,11,2,,7,13,,2455,2352,,68.3,94.0,0.474,0.356,0.500,48.6,51.9,8.6,9.4,0.446,18.1,27.5,0.334
Jacksonville,2015-2016,32,16,16,0.500,-9.34,-6.09,,8,6,,12,3,,4,11,,2444,2431,,72.2,104.4,0.328,0.421,0.545,49.6,52.9,6.7,8.0,0.521,15.6,25.8,0.217
