School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Arizona NCAA,2017-2018,35,27,8,0.771,15.67,6.84,,14,4,,15,1,,8,3,,2818,2509,,68.6,103.0,0.312,0.356,0.534,44.4,49.8,8.8,6.8,0.499,14.7,25.1,0.229
Arizona State NCAA,2017-2018,32,20,12,0.625,14.37,6.55,,8,10,,13,4,,4,6,,2645,2395,,72.2,102.8,0.327,0.399,0.540,51.0,57.0,7.4,9.8,0.507,17.6,30.6,0.235
Arkansas NCAA,2017-2018,35,23,12,0.657,14.76,9.85,,10,8,,15,2,,3,7,,2819,2647,,71.3,105.0,0.408,0.416,0.547,51.1,54.7,6.6,8.7,0.504,16.8,31.5,0.297
Arkansas State,2017-2018,32,11,21,0.344,-9.65,-3.02,,6,12,,7,7,,4,13,,2369,2523,,70.4,111.1,0.346,0.347,0.585,51.4,51.7,8.0,9.3,0.558,16.8,30.8,0.246
Arkansas-Pine Bluff,2017-2018,35,14,21,0.400,-14.84,-9.36,,12,6,,7,3,,6,13,,2307,2499,,68.4,103.7,0.447,0.360,0.537,56.4,58.8,11.4,5.7,0.492,18.6,37.4,0.318
Army,2017-2018,30,13,17,0.433,-8.62,-7.17,,6,12,,6,5,,4,12,,2230,2223,,71.7,103.0,0.374,0.409,0.552,50.4,53.6,9.3,10.1,0.516,17.5,26.7,0.268
Auburn NCAA,2017-2018,34,26,8,0.765,15.97,7.29,,13,5,,15,1,,7,4,,2783,2488,,73.4,99.6,0.381,0.396,0.537,48.3,52.4,8.3,9.3,0.497,18.2,27.9,0.275
Austin Peay,2017-2018,34,19,15,0.559,-3.28,-2.50,,12,6,,13,5,,5,9,,2512,2446,,70.1,101.9,0.396,0.363,0.565,47.8,48.3,8.3,9.2,0.530,20.2,28.8,0.283
Ball State,2017-2018,32,19,13,0.594,-1.22,-2.00,,10,8,,14,2,,5,10,,2410,2362,,71.1,102.6,0.293,0.362,0.524,48.9,49.8,9.6,9.7,0.491,14.6,27.3,0.213
Baylor,2017-2018,34,19,15,0.559,14.60,9.17,,8,10,,15,5,,2,9,,2571,2369,,68.5,100.5,0.302,0.384,0.514,45.8,59.7,8.4,10.2,0.479,14.8,29.2,0.216
Belmont,2017-2018,33,24,9,0.727,5.54,-2.88,,15,3,,14,2,,9,6,,2562,2284,,68.5,101.0,0.268,0.350,0.521,48.5,45.5,8.9,10.6,0.489,14.8,25.7,0.198
Bethune-Cookman,2017-2018,32,18,14,0.563,-12.19,-12.46,,12,4,,10,3,,8,10,,2621,2543,,77.7,101.5,0.375,0.337,0.519,47.9,55.3,8.5,8.9,0.480,15.3,30.0,0.263
Binghamton,2017-2018,31,11,20,0.355,-10.27,-6.34,,2,14,,7,7,,3,12,,2147,2181,,67.9,103.2,0.311,0.352,0.543,50.4,55.1,8.4,7.5,0.513,15.6,26.2,0.221
Boise State,2017-2018,32,23,9,0.719,11.21,3.05,,13,5,,15,1,,6,6,,2502,2210,,70.7,96.2,0.296,0.366,0.521,44.1,51.3,8.4,9.0,0.487,15.2,18.2,0.215
Boston College,2017-2018,35,19,16,0.543,9.00,7.20,,7,11,,14,3,,2,11,,2673,2610,,70.1,105.2,0.271,0.405,0.548,48.4,51.5,7.9,8.5,0.518,15.5,26.7,0.202
Boston University,2017-2018,31,15,16,0.484,-8.33,-5.83,,10,8,,6,7,,9,9,,2186,2226,,68.7,104.5,0.302,0.404,0.552,49.9,51.8,9.3,8.3,0.522,17.5,29.0,0.220
Bowling Green State,2017-2018,32,16,16,0.500,-6.38,-2.88,,7,11,,9,6,,6,9,,2429,2490,,71.9,106.2,0.315,0.364,0.556,48.8,51.2,8.5,9.0,0.525,15.3,26.1,0.227
Bradley,2017-2018,33,20,13,0.606,2.07,0.35,,9,9,,13,2,,4,9,,2223,2136,,66.3,97.7,0.355,0.417,0.517,48.2,60.1,9.6,7.4,0.474,17.8,28.5,0.261
Brigham Young,2017-2018,35,24,11,0.686,8.05,1.53,,11,7,,13,3,,7,6,,2600,2372,,67.9,98.7,0.284,0.382,0.534,49.0,51.7,8.8,8.0,0.513,16.7,22.5,0.187
Brown,2017-2018,27,11,16,0.407,-7.78,-4.67,,4,10,,8,5,,3,11,,2080,2133,,72.7,106.6,0.405,0.358,0.574,49.3,49.4,9.1,12.1,0.541,17.3,26.7,0.286
Bryant,2017-2018,31,3,28,0.097,-18.75,-5.42,,2,16,,1,11,,2,17,,2169,2582,,71.0,116.9,0.330,0.407,0.598,55.3,54.3,9.1,11.7,0.576,15.4,34.0,0.231
Bucknell NCAA,2017-2018,35,25,10,0.714,4.49,-3.46,,16,2,,15,1,,10,8,,2837,2559,,72.4,99.5,0.345,0.317,0.514,49.2,49.2,9.0,9.3,0.478,15.0,27.4,0.240
Buffalo NCAA,2017-2018,36,27,9,0.750,7.99,0.25,,15,3,,14,1,,8,5,,3047,2742,,73.9,102.0,0.395,0.334,0.530,48.6,44.3,7.7,9.7,0.484,16.1,28.9,0.290
Butler NCAA,2017-2018,35,21,14,0.600,16.92,10.55,,9,9,,14,3,,3,7,,2763,2540,,69.6,102.1,0.353,0.376,0.557,48.7,50.2,7.2,8.9,0.519,17.5,24.1,0.262
Cal Poly,2017-2018,31,9,22,0.290,-11.56,-1.83,,4,12,,7,6,,1,13,,2082,2302,,66.6,108.8,0.331,0.332,0.556,52.5,54.9,8.6,10.4,0.520,14.3,29.2,0.247
Cal State Bakersfield,2017-2018,30,12,18,0.400,-6.58,-0.73,,5,9,,8,4,,3,12,,1981,2068,,67.4,102.2,0.416,0.434,0.541,48.6,57.7,8.9,7.8,0.502,17.5,28.6,0.292
Cal State Fullerton NCAA,2017-2018,32,20,12,0.625,-0.93,-1.03,,10,6,,9,4,,7,7,,2318,2245,,69.9,99.5,0.348,0.341,0.518,48.9,51.6,8.0,9.3,0.472,16.0,27.5,0.263
Cal State Northridge,2017-2018,30,6,24,0.200,-13.50,-3.53,,3,13,,4,9,,2,13,,1983,2206,,66.5,109.3,0.329,0.315,0.553,54.0,53.4,8.7,9.4,0.520,14.3,31.8,0.238
California,2017-2018,32,8,24,0.250,-3.40,6.05,,2,16,,5,12,,3,8,,2166,2483,,70.6,109.6,0.381,0.391,0.582,49.5,60.3,8.5,9.3,0.550,17.2,30.7,0.275
Campbell,2017-2018,34,18,16,0.529,-5.68,-6.68,,10,8,,14,4,,4,11,,2581,2412,,68.6,102.6,0.327,0.359,0.540,51.5,49.4,8.9,8.7,0.506,16.0,26.5,0.235
Canisius,2017-2018,33,21,12,0.636,0.44,-4.80,,15,3,,11,3,,8,8,,2519,2346,,69.9,101.4,0.376,0.353,0.545,50.5,47.2,7.5,7.9,0.505,18.9,30.4,0.276
Central Arkansas,2017-2018,35,18,17,0.514,-5.83,-5.97,,10,8,,9,5,,8,11,,2819,2766,,74.3,104.4,0.382,0.321,0.536,52.5,51.3,9.5,7.9,0.504,16.5,32.8,0.258
Central Connecticut State,2017-2018,32,14,18,0.438,-11.62,-7.59,,7,11,,8,4,,6,14,,2171,2300,,66.3,106.3,0.301,0.408,0.541,47.7,52.1,10.1,6.8,0.513,14.5,28.3,0.211
Central Michigan,2017-2018,36,21,15,0.583,-1.39,-3.24,,7,11,,12,5,,6,9,,2835,2661,,69.1,105.1,0.261,0.420,0.545,49.3,50.7,8.0,11.3,0.518,16.0,29.6,0.189
Charleston Southern,2017-2018,31,15,16,0.484,-8.16,-6.16,,9,9,,9,6,,6,10,,2232,2133,,67.5,100.3,0.340,0.451,0.559,48.8,57.4,8.7,8.4,0.521,20.2,27.3,0.256
Charlotte,2017-2018,29,6,23,0.207,-10.13,0.27,,2,16,,4,11,,2,12,,2066,2317,,72.2,110.2,0.321,0.355,0.570,51.3,48.9,10.6,9.6,0.543,15.4,28.6,0.228
Chattanooga,2017-2018,33,10,23,0.303,-11.09,-4.05,,3,15,,8,8,,1,14,,2289,2424,,67.4,107.0,0.279,0.345,0.569,50.8,49.0,10.4,11.2,0.540,16.8,27.0,0.209
Chicago State,2017-2018,32,3,29,0.094,-21.53,1.17,,1,13,,3,8,,0,19,,2171,2756,,74.0,116.4,0.418,0.389,0.603,54.5,61.4,8.8,10.7,0.575,16.6,33.5,0.295
Cincinnati NCAA,2017-2018,36,31,5,0.861,20.25,3.53,,16,2,,15,1,,9,2,,2673,2071,,66.1,87.0,0.268,0.378,0.465,44.4,48.8,7.5,7.8,0.433,18.8,27.9,0.183
Clemson NCAA,2017-2018,35,25,10,0.714,17.16,9.25,,11,7,,15,1,,4,6,,2584,2307,,67.5,96.9,0.272,0.374,0.503,48.3,48.5,8.4,10.6,0.472,15.2,26.0,0.190
Cleveland State,2017-2018,35,12,23,0.343,-10.82,-3.64,,6,12,,7,7,,2,15,,2402,2613,,69.2,107.1,0.308,0.396,0.555,55.7,56.4,7.5,10.4,0.527,17.2,33.0,0.220
Coastal Carolina,2017-2018,32,14,18,0.438,-3.94,-2.42,,8,10,,7,9,,5,7,,2298,2241,,69.0,100.8,0.374,0.445,0.523,45.8,56.9,10.1,6.0,0.480,15.2,26.9,0.271
Colgate,2017-2018,33,19,14,0.576,-4.85,-5.72,,12,6,,13,3,,6,11,,2394,2315,,67.5,104.0,0.283,0.400,0.556,51.0,52.6,7.6,9.7,0.526,17.1,26.7,0.209
College of Charleston NCAA,2017-2018,34,26,8,0.765,1.83,-3.29,,14,4,,14,0,,7,6,,2536,2331,,65.9,102.1,0.316,0.364,0.531,50.4,49.8,6.1,9.3,0.495,15.5,27.6,0.233
Colorado,2017-2018,32,17,15,0.531,6.06,7.00,,8,10,,12,3,,1,10,,2307,2337,,69.5,103.8,0.340,0.389,0.527,47.6,45.8,10.4,11.0,0.493,13.3,26.3,0.239
Colorado State,2017-2018,32,11,21,0.344,-3.86,3.79,,4,14,,8,8,,3,10,,2314,2537,,71.4,109.7,0.353,0.439,0.566,49.3,57.2,8.6,6.5,0.537,15.3,28.0,0.249
Columbia,2017-2018,27,8,19,0.296,-5.63,-3.02,,5,9,,7,5,,1,14,,2062,2085,,71.0,107.8,0.314,0.445,0.564,51.0,56.0,8.4,7.6,0.533,16.1,28.6,0.230
Connecticut,2017-2018,32,14,18,0.438,1.08,6.05,,7,11,,11,5,,2,9,,2181,2340,,67.1,107.2,0.339,0.426,0.543,51.8,54.7,7.5,8.3,0.511,15.7,32.8,0.239
Coppin State,2017-2018,32,5,27,0.156,-20.96,-7.24,,5,11,,4,6,,1,20,,1945,2384,,69.1,105.7,0.376,0.386,0.533,55.2,55.4,8.0,10.7,0.492,15.3,31.9,0.273
Cornell,2017-2018,28,12,16,0.429,-8.80,-3.24,,6,8,,8,4,,4,11,,2124,2250,,70.7,110.7,0.289,0.371,0.554,52.0,50.3,9.2,10.4,0.525,13.6,30.2,0.210
Creighton NCAA,2017-2018,33,21,12,0.636,16.35,8.10,,10,8,,16,2,,4,7,,2756,2444,,72.8,100.9,0.245,0.375,0.523,49.0,50.7,8.3,8.8,0.496,14.2,24.0,0.176
Dartmouth,2017-2018,27,7,20,0.259,-10.31,-4.00,,3,11,,6,6,,1,14,,1841,1970,,67.8,107.2,0.249,0.407,0.568,51.5,52.2,9.1,8.7,0.537,16.3,26.7,0.195
Davidson NCAA,2017-2018,33,21,12,0.636,11.02,2.57,,13,5,,11,1,,6,8,,2519,2240,,65.3,102.9,0.296,0.417,0.538,49.2,52.0,7.3,8.6,0.512,14.5,23.3,0.203
Dayton,2017-2018,31,14,17,0.452,1.64,2.71,,8,10,,12,4,,1,10,,2244,2277,,67.0,107.9,0.292,0.390,0.570,50.3,55.5,8.8,7.9,0.544,16.3,27.6,0.209
Delaware,2017-2018,33,14,19,0.424,-6.93,-2.96,,6,12,,7,8,,4,10,,2338,2428,,67.0,109.0,0.301,0.388,0.556,49.8,52.1,7.9,7.6,0.527,13.4,26.2,0.218
Delaware State,2017-2018,32,4,28,0.125,-24.57,-9.30,,2,14,,4,9,,0,18,,2034,2458,,66.9,113.1,0.355,0.446,0.577,51.8,56.5,11.0,8.9,0.550,16.1,33.6,0.249
Denver,2017-2018,30,15,15,0.500,-5.21,-2.53,,8,6,,10,4,,3,9,,2192,2189,,68.7,104.4,0.360,0.434,0.544,45.6,44.2,9.5,7.4,0.507,14.3,23.9,0.260
DePaul,2017-2018,31,11,20,0.355,6.55,8.45,,4,14,,6,10,,4,7,,2230,2289,,71.2,103.3,0.323,0.431,0.555,48.3,58.8,9.9,7.2,0.520,17.8,28.1,0.240
Detroit Mercy,2017-2018,32,8,24,0.250,-12.47,-2.07,,4,14,,5,11,,2,11,,2516,2743,,75.4,113.3,0.374,0.378,0.586,52.5,54.7,8.7,11.5,0.557,15.6,31.4,0.265
Drake,2017-2018,34,17,17,0.500,-0.51,0.58,,10,8,,11,3,,4,11,,2506,2495,,69.3,103.6,0.243,0.378,0.539,51.6,54.3,8.4,10.4,0.515,15.1,26.8,0.172
Drexel,2017-2018,33,13,20,0.394,-7.20,-2.48,,6,12,,9,5,,2,11,,2454,2591,,70.1,110.3,0.310,0.327,0.550,50.1,49.8,9.2,8.3,0.521,13.7,30.9,0.219
Duke NCAA,2017-2018,37,29,8,0.784,24.43,9.70,,13,5,,15,1,,6,5,,3121,2576,,70.6,97.9,0.223,0.368,0.493,44.5,56.1,8.0,6.7,0.464,14.8,29.7,0.162
Duquesne,2017-2018,32,16,16,0.500,-1.08,-3.33,,7,11,,13,6,,2,7,,2317,2245,,66.5,103.1,0.364,0.324,0.540,48.8,56.2,7.9,8.4,0.508,16.2,28.9,0.252
East Carolina,2017-2018,30,10,20,0.333,-8.72,-0.22,,4,14,,8,11,,2,8,,1993,2248,,68.8,107.5,0.311,0.352,0.542,52.1,58.2,9.5,9.1,0.515,14.8,32.5,0.213
East Tennessee State,2017-2018,34,25,9,0.735,3.72,-4.09,,14,4,,12,4,,11,4,,2556,2241,,69.7,94.6,0.322,0.406,0.504,47.1,48.2,8.7,8.7,0.468,18.4,27.8,0.226
Eastern Illinois,2017-2018,31,12,19,0.387,-8.33,-3.40,,7,11,,7,6,,4,12,,2065,2120,,66.4,102.6,0.325,0.379,0.541,50.1,56.2,9.4,9.0,0.509,17.3,29.6,0.232
Eastern Kentucky,2017-2018,31,11,20,0.355,-10.57,-3.68,,5,13,,6,7,,5,12,,2230,2371,,69.8,109.1,0.344,0.363,0.566,52.0,55.9,10.0,9.3,0.542,16.4,31.1,0.232
Eastern Michigan,2017-2018,35,22,13,0.629,-0.23,-2.81,,11,7,,14,3,,7,9,,2509,2339,,67.5,97.9,0.298,0.393,0.509,50.3,63.4,10.0,8.2,0.473,18.0,32.0,0.215
Eastern Washington,2017-2018,35,20,15,0.571,-0.03,-1.54,,13,5,,11,1,,6,12,,2619,2520,,69.2,103.3,0.359,0.339,0.543,50.4,52.5,7.9,6.5,0.507,15.1,24.2,0.258
Elon,2017-2018,32,14,18,0.438,-6.89,-1.69,,6,12,,8,5,,4,12,,2346,2437,,68.0,108.6,0.225,0.442,0.540,51.8,47.1,9.3,10.0,0.519,12.7,27.9,0.158
Evansville,2017-2018,32,17,15,0.531,0.68,1.35,,7,11,,15,3,,2,10,,2094,2045,,65.7,96.8,0.321,0.429,0.523,49.2,56.2,10.8,11.3,0.492,18.3,25.5,0.221
Fairfield,2017-2018,33,17,16,0.515,-4.98,-3.68,,9,9,,10,3,,3,10,,2506,2549,,72.1,105.1,0.368,0.355,0.557,51.7,47.6,8.2,8.2,0.525,16.7,26.9,0.260
FDU,2017-2018,31,13,18,0.419,-10.41,-5.66,,9,9,,8,5,,5,13,,2313,2350,,71.8,105.6,0.345,0.381,0.545,51.7,55.9,9.3,7.1,0.506,17.3,34.4,0.257
Florida NCAA,2017-2018,34,21,13,0.618,16.66,10.08,,11,7,,12,5,,5,4,,2577,2353,,68.4,100.1,0.323,0.334,0.524,51.5,47.4,6.4,8.5,0.486,17.3,30.3,0.236
Florida A&M,2017-2018,34,9,25,0.265,-19.21,-8.33,,7,9,,6,4,,2,20,,2343,2684,,69.5,111.5,0.359,0.344,0.566,54.8,49.3,8.9,8.1,0.535,16.2,36.3,0.254
Florida Atlantic,2017-2018,31,12,19,0.387,-5.35,-0.14,,6,12,,7,7,,4,10,,2155,2172,,70.9,98.4,0.319,0.320,0.516,49.4,47.1,9.1,6.5,0.484,15.7,26.6,0.221
Florida Gulf Coast,2017-2018,35,23,12,0.657,1.94,-5.44,,12,2,,14,6,,9,6,,2847,2515,,73.3,98.0,0.340,0.391,0.517,46.2,51.1,9.5,6.8,0.486,16.9,27.0,0.229
Florida International,2017-2018,32,14,18,0.438,-4.30,-1.99,,8,10,,11,7,,3,9,,2262,2278,,69.8,99.6,0.349,0.385,0.531,52.2,53.9,6.8,8.8,0.499,17.9,27.9,0.239
Florida State NCAA,2017-2018,35,23,12,0.657,15.78,8.50,,9,9,,13,2,,4,7,,2806,2551,,72.2,99.6,0.324,0.377,0.519,48.2,48.7,8.0,7.7,0.484,16.7,29.3,0.231
Fordham,2017-2018,31,9,22,0.290,-6.74,1.26,,4,14,,8,9,,1,10,,1931,2179,,66.8,104.3,0.304,0.336,0.548,57.4,61.5,8.6,11.2,0.523,18.1,32.8,0.208
Fresno State,2017-2018,32,21,11,0.656,8.17,1.84,,11,7,,12,5,,8,5,,2459,2201,,68.5,99.2,0.381,0.348,0.540,48.1,50.5,7.1,7.6,0.498,17.5,24.4,0.280
Furman,2017-2018,33,23,10,0.697,4.43,-3.64,,13,5,,13,3,,7,6,,2619,2260,,70.5,96.8,0.289,0.372,0.522,49.9,48.7,7.6,9.9,0.492,18.4,27.5,0.203
Gardner-Webb,2017-2018,32,14,18,0.438,-9.70,-3.81,,9,9,,11,2,,3,13,,2258,2307,,69.1,102.8,0.347,0.409,0.538,49.3,58.3,9.9,9.2,0.504,15.9,26.0,0.247
George Mason,2017-2018,33,16,17,0.485,-2.97,0.85,,9,9,,10,7,,5,7,,2371,2497,,69.6,106.7,0.308,0.395,0.546,49.2,51.7,9.0,11.3,0.521,14.1,26.7,0.211
George Washington,2017-2018,33,15,18,0.455,-0.72,2.13,,7,11,,13,5,,1,10,,2225,2319,,66.3,106.1,0.281,0.340,0.541,49.2,51.5,9.8,6.2,0.514,14.9,30.0,0.199
Georgetown,2017-2018,30,15,15,0.500,7.16,5.29,,5,13,,11,8,,4,6,,2350,2294,,71.6,103.7,0.283,0.398,0.541,46.7,55.9,9.6,9.0,0.508,15.1,26.0,0.210
Georgia,2017-2018,33,18,15,0.545,10.24,8.87,,7,11,,11,4,,4,9,,2247,2202,,65.3,100.6,0.277,0.376,0.493,46.4,44.6,8.9,8.6,0.456,12.5,28.9,0.202
Georgia Southern,2017-2018,33,21,12,0.636,-0.54,-3.28,,11,7,,10,3,,8,7,,2504,2315,,70.5,99.1,0.345,0.396,0.519,50.5,48.3,6.0,10.0,0.490,17.9,31.1,0.229
Georgia State NCAA,2017-2018,35,24,11,0.686,3.22,-2.78,,12,6,,11,3,,9,6,,2614,2356,,67.9,98.1,0.370,0.459,0.510,52.3,59.3,7.2,9.8,0.471,17.8,32.3,0.258
Georgia Tech,2017-2018,32,13,19,0.406,5.25,7.46,,6,12,,12,7,,1,10,,2101,2172,,66.5,101.7,0.318,0.334,0.527,50.0,59.5,9.5,8.1,0.492,16.4,30.6,0.227
Gonzaga NCAA,2017-2018,37,32,5,0.865,18.44,2.60,,17,1,,15,1,,10,1,,3091,2505,,69.7,95.8,0.291,0.357,0.505,44.0,46.2,7.3,7.4,0.471,15.5,22.9,0.208
Grambling,2017-2018,31,17,14,0.548,-12.97,-10.30,,13,5,,6,4,,11,10,,2257,2321,,73.8,100.6,0.427,0.361,0.530,49.3,50.3,8.8,10.3,0.493,17.5,30.5,0.290
Grand Canyon,2017-2018,34,22,12,0.647,3.78,-4.80,,9,5,,16,3,,3,7,,2512,2213,,70.3,91.9,0.385,0.304,0.491,48.6,42.8,8.4,6.7,0.445,18.5,28.3,0.272
Green Bay,2017-2018,33,13,20,0.394,-8.51,-4.08,,7,11,,10,6,,2,13,,2517,2499,,74.1,101.4,0.302,0.389,0.524,51.3,50.1,9.3,11.8,0.491,15.9,29.1,0.215
Hampton,2017-2018,34,18,16,0.529,-9.37,-9.56,,11,4,,11,3,,5,11,,2703,2603,,75.0,101.3,0.350,0.361,0.513,49.1,49.7,7.6,7.8,0.479,14.7,29.3,0.239
Hartford,2017-2018,33,19,14,0.576,-5.54,-5.26,,11,5,,9,7,,9,6,,2326,2318,,67.7,103.4,0.333,0.410,0.535,51.1,55.2,8.7,9.3,0.509,15.8,28.1,0.223
Harvard,2017-2018,32,18,14,0.563,-0.28,-1.70,,12,2,,10,2,,6,11,,2182,2129,,66.5,98.1,0.353,0.397,0.531,48.0,54.5,9.9,7.6,0.490,16.8,23.1,0.260
Hawaii,2017-2018,30,17,13,0.567,-2.33,-2.51,,8,8,,13,7,,4,5,,2104,2071,,68.9,98.9,0.383,0.365,0.542,49.2,41.9,8.9,8.6,0.502,18.1,24.1,0.276
High Point,2017-2018,30,14,16,0.467,-6.75,-6.38,,9,9,,11,4,,3,11,,2126,1993,,67.1,98.6,0.375,0.386,0.535,48.4,49.0,9.4,10.7,0.493,19.1,28.4,0.275
Hofstra,2017-2018,31,19,12,0.613,-0.53,-1.60,,12,6,,9,4,,9,4,,2464,2397,,70.3,109.5,0.320,0.357,0.568,48.6,49.4,8.5,7.7,0.542,14.6,27.0,0.225
Holy Cross,2017-2018,31,12,19,0.387,-9.92,-5.82,,8,10,,6,7,,6,10,,1972,2099,,63.7,105.4,0.339,0.445,0.547,55.0,59.6,9.8,7.0,0.510,17.2,32.0,0.250
Houston NCAA,2017-2018,35,27,8,0.771,15.99,4.16,,14,4,,15,0,,6,5,,2685,2271,,68.5,94.8,0.416,0.379,0.502,45.4,51.9,7.3,7.1,0.455,16.8,25.3,0.293
Houston Christian,2017-2018,31,6,25,0.194,-16.14,-3.97,,2,16,,5,8,,1,16,,2382,2617,,75.5,110.9,0.363,0.363,0.589,49.1,55.8,8.5,11.9,0.553,17.0,29.7,0.275
Howard,2017-2018,33,10,23,0.303,-17.26,-9.74,,7,9,,7,4,,2,18,,2449,2654,,71.3,110.7,0.388,0.361,0.562,53.2,55.6,7.8,8.5,0.530,16.5,35.2,0.272
Idaho,2017-2018,31,22,9,0.710,0.82,-3.94,,14,4,,11,2,,9,4,,2330,2134,,68.0,100.8,0.300,0.423,0.524,45.2,48.9,7.7,6.4,0.492,14.4,24.2,0.214
Idaho State,2017-2018,30,14,16,0.467,-5.76,-3.69,,9,9,,9,5,,5,10,,2211,2232,,70.8,105.0,0.310,0.344,0.544,52.0,43.3,8.3,8.6,0.514,14.9,27.4,0.219
Illinois,2017-2018,32,14,18,0.438,8.50,7.53,,4,14,,12,6,,1,10,,2426,2362,,70.8,103.1,0.481,0.349,0.576,50.2,52.0,8.9,12.1,0.532,20.9,31.1,0.351
Illinois State,2017-2018,33,18,15,0.545,1.07,3.67,,10,8,,11,3,,3,10,,2364,2418,,69.3,103.3,0.380,0.397,0.527,52.4,56.8,9.1,10.1,0.488,15.7,30.9,0.269
Illinois-Chicago,2017-2018,36,20,16,0.556,-2.91,-4.21,,12,6,,11,7,,9,8,,2708,2597,,73.6,97.7,0.328,0.338,0.496,49.1,59.1,9.7,9.8,0.460,15.1,29.3,0.227
Incarnate Word,2017-2018,28,7,21,0.250,-17.71,-5.04,,2,16,,6,9,,1,12,,1978,2163,,72.5,106.5,0.324,0.334,0.537,52.4,48.8,10.3,10.6,0.505,16.0,34.4,0.230
Indiana,2017-2018,31,16,15,0.516,9.89,8.25,,9,9,,12,6,,3,8,,2229,2178,,67.5,102.8,0.322,0.365,0.539,49.0,52.3,9.5,10.6,0.508,17.1,29.5,0.227
Indiana State,2017-2018,31,13,18,0.419,1.53,2.43,,8,10,,8,7,,5,7,,2248,2253,,70.1,100.9,0.412,0.369,0.550,48.9,50.5,9.4,11.5,0.509,17.6,24.0,0.296
Iona NCAA,2017-2018,34,20,14,0.588,0.75,-2.19,,11,7,,8,3,,7,8,,2702,2602,,71.5,105.1,0.286,0.354,0.545,52.8,52.1,6.9,7.7,0.525,16.3,30.7,0.189
Iowa,2017-2018,33,14,19,0.424,8.13,7.13,,4,14,,9,6,,1,10,,2630,2597,,71.0,110.0,0.281,0.366,0.556,46.5,56.3,9.8,7.4,0.531,13.5,28.0,0.197
Iowa State,2017-2018,31,13,18,0.419,6.88,9.49,,4,14,,9,7,,0,10,,2258,2339,,69.6,107.6,0.265,0.397,0.537,50.5,52.0,8.5,8.8,0.510,14.0,30.7,0.189
IU Indy,2017-2018,30,11,19,0.367,-9.82,-3.53,,8,10,,9,4,,2,14,,2047,2180,,68.7,105.3,0.379,0.377,0.572,50.0,53.8,10.8,11.3,0.536,18.8,28.9,0.279
Jackson State,2017-2018,32,12,20,0.375,-17.66,-10.50,,9,9,,9,2,,2,17,,1991,2161,,65.4,102.0,0.460,0.370,0.555,52.5,52.9,7.2,8.5,0.514,19.6,31.2,0.324
Jacksonville,2017-2018,33,15,18,0.455,-13.39,-6.12,,8,6,,10,6,,3,12,,2405,2482,,72.4,102.0,0.279,0.387,0.536,50.8,48.7,9.2,8.5,0.504,16.7,28.7,0.206
