School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Central Michigan,2018-2019,35,23,12,0.657,2.79,-0.34,,10,8,,13,4,,7,6,,2896,2690,,73.6,102.7,0.281,0.357,0.527,50.4,41.9,6.9,12.4,0.501,16.6,32.3,0.193
Charleston Southern,2018-2019,34,18,16,0.529,-2.43,-4.19,,9,7,,12,4,,4,11,,2574,2369,,71.9,96.1,0.310,0.422,0.535,49.0,55.2,9.4,8.8,0.504,20.1,26.5,0.220
Charlotte,2018-2019,29,8,21,0.276,-8.34,-0.89,,5,13,,5,9,,3,9,,1776,1992,,65.8,104.3,0.326,0.423,0.549,51.7,52.6,10.5,12.8,0.513,15.8,26.1,0.242
Chattanooga,2018-2019,32,12,20,0.375,-7.87,-0.76,,7,11,,8,6,,4,11,,2268,2376,,69.5,106.5,0.306,0.354,0.546,51.4,46.3,9.5,8.5,0.518,14.1,26.8,0.215
Chicago State,2018-2019,32,3,29,0.094,-24.83,0.67,,0,16,,3,8,,0,19,,1970,2710,,72.0,117.6,0.327,0.437,0.590,55.6,56.6,10.5,7.9,0.568,14.6,33.1,0.227
Cincinnati NCAA,2018-2019,35,28,7,0.800,14.53,5.50,,14,4,,16,2,,7,4,,2510,2194,,65.0,95.7,0.305,0.428,0.513,46.3,50.7,5.8,9.4,0.486,18.2,28.8,0.202
Clemson,2018-2019,34,20,14,0.588,13.85,8.99,,9,9,,14,5,,4,6,,2339,2174,,67.3,95.0,0.300,0.396,0.513,47.5,44.5,8.3,8.3,0.476,17.6,24.5,0.219
Cleveland State,2018-2019,31,10,21,0.323,-7.96,-1.52,,5,13,,8,9,,2,12,,2300,2437,,71.4,109.3,0.325,0.399,0.545,52.5,54.9,9.5,10.2,0.511,14.6,32.3,0.236
Coastal Carolina,2018-2019,34,17,17,0.500,-0.50,-1.94,,9,9,,10,4,,6,11,,2641,2520,,71.2,103.3,0.408,0.451,0.546,47.2,53.5,9.0,9.2,0.507,16.3,27.2,0.290
Colgate NCAA,2018-2019,35,24,11,0.686,1.23,-3.83,,13,5,,15,1,,9,9,,2648,2458,,67.8,102.4,0.285,0.405,0.532,47.3,51.4,10.4,9.5,0.503,15.5,26.3,0.203
College of Charleston,2018-2019,33,24,9,0.727,2.36,-2.95,,12,6,,13,2,,8,5,,2453,2265,,66.3,102.8,0.265,0.431,0.548,49.6,51.6,7.8,8.2,0.519,16.9,25.8,0.195
Colorado,2018-2019,36,23,13,0.639,9.68,3.60,,10,8,,15,2,,5,9,,2648,2429,,69.4,96.9,0.311,0.375,0.511,45.4,43.1,10.1,9.1,0.484,15.5,23.6,0.206
Colorado State,2018-2019,32,12,20,0.375,-0.11,1.41,,7,11,,8,9,,3,8,,2393,2406,,68.9,108.7,0.294,0.413,0.557,50.2,53.1,8.4,6.6,0.529,14.1,26.6,0.211
Columbia,2018-2019,28,10,18,0.357,-5.18,-2.14,,5,9,,5,7,,4,9,,2059,2052,,69.4,102.0,0.382,0.409,0.547,50.3,48.1,8.7,8.4,0.511,17.4,26.0,0.270
Connecticut,2018-2019,33,16,17,0.485,6.81,4.32,,6,12,,13,5,,1,8,,2436,2354,,69.7,101.9,0.392,0.337,0.539,49.3,52.9,8.9,8.7,0.496,17.5,30.1,0.287
Coppin State,2018-2019,33,8,25,0.242,-18.90,-7.11,,7,9,,3,7,,4,16,,2118,2507,,71.9,104.8,0.336,0.401,0.534,51.2,55.3,10.3,8.5,0.502,14.6,28.4,0.234
Cornell,2018-2019,31,15,16,0.484,-6.12,-2.02,,7,7,,9,4,,6,12,,2149,2211,,69.6,100.8,0.267,0.339,0.522,53.3,43.3,8.8,11.4,0.494,15.5,27.3,0.187
Creighton,2018-2019,35,20,15,0.571,12.00,8.59,,9,9,,13,6,,4,8,,2727,2561,,70.2,102.7,0.273,0.398,0.549,49.8,51.9,8.9,10.8,0.528,17.0,25.9,0.186
Dartmouth,2018-2019,30,11,19,0.367,-5.75,-3.00,,2,12,,8,6,,2,12,,2160,2116,,68.3,102.4,0.262,0.339,0.541,49.6,45.4,9.1,9.0,0.516,14.9,23.5,0.185
Davidson,2018-2019,34,24,10,0.706,6.38,1.96,,14,4,,14,2,,7,5,,2409,2229,,66.1,98.9,0.294,0.438,0.513,49.1,54.8,7.7,7.4,0.481,14.9,24.4,0.209
Dayton,2018-2019,33,21,12,0.636,9.67,2.91,,13,5,,13,4,,7,4,,2406,2183,,66.2,98.8,0.238,0.405,0.505,48.0,51.7,8.0,8.1,0.479,14.6,27.1,0.167
Delaware,2018-2019,33,17,16,0.515,-7.91,-4.82,,8,10,,9,7,,7,8,,2352,2380,,64.7,108.2,0.277,0.379,0.543,51.2,50.9,8.1,8.9,0.513,13.1,27.9,0.202
Delaware State,2018-2019,31,6,25,0.194,-26.82,-10.13,,2,14,,3,9,,2,15,,1956,2371,,72.6,105.3,0.377,0.392,0.553,53.3,58.2,9.5,10.9,0.517,17.2,30.7,0.270
Denver,2018-2019,30,8,22,0.267,-11.84,-2.97,,3,13,,6,7,,1,14,,2086,2319,,69.1,111.5,0.282,0.435,0.585,48.5,52.1,8.5,7.2,0.561,14.3,22.9,0.204
DePaul,2018-2019,36,19,17,0.528,6.00,4.05,,7,11,,16,7,,3,9,,2821,2751,,71.7,105.9,0.309,0.432,0.563,46.3,52.2,9.4,7.6,0.532,15.8,24.6,0.226
Detroit Mercy,2018-2019,31,11,20,0.355,-6.33,-0.36,,8,10,,6,6,,4,14,,2279,2464,,70.4,112.9,0.327,0.410,0.574,54.3,67.8,8.0,10.1,0.544,16.8,35.8,0.239
Drake,2018-2019,34,24,10,0.706,2.52,-0.66,,12,6,,13,2,,7,6,,2563,2387,,69.6,99.0,0.294,0.364,0.513,48.9,42.3,10.2,9.0,0.482,14.9,25.5,0.205
Drexel,2018-2019,32,13,19,0.406,-7.02,-2.93,,7,11,,9,7,,3,11,,2425,2475,,70.0,110.5,0.302,0.342,0.567,48.1,47.2,8.7,9.4,0.546,13.3,25.6,0.204
Duke NCAA,2018-2019,38,32,6,0.842,26.90,11.98,,14,4,,15,2,,7,2,,3143,2576,,73.2,92.3,0.240,0.349,0.479,46.2,49.9,8.7,8.0,0.450,16.7,29.1,0.167
Duquesne,2018-2019,32,19,13,0.594,0.53,-0.63,,10,8,,14,4,,4,6,,2351,2314,,70.5,101.4,0.319,0.346,0.528,51.8,55.4,9.6,11.2,0.499,18.3,34.7,0.217
East Carolina,2018-2019,31,10,21,0.323,-5.49,1.31,,3,15,,8,9,,1,11,,2088,2299,,69.9,104.8,0.418,0.371,0.547,52.1,54.3,9.4,9.7,0.510,16.9,30.9,0.292
East Tennessee State,2018-2019,34,24,10,0.706,5.21,-1.79,,13,5,,13,3,,8,6,,2707,2371,,70.2,98.3,0.304,0.407,0.539,42.7,51.8,9.5,8.9,0.512,18.3,23.3,0.210
Eastern Illinois,2018-2019,32,14,18,0.438,-11.81,-5.01,,7,11,,7,6,,5,10,,2299,2457,,69.0,108.7,0.333,0.406,0.559,50.8,56.6,9.8,8.9,0.531,16.2,30.3,0.235
Eastern Kentucky,2018-2019,31,13,18,0.419,-7.40,-2.47,,6,12,,9,5,,3,11,,2562,2577,,79.9,101.9,0.397,0.346,0.561,52.5,51.9,8.3,9.0,0.525,19.8,29.8,0.285
Eastern Michigan,2018-2019,32,15,17,0.469,0.40,4.43,,9,9,,11,7,,4,10,,2203,2213,,66.5,102.7,0.300,0.424,0.529,49.0,67.9,10.0,8.2,0.502,17.6,33.7,0.204
Eastern Washington,2018-2019,34,16,18,0.471,-6.77,-4.17,,12,8,,9,4,,4,13,,2460,2527,,69.5,105.4,0.346,0.395,0.559,50.1,51.5,8.5,8.8,0.527,15.3,23.3,0.248
Elon,2018-2019,32,11,21,0.344,-11.53,-3.56,,7,11,,5,11,,6,7,,2266,2445,,69.0,109.9,0.288,0.398,0.556,52.0,51.8,9.8,7.0,0.527,13.5,27.6,0.210
Evansville,2018-2019,32,11,21,0.344,-3.84,0.13,,5,13,,9,7,,2,13,,2234,2317,,70.8,101.1,0.360,0.325,0.530,52.7,45.4,7.8,9.3,0.498,15.5,25.2,0.245
Fairfield,2018-2019,31,9,22,0.290,-10.20,-7.14,,6,12,,5,7,,3,13,,2072,2167,,68.1,102.6,0.401,0.356,0.560,52.4,51.5,9.5,10.7,0.526,18.9,28.6,0.282
FDU NCAA,2018-2019,35,21,14,0.600,-6.09,-7.24,,12,6,,13,4,,7,9,,2620,2515,,68.7,103.2,0.298,0.387,0.540,50.7,52.1,8.9,9.2,0.513,17.9,31.9,0.207
Florida NCAA,2018-2019,36,20,16,0.556,15.42,11.22,,9,9,,9,6,,5,6,,2440,2289,,64.7,97.3,0.336,0.381,0.515,50.8,48.3,9.4,9.1,0.481,19.2,32.1,0.233
Florida A&M,2018-2019,31,12,19,0.387,-13.57,-8.09,,9,7,,6,3,,6,14,,1927,2057,,67.1,98.5,0.402,0.372,0.525,52.1,50.1,10.2,7.6,0.484,19.0,32.1,0.282
Florida Atlantic,2018-2019,33,17,16,0.515,-1.42,-1.76,,8,10,,9,5,,6,9,,2322,2243,,70.3,95.6,0.303,0.411,0.507,47.6,49.7,10.6,7.2,0.476,16.7,25.2,0.208
Florida Gulf Coast,2018-2019,32,14,18,0.438,-5.11,-1.48,,9,7,,10,4,,4,10,,2280,2360,,71.1,103.7,0.272,0.407,0.542,51.7,56.9,9.9,9.7,0.517,17.0,30.4,0.191
Florida International,2018-2019,34,20,14,0.588,-4.55,-1.45,,10,8,,12,4,,6,9,,2798,2734,,80.8,99.5,0.338,0.366,0.549,54.6,51.2,8.7,11.2,0.518,21.1,33.1,0.237
Florida State NCAA,2018-2019,37,29,8,0.784,17.99,10.26,,13,5,,15,1,,6,4,,2771,2485,,69.5,95.3,0.357,0.388,0.514,46.8,43.8,7.8,8.4,0.472,18.0,26.3,0.257
Fordham,2018-2019,32,12,20,0.375,-5.02,-2.40,,3,15,,9,10,,3,8,,2108,2141,,66.4,99.6,0.368,0.367,0.528,52.5,61.8,8.3,8.6,0.492,17.1,27.5,0.256
Fresno State,2018-2019,32,23,9,0.719,8.99,0.67,,13,5,,13,4,,7,3,,2448,2162,,69.6,96.7,0.345,0.411,0.519,49.0,51.9,8.1,10.6,0.482,17.4,25.5,0.244
Furman,2018-2019,33,25,8,0.758,7.46,-1.50,,13,5,,13,3,,11,4,,2562,2182,,68.3,95.4,0.233,0.384,0.503,49.2,46.6,10.3,10.7,0.480,17.9,29.4,0.158
Gardner-Webb NCAA,2018-2019,35,23,12,0.657,-2.61,-4.43,,11,6,,13,0,,8,9,,2718,2468,,68.5,100.7,0.276,0.453,0.519,50.8,54.0,8.4,8.2,0.488,16.5,30.0,0.198
George Mason,2018-2019,33,18,15,0.545,0.84,0.08,,11,7,,11,6,,6,6,,2314,2289,,68.1,101.0,0.306,0.391,0.528,48.7,49.8,9.9,10.8,0.502,16.0,27.1,0.205
George Washington,2018-2019,33,9,24,0.273,-6.65,1.20,,4,14,,6,11,,2,10,,2097,2356,,67.5,104.2,0.302,0.402,0.535,52.6,54.7,9.9,9.1,0.512,15.0,28.4,0.199
Georgetown,2018-2019,33,19,14,0.576,6.80,5.31,,9,9,,13,6,,5,6,,2625,2576,,73.2,103.8,0.303,0.406,0.533,48.0,54.1,10.2,9.1,0.501,14.3,26.0,0.217
Georgia,2018-2019,32,11,21,0.344,5.31,8.12,,2,16,,8,9,,2,9,,2274,2364,,70.4,104.9,0.299,0.358,0.516,47.9,45.3,10.6,9.0,0.485,13.2,31.0,0.210
Georgia Southern,2018-2019,33,21,12,0.636,3.75,0.13,,12,6,,10,4,,7,7,,2726,2489,,75.2,99.6,0.303,0.385,0.535,49.2,48.4,7.5,7.5,0.505,18.3,28.5,0.214
Georgia State NCAA,2018-2019,34,24,10,0.706,2.44,0.65,,13,5,,13,1,,7,7,,2598,2491,,71.3,102.7,0.308,0.451,0.530,54.6,58.7,7.0,9.7,0.499,17.9,33.8,0.216
Georgia Tech,2018-2019,32,14,18,0.438,6.93,8.15,,6,12,,11,7,,3,9,,2091,2130,,68.1,97.3,0.348,0.377,0.495,51.8,61.1,10.3,9.5,0.456,16.0,31.6,0.240
Gonzaga NCAA,2018-2019,37,33,4,0.892,27.79,5.01,,16,0,,17,0,,9,1,,3243,2400,,71.7,90.4,0.259,0.349,0.474,45.3,41.4,7.6,5.8,0.442,16.5,26.0,0.180
Grambling,2018-2019,34,17,17,0.500,-9.73,-9.34,,10,8,,11,3,,6,12,,2426,2336,,71.5,95.4,0.409,0.361,0.488,49.2,51.8,9.6,8.6,0.444,15.6,28.2,0.278
Grand Canyon,2018-2019,34,20,14,0.588,3.85,-1.49,,10,6,,12,2,,5,8,,2560,2353,,69.6,98.7,0.300,0.355,0.529,48.2,43.4,7.8,8.2,0.498,17.3,25.3,0.214
Green Bay,2018-2019,38,21,17,0.553,-2.24,-0.36,,10,8,,15,3,,5,13,,3090,3036,,76.4,103.5,0.318,0.398,0.542,51.8,48.8,9.1,7.3,0.512,17.0,29.6,0.225
Hampton,2018-2019,35,18,17,0.514,-3.34,-5.06,,9,7,,12,3,,6,12,,2847,2669,,73.3,101.9,0.340,0.397,0.527,49.3,52.4,6.5,9.0,0.491,14.7,26.2,0.243
Hartford,2018-2019,33,18,15,0.545,-3.95,-4.89,,10,6,,10,4,,8,9,,2477,2407,,68.0,105.3,0.302,0.399,0.551,52.5,50.4,8.5,11.3,0.520,17.0,30.8,0.219
Harvard,2018-2019,31,19,12,0.613,1.86,0.66,,10,4,,9,2,,8,9,,2222,2174,,68.5,100.4,0.338,0.381,0.533,46.7,49.1,10.8,8.5,0.499,15.8,23.6,0.239
Hawaii,2018-2019,31,18,13,0.581,-1.30,-3.61,,9,7,,12,5,,4,5,,2241,2131,,67.6,100.9,0.325,0.346,0.534,48.9,45.5,8.4,7.1,0.507,15.7,24.4,0.220
High Point,2018-2019,31,16,15,0.516,-5.63,-4.39,,9,7,,9,4,,5,8,,2115,2105,,65.5,102.5,0.289,0.470,0.528,45.0,52.3,8.5,10.6,0.499,14.5,24.9,0.202
Hofstra,2018-2019,35,27,8,0.771,4.68,-4.53,,15,3,,15,1,,10,6,,2919,2553,,68.3,103.9,0.252,0.370,0.540,49.7,53.6,6.6,7.3,0.516,16.0,29.2,0.176
Holy Cross,2018-2019,33,16,17,0.485,-6.43,-4.01,,6,12,,8,6,,6,11,,2216,2296,,65.0,105.8,0.268,0.434,0.564,56.5,56.4,8.7,7.9,0.538,19.1,32.7,0.196
Houston NCAA,2018-2019,37,33,4,0.892,18.91,4.61,,16,2,,19,1,,10,1,,2787,2258,,67.3,90.6,0.373,0.411,0.471,45.1,49.9,7.8,6.4,0.425,15.9,25.5,0.259
Houston Christian,2018-2019,30,12,18,0.400,-9.36,-5.53,,8,10,,9,4,,3,13,,2465,2484,,75.0,108.1,0.346,0.342,0.591,47.8,53.3,9.7,9.2,0.560,18.4,28.1,0.256
Howard,2018-2019,34,17,17,0.500,-12.30,-9.52,,10,6,,6,8,,9,8,,2684,2661,,74.8,103.9,0.371,0.382,0.540,51.9,53.6,7.6,6.2,0.502,17.2,32.5,0.268
Idaho,2018-2019,32,5,27,0.156,-18.74,-6.19,,2,18,,4,11,,1,13,,2174,2460,,67.9,112.7,0.316,0.434,0.551,52.3,57.9,9.3,8.2,0.523,12.0,30.4,0.222
Idaho State,2018-2019,30,11,19,0.367,-13.17,-4.81,,7,13,,6,7,,5,11,,2198,2369,,68.9,114.6,0.300,0.377,0.580,51.4,53.2,7.5,7.9,0.552,13.2,28.6,0.222
Illinois,2018-2019,33,12,21,0.364,8.95,11.53,,7,13,,9,6,,1,9,,2398,2483,,71.0,104.8,0.424,0.354,0.564,52.4,53.2,8.1,9.7,0.522,19.0,31.8,0.312
Illinois State,2018-2019,33,17,16,0.515,-2.06,0.25,,9,9,,12,4,,2,10,,2257,2314,,67.9,102.5,0.327,0.407,0.542,50.5,56.1,8.6,7.4,0.510,16.0,25.5,0.232
Illinois-Chicago,2018-2019,32,16,16,0.500,-3.15,-1.99,,10,8,,12,4,,4,12,,2391,2385,,71.5,103.0,0.414,0.378,0.528,51.6,54.1,8.9,9.2,0.483,15.5,30.1,0.298
Incarnate Word,2018-2019,31,6,25,0.194,-18.93,-5.11,,1,17,,5,9,,0,14,,2044,2355,,66.6,112.7,0.369,0.397,0.596,53.3,53.3,11.4,8.7,0.564,17.4,32.1,0.272
Indiana,2018-2019,35,19,16,0.543,13.82,10.10,,8,12,,15,6,,3,9,,2504,2374,,68.3,97.9,0.292,0.382,0.507,49.2,54.6,8.4,10.1,0.482,15.8,28.1,0.190
Indiana State,2018-2019,31,15,16,0.484,-2.72,0.62,,7,11,,9,5,,4,9,,2146,2218,,69.2,102.6,0.372,0.374,0.552,51.6,52.6,8.4,8.3,0.514,17.3,26.5,0.269
Iona NCAA,2018-2019,33,17,16,0.515,-4.78,-5.50,,12,6,,8,3,,5,9,,2532,2508,,71.4,106.4,0.285,0.424,0.547,52.0,55.4,7.6,11.2,0.523,16.0,29.8,0.195
Iowa NCAA,2018-2019,35,23,12,0.657,14.27,9.84,,10,10,,14,4,,4,6,,2740,2585,,70.2,104.1,0.288,0.412,0.540,49.4,57.8,9.3,7.9,0.515,16.0,29.0,0.199
Iowa State NCAA,2018-2019,35,23,12,0.657,18.07,9.30,,9,9,,12,4,,5,6,,2692,2385,,68.2,99.9,0.236,0.392,0.511,49.7,49.9,7.7,7.4,0.484,15.9,30.1,0.169
IU Indy,2018-2019,33,16,17,0.485,-2.72,-3.04,,8,10,,11,4,,3,13,,2507,2429,,71.6,102.9,0.318,0.394,0.548,46.8,52.3,9.8,10.9,0.520,17.2,27.3,0.223
Jackson State,2018-2019,32,13,19,0.406,-14.60,-9.33,,10,8,,9,4,,3,14,,1974,2107,,67.4,97.3,0.439,0.369,0.528,49.6,54.6,11.0,9.8,0.485,18.3,25.9,0.306
