School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Jacksonville,2018-2019,32,12,20,0.375,-8.27,-4.74,,5,11,,5,8,,6,11,,2385,2402,,73.3,102.0,0.286,0.348,0.540,49.5,45.6,9.8,8.7,0.514,16.3,26.9,0.200
Jacksonville State,2018-2019,33,24,9,0.727,1.59,-5.47,,15,3,,11,1,,10,7,,2574,2283,,71.3,95.3,0.295,0.414,0.519,45.7,48.9,9.1,5.9,0.483,18.3,25.1,0.216
James Madison,2018-2019,33,14,19,0.424,-8.52,-4.07,,6,12,,8,6,,4,11,,2322,2409,,66.0,108.2,0.335,0.350,0.553,49.4,53.3,8.5,8.8,0.522,14.7,29.2,0.239
Kansas NCAA,2018-2019,36,26,10,0.722,18.35,12.79,,12,6,,16,0,,3,8,,2725,2525,,70.3,98.7,0.278,0.418,0.507,47.9,52.7,9.3,8.9,0.478,15.4,27.8,0.191
Kansas City,2018-2019,32,11,21,0.344,-6.61,-1.55,,6,10,,8,5,,3,13,,2220,2341,,68.6,105.8,0.366,0.363,0.562,54.6,51.4,7.8,9.8,0.531,18.3,31.6,0.258
Kansas State NCAA,2018-2019,34,25,9,0.735,15.39,9.18,,14,4,,13,2,,7,5,,2236,2025,,64.9,91.7,0.307,0.429,0.511,49.1,54.5,9.6,8.2,0.482,20.3,25.6,0.207
Kennesaw State,2018-2019,32,6,26,0.188,-16.17,-1.04,,3,13,,6,8,,0,15,,2030,2455,,70.9,107.8,0.281,0.373,0.557,51.3,56.2,10.1,8.2,0.532,15.1,29.4,0.197
Kent State,2018-2019,33,22,11,0.667,1.26,0.61,,11,7,,14,3,,8,7,,2481,2417,,69.4,104.7,0.346,0.379,0.552,49.0,51.3,8.3,8.4,0.523,17.1,29.7,0.239
Kentucky NCAA,2018-2019,37,30,7,0.811,21.43,10.29,,15,3,,17,1,,8,2,,2806,2394,,67.3,95.5,0.268,0.386,0.498,43.1,47.9,8.6,7.8,0.466,15.7,25.2,0.189
La Salle,2018-2019,31,10,21,0.323,-3.61,1.29,,8,10,,5,9,,3,8,,2091,2243,,69.5,104.1,0.413,0.332,0.552,51.1,53.0,9.2,9.7,0.513,17.4,28.9,0.296
Lafayette,2018-2019,30,10,20,0.333,-11.17,-4.93,,7,11,,4,11,,6,9,,2209,2349,,70.4,109.4,0.307,0.356,0.566,51.7,44.6,8.8,6.5,0.540,13.9,26.3,0.218
Lamar,2018-2019,33,20,13,0.606,-5.94,-7.22,,12,6,,13,2,,6,10,,2597,2322,,71.3,97.2,0.339,0.378,0.537,45.1,60.1,8.8,9.0,0.504,19.5,26.4,0.239
Lehigh,2018-2019,31,20,11,0.645,-2.34,-4.46,,12,6,,11,3,,9,8,,2479,2413,,72.5,106.5,0.305,0.425,0.536,49.5,57.1,9.6,10.3,0.502,13.6,27.4,0.223
Liberty NCAA,2018-2019,36,29,7,0.806,5.27,-3.88,,14,2,,16,1,,11,3,,2654,2209,,65.4,93.9,0.310,0.376,0.508,48.5,45.9,8.2,8.8,0.478,18.2,24.9,0.210
Lipscomb,2018-2019,37,29,8,0.784,9.21,-1.20,,14,2,,14,3,,14,4,,3076,2597,,74.9,93.7,0.276,0.393,0.516,47.1,49.5,8.7,10.3,0.480,18.1,22.4,0.207
Little Rock,2018-2019,31,10,21,0.323,-4.87,-2.07,,5,13,,7,9,,3,12,,2301,2353,,72.7,103.5,0.385,0.438,0.553,50.2,54.8,7.7,7.1,0.518,17.1,26.9,0.273
Long Beach State,2018-2019,34,15,19,0.441,-4.57,-0.44,,8,8,,9,5,,4,12,,2545,2584,,73.3,102.5,0.300,0.355,0.530,51.3,48.4,10.4,8.4,0.503,16.7,31.8,0.206
Long Island University,2018-2019,32,16,16,0.500,-8.99,-9.08,,9,9,,8,5,,7,9,,2373,2337,,72.9,99.8,0.350,0.326,0.515,49.9,48.8,9.4,11.2,0.477,16.1,28.9,0.248
Longwood,2018-2019,34,16,18,0.471,-8.43,-6.62,,5,11,,10,5,,5,12,,2407,2408,,68.9,101.6,0.324,0.492,0.540,49.3,55.8,8.3,11.8,0.500,16.1,24.2,0.245
Louisiana,2018-2019,32,19,13,0.594,-2.07,-1.51,,10,8,,10,4,,7,7,,2612,2575,,74.8,106.7,0.358,0.356,0.564,51.5,45.5,8.4,7.9,0.528,17.5,31.8,0.263
Louisiana State NCAA,2018-2019,35,28,7,0.800,16.50,9.16,,16,2,,15,2,,9,1,,2815,2558,,70.6,100.9,0.331,0.400,0.530,47.0,45.0,8.9,7.9,0.499,17.4,30.2,0.229
Louisiana Tech,2018-2019,33,20,13,0.606,0.95,-2.31,,9,9,,15,1,,4,10,,2386,2235,,68.0,98.5,0.295,0.392,0.521,49.4,56.3,8.2,9.7,0.492,17.0,27.8,0.203
Louisiana-Monroe,2018-2019,35,19,16,0.543,0.81,-1.96,,9,9,,14,3,,4,12,,2773,2637,,69.2,107.0,0.278,0.391,0.550,50.6,49.0,7.9,11.1,0.524,15.3,29.4,0.199
Louisville NCAA,2018-2019,34,20,14,0.588,17.28,11.04,,10,8,,14,4,,5,6,,2536,2324,,68.4,98.4,0.320,0.372,0.503,47.6,47.9,8.3,10.6,0.468,14.1,25.7,0.223
Loyola (IL),2018-2019,34,20,14,0.588,3.99,-0.16,,12,6,,13,4,,5,7,,2231,2066,,63.7,95.4,0.234,0.391,0.532,49.5,51.7,9.0,12.5,0.508,18.7,21.3,0.166
Loyola (MD),2018-2019,32,11,21,0.344,-9.13,-4.60,,7,11,,7,5,,3,16,,2332,2477,,70.4,108.7,0.323,0.355,0.590,51.7,56.0,10.2,11.5,0.556,18.2,29.2,0.249
Loyola Marymount,2018-2019,34,22,12,0.647,2.93,0.90,,8,8,,12,4,,8,7,,2278,2125,,65.2,95.9,0.358,0.428,0.533,47.8,65.7,8.8,9.5,0.487,19.7,25.3,0.273
Maine,2018-2019,32,5,27,0.156,-15.11,-4.21,,3,13,,3,9,,2,18,,1988,2271,,64.6,107.3,0.385,0.477,0.578,51.2,64.7,10.9,7.1,0.547,17.5,27.2,0.273
Manhattan,2018-2019,32,11,21,0.344,-12.89,-7.32,,8,10,,4,9,,4,11,,1833,2011,,62.8,99.8,0.456,0.418,0.551,51.0,59.7,10.0,12.0,0.509,20.6,29.1,0.323
Marist,2018-2019,31,12,19,0.387,-9.49,-7.53,,7,11,,4,7,,6,11,,2086,2147,,65.6,104.8,0.359,0.478,0.560,51.2,56.2,8.5,10.2,0.530,17.1,26.3,0.252
Marquette NCAA,2018-2019,34,24,10,0.706,14.78,6.96,,12,6,,16,3,,6,4,,2629,2363,,70.7,97.3,0.359,0.356,0.500,47.0,51.0,9.7,8.9,0.463,14.5,26.2,0.244
Marshall,2018-2019,37,23,14,0.622,-0.64,-0.61,,11,7,,16,3,,6,10,,2978,2979,,76.3,104.5,0.324,0.353,0.552,55.2,44.4,8.4,7.3,0.520,18.0,31.5,0.232
Maryland NCAA,2018-2019,34,23,11,0.676,16.01,10.09,,13,7,,15,3,,6,5,,2429,2228,,66.6,98.4,0.266,0.394,0.493,44.0,51.9,10.4,9.8,0.459,12.3,24.7,0.193
Maryland-Baltimore County,2018-2019,34,21,13,0.618,-5.85,-5.85,,11,5,,13,4,,6,8,,2296,2177,,65.8,94.5,0.319,0.493,0.533,49.7,53.9,8.4,8.1,0.500,20.7,23.9,0.228
Maryland-Eastern Shore,2018-2019,32,7,25,0.219,-24.21,-7.91,,5,11,,5,7,,2,17,,1833,2291,,65.5,108.9,0.369,0.444,0.565,54.6,59.7,9.8,9.3,0.538,16.7,31.2,0.252
Massachusetts,2018-2019,32,11,21,0.344,-3.02,-0.18,,4,14,,9,8,,1,11,,2263,2354,,68.4,106.7,0.414,0.348,0.555,48.0,59.9,9.7,10.4,0.512,14.9,26.9,0.303
Massachusetts-Lowell,2018-2019,32,15,17,0.469,-8.28,-6.95,,7,9,,8,5,,5,12,,2456,2420,,71.9,104.4,0.325,0.356,0.539,50.2,46.8,9.9,9.8,0.507,15.7,29.3,0.230
McNeese State,2018-2019,31,9,22,0.290,-14.41,-6.15,,5,13,,7,8,,2,14,,2149,2303,,68.4,108.2,0.268,0.400,0.555,49.4,56.0,10.2,7.7,0.528,15.5,29.9,0.196
Memphis,2018-2019,36,22,14,0.611,10.70,5.09,,11,7,,17,2,,3,8,,2882,2680,,75.5,98.0,0.375,0.394,0.524,48.8,58.1,10.3,11.4,0.486,18.6,30.5,0.263
Mercer,2018-2019,31,11,20,0.355,-2.86,-0.24,,6,12,,9,6,,2,12,,2248,2246,,69.1,104.4,0.334,0.470,0.547,50.8,54.6,9.5,11.1,0.521,17.7,31.5,0.225
Miami (FL),2018-2019,32,14,18,0.438,9.39,8.70,,5,13,,11,5,,0,10,,2297,2275,,68.5,103.3,0.227,0.394,0.544,52.3,53.4,8.3,8.7,0.520,17.3,29.7,0.165
Miami (OH),2018-2019,32,15,17,0.469,0.77,2.31,,7,11,,10,5,,4,10,,2267,2233,,68.8,101.0,0.333,0.411,0.532,48.0,49.2,8.9,10.1,0.501,15.5,24.3,0.230
Michigan NCAA,2018-2019,37,30,7,0.811,21.82,10.55,,15,5,,17,1,,7,4,,2575,2158,,65.4,89.2,0.241,0.301,0.467,49.3,45.8,6.1,9.6,0.441,15.8,24.1,0.160
Michigan State NCAA,2018-2019,39,32,7,0.821,24.93,12.34,,16,4,,15,1,,8,4,,3025,2534,,68.1,94.8,0.275,0.372,0.471,43.9,51.9,9.1,8.4,0.439,12.9,25.7,0.187
Middle Tennessee,2018-2019,32,11,21,0.344,-6.09,1.44,,8,10,,9,5,,2,11,,2141,2313,,70.3,102.9,0.332,0.404,0.534,47.7,52.5,10.9,8.6,0.501,15.4,26.9,0.235
Milwaukee,2018-2019,31,9,22,0.290,-8.90,-2.50,,4,14,,6,8,,3,12,,2146,2315,,68.9,107.9,0.352,0.451,0.547,50.7,53.5,8.3,9.5,0.515,13.4,27.5,0.247
Minnesota NCAA,2018-2019,36,22,14,0.611,12.52,11.27,,9,11,,14,3,,2,9,,2543,2498,,67.9,101.8,0.282,0.339,0.523,48.8,50.8,8.5,10.9,0.495,14.7,27.9,0.195
Mississippi NCAA,2018-2019,33,20,13,0.606,12.32,8.13,,10,8,,11,5,,6,5,,2485,2347,,69.2,102.4,0.335,0.345,0.542,48.9,55.2,8.9,9.8,0.510,17.9,29.2,0.236
Mississippi State NCAA,2018-2019,34,23,11,0.676,15.96,9.07,,10,8,,14,3,,5,5,,2628,2394,,68.6,102.0,0.321,0.366,0.536,47.2,50.6,8.5,10.1,0.503,17.0,29.4,0.230
Mississippi Valley State,2018-2019,32,6,26,0.188,-22.47,-6.99,,4,14,,6,6,,0,20,,2058,2498,,70.6,110.2,0.316,0.377,0.561,52.4,54.0,8.4,9.6,0.536,15.0,30.8,0.219
Missouri,2018-2019,32,15,17,0.469,8.60,9.16,,5,13,,9,7,,2,8,,2150,2168,,66.1,101.7,0.380,0.407,0.534,47.2,50.1,9.1,11.3,0.494,16.0,25.7,0.273
Missouri State,2018-2019,32,16,16,0.500,-1.20,-1.03,,10,8,,11,4,,5,9,,2206,2157,,66.5,100.9,0.353,0.368,0.558,50.3,51.9,8.6,9.0,0.525,19.2,25.3,0.253
Monmouth,2018-2019,35,14,21,0.400,-10.66,-4.83,,10,8,,6,6,,5,11,,2286,2490,,68.5,102.5,0.432,0.514,0.550,50.0,58.8,10.0,9.7,0.511,18.5,28.4,0.302
Montana NCAA,2018-2019,35,26,9,0.743,1.50,-5.05,,16,4,,12,2,,9,5,,2665,2397,,68.6,99.5,0.360,0.365,0.537,48.2,45.3,8.1,8.0,0.494,17.5,24.5,0.270
Montana State,2018-2019,32,15,17,0.469,-7.91,-5.81,,11,9,,9,4,,4,12,,2502,2552,,71.6,111.3,0.289,0.445,0.588,50.4,53.4,8.2,7.0,0.567,15.4,25.7,0.203
Morehead State,2018-2019,33,13,20,0.394,-7.73,-1.76,,8,10,,7,7,,4,11,,2431,2543,,70.6,108.0,0.280,0.374,0.553,51.2,50.1,8.3,12.8,0.523,15.6,30.6,0.208
Morgan State,2018-2019,30,9,21,0.300,-15.98,-10.70,,4,12,,6,7,,2,13,,2161,2304,,73.9,103.1,0.397,0.372,0.562,52.8,53.4,7.7,11.5,0.533,20.5,34.3,0.268
Mount St. Mary's,2018-2019,31,9,22,0.290,-14.57,-6.02,,6,12,,4,9,,5,13,,2092,2286,,69.5,106.2,0.335,0.389,0.547,52.6,54.6,8.9,9.5,0.513,15.8,30.8,0.241
Murray State NCAA,2018-2019,33,28,5,0.848,8.96,-3.11,,16,2,,15,1,,10,3,,2727,2255,,71.8,95.1,0.274,0.354,0.495,47.9,45.2,8.4,9.2,0.461,16.9,29.6,0.197
Navy,2018-2019,31,12,19,0.387,-10.09,-4.00,,8,10,,8,6,,4,13,,2061,2250,,68.3,106.3,0.297,0.429,0.553,47.6,62.0,10.8,11.9,0.521,14.8,25.3,0.220
NC State,2018-2019,36,24,12,0.667,14.94,6.22,,9,9,,17,5,,4,6,,2882,2568,,71.8,98.7,0.388,0.343,0.532,47.0,52.1,8.6,10.1,0.494,18.8,28.6,0.273
Nebraska,2018-2019,36,19,17,0.528,14.85,11.31,,6,14,,13,5,,2,10,,2586,2421,,67.2,99.7,0.295,0.343,0.511,51.5,48.6,7.1,9.9,0.478,16.5,31.5,0.209
Nevada NCAA,2018-2019,34,29,5,0.853,16.00,2.68,,15,3,,15,0,,9,3,,2723,2270,,70.7,94.4,0.280,0.399,0.505,48.2,51.7,6.6,7.4,0.477,17.0,24.7,0.189
Nevada-Las Vegas,2018-2019,31,17,14,0.548,1.58,0.48,,11,7,,10,6,,6,5,,2276,2242,,69.0,103.9,0.316,0.341,0.539,46.7,49.4,9.1,6.9,0.510,15.4,27.3,0.219
New Hampshire,2018-2019,29,5,24,0.172,-18.66,-6.03,,3,13,,4,10,,1,14,,1742,1990,,67.1,102.2,0.384,0.383,0.542,52.3,41.9,8.0,8.7,0.507,15.6,23.0,0.268
New Mexico,2018-2019,32,14,18,0.438,-0.55,1.61,,7,11,,9,7,,4,9,,2443,2454,,74.5,103.0,0.368,0.337,0.543,49.8,56.3,9.4,9.7,0.511,16.2,27.3,0.252
New Mexico State NCAA,2018-2019,35,30,5,0.857,10.05,-2.38,,15,1,,16,1,,10,1,,2734,2259,,68.3,94.1,0.325,0.401,0.520,42.8,39.2,7.2,5.9,0.486,17.5,20.8,0.228
New Orleans,2018-2019,33,19,14,0.576,-8.88,-6.47,,12,6,,12,4,,5,9,,2384,2325,,71.1,97.3,0.376,0.339,0.530,50.3,54.4,11.0,10.1,0.492,20.8,32.8,0.265
Niagara,2018-2019,32,13,19,0.406,-11.33,-7.77,,6,12,,8,8,,5,10,,2318,2432,,70.4,107.6,0.253,0.373,0.558,50.2,50.8,8.0,8.6,0.534,14.3,25.6,0.181
Nicholls State,2018-2019,31,14,17,0.452,-11.87,-6.98,,7,11,,9,4,,3,13,,2260,2302,,71.2,103.5,0.339,0.340,0.530,54.3,55.2,6.7,9.8,0.496,16.4,32.6,0.238
NJIT,2018-2019,35,22,13,0.629,-3.63,-4.74,,8,8,,11,5,,11,8,,2472,2401,,69.2,98.5,0.294,0.376,0.516,51.4,50.3,8.0,10.0,0.489,16.0,26.0,0.198
Norfolk State,2018-2019,36,22,14,0.611,-8.04,-8.74,,14,2,,11,2,,9,8,,2652,2503,,71.8,95.6,0.412,0.418,0.515,49.8,57.0,6.7,9.0,0.477,18.8,28.1,0.276
North Alabama,2018-2019,32,10,22,0.313,-11.00,-1.69,,7,9,,8,4,,2,18,,2145,2358,,71.1,103.3,0.386,0.370,0.552,50.6,51.6,9.0,13.2,0.517,16.1,25.0,0.271
North Carolina NCAA,2018-2019,36,29,7,0.806,23.94,11.35,,16,2,,14,2,,11,1,,3089,2636,,75.9,96.1,0.284,0.438,0.517,43.4,54.2,8.8,11.0,0.489,16.4,22.4,0.193
North Carolina A&T,2018-2019,32,19,13,0.594,-11.24,-9.88,,13,3,,11,2,,7,10,,2241,2209,,67.9,100.9,0.312,0.370,0.519,52.2,54.9,8.7,9.6,0.485,17.6,33.6,0.220
North Carolina Central NCAA,2018-2019,34,18,16,0.529,-11.53,-11.24,,10,6,,10,2,,4,12,,2429,2266,,68.5,97.0,0.305,0.352,0.518,45.2,53.2,8.5,10.0,0.491,17.1,26.2,0.205
North Dakota,2018-2019,30,12,18,0.400,-8.78,-3.55,,6,10,,8,6,,4,11,,2220,2196,,71.5,102.4,0.274,0.336,0.545,51.1,43.2,9.8,5.8,0.509,15.9,24.7,0.213
North Dakota State NCAA,2018-2019,35,19,16,0.543,-4.01,-2.07,,9,7,,10,3,,4,9,,2556,2541,,66.8,107.9,0.259,0.353,0.554,51.3,45.2,7.7,9.4,0.525,13.0,24.5,0.194
North Florida,2018-2019,33,16,17,0.485,-3.47,-0.70,,9,7,,10,3,,5,13,,2485,2531,,74.0,103.2,0.291,0.292,0.515,50.2,55.9,12.4,9.4,0.484,14.8,32.3,0.203
North Texas,2018-2019,33,21,12,0.636,-0.25,-3.48,,8,10,,12,4,,6,7,,2302,2077,,67.5,92.9,0.370,0.370,0.500,46.8,49.0,9.6,12.3,0.465,17.8,25.2,0.247
Northeastern NCAA,2018-2019,34,23,11,0.676,3.95,-0.70,,14,4,,11,2,,8,6,,2564,2406,,66.3,104.8,0.278,0.359,0.550,50.3,45.3,8.1,7.4,0.521,14.9,24.5,0.204
Northern Arizona,2018-2019,31,10,21,0.323,-10.75,-6.23,,8,12,,5,7,,5,13,,2262,2402,,70.0,109.8,0.297,0.436,0.573,51.3,54.0,7.8,8.3,0.550,14.8,26.4,0.208
Northern Colorado,2018-2019,32,21,11,0.656,-3.92,-6.76,,15,5,,10,3,,11,5,,2450,2229,,68.7,100.2,0.273,0.311,0.536,47.9,44.4,9.2,10.0,0.507,16.4,24.5,0.196
Northern Illinois,2018-2019,34,17,17,0.500,2.58,1.11,,8,10,,10,6,,5,9,,2506,2413,,68.4,102.6,0.383,0.449,0.544,49.1,56.0,7.3,7.3,0.513,16.4,25.6,0.259
Northern Iowa,2018-2019,34,16,18,0.471,-1.54,0.62,,9,9,,9,5,,3,9,,2215,2230,,65.8,99.7,0.317,0.383,0.538,50.0,48.9,9.9,7.8,0.504,16.6,22.2,0.228
Northern Kentucky NCAA,2018-2019,35,26,9,0.743,4.67,-2.39,,13,5,,17,1,,7,7,,2747,2410,,70.0,97.7,0.348,0.392,0.520,46.8,51.3,8.4,11.1,0.481,16.8,25.3,0.251
Northwestern,2018-2019,32,13,19,0.406,9.97,9.16,,4,16,,10,8,,1,9,,2108,2082,,66.8,96.6,0.340,0.320,0.506,51.6,56.5,8.5,9.6,0.467,15.8,26.3,0.243
Northwestern State,2018-2019,31,11,20,0.355,-17.06,-5.99,,6,12,,8,7,,3,13,,2051,2280,,70.7,103.2,0.357,0.374,0.534,52.2,56.3,11.0,10.3,0.501,17.1,33.4,0.245
Notre Dame,2018-2019,33,14,19,0.424,7.97,8.28,,3,15,,11,8,,1,9,,2266,2276,,66.4,103.8,0.218,0.367,0.514,51.6,49.1,7.4,8.6,0.490,14.0,31.1,0.155
Oakland,2018-2019,33,16,17,0.485,-2.27,-1.48,,11,7,,10,6,,6,10,,2534,2515,,69.9,108.6,0.275,0.368,0.554,52.6,55.7,9.2,9.3,0.526,15.0,31.7,0.201
Ohio,2018-2019,31,14,17,0.452,-1.84,3.16,,6,12,,11,5,,3,10,,2174,2288,,71.5,101.9,0.307,0.391,0.536,49.2,51.4,10.6,6.1,0.506,16.3,26.8,0.217
Ohio State NCAA,2018-2019,35,20,15,0.571,13.89,11.00,,8,12,,12,6,,4,7,,2419,2318,,66.7,98.9,0.318,0.374,0.522,49.1,50.1,9.3,9.2,0.483,16.1,25.8,0.235
Oklahoma NCAA,2018-2019,34,20,14,0.588,15.30,12.21,,7,11,,11,4,,5,7,,2423,2318,,69.3,98.0,0.231,0.413,0.498,49.8,49.8,9.5,9.5,0.475,14.9,27.8,0.156
Oklahoma State,2018-2019,32,12,20,0.375,8.09,11.53,,5,13,,8,7,,2,10,,2178,2288,,67.1,106.1,0.315,0.423,0.540,51.4,55.1,8.7,10.4,0.503,15.2,29.4,0.235
Old Dominion NCAA,2018-2019,35,26,9,0.743,3.74,-1.18,,13,5,,14,2,,8,4,,2300,2128,,65.6,92.7,0.324,0.405,0.489,46.8,52.9,7.4,6.8,0.456,16.3,24.4,0.216
Omaha,2018-2019,32,21,11,0.656,-2.32,-3.39,,13,3,,10,2,,9,8,,2523,2454,,70.0,108.7,0.263,0.440,0.575,50.8,48.5,6.6,8.6,0.549,15.4,25.1,0.196
Oral Roberts,2018-2019,32,11,21,0.344,-9.34,-1.91,,7,9,,7,6,,3,13,,2314,2483,,69.1,111.8,0.327,0.397,0.570,47.9,56.6,9.8,7.9,0.536,13.0,26.0,0.245
Oregon NCAA,2018-2019,38,25,13,0.658,13.95,6.13,,10,8,,13,4,,5,7,,2661,2364,,65.5,94.4,0.339,0.454,0.502,48.9,55.1,7.9,8.0,0.464,18.2,28.2,0.238
Oregon State,2018-2019,31,18,13,0.581,7.84,4.29,,10,8,,10,5,,6,5,,2275,2165,,67.2,103.1,0.335,0.374,0.529,48.3,52.2,8.9,7.7,0.502,15.3,28.9,0.224
Pacific,2018-2019,32,14,18,0.438,-2.46,1.97,,4,12,,9,7,,5,10,,2138,2241,,66.7,104.2,0.413,0.434,0.574,48.9,49.0,8.8,11.0,0.542,17.8,22.8,0.290
Penn State,2018-2019,32,14,18,0.438,12.55,11.51,,7,13,,9,6,,3,9,,2229,2196,,68.2,99.5,0.341,0.333,0.535,48.4,49.9,9.8,9.2,0.499,17.4,25.9,0.245
Pennsylvania,2018-2019,31,19,12,0.613,2.04,-0.76,,7,7,,10,4,,8,5,,2250,2117,,69.1,96.8,0.256,0.328,0.513,50.2,40.5,9.1,8.6,0.487,16.8,25.7,0.175
Pepperdine,2018-2019,34,16,18,0.471,0.90,0.63,,6,10,,9,5,,2,11,,2572,2529,,70.7,104.5,0.357,0.397,0.563,52.6,55.4,8.7,9.6,0.534,18.4,29.3,0.251
Pittsburgh,2018-2019,33,14,19,0.424,7.88,6.69,,3,15,,11,7,,0,11,,2306,2267,,68.6,99.4,0.329,0.406,0.515,50.0,58.8,9.5,15.1,0.477,18.0,32.7,0.236
Portland,2018-2019,32,7,25,0.219,-10.80,0.51,,0,16,,6,11,,1,12,,2078,2389,,68.4,108.3,0.337,0.407,0.552,53.7,61.0,9.3,10.4,0.520,14.2,28.9,0.241
Portland State,2018-2019,32,16,16,0.500,-8.95,-5.78,,11,9,,12,4,,3,10,,2475,2404,,72.2,103.3,0.435,0.360,0.563,45.3,54.5,8.2,8.7,0.525,18.3,26.6,0.308
Prairie View NCAA,2018-2019,35,22,13,0.629,-7.29,-9.17,,17,1,,11,0,,9,12,,2627,2547,,72.5,100.3,0.464,0.360,0.553,53.3,51.6,6.9,11.2,0.514,21.7,34.1,0.321
Presbyterian,2018-2019,36,20,16,0.556,-3.56,-5.35,,9,7,,12,3,,8,12,,2817,2610,,69.6,103.7,0.327,0.418,0.549,50.6,50.2,6.8,8.6,0.520,16.6,25.7,0.230
Princeton,2018-2019,28,16,12,0.571,-3.43,-0.89,,8,6,,7,5,,8,7,,1948,1951,,69.8,98.5,0.288,0.362,0.523,49.6,43.4,9.3,11.4,0.490,15.7,24.3,0.209
Providence,2018-2019,34,18,16,0.529,8.29,6.71,,7,11,,11,7,,5,6,,2428,2374,,68.8,99.6,0.328,0.374,0.533,48.9,51.0,9.8,8.4,0.497,17.7,27.9,0.239
Purdue NCAA,2018-2019,36,26,10,0.722,21.40,11.99,,16,4,,15,0,,6,6,,2760,2421,,66.1,100.4,0.317,0.432,0.527,46.3,53.5,7.4,11.6,0.490,16.3,26.5,0.232
Purdue Fort Wayne,2018-2019,33,18,15,0.545,-3.47,-3.60,,9,7,,11,5,,6,9,,2728,2556,,73.4,104.7,0.239,0.387,0.548,51.1,46.4,7.6,8.5,0.526,15.8,27.8,0.169
Quinnipiac,2018-2019,31,16,15,0.516,-6.78,-8.03,,11,7,,7,7,,9,6,,2294,2255,,67.6,105.1,0.270,0.369,0.528,49.2,45.4,8.6,11.5,0.507,13.6,28.7,0.176
Radford,2018-2019,33,22,11,0.667,1.28,-1.95,,12,4,,11,3,,9,7,,2440,2247,,66.5,101.7,0.300,0.447,0.542,47.3,50.1,6.7,8.8,0.510,16.3,24.0,0.218
Rhode Island,2018-2019,33,18,15,0.545,2.83,1.19,,9,9,,9,5,,5,7,,2293,2239,,68.2,98.4,0.357,0.377,0.527,48.8,52.6,8.4,8.9,0.487,17.7,27.6,0.259
Rice,2018-2019,32,13,19,0.406,-6.56,-2.06,,8,10,,9,7,,4,11,,2367,2481,,71.8,105.9,0.300,0.394,0.546,48.8,52.0,8.5,10.1,0.516,13.8,23.9,0.216
Richmond,2018-2019,33,13,20,0.394,-1.37,-0.79,,6,12,,7,10,,4,7,,2314,2333,,66.6,106.1,0.287,0.381,0.554,55.1,48.1,8.4,9.6,0.531,16.3,29.7,0.196
Rider,2018-2019,31,16,15,0.516,-4.96,-6.51,,11,7,,9,3,,6,10,,2381,2333,,74.1,101.1,0.360,0.434,0.562,49.6,57.7,8.1,9.1,0.537,20.2,27.1,0.242
Robert Morris,2018-2019,35,18,17,0.514,-9.41,-7.62,,11,7,,13,4,,5,13,,2448,2403,,68.2,99.3,0.388,0.380,0.554,49.5,49.5,9.3,8.5,0.512,20.0,27.1,0.287
Rutgers,2018-2019,31,14,17,0.452,8.89,9.76,,7,13,,10,7,,4,9,,2105,2132,,68.1,100.2,0.324,0.381,0.520,47.2,51.1,9.5,8.9,0.492,15.3,27.0,0.216
Sacramento State,2018-2019,31,15,16,0.484,-8.78,-6.78,,8,12,,9,5,,4,10,,2197,2155,,69.4,99.3,0.355,0.379,0.550,50.0,55.0,9.4,9.0,0.511,19.5,26.7,0.264
Sacred Heart,2018-2019,32,15,17,0.469,-7.88,-8.11,,11,7,,10,3,,4,13,,2558,2509,,74.0,105.5,0.312,0.382,0.546,46.9,51.1,9.4,10.0,0.514,14.5,26.2,0.226
Saint Francis (PA),2018-2019,33,18,15,0.545,-8.74,-6.16,,12,6,,12,4,,6,11,,2517,2510,,70.8,107.4,0.314,0.390,0.559,48.0,50.6,7.2,11.1,0.531,15.5,28.2,0.223
Saint Joseph's,2018-2019,33,14,19,0.424,-0.43,1.66,,6,12,,10,5,,2,11,,2328,2397,,68.8,105.2,0.271,0.441,0.545,51.7,59.2,7.3,7.4,0.517,14.0,24.1,0.197
Saint Louis NCAA,2018-2019,36,23,13,0.639,5.06,2.23,,10,8,,15,2,,4,8,,2399,2297,,67.0,95.2,0.335,0.376,0.509,45.5,54.8,8.9,10.1,0.469,17.1,24.6,0.242
Saint Mary's (CA) NCAA,2018-2019,34,22,12,0.647,12.58,4.40,,11,5,,14,3,,5,5,,2463,2185,,64.3,99.6,0.291,0.316,0.523,45.6,43.1,7.6,9.2,0.489,14.6,22.8,0.214
Saint Peter's,2018-2019,32,10,22,0.313,-12.15,-6.40,,6,12,,7,7,,2,14,,2012,2196,,64.3,104.6,0.385,0.405,0.553,49.1,53.4,10.9,9.3,0.512,16.6,27.8,0.285
Sam Houston,2018-2019,33,21,12,0.636,-3.17,-5.84,,16,2,,12,2,,8,9,,2476,2307,,68.6,100.0,0.413,0.405,0.543,48.7,55.6,8.3,8.2,0.504,19.0,27.3,0.291
