School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Cal State Fullerton,2004-2005,32,21,11,0.656,0.30,-0.84,,12,6,,10,2,,9,7,,2408,2289,,,,0.222,0.348,0.530,52.9,51.3,,3.0,0.509,15.7,,0.153
Cal State Northridge,2004-2005,31,18,13,0.581,1.73,-0.98,,12,6,,9,2,,7,9,,2229,2085,,,,0.405,0.293,0.543,49.4,55.8,,4.8,0.504,19.6,,0.287
California,2004-2005,29,13,16,0.448,2.58,5.96,,6,12,,8,9,,4,6,,1956,2054,,,,0.359,0.209,0.508,50.0,57.2,,5.7,0.482,18.3,,0.225
Campbell,2004-2005,27,2,25,0.074,-20.80,-6.58,,0,20,,1,10,,1,15,,1681,2065,,,,0.331,0.269,0.478,51.4,47.2,,2.6,0.450,22.4,,0.206
Canisius,2004-2005,29,11,18,0.379,-8.79,-4.52,,8,10,,8,7,,3,11,,2089,2213,,,,0.309,0.311,0.522,47.5,49.8,,6.7,0.492,16.4,,0.213
Centenary (LA),2004-2005,27,3,24,0.111,-16.77,-1.84,,1,15,,2,9,,1,14,,1734,2103,,,,0.365,0.345,0.521,44.9,51.2,,3.2,0.482,21.4,,0.260
Central Connecticut State,2004-2005,28,12,16,0.429,-8.26,-7.23,,8,10,,7,6,,5,9,,1919,1948,,,,0.345,0.331,0.543,51.7,56.7,,3.4,0.506,18.7,,0.252
Central Michigan,2004-2005,28,10,18,0.357,-6.13,2.75,,4,14,,8,7,,2,11,,1855,2102,,,,0.375,0.344,0.517,48.0,53.2,,4.6,0.479,21.5,,0.261
Charleston Southern,2004-2005,30,13,17,0.433,-12.50,-6.53,,7,9,,7,6,,5,9,,1762,1913,,,,0.314,0.289,0.505,49.6,55.8,,6.4,0.480,21.4,,0.201
Charlotte NCAA,2004-2005,29,21,8,0.724,9.62,3.97,,12,4,,12,2,,7,5,,2257,2093,,,,0.413,0.357,0.534,51.0,53.6,,8.2,0.497,15.5,,0.282
Chattanooga NCAA,2004-2005,31,20,11,0.645,-1.37,-3.58,,10,6,,13,3,,7,7,,2253,2034,,,,0.418,0.317,0.538,57.5,56.6,,3.4,0.503,20.4,,0.284
Chicago State,2004-2005,28,9,19,0.321,-7.43,-1.29,,7,9,,6,4,,2,14,,1808,1980,,,,0.373,0.305,0.506,46.4,50.6,,6.6,0.479,17.6,,0.232
Cincinnati NCAA,2004-2005,33,25,8,0.758,17.64,6.74,,12,4,,15,2,,7,3,,2505,2130,,,,0.457,0.330,0.535,52.9,58.8,,11.2,0.494,15.7,,0.315
Clemson,2004-2005,32,16,16,0.500,11.23,8.85,,5,11,,10,5,,4,8,,2294,2218,,,,0.383,0.317,0.517,51.4,55.6,,9.4,0.496,20.3,,0.230
Cleveland State,2004-2005,26,9,17,0.346,-4.64,0.58,,6,10,,7,5,,2,12,,1772,1872,,,,0.376,0.384,0.523,49.7,61.6,,3.5,0.486,20.2,,0.261
Coastal Carolina,2004-2005,29,10,19,0.345,-11.90,-6.63,,7,9,,8,5,,2,13,,1976,2068,,,,0.303,0.336,0.512,49.2,57.3,,3.4,0.489,17.4,,0.195
Colgate,2004-2005,28,12,16,0.429,-8.63,-4.97,,7,7,,8,4,,4,9,,1848,1904,,,,0.285,0.328,0.526,47.9,52.7,,5.1,0.496,19.0,,0.202
College of Charleston,2004-2005,28,18,10,0.643,-0.69,-5.01,,10,6,,13,3,,4,6,,2018,1897,,,,0.326,0.322,0.511,49.4,57.6,,5.7,0.473,16.1,,0.233
Colorado,2004-2005,30,14,16,0.467,4.91,8.49,,4,12,,9,6,,4,9,,2147,2218,,,,0.342,0.356,0.521,48.8,54.3,,8.9,0.497,16.9,,0.215
Colorado State,2004-2005,28,11,17,0.393,2.36,3.88,,3,11,,11,4,,0,12,,1966,1943,,,,0.464,0.285,0.563,51.3,63.0,,9.4,0.517,20.3,,0.339
Columbia,2004-2005,27,12,15,0.444,-8.56,-6.56,,3,11,,8,5,,4,9,,1734,1773,,,,0.363,0.393,0.528,51.8,62.4,,6.7,0.492,22.4,,0.253
Connecticut NCAA,2004-2005,31,23,8,0.742,18.81,7.62,,13,3,,14,3,,7,3,,2419,2072,,,,0.413,0.260,0.540,57.1,61.6,,13.7,0.502,17.3,,0.289
Coppin State,2004-2005,29,14,15,0.483,-8.51,-6.16,,13,5,,6,3,,7,11,,1765,1833,,,,0.434,0.236,0.479,48.3,46.2,,6.3,0.428,18.9,,0.300
Cornell,2004-2005,27,13,14,0.481,-7.65,-5.46,,8,6,,7,4,,6,9,,1733,1788,,,,0.312,0.355,0.551,48.7,57.7,,5.9,0.515,19.8,,0.234
Creighton NCAA,2004-2005,34,23,11,0.676,10.14,3.85,,11,7,,11,5,,7,5,,2421,2207,,,,0.363,0.388,0.567,47.8,58.7,,6.1,0.533,16.2,,0.265
Dartmouth,2004-2005,27,10,17,0.370,-11.20,-4.12,,7,7,,9,4,,1,13,,1568,1740,,,,0.303,0.318,0.499,46.2,60.7,,6.9,0.473,19.5,,0.196
Davidson,2004-2005,32,23,9,0.719,1.65,-1.08,,16,0,,11,3,,11,4,,2316,2102,,,,0.352,0.434,0.551,53.8,60.2,,2.5,0.513,18.3,,0.260
Dayton,2004-2005,29,18,11,0.621,3.52,0.38,,10,6,,12,4,,5,6,,1877,1786,,,,0.334,0.381,0.521,51.2,60.6,,4.0,0.483,17.4,,0.241
Delaware,2004-2005,31,11,20,0.355,-5.66,-2.47,,7,11,,7,6,,3,11,,2017,2116,,,,0.353,0.340,0.513,50.0,55.3,,5.1,0.483,20.9,,0.231
Delaware State NCAA,2004-2005,33,19,14,0.576,-6.68,-6.89,,14,4,,9,1,,6,11,,2043,2036,,,,0.421,0.392,0.537,47.0,52.6,,5.8,0.488,19.5,,0.313
Denver,2004-2005,31,20,11,0.645,4.55,-0.45,,12,3,,12,1,,6,9,,2266,2076,,,,0.347,0.302,0.561,47.9,58.9,,8.2,0.532,16.7,,0.243
DePaul,2004-2005,31,20,11,0.645,8.94,4.62,,10,6,,14,3,,5,7,,2120,1986,,,,0.341,0.295,0.524,53.6,56.3,,6.4,0.493,15.6,,0.233
Detroit Mercy,2004-2005,30,14,16,0.467,1.62,1.00,,9,7,,9,5,,3,11,,1840,1809,,,,0.350,0.262,0.506,54.7,47.9,,5.9,0.476,17.7,,0.229
Drake,2004-2005,29,13,16,0.448,2.26,4.57,,7,11,,9,6,,3,9,,2010,2077,,,,0.464,0.334,0.527,52.5,53.3,,5.4,0.475,19.3,,0.335
Drexel,2004-2005,29,17,12,0.586,1.82,-1.91,,12,6,,8,3,,8,8,,2022,1914,,,,0.419,0.368,0.535,48.7,59.9,,8.9,0.500,15.7,,0.283
Duke NCAA,2004-2005,33,27,6,0.818,23.01,10.05,,11,5,,14,1,,5,4,,2581,2153,,,,0.429,0.398,0.560,51.1,49.4,,11.0,0.521,16.5,,0.305
Duquesne,2004-2005,30,8,22,0.267,-6.60,0.90,,5,11,,4,9,,3,11,,2014,2239,,,,0.267,0.311,0.507,48.0,59.6,,7.2,0.469,17.3,,0.204
East Carolina,2004-2005,28,9,19,0.321,-2.61,5.70,,4,12,,6,7,,1,11,,1793,1934,,,,0.386,0.257,0.472,52.4,54.6,,7.4,0.436,19.1,,0.243
East Tennessee State,2004-2005,29,10,19,0.345,-9.75,-3.25,,4,12,,8,6,,1,13,,2228,2283,,,,0.313,0.293,0.535,49.3,41.6,,3.8,0.509,19.2,,0.213
Eastern Illinois,2004-2005,28,12,16,0.429,-7.74,-3.08,,7,9,,9,4,,2,12,,1914,2016,,,,0.364,0.303,0.545,51.0,57.7,,6.1,0.507,20.2,,0.266
Eastern Kentucky NCAA,2004-2005,31,22,9,0.710,-2.68,-5.18,,11,5,,12,1,,8,7,,2256,2078,,,,0.313,0.311,0.554,52.1,56.8,,7.2,0.531,18.1,,0.210
Eastern Michigan,2004-2005,30,12,18,0.400,-2.33,0.82,,5,13,,9,5,,1,12,,2178,2204,,,,0.505,0.312,0.540,48.3,52.5,,4.5,0.494,18.4,,0.350
Eastern Washington,2004-2005,28,8,20,0.286,-8.61,-2.35,,5,9,,5,6,,2,13,,1736,1893,,,,0.346,0.364,0.509,49.1,63.5,,3.4,0.478,21.1,,0.229
Elon,2004-2005,31,8,23,0.258,-10.92,-2.79,,5,11,,5,8,,2,13,,1868,2090,,66.3,90.2,0.367,0.334,0.492,47.9,50.8,11.6,5.8,0.464,20.0,28.5,0.227
Evansville,2004-2005,28,11,17,0.393,0.86,2.96,,5,13,,10,5,,1,10,,1986,2045,,,,0.357,0.392,0.553,47.1,63.0,,3.7,0.528,18.1,,0.239
Fairfield,2004-2005,30,15,15,0.500,-2.19,-3.23,,11,7,,7,5,,6,8,,2041,2010,,,,0.328,0.303,0.511,49.4,59.5,,11.7,0.472,16.4,,0.237
FDU NCAA,2004-2005,33,20,13,0.606,-4.13,-6.91,,13,5,,12,3,,7,8,,2432,2310,,,,0.324,0.317,0.534,50.8,55.7,,7.8,0.508,17.0,,0.216
Florida NCAA,2004-2005,32,24,8,0.750,20.19,7.13,,12,4,,13,3,,6,4,,2438,2020,,,,0.409,0.358,0.583,54.2,56.3,,8.4,0.552,17.5,,0.289
Florida A&M,2004-2005,29,14,15,0.483,-15.07,-9.24,,10,8,,7,3,,6,11,,1972,2141,,,,0.380,0.288,0.506,50.4,46.7,,2.5,0.473,20.5,,0.250
Florida Atlantic,2004-2005,27,10,17,0.370,-9.02,-7.13,,10,10,,3,8,,7,8,,2073,2124,,,,0.353,0.323,0.522,50.7,47.7,,7.2,0.496,19.0,,0.227
Florida International,2004-2005,30,13,17,0.433,-3.91,0.33,,4,10,,8,7,,3,9,,2028,2136,,,,0.471,0.277,0.522,53.8,56.3,,5.8,0.486,22.5,,0.305
Florida State,2004-2005,31,12,19,0.387,6.82,8.99,,4,12,,9,7,,3,8,,2128,2170,,,,0.375,0.333,0.541,49.0,52.1,,5.8,0.512,20.1,,0.249
Fordham,2004-2005,29,13,16,0.448,-1.79,-0.34,,8,8,,9,4,,3,10,,1829,1871,,,,0.349,0.364,0.511,49.7,59.0,,7.7,0.484,21.0,,0.224
Fresno State,2004-2005,30,16,14,0.533,1.13,0.31,,9,9,,10,6,,5,7,,2143,2109,,,,0.359,0.353,0.526,51.0,58.8,,6.5,0.498,19.0,,0.235
Furman,2004-2005,29,16,13,0.552,-3.96,-3.72,,9,7,,11,2,,5,8,,2120,1903,,,,0.306,0.421,0.575,49.3,62.3,,4.0,0.552,18.8,,0.214
Gardner-Webb,2004-2005,30,18,12,0.600,-5.88,-8.10,,13,7,,11,2,,5,9,,2172,2055,,,,0.299,0.391,0.526,51.6,57.3,,5.4,0.495,18.3,,0.211
George Mason,2004-2005,29,16,13,0.552,0.93,-2.83,,10,8,,10,2,,5,8,,2127,2018,,,,0.397,0.338,0.544,48.8,56.8,,5.5,0.509,15.5,,0.276
George Washington NCAA,2004-2005,30,22,8,0.733,10.62,1.05,,11,5,,10,3,,8,4,,2308,2021,,,,0.396,0.255,0.555,52.2,58.1,,7.6,0.522,17.7,,0.274
Georgetown,2004-2005,32,19,13,0.594,9.86,6.54,,8,8,,12,5,,4,6,,2061,1955,,,,0.301,0.426,0.557,49.6,63.0,,9.1,0.530,19.2,,0.212
Georgia,2004-2005,28,8,20,0.286,-1.21,6.47,,2,14,,8,9,,0,9,,1683,1898,,,,0.384,0.346,0.481,47.1,46.3,,6.3,0.447,19.6,,0.243
Georgia Southern,2004-2005,31,18,13,0.581,-2.32,-5.32,,10,6,,12,1,,5,9,,2506,2331,,,,0.374,0.301,0.520,49.9,52.5,,7.6,0.478,16.7,,0.268
Georgia State,2004-2005,29,14,15,0.483,-8.09,-5.66,,11,9,,8,4,,5,11,,2049,2097,,,,0.293,0.413,0.531,47.3,51.9,,8.1,0.502,16.4,,0.205
Georgia Tech NCAA,2004-2005,32,20,12,0.625,17.21,9.77,,8,8,,13,3,,4,6,,2371,2133,,,,0.372,0.304,0.537,51.6,55.5,,8.6,0.503,17.9,,0.257
Gonzaga NCAA,2004-2005,31,26,5,0.839,13.29,4.36,,12,2,,14,0,,6,3,,2454,2159,,,,0.468,0.237,0.590,55.8,56.8,,5.8,0.548,16.7,,0.346
Grambling,2004-2005,26,14,12,0.538,-17.12,-12.75,,11,7,,9,3,,5,8,,1732,1806,,,,0.312,0.323,0.488,48.5,58.8,,6.3,0.464,18.8,,0.192
Green Bay,2004-2005,28,17,11,0.607,-1.94,-0.09,,10,6,,10,4,,7,6,,1883,1927,,,,0.341,0.327,0.549,47.4,57.5,,3.7,0.512,17.7,,0.251
Hampton,2004-2005,30,17,13,0.567,-9.20,-10.97,,13,5,,7,2,,8,9,,1973,1920,,,,0.430,0.275,0.511,51.8,51.1,,5.0,0.483,21.3,,0.264
Hartford,2004-2005,28,8,20,0.286,-15.12,-4.23,,4,14,,7,5,,0,13,,1665,1954,,,,0.265,0.277,0.457,48.2,39.7,,3.8,0.431,18.3,,0.167
Harvard,2004-2005,27,12,15,0.444,-6.73,-4.47,,7,7,,8,4,,4,10,,1813,1874,,,,0.353,0.337,0.516,51.3,55.8,,6.2,0.478,21.2,,0.249
Hawaii,2004-2005,29,16,13,0.552,4.06,1.86,,7,11,,13,4,,2,8,,1990,1926,,,,0.280,0.310,0.514,49.5,65.8,,7.4,0.490,16.1,,0.185
High Point,2004-2005,31,13,18,0.419,-7.69,-7.39,,7,9,,10,4,,3,12,,2310,2206,,,,0.388,0.301,0.519,51.3,54.2,,5.9,0.488,18.9,,0.252
Hofstra,2004-2005,30,21,9,0.700,2.74,-2.53,,12,6,,10,2,,10,6,,2157,1982,,,,0.371,0.361,0.540,51.0,51.4,,8.2,0.514,17.4,,0.242
Holy Cross,2004-2005,32,25,7,0.781,5.89,-4.21,,13,1,,13,3,,12,4,,2140,1817,,,,0.365,0.318,0.526,53.2,58.7,,10.2,0.497,17.5,,0.240
Houston,2004-2005,32,18,14,0.563,4.63,3.91,,9,7,,12,2,,4,10,,2226,2203,,,,0.316,0.427,0.498,46.2,50.1,,8.6,0.472,15.1,,0.200
Howard,2004-2005,28,5,23,0.179,-20.49,-9.84,,2,16,,2,9,,3,13,,1792,2065,,,,0.320,0.393,0.469,46.1,43.1,,5.8,0.433,18.7,,0.215
Idaho,2004-2005,30,8,22,0.267,-6.94,-1.55,,6,12,,6,6,,2,13,,1856,1979,,,,0.275,0.301,0.482,49.4,47.8,,5.6,0.457,16.7,,0.176
Idaho State,2004-2005,27,9,18,0.333,-14.85,-5.90,,3,11,,7,6,,1,11,,1776,1893,,,,0.409,0.319,0.508,46.2,56.7,,6.7,0.465,18.8,,0.284
Illinois NCAA,2004-2005,39,37,2,0.949,24.11,8.48,,15,1,,15,0,,9,1,,3002,2382,,,,0.288,0.388,0.585,52.3,66.6,,5.9,0.560,14.3,,0.210
Illinois State,2004-2005,30,17,13,0.567,3.59,3.34,,8,10,,10,5,,5,7,,2003,1961,,,,0.366,0.348,0.546,49.9,59.1,,5.1,0.521,18.8,,0.240
Illinois-Chicago,2004-2005,29,15,14,0.517,1.14,1.11,,8,8,,10,5,,5,8,,2035,1994,,,,0.345,0.266,0.517,51.5,52.0,,5.5,0.483,15.9,,0.238
Indiana,2004-2005,29,15,14,0.517,10.19,10.02,,10,6,,12,4,,2,8,,1850,1845,,,,0.391,0.345,0.525,47.9,53.7,,8.6,0.483,17.5,,0.279
Indiana State,2004-2005,31,11,20,0.355,0.60,4.44,,5,13,,10,4,,0,12,,1890,2009,,,,0.390,0.306,0.491,47.9,57.0,,3.2,0.446,17.3,,0.273
Iona,2004-2005,31,15,16,0.484,-3.11,-3.43,,9,9,,9,4,,3,11,,2221,2211,,,,0.415,0.239,0.531,50.1,58.4,,10.3,0.489,18.5,,0.293
Iowa NCAA,2004-2005,33,21,12,0.636,14.98,9.34,,7,9,,13,3,,3,6,,2407,2221,,,,0.407,0.305,0.551,50.9,59.6,,9.2,0.517,17.9,,0.281
Iowa State NCAA,2004-2005,31,19,12,0.613,11.37,8.40,,9,7,,13,3,,4,7,,2112,2005,,,,0.352,0.216,0.504,49.6,56.6,,6.9,0.469,16.2,,0.240
IU Indy,2004-2005,29,16,13,0.552,-0.56,-2.15,,9,7,,9,4,,5,8,,2068,1991,,,,0.318,0.392,0.540,49.7,56.6,,5.7,0.511,14.5,,0.221
Jackson State,2004-2005,32,15,17,0.469,-15.63,-10.76,,10,8,,9,5,,5,9,,2058,2196,,,,0.343,0.273,0.461,48.6,51.4,,8.3,0.420,20.1,,0.233
Jacksonville,2004-2005,29,16,13,0.552,-13.98,-9.50,,11,9,,9,5,,6,7,,2049,2159,,,,0.409,0.284,0.536,47.7,55.0,,9.2,0.508,21.5,,0.264
Jacksonville State,2004-2005,29,7,22,0.241,-12.85,-4.92,,2,14,,6,6,,0,13,,2013,2178,,67.9,100.9,0.360,0.315,0.540,49.0,53.9,10.9,9.2,0.503,18.7,31.2,0.259
James Madison,2004-2005,28,6,22,0.214,-14.41,-2.22,,3,15,,4,9,,2,12,,1695,2022,,,,0.397,0.285,0.492,48.4,50.2,,6.5,0.455,21.9,,0.260
Kansas NCAA,2004-2005,30,23,7,0.767,20.68,10.85,,12,4,,15,1,,6,4,,2251,1956,,,,0.385,0.320,0.565,52.4,61.8,,6.7,0.534,17.9,,0.268
Kansas City,2004-2005,28,16,12,0.571,-3.34,-2.68,,12,4,,9,4,,7,7,,2060,2023,,,,0.375,0.353,0.547,48.8,55.8,,5.0,0.515,16.2,,0.259
Kansas State,2004-2005,29,17,12,0.586,9.98,7.72,,6,10,,13,5,,2,6,,2003,1911,,,,0.371,0.273,0.525,51.5,64.7,,3.9,0.490,15.9,,0.254
Kent State,2004-2005,33,20,13,0.606,5.53,2.85,,11,7,,12,2,,5,10,,2322,2209,,,,0.328,0.360,0.537,50.8,60.6,,3.3,0.508,17.4,,0.225
Kentucky NCAA,2004-2005,34,28,6,0.824,19.16,8.10,,14,2,,14,1,,7,3,,2503,2127,,,,0.375,0.327,0.548,50.9,56.5,,8.0,0.521,16.3,,0.249
La Salle,2004-2005,29,10,19,0.345,-4.39,1.16,,5,11,,4,7,,5,10,,1817,1978,,,,0.333,0.428,0.515,44.6,59.3,,3.7,0.475,18.3,,0.242
Lafayette,2004-2005,28,9,19,0.321,-11.65,-2.91,,5,9,,7,6,,2,13,,1879,2098,,,,0.368,0.399,0.510,48.3,54.8,,5.1,0.464,21.2,,0.270
Lamar,2004-2005,29,18,11,0.621,-2.19,-4.39,,9,7,,12,4,,6,7,,2338,2167,,,,0.435,0.306,0.529,49.6,54.7,,7.4,0.492,16.9,,0.293
Lehigh,2004-2005,29,14,15,0.483,-6.73,-6.77,,7,7,,8,5,,5,10,,1783,1756,,,,0.400,0.357,0.495,49.8,64.7,,4.3,0.447,18.1,,0.283
Liberty,2004-2005,28,13,15,0.464,-12.82,-6.01,,11,5,,8,5,,5,10,,1902,2082,,,,0.405,0.318,0.499,49.7,52.3,,5.0,0.465,18.9,,0.260
Lipscomb,2004-2005,28,16,12,0.571,-12.11,-10.49,,11,9,,12,2,,4,9,,1939,1936,,68.1,100.3,0.367,0.378,0.525,53.1,54.1,9.2,6.2,0.496,19.4,35.2,0.241
Little Rock,2004-2005,28,18,10,0.643,-0.47,0.89,,10,4,,13,1,,4,8,,1891,1870,,,,0.387,0.261,0.544,49.4,55.7,,5.8,0.504,19.6,,0.282
Long Beach State,2004-2005,30,10,20,0.333,-6.21,-0.14,,7,11,,8,5,,1,13,,1820,1990,,,,0.320,0.313,0.494,50.1,50.8,,5.6,0.464,20.8,,0.211
Long Island University,2004-2005,29,14,15,0.483,-12.31,-7.92,,10,8,,10,3,,4,11,,1955,2068,,,,0.362,0.363,0.512,49.3,54.5,,4.1,0.480,19.3,,0.239
Longwood,2004-2005,31,1,30,0.032,,,,,,,1,8,,0,13,,1978,2490,,73.7,85.5,0.236,0.334,0.457,47.2,53.1,9.2,9.3,0.434,19.7,29.9,0.149
Louisiana NCAA,2004-2005,31,20,11,0.645,5.70,1.90,,11,4,,11,1,,5,9,,2239,2109,,,,0.363,0.334,0.530,52.2,46.6,,5.3,0.502,18.6,,0.239
Louisiana State NCAA,2004-2005,30,20,10,0.667,11.60,7.77,,12,4,,14,1,,4,6,,2257,2142,,,,0.405,0.338,0.560,53.3,57.0,,7.3,0.520,16.7,,0.296
Louisiana Tech,2004-2005,29,14,15,0.483,1.06,1.23,,9,9,,8,4,,5,9,,2040,2045,,,,0.377,0.273,0.510,51.9,60.2,,4.6,0.485,17.9,,0.234
Louisiana-Monroe,2004-2005,27,8,19,0.296,-13.52,-4.81,,2,14,,6,7,,2,12,,1751,1895,,,,0.357,0.294,0.505,50.5,53.4,,5.8,0.478,20.5,,0.226
Louisville NCAA,2004-2005,38,33,5,0.868,22.56,6.17,,14,2,,15,2,,10,1,,3066,2436,,,,0.436,0.418,0.586,54.1,58.4,,7.0,0.550,17.0,,0.315
