School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Auburn NCAA,2023-2024,35,27,8,0.771,22.46,7.66,,13,5,,15,1,,5,5,,2909,2391,,70.9,117.2,0.383,0.375,0.580,52.3,61.6,10.4,15.9,0.542,13.0,32.9,0.287
Austin Peay,2023-2024,35,19,16,0.543,-6.13,-4.85,,10,6,,14,3,,4,12,,2619,2561,,65.9,111.6,0.310,0.365,0.542,48.9,41.2,10.7,7.6,0.513,11.3,30.0,0.219
Ball State,2023-2024,31,15,16,0.484,-6.68,-5.93,,7,11,,9,7,,6,8,,2280,2200,,67.8,107.2,0.385,0.371,0.558,50.9,50.1,8.0,8.1,0.513,15.5,28.3,0.295
Baylor NCAA,2023-2024,35,24,11,0.686,19.50,10.71,,11,7,,15,2,,4,5,,2814,2489,,66.8,117.8,0.395,0.386,0.592,54.6,53.2,9.9,8.6,0.558,15.0,35.8,0.289
Bellarmine,2023-2024,31,8,23,0.258,-11.79,-2.47,,4,12,,6,7,,2,16,,2153,2320,,66.8,103.1,0.224,0.380,0.530,46.9,52.7,7.9,5.9,0.499,12.7,22.6,0.175
Belmont,2023-2024,33,20,13,0.606,2.79,1.44,,12,8,,12,2,,6,9,,2570,2493,,72.0,107.7,0.303,0.418,0.579,48.6,54.7,10.4,8.1,0.553,15.3,21.7,0.219
Bethune-Cookman,2023-2024,34,17,17,0.500,-11.87,-8.87,,11,7,,11,2,,5,11,,2479,2467,,71.8,100.4,0.372,0.311,0.528,48.4,48.1,14.2,9.8,0.481,16.7,29.9,0.281
Binghamton,2023-2024,30,15,15,0.500,-9.29,-5.21,,7,9,,10,4,,5,11,,2163,2167,,68.6,104.3,0.342,0.308,0.535,53.6,54.3,7.2,10.3,0.508,15.3,30.2,0.228
Boise State NCAA,2023-2024,33,22,11,0.667,13.31,7.35,,13,5,,13,3,,7,3,,2479,2221,,66.9,111.4,0.359,0.397,0.554,55.6,47.1,8.5,6.8,0.516,14.1,34.1,0.264
Boston College,2023-2024,36,20,16,0.556,9.48,7.25,,8,12,,10,6,,7,7,,2667,2587,,67.7,108.7,0.250,0.383,0.553,50.7,51.8,8.6,9.4,0.525,13.5,27.3,0.187
Boston University,2023-2024,33,16,17,0.485,-9.93,-8.49,,10,8,,9,7,,7,10,,2193,2198,,65.9,99.7,0.303,0.411,0.516,51.5,55.6,9.8,9.6,0.482,15.3,26.8,0.217
Bowling Green State,2023-2024,34,20,14,0.588,-4.93,-5.52,,10,8,,12,5,,5,7,,2502,2414,,69.1,104.6,0.357,0.357,0.523,52.2,43.4,9.2,7.2,0.484,14.1,30.5,0.255
Bradley,2023-2024,35,23,12,0.657,9.48,2.96,,13,7,,14,3,,6,7,,2592,2348,,66.9,109.5,0.275,0.418,0.573,51.2,49.1,10.6,11.9,0.548,15.8,28.5,0.200
Brigham Young NCAA,2023-2024,34,23,11,0.676,19.33,7.86,,10,8,,16,2,,3,7,,2768,2378,,69.9,116.4,0.254,0.504,0.573,54.2,63.4,8.5,7.6,0.548,13.1,32.8,0.188
Brown,2023-2024,31,13,18,0.419,-3.60,-1.73,,8,6,,5,7,,6,8,,2212,2227,,67.8,103.6,0.332,0.410,0.526,51.8,53.3,9.2,11.8,0.500,15.5,31.9,0.217
Bryant,2023-2024,33,20,13,0.606,-3.06,-3.54,,11,5,,11,3,,8,10,,2598,2488,,76.0,102.9,0.299,0.386,0.545,47.1,51.0,9.1,14.9,0.523,14.2,21.0,0.200
Bucknell,2023-2024,33,14,19,0.424,-8.33,-6.39,,10,8,,6,8,,8,11,,2153,2217,,64.1,100.6,0.290,0.449,0.534,49.1,52.6,9.4,10.7,0.504,16.7,25.8,0.208
Buffalo,2023-2024,31,4,27,0.129,-15.12,-2.82,,2,16,,2,13,,2,11,,2108,2471,,70.5,96.1,0.275,0.408,0.509,48.7,53.9,8.6,11.4,0.477,17.9,28.5,0.197
Butler,2023-2024,33,18,15,0.545,12.18,9.49,,9,11,,12,6,,4,7,,2544,2432,,69.4,108.6,0.263,0.382,0.555,49.5,54.1,8.7,8.4,0.521,13.6,26.9,0.208
Cal Poly,2023-2024,32,4,28,0.125,-13.64,-2.28,,0,20,,3,11,,0,16,,2037,2371,,66.7,94.3,0.320,0.336,0.497,44.8,43.7,8.0,9.5,0.460,16.5,24.5,0.226
Cal State Bakersfield,2023-2024,32,13,19,0.406,-5.37,-2.17,,8,12,,10,4,,2,13,,2199,2214,,66.3,102.4,0.323,0.256,0.512,50.9,41.5,10.2,10.7,0.474,15.3,33.9,0.234
Cal State Fullerton,2023-2024,32,14,18,0.438,-5.15,-1.15,,7,13,,7,7,,6,10,,2172,2212,,67.5,100.2,0.399,0.365,0.532,48.0,38.4,9.9,8.9,0.491,16.1,24.8,0.282
Cal State Northridge,2023-2024,34,19,15,0.559,-4.78,-4.13,,9,11,,9,7,,9,7,,2551,2503,,73.5,101.7,0.367,0.260,0.526,53.4,50.2,10.1,10.1,0.495,16.6,32.3,0.245
California,2023-2024,32,13,19,0.406,4.94,8.00,,9,11,,10,6,,3,8,,2367,2465,,69.7,103.7,0.292,0.420,0.525,50.5,46.5,8.5,6.7,0.492,14.1,28.6,0.212
California Baptist,2023-2024,33,16,17,0.485,-2.32,-2.26,,8,12,,11,7,,4,9,,2222,2197,,65.7,101.7,0.377,0.363,0.507,53.6,48.8,6.1,6.5,0.470,15.2,32.9,0.257
Campbell,2023-2024,32,14,18,0.438,-10.62,-5.66,,8,10,,11,6,,3,11,,2272,2307,,67.0,104.8,0.339,0.387,0.562,48.3,52.7,9.3,7.0,0.530,15.9,24.4,0.246
Canisius,2023-2024,32,14,18,0.438,-7.95,-4.89,,8,12,,8,4,,3,12,,2252,2307,,68.5,101.9,0.283,0.361,0.520,52.2,47.7,8.7,8.5,0.501,16.6,33.5,0.177
Central Arkansas,2023-2024,32,9,23,0.281,-15.70,-5.64,,5,11,,5,10,,4,13,,2309,2502,,70.7,101.7,0.288,0.380,0.517,49.4,53.5,9.9,9.4,0.481,15.4,29.7,0.213
Central Connecticut State,2023-2024,31,20,11,0.645,-8.15,-10.15,,13,3,,11,4,,9,7,,2237,2061,,68.0,105.2,0.321,0.359,0.540,51.4,54.8,10.9,12.8,0.508,14.4,28.5,0.227
Central Michigan,2023-2024,32,18,14,0.563,-8.07,-3.59,,12,6,,10,3,,7,9,,2127,2242,,66.3,97.6,0.280,0.351,0.499,49.1,46.1,8.8,10.5,0.473,15.3,28.8,0.185
Charleston Southern,2023-2024,30,10,20,0.333,-12.03,-1.59,,6,10,,7,7,,3,12,,2028,2210,,68.3,99.0,0.307,0.364,0.512,49.6,42.8,5.6,7.3,0.474,15.6,27.9,0.226
Charlotte,2023-2024,31,19,12,0.613,4.09,2.42,,13,5,,13,2,,5,7,,2131,2034,,63.1,108.1,0.348,0.384,0.552,49.7,54.4,8.5,9.7,0.513,13.5,26.7,0.262
Chattanooga,2023-2024,33,21,12,0.636,-0.21,-3.85,,12,6,,12,4,,8,7,,2581,2362,,68.5,112.9,0.314,0.507,0.586,51.6,50.1,9.1,10.3,0.557,15.2,28.2,0.234
Chicago State,2023-2024,32,13,19,0.406,-9.34,-3.03,,,,,6,5,,5,12,,2224,2258,,67.6,102.4,0.372,0.353,0.520,49.2,45.9,12.8,8.8,0.480,16.5,34.2,0.265
Cincinnati,2023-2024,37,22,15,0.595,15.06,8.49,,7,11,,16,5,,4,8,,2765,2522,,68.4,107.8,0.276,0.368,0.529,55.1,52.8,9.4,11.7,0.503,14.6,36.3,0.190
Clemson NCAA,2023-2024,36,24,12,0.667,16.20,10.04,,11,9,,12,4,,6,6,,2785,2563,,67.8,113.4,0.307,0.399,0.575,51.6,53.8,6.7,10.9,0.539,13.0,27.2,0.240
Cleveland State,2023-2024,36,21,15,0.583,-3.47,-4.44,,11,9,,14,3,,6,10,,2717,2622,,68.6,109.2,0.317,0.310,0.526,49.0,47.5,11.9,11.1,0.499,12.5,33.7,0.211
Coastal Carolina,2023-2024,31,9,22,0.290,-10.47,-2.88,,5,13,,7,12,,1,9,,2280,2434,,71.5,102.0,0.328,0.333,0.525,51.6,47.3,8.0,8.8,0.498,16.2,30.9,0.218
Colgate NCAA,2023-2024,35,25,10,0.714,-0.31,-5.55,,16,2,,13,3,,10,5,,2498,2242,,66.4,107.5,0.273,0.383,0.559,51.9,56.6,9.8,10.1,0.538,14.1,25.3,0.186
College of Charleston NCAA,2023-2024,35,27,8,0.771,4.09,-2.38,,15,3,,13,2,,10,2,,2832,2575,,70.4,114.6,0.275,0.471,0.550,53.1,53.3,8.9,8.1,0.522,11.9,33.6,0.198
Colorado NCAA,2023-2024,37,26,11,0.703,15.95,8.36,,13,7,,16,1,,4,7,,2935,2654,,69.0,113.8,0.351,0.306,0.593,55.0,57.2,8.6,5.5,0.554,15.9,31.9,0.275
Colorado State NCAA,2023-2024,36,25,11,0.694,13.40,7.28,,10,8,,15,2,,4,7,,2707,2422,,66.7,111.9,0.317,0.386,0.581,50.5,66.1,9.3,8.4,0.549,13.9,25.0,0.239
Columbia,2023-2024,27,13,14,0.481,-5.43,-3.72,,4,10,,9,6,,4,8,,2078,1956,,70.0,110.0,0.299,0.386,0.570,51.7,62.9,11.1,6.7,0.541,15.3,29.5,0.219
Connecticut NCAA,2023-2024,40,37,3,0.925,26.70,8.70,,18,2,,16,0,,9,3,,3256,2536,,66.0,123.3,0.319,0.402,0.597,56.3,63.6,9.3,14.2,0.569,12.3,36.7,0.237
Coppin State,2023-2024,29,2,27,0.069,-21.46,-6.49,,1,13,,2,8,,0,17,,1678,2112,,67.4,85.1,0.311,0.344,0.465,43.5,41.0,11.3,8.0,0.421,20.1,27.0,0.226
Cornell,2023-2024,30,22,8,0.733,3.58,-1.59,,11,3,,10,1,,10,6,,2463,2241,,71.9,114.2,0.273,0.486,0.594,49.9,60.8,11.6,7.4,0.572,15.0,28.4,0.198
Creighton NCAA,2023-2024,35,25,10,0.714,20.07,9.53,,14,6,,14,2,,8,5,,2815,2446,,67.6,116.2,0.247,0.485,0.600,53.1,57.9,5.5,8.5,0.573,13.7,26.1,0.194
Dartmouth,2023-2024,27,6,21,0.222,-13.99,-1.31,,2,12,,6,7,,0,14,,1670,1940,,66.3,93.3,0.292,0.433,0.507,48.9,55.9,6.7,10.4,0.477,17.3,21.8,0.201
Davidson,2023-2024,32,15,17,0.469,3.63,3.30,,5,13,,9,7,,4,8,,2242,2174,,65.9,104.7,0.331,0.412,0.533,49.6,51.5,9.7,10.7,0.496,13.9,26.5,0.243
Dayton NCAA,2023-2024,33,25,8,0.758,13.45,5.73,,14,4,,15,0,,6,5,,2448,2193,,64.8,114.1,0.367,0.443,0.595,50.6,58.1,8.5,11.1,0.563,14.3,26.3,0.272
Delaware,2023-2024,33,19,14,0.576,-1.68,-4.30,,10,8,,8,5,,8,6,,2416,2299,,67.7,107.8,0.300,0.354,0.551,50.9,51.0,7.9,7.9,0.524,14.0,27.6,0.212
Delaware State,2023-2024,34,15,19,0.441,-10.51,-7.58,,6,8,,7,5,,4,11,,2401,2415,,70.2,98.7,0.391,0.252,0.516,51.6,48.5,11.7,5.7,0.474,17.8,33.6,0.276
Denver,2023-2024,34,17,17,0.500,-7.39,-4.82,,6,10,,10,4,,4,11,,2755,2737,,71.1,111.9,0.370,0.402,0.557,49.2,46.9,8.6,9.5,0.520,12.1,27.8,0.271
DePaul,2023-2024,32,3,29,0.094,-6.23,10.80,,0,20,,3,15,,0,11,,2071,2616,,68.4,94.7,0.335,0.348,0.521,44.9,54.1,7.7,8.6,0.481,18.0,22.0,0.246
Detroit Mercy,2023-2024,32,1,31,0.031,-16.90,-2.62,,1,19,,1,11,,0,20,,2111,2568,,68.0,96.2,0.303,0.369,0.511,44.6,45.5,10.1,6.6,0.473,17.1,26.1,0.223
Drake NCAA,2023-2024,35,28,7,0.800,11.08,1.84,,16,4,,16,0,,6,5,,2797,2463,,68.4,113.9,0.328,0.394,0.582,51.2,56.4,9.2,4.6,0.549,12.3,24.2,0.247
Drexel,2023-2024,32,20,12,0.625,1.14,-3.64,,13,5,,13,1,,6,10,,2346,2130,,65.7,110.4,0.300,0.333,0.544,55.6,47.2,7.6,10.5,0.514,13.8,33.9,0.216
Duke NCAA,2023-2024,36,27,9,0.750,20.67,8.36,,15,5,,15,3,,7,4,,2830,2387,,67.1,117.1,0.343,0.375,0.576,53.7,54.9,9.7,9.8,0.546,12.4,32.1,0.248
Duquesne NCAA,2023-2024,37,25,12,0.676,7.35,4.68,,10,8,,13,4,,5,6,,2611,2467,,66.9,105.5,0.323,0.389,0.536,50.4,54.0,11.2,12.6,0.503,15.1,30.5,0.232
East Carolina,2023-2024,33,15,18,0.455,-0.62,1.32,,7,11,,11,9,,3,7,,2287,2319,,65.8,104.5,0.352,0.366,0.515,50.3,50.6,11.9,8.8,0.479,13.9,32.9,0.243
East Tennessee State,2023-2024,35,19,16,0.543,-3.11,-2.74,,8,10,,10,4,,5,11,,2502,2435,,68.8,103.5,0.343,0.411,0.505,51.8,46.1,11.1,13.4,0.470,14.9,35.1,0.234
East Texas A&M,2023-2024,33,13,20,0.394,-14.52,-5.19,,6,12,,8,7,,4,12,,2361,2462,,68.7,100.8,0.297,0.462,0.518,45.6,55.1,11.2,12.4,0.487,14.5,25.6,0.208
Eastern Illinois,2023-2024,32,14,18,0.438,-11.60,-6.50,,8,10,,9,6,,4,11,,2204,2172,,68.2,101.0,0.267,0.287,0.501,49.9,50.2,11.8,8.8,0.467,13.1,29.0,0.195
Eastern Kentucky,2023-2024,31,17,14,0.548,-5.42,-4.49,,12,4,,13,4,,4,10,,2504,2371,,71.8,112.0,0.315,0.340,0.546,52.3,49.4,8.8,14.5,0.521,13.4,34.9,0.214
Eastern Michigan,2023-2024,31,13,18,0.419,-12.76,-5.07,,6,12,,9,6,,4,11,,2047,2252,,66.4,98.3,0.249,0.321,0.502,48.6,41.0,8.6,7.0,0.478,15.0,28.7,0.166
Eastern Washington,2023-2024,32,21,11,0.656,-1.03,-2.99,,15,3,,11,1,,10,9,,2586,2407,,70.9,113.6,0.382,0.420,0.614,51.8,62.9,8.4,10.2,0.578,16.7,26.8,0.294
Elon,2023-2024,32,13,19,0.406,-11.43,-5.46,,6,12,,8,6,,3,12,,2339,2413,,68.0,107.5,0.318,0.423,0.550,49.0,50.7,9.2,7.4,0.520,15.1,30.2,0.225
Evansville,2023-2024,35,17,18,0.486,-3.69,0.75,,6,14,,10,5,,4,11,,2481,2562,,69.6,101.1,0.282,0.345,0.535,48.6,49.3,9.3,9.2,0.506,14.9,22.5,0.203
Fairfield,2023-2024,37,24,13,0.649,-3.17,-6.53,,14,6,,10,4,,10,6,,2794,2626,,68.9,109.6,0.279,0.425,0.555,48.8,50.2,12.3,6.0,0.523,13.5,28.5,0.212
FDU,2023-2024,32,15,17,0.469,-14.41,-9.27,,9,7,,7,7,,8,9,,2430,2482,,73.6,102.4,0.338,0.404,0.520,48.3,57.4,11.1,6.8,0.486,14.9,28.5,0.237
Florida NCAA,2023-2024,36,24,12,0.667,15.17,8.81,,11,7,,14,1,,3,7,,3080,2851,,73.1,115.1,0.384,0.345,0.554,54.1,50.7,9.0,12.1,0.518,13.1,37.3,0.275
Florida A&M,2023-2024,29,6,23,0.207,-15.82,-4.19,,4,14,,4,8,,2,14,,1949,2240,,69.9,94.5,0.276,0.295,0.513,48.6,56.9,8.4,7.4,0.484,18.9,27.6,0.194
Florida Atlantic NCAA,2023-2024,34,25,9,0.735,13.26,4.61,,14,4,,13,1,,5,5,,2789,2495,,69.1,116.2,0.349,0.391,0.577,52.8,50.9,10.2,7.8,0.547,13.8,33.4,0.251
Florida Gulf Coast,2023-2024,32,14,18,0.438,-6.28,-3.94,,8,8,,9,5,,4,10,,2253,2276,,65.6,106.9,0.276,0.387,0.548,51.3,45.3,9.2,10.3,0.524,15.0,30.0,0.192
Florida International,2023-2024,33,11,22,0.333,-8.01,-2.17,,5,11,,9,6,,1,12,,2429,2525,,72.1,101.8,0.282,0.416,0.531,44.9,52.7,14.1,11.3,0.507,16.5,27.9,0.189
Florida State,2023-2024,33,17,16,0.515,9.52,9.27,,10,10,,10,7,,4,7,,2526,2518,,72.2,105.7,0.368,0.316,0.539,47.5,45.0,12.8,12.1,0.503,14.3,28.5,0.261
Fordham,2023-2024,33,13,20,0.394,-0.46,1.48,,6,12,,6,11,,4,6,,2325,2389,,69.3,99.8,0.352,0.422,0.500,50.7,52.5,11.4,12.6,0.467,15.5,32.6,0.233
Fresno State,2023-2024,33,12,21,0.364,-3.29,3.50,,4,14,,7,9,,3,9,,2233,2439,,66.0,101.0,0.309,0.385,0.543,47.5,50.6,9.2,6.6,0.516,16.8,24.3,0.212
Furman,2023-2024,33,17,16,0.515,0.21,-1.93,,10,8,,12,3,,4,10,,2623,2506,,71.2,109.9,0.322,0.481,0.554,51.3,58.7,9.8,7.2,0.521,14.2,29.9,0.234
Gardner-Webb,2023-2024,33,17,16,0.515,-4.66,-1.73,,11,5,,9,4,,6,8,,2426,2414,,70.2,103.5,0.352,0.362,0.522,51.2,48.3,8.2,6.2,0.498,14.2,29.4,0.222
George Mason,2023-2024,32,20,12,0.625,6.36,1.85,,9,9,,14,3,,5,7,,2273,2109,,65.0,109.2,0.370,0.370,0.562,53.3,46.1,8.4,10.6,0.523,15.7,31.7,0.275
George Washington,2023-2024,32,15,17,0.469,-1.03,-0.06,,4,14,,12,6,,1,9,,2457,2472,,70.4,106.2,0.344,0.419,0.555,49.5,47.0,8.2,11.6,0.518,15.2,25.9,0.257
Georgetown,2023-2024,32,9,23,0.281,0.68,7.72,,2,18,,7,12,,2,10,,2267,2492,,67.4,104.3,0.339,0.410,0.523,50.1,50.5,8.4,8.6,0.486,15.2,33.4,0.242
Georgia,2023-2024,37,20,17,0.541,8.63,8.63,,6,12,,13,6,,6,6,,2764,2764,,70.6,105.4,0.366,0.402,0.536,48.4,46.2,9.0,8.4,0.498,14.0,27.1,0.263
Georgia Southern,2023-2024,33,9,24,0.273,-8.44,-2.53,,8,10,,6,6,,2,14,,2420,2615,,70.1,103.5,0.289,0.445,0.540,47.3,41.8,9.8,10.7,0.508,16.3,28.8,0.212
Georgia State,2023-2024,31,14,17,0.452,-4.59,-2.59,,8,10,,9,5,,5,11,,2370,2319,,70.6,107.4,0.285,0.365,0.531,49.3,42.8,8.1,7.5,0.495,11.9,27.8,0.216
Georgia Tech,2023-2024,32,14,18,0.438,4.60,8.82,,7,13,,8,7,,4,9,,2272,2407,,68.2,102.5,0.292,0.405,0.519,51.8,52.5,6.3,10.7,0.487,15.2,31.6,0.207
Gonzaga NCAA,2023-2024,35,27,8,0.771,17.93,4.02,,14,2,,13,2,,8,2,,2959,2420,,69.8,121.1,0.305,0.312,0.598,55.0,52.2,9.5,9.8,0.574,12.1,33.9,0.220
Grambling NCAA,2023-2024,36,21,15,0.583,-9.63,-5.48,,14,4,,9,3,,7,9,,2436,2506,,66.9,100.1,0.384,0.280,0.527,49.0,41.2,10.9,8.6,0.487,17.0,29.8,0.272
Grand Canyon NCAA,2023-2024,35,30,5,0.857,10.45,-0.52,,17,3,,16,0,,8,3,,2769,2346,,69.8,112.9,0.450,0.363,0.568,53.1,45.9,11.8,14.3,0.521,15.0,34.4,0.337
Green Bay,2023-2024,32,18,14,0.563,-5.64,-4.07,,13,7,,10,5,,8,8,,2209,2207,,64.6,106.0,0.289,0.482,0.557,50.4,52.8,6.7,5.9,0.530,16.2,27.7,0.209
Hampton,2023-2024,33,9,24,0.273,-15.82,-5.29,,3,15,,5,9,,1,12,,2369,2520,,70.8,101.4,0.294,0.377,0.517,49.8,49.4,8.3,9.9,0.484,15.2,30.1,0.210
Harvard,2023-2024,27,14,13,0.519,-4.58,-2.08,,5,9,,9,5,,5,8,,1900,1937,,67.8,102.9,0.348,0.393,0.538,48.6,52.8,9.1,11.9,0.505,15.7,26.8,0.244
Hawaii,2023-2024,34,20,14,0.588,-0.07,-2.57,,11,9,,13,6,,4,6,,2458,2337,,67.4,106.1,0.383,0.422,0.565,51.5,49.1,6.8,6.1,0.530,16.3,26.4,0.275
High Point,2023-2024,36,27,9,0.750,2.15,-4.83,,13,3,,16,2,,7,5,,3020,2680,,69.3,119.4,0.429,0.406,0.580,55.9,42.7,7.2,8.2,0.531,13.3,37.4,0.334
Hofstra,2023-2024,33,20,13,0.606,2.31,-1.98,,12,6,,11,2,,5,10,,2449,2259,,66.6,111.0,0.215,0.464,0.579,48.2,56.1,9.2,10.4,0.557,14.0,23.6,0.162
Holy Cross,2023-2024,33,10,23,0.303,-17.12,-7.87,,6,12,,5,8,,4,14,,2194,2462,,65.4,101.2,0.256,0.379,0.527,48.0,44.8,6.1,9.4,0.506,14.9,24.1,0.170
Houston NCAA,2023-2024,37,32,5,0.865,25.69,9.80,,15,3,,17,0,,7,3,,2720,2132,,64.1,113.6,0.308,0.368,0.531,52.3,49.3,15.1,16.0,0.503,11.4,36.8,0.211
Houston Christian,2023-2024,29,6,23,0.207,-19.37,-3.89,,4,14,,5,8,,1,15,,2074,2420,,73.4,97.0,0.363,0.279,0.505,49.2,43.5,7.6,6.5,0.475,17.8,31.2,0.234
Howard NCAA,2023-2024,35,18,17,0.514,-8.69,-8.02,,9,5,,9,4,,6,9,,2623,2600,,69.4,106.5,0.418,0.392,0.566,52.8,55.9,8.6,7.2,0.522,18.9,34.4,0.314
Idaho,2023-2024,32,11,21,0.344,-11.29,-4.69,,5,13,,6,10,,4,10,,2170,2278,,65.9,102.6,0.274,0.408,0.540,48.2,49.9,8.5,9.6,0.510,15.4,24.1,0.201
Idaho State,2023-2024,34,14,20,0.412,-7.49,-5.11,,7,11,,8,5,,4,13,,2397,2383,,64.9,106.7,0.329,0.349,0.545,51.5,46.6,10.6,9.6,0.517,14.5,30.4,0.226
Illinois NCAA,2023-2024,38,29,9,0.763,19.56,9.54,,14,6,,15,3,,6,5,,3168,2787,,70.1,118.2,0.371,0.385,0.572,55.2,45.8,6.2,8.2,0.536,12.6,35.6,0.273
Illinois State,2023-2024,32,15,17,0.469,-1.38,0.43,,9,11,,10,6,,4,8,,2128,2165,,65.3,101.9,0.360,0.380,0.519,51.1,53.8,8.5,6.6,0.479,14.9,29.0,0.256
Illinois-Chicago,2023-2024,33,12,21,0.364,-1.61,1.30,,4,16,,6,9,,3,10,,2319,2361,,68.7,100.4,0.259,0.410,0.536,47.7,54.4,8.8,14.1,0.512,15.9,23.4,0.179
Incarnate Word,2023-2024,31,8,23,0.258,-16.40,-7.92,,3,15,,5,8,,3,14,,2240,2436,,71.9,99.6,0.359,0.397,0.533,50.7,49.1,8.3,10.4,0.494,19.1,30.3,0.261
Indiana,2023-2024,33,19,14,0.576,7.74,9.74,,10,10,,13,5,,4,6,,2386,2452,,69.4,104.2,0.377,0.278,0.548,50.0,57.3,7.5,11.2,0.521,15.5,27.0,0.250
Indiana State,2023-2024,39,32,7,0.821,13.44,2.26,,17,3,,16,1,,9,4,,3309,2854,,71.4,118.4,0.334,0.496,0.632,52.6,61.2,8.5,4.5,0.600,14.7,23.5,0.266
Iona,2023-2024,33,16,17,0.485,-5.19,-5.95,,10,10,,9,5,,5,8,,2354,2329,,68.0,104.9,0.285,0.387,0.522,46.9,55.2,13.0,9.2,0.500,13.0,28.3,0.186
Iowa,2023-2024,34,19,15,0.559,13.00,9.26,,10,10,,13,4,,4,9,,2827,2700,,72.6,114.0,0.331,0.299,0.567,48.9,59.1,9.4,9.9,0.528,11.6,27.4,0.256
Iowa State NCAA,2023-2024,37,29,8,0.784,22.30,8.51,,13,5,,18,0,,5,5,,2787,2277,,67.9,110.9,0.354,0.317,0.551,50.5,58.1,15.2,10.8,0.520,13.3,31.1,0.248
IU Indy,2023-2024,32,6,26,0.188,-21.31,-4.62,,2,18,,4,10,,2,14,,2108,2554,,68.8,95.3,0.344,0.251,0.512,47.0,42.8,11.0,5.9,0.469,18.5,30.3,0.253
