School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Cleveland State,2006-2007,34,21,13,0.618,3.38,1.69,,12,6,,12,3,,6,9,,2281,2161,,,,0.387,0.271,0.520,52.4,51.2,,6.7,0.480,17.9,,0.271
Coastal Carolina,2006-2007,28,13,15,0.464,-11.52,-5.44,,6,8,,11,3,,2,12,,1936,2004,,,,0.291,0.412,0.538,48.8,61.0,,3.7,0.514,16.9,,0.197
Colgate,2006-2007,32,18,14,0.563,-5.63,-5.06,,7,7,,9,5,,8,9,,2095,2076,,,,0.379,0.298,0.535,50.1,49.6,,6.9,0.499,21.0,,0.264
College of Charleston,2006-2007,33,16,17,0.485,-2.22,-2.31,,9,11,,9,4,,4,10,,2391,2388,,,,0.273,0.382,0.550,49.7,47.1,,6.3,0.527,17.6,,0.190
Colorado,2006-2007,32,12,20,0.375,4.05,6.76,,3,13,,6,9,,3,10,,1997,2061,,,,0.345,0.349,0.541,47.3,59.4,,8.1,0.511,18.8,,0.236
Colorado State,2006-2007,32,7,25,0.219,-7.09,2.80,,0,16,,3,10,,0,14,,2051,2318,,,,0.290,0.335,0.524,47.5,51.5,,5.5,0.492,18.2,,0.209
Columbia,2006-2007,29,14,15,0.483,-8.45,-5.79,,7,7,,7,6,,6,9,,1846,1859,,,,0.343,0.411,0.528,50.5,61.8,,3.2,0.490,18.7,,0.248
Connecticut NCAA,2006-2007,33,24,9,0.727,15.54,6.76,,13,5,,16,1,,7,4,,2556,2266,,,,0.481,0.247,0.553,54.2,56.2,,13.1,0.506,16.3,,0.347
Coppin State NCAA,2006-2007,37,16,21,0.432,-14.51,-6.20,,7,9,,5,5,,4,14,,2212,2443,,,,0.372,0.240,0.485,46.5,44.8,,4.0,0.437,19.1,,0.265
Cornell NCAA,2006-2007,28,22,6,0.786,0.76,-4.74,,14,0,,12,1,,10,4,,2136,1917,,,,0.330,0.357,0.591,50.3,56.3,,5.6,0.558,17.4,,0.251
Creighton,2006-2007,33,22,11,0.667,8.06,4.45,,10,8,,16,2,,5,8,,2360,2177,,,,0.334,0.407,0.553,51.0,57.5,,6.5,0.521,18.0,,0.240
Dartmouth,2006-2007,28,10,18,0.357,-14.56,-7.19,,3,11,,6,6,,3,12,,1769,1933,,,,0.264,0.239,0.492,48.4,51.0,,6.5,0.466,18.2,,0.177
Davidson NCAA,2006-2007,36,29,7,0.806,13.93,1.66,,20,0,,12,1,,11,3,,2803,2274,,,,0.261,0.410,0.567,52.4,59.6,,6.1,0.544,14.7,,0.187
Dayton,2006-2007,34,23,11,0.676,7.98,4.06,,8,8,,15,3,,7,7,,2317,2184,,,,0.423,0.310,0.552,53.8,48.0,,5.0,0.527,17.5,,0.271
Delaware,2006-2007,31,14,17,0.452,-5.82,-2.43,,9,9,,7,5,,6,11,,1956,2061,,,,0.402,0.356,0.503,45.6,55.8,,5.5,0.461,18.1,,0.276
Delaware State,2006-2007,30,14,16,0.467,-11.51,-6.88,,10,6,,7,3,,6,10,,1769,1853,,,,0.263,0.382,0.518,46.8,53.0,,3.7,0.488,16.5,,0.188
Denver,2006-2007,30,11,19,0.367,-6.14,-2.22,,7,11,,9,3,,0,16,,1698,1811,,,,0.398,0.442,0.581,45.7,66.5,,7.3,0.539,23.2,,0.303
DePaul,2006-2007,30,11,19,0.367,4.31,8.73,,6,12,,7,8,,3,9,,2177,2273,,,,0.308,0.353,0.520,47.9,52.6,,4.8,0.496,14.7,,0.199
Detroit Mercy,2006-2007,30,7,23,0.233,-6.38,1.00,,3,15,,6,10,,1,13,,1765,1962,,,,0.258,0.370,0.512,47.9,53.4,,5.0,0.488,18.0,,0.173
Drake NCAA,2006-2007,33,28,5,0.848,14.08,4.15,,15,3,,14,1,,10,3,,2440,2050,,,,0.359,0.459,0.570,52.2,59.4,,4.9,0.531,15.4,,0.272
Drexel,2006-2007,32,12,20,0.375,-7.63,-1.85,,5,13,,9,9,,3,10,,1904,2064,,,,0.375,0.318,0.487,48.1,61.1,,6.0,0.456,20.5,,0.236
Duke NCAA,2006-2007,34,28,6,0.824,21.52,9.28,,13,3,,15,1,,7,2,,2830,2361,,,,0.409,0.392,0.569,50.1,51.6,,6.6,0.536,15.7,,0.285
Duquesne,2006-2007,30,17,13,0.567,8.96,1.85,,7,9,,11,4,,5,8,,2470,2223,,,,0.396,0.365,0.558,50.4,63.3,,12.0,0.517,18.0,,0.291
East Carolina,2006-2007,30,11,19,0.367,-4.28,2.84,,5,11,,9,10,,1,8,,2049,2182,,,,0.407,0.370,0.526,46.3,63.0,,6.8,0.487,18.1,,0.283
East Tennessee State,2006-2007,32,19,13,0.594,-4.24,-1.89,,11,5,,11,2,,7,9,,2514,2470,,,,0.361,0.329,0.550,49.2,47.2,,5.2,0.514,18.6,,0.260
Eastern Illinois,2006-2007,29,7,22,0.241,-14.72,-7.97,,6,14,,5,8,,2,13,,1833,2000,,,,0.323,0.280,0.529,50.7,59.7,,4.0,0.491,19.3,,0.238
Eastern Kentucky,2006-2007,30,14,16,0.467,-9.70,-6.34,,10,10,,9,7,,5,9,,1890,1933,,,,0.258,0.468,0.550,45.8,64.1,,4.7,0.525,18.4,,0.186
Eastern Michigan,2006-2007,31,14,17,0.452,-3.18,-1.82,,8,8,,10,4,,3,11,,2054,2096,,,,0.404,0.453,0.545,50.4,59.5,,4.5,0.503,19.7,,0.294
Eastern Washington,2006-2007,30,11,19,0.367,-7.38,-2.06,,6,10,,8,5,,3,12,,1897,2012,,,,0.322,0.409,0.513,47.3,52.8,,3.3,0.476,18.1,,0.231
Elon,2006-2007,33,14,19,0.424,-4.71,-1.91,,9,11,,8,6,,3,12,,2074,2156,,,,0.281,0.317,0.506,48.9,50.1,,5.0,0.477,17.8,,0.192
Evansville,2006-2007,30,9,21,0.300,-4.62,2.07,,3,15,,7,8,,2,12,,1785,1966,,,,0.377,0.266,0.509,47.7,58.4,,2.0,0.470,19.2,,0.260
Fairfield,2006-2007,30,14,16,0.467,-5.67,-2.51,,11,7,,7,6,,7,9,,1972,2067,,,,0.385,0.345,0.535,50.2,62.9,,6.0,0.499,18.6,,0.268
FDU,2006-2007,28,8,20,0.286,-13.27,-5.12,,4,14,,4,8,,4,10,,1961,2189,,,,0.372,0.404,0.530,45.0,49.6,,4.7,0.491,17.6,,0.265
Florida,2006-2007,36,24,12,0.667,12.34,4.98,,8,8,,18,4,,4,6,,2791,2433,,,,0.312,0.355,0.577,53.1,61.1,,5.4,0.553,15.8,,0.219
Florida A&M,2006-2007,32,15,17,0.469,-15.45,-7.18,,9,7,,9,3,,5,10,,2065,2248,,,,0.316,0.364,0.498,46.2,54.1,,3.5,0.474,19.1,,0.198
Florida Atlantic,2006-2007,33,15,18,0.455,-5.64,-2.38,,8,10,,11,4,,3,11,,2365,2446,,,,0.534,0.303,0.551,51.1,53.3,,3.9,0.511,20.0,,0.359
Florida Gulf Coast,2006-2007,31,10,21,0.323,,,,6,10,,1,7,,4,12,,2045,2286,,70.4,93.0,0.342,0.361,0.505,49.2,58.5,12.5,8.6,0.476,21.8,35.1,0.221
Florida International,2006-2007,29,9,20,0.310,-7.09,0.22,,6,12,,8,9,,1,11,,1855,2025,,,,0.406,0.260,0.519,51.3,54.7,,7.2,0.485,23.1,,0.268
Florida State,2006-2007,34,19,15,0.559,10.40,7.31,,7,9,,13,5,,4,6,,2451,2346,,,,0.359,0.349,0.550,50.3,44.4,,6.8,0.504,18.9,,0.278
Fordham,2006-2007,29,12,17,0.414,-0.16,4.32,,6,10,,7,7,,4,9,,1880,1947,,,,0.371,0.399,0.520,48.0,58.8,,6.6,0.487,17.4,,0.248
Fresno State,2006-2007,32,13,19,0.406,-2.99,-0.91,,5,11,,11,6,,2,12,,2200,2218,,,,0.291,0.414,0.516,46.7,50.9,,5.6,0.487,15.1,,0.203
Furman,2006-2007,30,7,23,0.233,-12.73,-2.39,,6,14,,5,6,,1,13,,1837,2142,,,,0.294,0.426,0.507,46.3,56.3,,3.7,0.473,19.3,,0.209
Gardner-Webb,2006-2007,32,16,16,0.500,-4.01,-3.66,,9,7,,9,3,,5,10,,2465,2415,,,,0.361,0.383,0.538,48.4,62.7,,4.7,0.511,17.8,,0.238
George Mason NCAA,2006-2007,34,23,11,0.676,6.07,-0.75,,12,6,,13,1,,5,7,,2356,2124,,,,0.398,0.332,0.557,52.8,53.8,,5.8,0.523,16.1,,0.280
George Washington,2006-2007,26,9,17,0.346,-1.70,3.15,,5,11,,8,4,,1,12,,1649,1775,,,,0.311,0.362,0.504,50.3,54.6,,6.1,0.472,19.2,,0.213
Georgetown NCAA,2006-2007,34,28,6,0.824,18.73,7.23,,15,3,,16,0,,8,4,,2367,1976,,,,0.340,0.402,0.584,52.1,61.6,,8.9,0.567,18.4,,0.222
Georgia NCAA,2006-2007,34,17,17,0.500,7.24,7.03,,4,12,,11,5,,2,8,,2314,2290,,,,0.324,0.316,0.513,52.8,47.1,,6.0,0.482,18.3,,0.220
Georgia Southern,2006-2007,32,20,12,0.625,-0.07,-2.17,,13,7,,11,2,,6,8,,2400,2286,,,,0.342,0.277,0.526,51.8,55.8,,7.3,0.499,16.9,,0.226
Georgia State,2006-2007,30,9,21,0.300,-7.60,-2.97,,5,13,,6,8,,3,12,,1847,1987,,,,0.323,0.303,0.505,51.8,47.0,,4.6,0.479,19.7,,0.207
Georgia Tech,2006-2007,32,15,17,0.469,10.77,9.57,,7,9,,6,7,,6,8,,2482,2432,,,,0.382,0.307,0.561,49.4,54.4,,6.3,0.529,18.1,,0.268
Gonzaga NCAA,2006-2007,33,25,8,0.758,14.81,2.15,,13,1,,13,1,,7,3,,2524,2106,,,,0.397,0.319,0.578,53.7,53.7,,8.2,0.545,17.8,,0.283
Grambling,2006-2007,26,7,19,0.269,-23.49,-12.41,,7,11,,4,7,,3,11,,1733,2004,,,,0.328,0.287,0.492,50.3,51.3,,4.8,0.464,20.6,,0.208
Green Bay,2006-2007,30,15,15,0.500,-0.04,1.53,,9,9,,11,3,,3,12,,2071,2100,,,,0.355,0.277,0.549,49.4,47.6,,5.7,0.511,17.7,,0.262
Hampton,2006-2007,30,18,12,0.600,-5.57,-8.03,,11,5,,11,2,,5,9,,1955,1879,,,,0.463,0.339,0.492,50.6,50.0,,7.3,0.461,20.4,,0.278
Hartford,2006-2007,34,18,16,0.529,-8.75,-5.28,,10,6,,10,3,,4,13,,2407,2525,,,,0.384,0.452,0.562,44.8,60.5,,4.7,0.535,19.1,,0.260
Harvard,2006-2007,30,8,22,0.267,-10.76,-4.86,,3,11,,7,6,,0,15,,2056,2233,,,,0.370,0.320,0.538,48.5,54.8,,5.2,0.497,19.8,,0.271
Hawaii,2006-2007,30,11,19,0.367,-5.32,-2.42,,7,9,,9,9,,2,9,,2111,2198,,,,0.349,0.301,0.532,46.2,60.0,,5.9,0.490,17.5,,0.259
High Point,2006-2007,31,17,14,0.548,-5.10,-6.41,,8,6,,13,1,,3,11,,2201,1944,,,,0.270,0.381,0.568,52.5,64.0,,7.0,0.542,17.8,,0.197
Hofstra,2006-2007,30,12,18,0.400,-5.93,-3.00,,8,10,,8,5,,4,10,,1989,2077,,,,0.350,0.267,0.513,52.1,42.2,,9.9,0.480,20.2,,0.235
Holy Cross,2006-2007,29,15,14,0.517,-2.67,-3.60,,5,9,,8,6,,7,8,,1781,1754,,,,0.405,0.307,0.531,54.5,63.9,,8.1,0.486,21.6,,0.295
Houston,2006-2007,34,24,10,0.706,8.40,-0.16,,11,5,,17,2,,5,6,,2681,2390,,,,0.335,0.486,0.541,48.4,48.7,,6.7,0.498,13.0,,0.258
Howard,2006-2007,32,6,26,0.188,-22.46,-7.73,,3,13,,5,5,,1,16,,1817,2268,,,,0.360,0.326,0.487,47.9,47.0,,7.4,0.459,23.9,,0.221
Idaho,2006-2007,29,8,21,0.276,-10.75,-1.04,,5,11,,6,7,,2,14,,1879,2077,,,,0.311,0.359,0.509,48.4,52.1,,5.4,0.490,19.9,,0.188
Idaho State,2006-2007,31,12,19,0.387,-12.00,-2.14,,8,8,,8,5,,4,13,,1856,2130,,,,0.357,0.292,0.515,49.2,54.1,,5.7,0.478,19.8,,0.249
Illinois,2006-2007,35,16,19,0.457,10.98,8.46,,5,13,,7,8,,3,8,,2227,2139,,,,0.365,0.330,0.510,53.5,59.6,,5.2,0.488,18.0,,0.222
Illinois State,2006-2007,35,25,10,0.714,8.64,3.44,,13,5,,16,2,,7,5,,2286,2076,,,,0.333,0.377,0.543,50.4,62.9,,6.5,0.523,17.4,,0.211
Illinois-Chicago,2006-2007,33,18,15,0.545,3.04,0.64,,9,9,,12,2,,5,10,,2246,2143,,,,0.321,0.336,0.540,50.9,54.9,,13.2,0.507,17.2,,0.231
Indiana NCAA,2006-2007,33,25,8,0.758,15.78,6.08,,14,4,,17,2,,7,3,,2476,2156,,,,0.419,0.349,0.569,54.6,52.0,,6.7,0.523,17.1,,0.318
Indiana State,2006-2007,31,15,16,0.484,1.48,4.11,,8,10,,12,2,,2,13,,2019,2065,,,,0.357,0.394,0.524,48.5,55.6,,6.3,0.479,17.1,,0.266
Iona,2006-2007,32,12,20,0.375,-6.71,-3.27,,8,10,,7,5,,5,12,,2099,2209,,,,0.340,0.334,0.520,50.5,57.4,,6.4,0.486,21.7,,0.236
Iowa,2006-2007,32,13,19,0.406,2.77,5.23,,6,12,,10,8,,3,8,,1794,1857,,,,0.360,0.440,0.526,51.6,63.8,,6.2,0.500,22.8,,0.234
Iowa State,2006-2007,32,14,18,0.438,3.97,7.97,,4,12,,12,6,,1,10,,2048,2100,,,,0.334,0.350,0.510,48.9,55.6,,6.7,0.471,17.3,,0.240
IU Indy,2006-2007,33,26,7,0.788,5.13,-2.41,,15,3,,15,0,,8,5,,2510,2132,,,,0.366,0.332,0.610,51.7,54.2,,4.9,0.574,16.2,,0.284
Jackson State,2006-2007,34,14,20,0.412,-16.14,-10.78,,10,8,,7,5,,4,11,,2340,2522,,,,0.419,0.273,0.498,49.3,50.7,,5.6,0.455,19.2,,0.283
Jacksonville,2006-2007,31,18,13,0.581,-8.09,-3.61,,12,4,,9,2,,7,11,,2248,2260,,,,0.433,0.311,0.536,51.4,52.8,,5.5,0.488,19.9,,0.318
Jacksonville State,2006-2007,29,7,22,0.241,-15.34,-8.59,,5,15,,6,9,,1,12,,2098,2251,,,,0.325,0.399,0.532,45.7,65.4,,6.2,0.516,17.6,,0.195
James Madison,2006-2007,30,13,17,0.433,-5.13,-4.09,,5,13,,9,5,,3,11,,2188,2219,,,,0.407,0.283,0.551,50.4,51.2,,3.9,0.510,20.1,,0.294
Kansas NCAA,2006-2007,40,37,3,0.925,26.90,8.20,,13,3,,19,0,,8,3,,3221,2460,,,,0.368,0.295,0.592,55.6,61.3,,10.4,0.567,16.3,,0.258
Kansas City,2006-2007,32,11,21,0.344,-6.97,-0.37,,6,12,,9,7,,2,13,,2198,2384,,,,0.369,0.418,0.530,47.2,55.4,,7.0,0.486,18.1,,0.272
Kansas State NCAA,2006-2007,33,21,12,0.636,15.79,7.79,,10,6,,14,2,,3,5,,2574,2274,,,,0.374,0.320,0.529,55.6,55.8,,6.0,0.494,17.1,,0.257
Kennesaw State,2006-2007,30,10,20,0.333,,,,7,9,,5,5,,1,11,,2054,2235,,72.1,94.2,0.363,0.392,0.497,46.5,51.2,13.0,9.7,0.464,20.5,36.1,0.238
Kent State NCAA,2006-2007,35,28,7,0.800,7.47,0.41,,13,3,,16,0,,8,5,,2412,2165,,,,0.412,0.305,0.558,51.0,57.8,,7.3,0.520,19.3,,0.294
Kentucky NCAA,2006-2007,31,18,13,0.581,9.19,7.09,,12,4,,14,4,,4,6,,2124,2034,,,,0.411,0.315,0.567,51.2,53.7,,8.8,0.527,20.7,,0.301
La Salle,2006-2007,32,15,17,0.469,-0.19,2.08,,8,8,,5,7,,9,7,,2424,2439,,,,0.372,0.344,0.546,52.6,55.5,,5.0,0.513,19.0,,0.259
Lafayette,2006-2007,30,15,15,0.500,-4.57,-4.68,,6,8,,8,5,,7,9,,2247,2219,,,,0.419,0.454,0.565,48.0,60.6,,5.5,0.532,20.3,,0.290
Lamar,2006-2007,30,19,11,0.633,-2.41,-4.10,,13,3,,14,2,,5,8,,2445,2206,,,,0.362,0.357,0.562,50.2,58.8,,4.7,0.537,17.4,,0.242
Lehigh,2006-2007,29,14,15,0.483,-7.74,-5.82,,7,7,,11,4,,3,11,,1850,1895,,,,0.373,0.259,0.508,49.0,57.1,,6.3,0.461,17.6,,0.273
Liberty,2006-2007,32,16,16,0.500,-6.10,-5.96,,7,7,,13,2,,3,12,,2222,2133,,,,0.311,0.463,0.581,49.9,66.0,,2.8,0.552,18.6,,0.228
Lipscomb,2006-2007,31,15,16,0.484,-4.97,-4.88,,9,7,,9,3,,5,10,,2216,2175,,,,0.413,0.354,0.529,51.7,55.3,,4.8,0.498,18.4,,0.270
Little Rock,2006-2007,31,20,11,0.645,-3.26,-4.26,,11,7,,13,3,,6,7,,2024,1920,,,,0.477,0.305,0.520,53.9,58.7,,6.6,0.480,20.6,,0.314
Long Beach State,2006-2007,31,6,25,0.194,-12.89,-2.92,,3,13,,5,8,,1,15,,1944,2242,,,,0.352,0.377,0.534,48.0,63.5,,4.1,0.493,21.7,,0.262
Long Island University,2006-2007,30,15,15,0.500,-6.02,-6.72,,7,11,,9,5,,5,10,,2172,2151,,,,0.392,0.352,0.501,51.6,43.9,,4.6,0.461,15.5,,0.267
Longwood,2006-2007,31,9,22,0.290,-18.73,-4.92,,,,,7,5,,2,15,,2120,2394,,,,0.301,0.378,0.500,48.8,63.3,,4.0,0.470,19.4,,0.203
Louisiana,2006-2007,30,15,15,0.500,-3.67,-2.10,,11,7,,8,6,,6,8,,1951,1975,,,,0.388,0.377,0.509,48.3,47.2,,7.0,0.478,18.6,,0.249
Louisiana State,2006-2007,31,13,18,0.419,4.99,5.66,,6,10,,9,6,,3,9,,2131,2145,,,,0.289,0.347,0.520,48.8,46.9,,10.4,0.485,17.3,,0.214
