School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Arkansas State,2002-2003,28,13,15,0.464,-0.05,-1.36,,6,8,,9,5,,3,9,,2072,1918,,,,0.395,0.394,0.563,47.6,51.6,,3.3,0.522,16.7,,0.294
Arkansas-Pine Bluff,2002-2003,28,4,24,0.143,-24.22,-4.54,,4,14,,2,8,,2,16,,1526,2077,,,,0.324,0.311,0.436,41.6,52.3,,4.6,0.399,23.3,,0.208
Army,2002-2003,27,5,22,0.185,-19.72,-5.92,,0,14,,4,9,,1,12,,1482,1769,,,,0.273,0.350,0.509,47.9,59.7,,3.4,0.481,24.1,,0.186
Auburn NCAA,2002-2003,34,22,12,0.647,12.68,8.35,,8,8,,13,4,,4,5,,2408,2235,,,,0.362,0.303,0.543,51.5,52.0,,9.1,0.517,19.6,,0.239
Austin Peay NCAA,2002-2003,31,23,8,0.742,-0.84,-1.98,,13,3,,14,0,,6,7,,2204,2101,,,,0.436,0.336,0.554,50.9,55.9,,8.1,0.518,19.3,,0.301
Ball State,2002-2003,30,13,17,0.433,-0.57,2.17,,8,10,,9,5,,2,12,,2199,2281,,,,0.366,0.276,0.516,49.3,40.5,,4.1,0.473,15.3,,0.266
Baylor,2002-2003,28,14,14,0.500,6.05,5.44,,5,11,,10,6,,2,7,,1932,1915,,,,0.302,0.458,0.520,48.1,60.2,,5.0,0.485,16.7,,0.219
Belmont,2002-2003,29,17,12,0.586,-2.30,-4.05,,12,4,,8,3,,7,8,,2108,2029,,,,0.340,0.405,0.569,51.1,66.0,,3.2,0.542,20.9,,0.236
Bethune-Cookman,2002-2003,30,8,22,0.267,-19.13,-10.93,,5,13,,4,7,,3,14,,1941,2187,,,,0.330,0.285,0.500,47.9,47.5,,3.3,0.464,19.7,,0.229
Binghamton,2002-2003,27,14,13,0.519,-4.76,-5.13,,9,7,,9,2,,4,11,,1797,1787,,,,0.280,0.383,0.514,49.1,52.9,,11.3,0.487,18.9,,0.189
Birmingham-Southern,2002-2003,28,19,9,0.679,,,,,,,12,2,,7,7,,1958,1828,,,,,,,,,,,,,,
Boise State,2002-2003,29,13,16,0.448,-0.97,0.07,,7,11,,9,7,,4,8,,1897,1924,,,,0.367,0.315,0.497,48.1,50.3,,7.1,0.455,17.8,,0.256
Boston College,2002-2003,31,19,12,0.613,10.30,7.24,,10,6,,9,6,,9,3,,2462,2367,,,,0.422,0.289,0.555,50.0,60.1,,4.7,0.520,15.7,,0.292
Boston University,2002-2003,31,20,11,0.645,1.10,-3.42,,13,3,,10,3,,8,8,,2100,1960,,,,0.349,0.354,0.530,51.5,57.7,,6.6,0.489,17.3,,0.259
Bowling Green State,2002-2003,29,13,16,0.448,-2.20,1.95,,8,10,,8,4,,4,10,,1962,2012,,,,0.493,0.354,0.557,48.6,60.1,,5.0,0.506,21.5,,0.364
Bradley,2002-2003,30,12,18,0.400,1.12,1.19,,8,10,,7,7,,3,10,,2204,2169,,,,0.413,0.313,0.538,49.5,52.0,,2.9,0.499,17.2,,0.290
Brigham Young NCAA,2002-2003,32,23,9,0.719,13.64,5.29,,11,3,,13,1,,6,5,,2299,2032,,,,0.461,0.313,0.570,53.3,55.9,,5.0,0.521,17.8,,0.348
Brown,2002-2003,29,17,12,0.586,-2.33,-3.60,,12,2,,7,3,,10,7,,2144,2107,,,,0.457,0.331,0.568,48.8,58.9,,6.3,0.522,19.4,,0.340
Bucknell,2002-2003,29,14,15,0.483,-6.61,-4.97,,7,7,,7,4,,4,9,,1687,1706,,,,0.460,0.365,0.504,51.1,61.8,,4.7,0.468,21.7,,0.291
Buffalo,2002-2003,28,5,23,0.179,-7.96,-0.56,,2,16,,5,8,,0,15,,1815,2022,,,,0.330,0.319,0.484,50.3,54.3,,3.9,0.449,17.8,,0.222
Butler NCAA,2002-2003,33,27,6,0.818,9.11,2.24,,14,2,,13,0,,10,5,,2229,1986,,,,0.322,0.422,0.584,47.9,53.4,,3.5,0.558,15.6,,0.231
Cal Poly,2002-2003,30,16,14,0.533,-2.37,-1.51,,10,8,,7,6,,6,6,,2046,2057,,,,0.353,0.358,0.522,49.0,52.5,,7.2,0.483,19.7,,0.253
Cal State Fullerton,2002-2003,29,10,19,0.345,-6.72,-2.99,,8,10,,6,6,,4,10,,1825,1933,,,,0.377,0.266,0.515,51.1,51.4,,3.1,0.485,17.8,,0.244
Cal State Northridge,2002-2003,29,14,15,0.483,-2.27,-2.20,,8,10,,9,4,,4,10,,2073,2009,,,,0.381,0.314,0.542,51.5,53.2,,3.8,0.506,20.4,,0.268
California NCAA,2002-2003,31,22,9,0.710,11.78,7.58,,13,5,,13,1,,7,4,,2301,2171,,,,0.330,0.291,0.547,50.7,57.5,,4.8,0.520,17.1,,0.225
Campbell,2002-2003,27,5,22,0.185,-19.80,-6.51,,1,15,,5,8,,0,13,,1756,2098,,,,0.347,0.348,0.532,42.4,63.4,,4.7,0.499,20.6,,0.243
Canisius,2002-2003,28,10,18,0.357,-3.23,-2.34,,6,12,,6,7,,3,10,,1967,1992,,,,0.272,0.287,0.517,49.1,59.3,,5.7,0.488,17.4,,0.192
Centenary (LA),2002-2003,28,14,14,0.500,-9.66,-3.88,,,,,9,1,,5,10,,2145,2117,,,,0.428,0.241,0.560,46.6,50.7,,6.6,0.511,18.5,,0.325
Central Connecticut State,2002-2003,28,15,13,0.536,-8.15,-8.58,,12,6,,9,4,,5,7,,1891,1879,,,,0.337,0.271,0.551,53.5,47.1,,3.0,0.513,20.1,,0.252
Central Michigan NCAA,2002-2003,32,25,7,0.781,6.72,1.79,,14,4,,12,1,,9,5,,2553,2346,,,,0.460,0.335,0.611,52.1,58.3,,6.5,0.569,21.6,,0.351
Charleston Southern,2002-2003,28,14,14,0.500,-9.87,-8.91,,8,6,,9,4,,5,9,,1828,1839,,,,0.302,0.247,0.515,49.6,51.4,,6.0,0.476,18.7,,0.225
Charlotte,2002-2003,29,13,16,0.448,5.50,6.95,,8,8,,11,4,,2,11,,1985,2027,,,,0.337,0.398,0.491,50.7,60.9,,5.7,0.462,16.4,,0.213
Chattanooga,2002-2003,30,21,9,0.700,0.40,-3.64,,11,5,,11,3,,8,5,,2435,2221,,,,0.390,0.351,0.587,53.5,60.2,,5.5,0.548,19.4,,0.295
Chicago State,2002-2003,30,3,27,0.100,-14.20,-2.43,,0,14,,2,10,,0,14,,1896,2249,,,,0.375,0.215,0.504,49.9,51.4,,3.1,0.478,21.8,,0.232
Cincinnati NCAA,2002-2003,29,17,12,0.586,12.90,7.45,,9,7,,13,3,,3,7,,1954,1796,,,,0.371,0.347,0.503,50.2,53.5,,8.1,0.463,13.6,,0.256
Clemson,2002-2003,28,15,13,0.536,5.67,5.35,,5,11,,13,4,,1,8,,1916,1907,,,,0.404,0.251,0.518,51.6,51.2,,4.8,0.485,16.9,,0.265
Cleveland State,2002-2003,30,8,22,0.267,-6.95,0.62,,3,13,,5,8,,2,12,,1969,2196,,,,0.412,0.310,0.535,47.5,59.1,,7.8,0.504,21.9,,0.271
Coastal Carolina,2002-2003,28,13,15,0.464,-12.45,-8.95,,5,9,,8,4,,5,11,,1886,1925,,,,0.349,0.298,0.526,52.9,52.2,,3.3,0.487,20.7,,0.252
Colgate,2002-2003,28,14,14,0.500,-8.34,-6.46,,9,5,,9,4,,5,8,,1897,1869,,,,0.264,0.327,0.524,49.6,56.9,,3.3,0.499,18.1,,0.182
College of Charleston,2002-2003,33,25,8,0.758,1.21,-3.18,,13,3,,12,2,,8,5,,2461,2233,,,,0.336,0.406,0.546,48.2,56.6,,7.3,0.519,17.1,,0.229
Colorado NCAA,2002-2003,32,20,12,0.625,12.83,8.01,,9,7,,14,1,,3,9,,2405,2251,,,,0.387,0.248,0.518,53.5,48.8,,10.6,0.484,16.1,,0.259
Colorado State NCAA,2002-2003,33,19,14,0.576,5.38,4.41,,5,9,,14,4,,3,9,,2450,2363,,,,0.465,0.219,0.579,53.3,58.7,,7.8,0.545,20.7,,0.324
Columbia,2002-2003,27,2,25,0.074,-17.28,-4.83,,0,14,,1,9,,1,13,,1340,1676,,,,0.352,0.366,0.468,48.8,57.3,,7.0,0.428,24.4,,0.237
Connecticut NCAA,2002-2003,33,23,10,0.697,15.84,7.63,,10,6,,14,2,,5,6,,2622,2351,,,,0.358,0.247,0.545,53.4,52.1,,11.7,0.516,17.4,,0.242
Coppin State,2002-2003,28,11,17,0.393,-11.00,-7.39,,11,7,,5,4,,6,11,,1625,1726,,,,0.325,0.234,0.521,48.6,43.7,,4.3,0.483,21.1,,0.238
Cornell,2002-2003,27,9,18,0.333,-12.23,-4.27,,4,10,,5,7,,4,11,,1641,1831,,,,0.360,0.372,0.516,47.7,62.5,,4.2,0.492,20.9,,0.226
Creighton NCAA,2002-2003,34,29,5,0.853,15.32,1.03,,15,3,,17,0,,7,4,,2688,2202,,,,0.347,0.354,0.590,51.2,59.0,,8.1,0.567,16.8,,0.240
Dartmouth,2002-2003,27,8,19,0.296,-10.63,-5.44,,4,10,,4,9,,3,10,,1625,1725,,,,0.288,0.454,0.529,44.6,66.5,,5.1,0.500,17.8,,0.203
Davidson,2002-2003,27,17,10,0.630,0.21,-2.25,,11,5,,11,2,,6,7,,2180,1920,,,,0.330,0.401,0.586,54.5,61.4,,3.1,0.550,20.7,,0.257
Dayton NCAA,2002-2003,30,24,6,0.800,11.00,5.17,,14,2,,17,1,,7,4,,2182,2007,,,,0.410,0.386,0.558,53.6,61.2,,5.2,0.520,16.9,,0.292
Delaware,2002-2003,29,15,14,0.517,-1.22,-1.54,,9,9,,8,5,,5,8,,1990,1981,,,,0.316,0.348,0.503,47.9,58.0,,6.5,0.467,16.4,,0.223
Delaware State,2002-2003,27,15,12,0.556,-9.94,-9.57,,13,5,,11,0,,4,11,,1680,1690,,,,0.345,0.361,0.538,48.4,55.4,,6.7,0.507,19.2,,0.237
Denver,2002-2003,32,17,15,0.531,1.53,-0.28,,7,8,,10,3,,2,9,,2268,2210,,,,0.333,0.377,0.513,50.8,59.3,,3.0,0.473,16.2,,0.243
DePaul,2002-2003,29,16,13,0.552,8.83,6.49,,8,8,,13,3,,3,9,,1949,1881,,,,0.401,0.246,0.527,55.1,54.9,,3.8,0.484,18.8,,0.288
Detroit Mercy,2002-2003,30,18,12,0.600,5.87,-0.09,,9,7,,10,3,,6,8,,2128,1935,,,,0.342,0.235,0.551,52.4,50.4,,5.0,0.521,15.5,,0.239
Drake,2002-2003,30,10,20,0.333,-4.29,1.46,,5,13,,6,7,,3,11,,2017,2106,,,,0.416,0.312,0.561,51.2,58.2,,3.4,0.518,19.6,,0.308
Drexel,2002-2003,31,19,12,0.613,1.56,-1.45,,12,6,,7,4,,11,6,,2127,2020,,,,0.334,0.326,0.516,49.6,60.7,,8.5,0.486,16.9,,0.225
Duke NCAA,2002-2003,33,26,7,0.788,19.86,8.37,,11,5,,15,0,,3,6,,2677,2298,,,,0.453,0.339,0.556,51.0,49.5,,9.4,0.514,16.1,,0.323
Duquesne,2002-2003,30,9,21,0.300,-4.38,2.29,,3,13,,5,8,,3,11,,2001,2201,,,,0.385,0.293,0.534,49.1,53.5,,6.4,0.498,23.2,,0.266
East Carolina,2002-2003,27,12,15,0.444,1.81,4.73,,3,13,,8,6,,3,9,,1760,1757,,,,0.359,0.280,0.492,51.9,52.1,,6.5,0.453,16.3,,0.247
East Tennessee State NCAA,2002-2003,31,20,11,0.645,-0.90,-2.94,,11,5,,11,2,,5,8,,2543,2332,,,,0.409,0.245,0.551,51.7,49.8,,8.1,0.508,19.5,,0.299
Eastern Illinois,2002-2003,29,14,15,0.483,-3.17,-1.92,,9,7,,10,2,,4,12,,2242,2269,,,,0.326,0.285,0.537,49.2,58.8,,3.8,0.495,15.3,,0.251
Eastern Kentucky,2002-2003,28,11,17,0.393,-10.98,-5.03,,5,11,,8,6,,3,11,,2172,2185,,,,0.358,0.287,0.537,49.1,55.6,,5.0,0.506,16.8,,0.244
Eastern Michigan,2002-2003,28,14,14,0.500,-3.84,-0.91,,8,10,,11,3,,2,10,,2210,2202,,,,0.507,0.274,0.545,50.7,55.3,,5.2,0.513,17.5,,0.327
Eastern Washington,2002-2003,31,18,13,0.581,2.53,-0.80,,9,5,,9,2,,7,9,,2189,2073,,,,0.450,0.256,0.563,50.5,61.9,,5.0,0.518,21.4,,0.330
Elon,2002-2003,27,12,15,0.444,-13.62,-7.97,,8,6,,6,6,,6,9,,1706,1835,,,,0.352,0.249,0.500,51.9,49.6,,5.6,0.468,20.5,,0.232
Evansville,2002-2003,28,12,16,0.429,-0.71,2.97,,8,10,,9,5,,3,10,,1960,2063,,,,0.451,0.302,0.582,50.4,65.8,,6.1,0.543,21.0,,0.329
Fairfield,2002-2003,31,19,12,0.613,-0.25,-1.06,,13,5,,8,7,,9,4,,2197,2172,,,,0.462,0.244,0.533,52.1,53.3,,9.1,0.483,20.3,,0.334
FDU,2002-2003,29,15,14,0.517,-11.53,-9.91,,9,9,,10,2,,4,11,,2106,2153,,,,0.325,0.415,0.541,45.0,55.2,,4.1,0.510,17.9,,0.229
Florida NCAA,2002-2003,33,25,8,0.758,18.55,7.76,,12,4,,15,1,,8,3,,2484,2128,,,,0.330,0.396,0.578,50.8,61.4,,7.0,0.553,16.9,,0.232
Florida A&M,2002-2003,29,17,12,0.586,-10.58,-10.30,,11,7,,9,4,,7,7,,2073,2084,,,,0.440,0.391,0.542,52.1,47.6,,3.4,0.507,20.9,,0.298
Florida Atlantic,2002-2003,28,7,21,0.250,-12.55,-4.18,,3,13,,4,6,,1,15,,1951,2151,,,,0.290,0.306,0.480,47.6,48.5,,6.6,0.450,18.8,,0.193
Florida International,2002-2003,29,8,21,0.276,-5.26,-0.19,,1,13,,5,10,,2,11,,1755,1869,,,,0.422,0.234,0.481,52.2,45.7,,4.4,0.448,20.3,,0.258
Florida State,2002-2003,29,14,15,0.483,9.00,7.75,,4,12,,12,5,,1,9,,1974,1930,,,,0.315,0.336,0.517,48.4,56.3,,7.8,0.488,18.4,,0.212
Fordham,2002-2003,28,2,26,0.071,-9.47,4.03,,1,15,,1,13,,1,13,,1810,2188,,,,0.331,0.366,0.497,46.1,52.3,,5.5,0.473,21.2,,0.205
Fresno State,2002-2003,28,20,8,0.714,5.29,0.44,,13,5,,14,1,,6,7,,2006,1870,,,,0.327,0.319,0.537,54.1,57.0,,8.1,0.505,19.1,,0.231
Furman,2002-2003,31,14,17,0.452,-7.33,-3.15,,8,8,,10,5,,3,10,,2047,2053,,,,0.317,0.294,0.509,52.6,54.7,,5.5,0.477,18.8,,0.219
Gardner-Webb,2002-2003,29,5,24,0.172,-11.04,-3.36,,2,14,,4,7,,1,15,,1964,2171,,,,0.202,0.417,0.486,48.7,62.4,,5.1,0.462,19.4,,0.142
George Mason,2002-2003,28,16,12,0.571,2.27,-1.31,,11,7,,10,3,,6,8,,1794,1694,,,,0.384,0.273,0.503,53.8,51.4,,4.2,0.465,19.8,,0.261
George Washington,2002-2003,29,12,17,0.414,2.82,3.34,,5,11,,7,4,,5,10,,2070,2085,,,,0.485,0.321,0.534,52.1,55.7,,5.7,0.493,19.6,,0.327
Georgetown,2002-2003,34,19,15,0.559,12.86,6.27,,6,10,,11,6,,6,7,,2584,2360,,,,0.424,0.232,0.522,51.3,59.2,,10.7,0.469,17.8,,0.315
Georgia,2002-2003,27,19,8,0.704,17.30,11.30,,11,5,,13,1,,5,6,,2138,1976,,,,0.352,0.287,0.552,50.5,62.7,,7.2,0.519,13.9,,0.251
Georgia Southern,2002-2003,29,16,13,0.552,-7.77,-5.61,,8,8,,8,5,,6,7,,2226,2207,,,,0.366,0.279,0.537,51.5,50.2,,6.0,0.513,18.3,,0.234
Georgia State,2002-2003,29,14,15,0.483,-6.10,-5.85,,8,8,,9,6,,5,9,,2145,2137,,,,0.330,0.312,0.541,49.0,50.2,,8.3,0.510,17.6,,0.232
Georgia Tech,2002-2003,31,16,15,0.516,12.20,7.94,,7,9,,13,3,,2,12,,2297,2165,,,,0.353,0.272,0.530,52.4,57.9,,9.0,0.498,17.8,,0.241
Gonzaga NCAA,2002-2003,33,24,9,0.727,12.26,3.80,,12,2,,11,2,,9,3,,2558,2279,,,,0.446,0.345,0.573,54.1,60.3,,6.2,0.533,17.5,,0.323
Grambling,2002-2003,30,12,18,0.400,-17.04,-7.47,,9,9,,9,2,,3,14,,2188,2397,,,,0.283,0.287,0.512,47.2,50.4,,6.4,0.482,18.7,,0.199
Green Bay,2002-2003,30,10,20,0.333,-3.31,0.69,,4,12,,9,6,,0,13,,2029,2159,,,,0.419,0.252,0.524,53.5,49.8,,4.5,0.474,18.8,,0.308
Hampton,2002-2003,30,19,11,0.633,-7.85,-10.51,,13,5,,10,4,,7,6,,2144,2064,,,,0.403,0.331,0.538,51.3,57.8,,6.8,0.507,21.0,,0.266
Hartford,2002-2003,29,16,13,0.552,-5.47,-5.50,,10,6,,11,2,,4,9,,1907,1856,,,,0.357,0.266,0.499,52.3,51.7,,4.6,0.469,17.3,,0.228
Harvard,2002-2003,27,12,15,0.444,-5.80,-3.65,,4,10,,6,7,,6,7,,1929,1980,,,,0.300,0.351,0.523,51.4,61.1,,4.2,0.495,19.8,,0.204
Hawaii,2002-2003,31,19,12,0.613,4.53,1.56,,9,9,,15,1,,3,11,,2180,2088,,,,0.386,0.281,0.542,50.5,65.2,,5.6,0.509,18.4,,0.266
High Point,2002-2003,27,7,20,0.259,-15.76,-9.08,,3,11,,4,6,,2,12,,1850,2022,,,,0.361,0.288,0.520,49.9,47.6,,3.6,0.492,19.7,,0.234
Hofstra,2002-2003,29,8,21,0.276,-8.57,-2.06,,6,12,,5,8,,2,11,,1859,2048,,,,0.309,0.368,0.486,54.1,55.8,,5.0,0.466,21.9,,0.182
Holy Cross NCAA,2002-2003,31,26,5,0.839,5.26,-5.38,,13,1,,12,0,,12,3,,2180,1821,,,,0.423,0.285,0.552,56.0,64.4,,8.7,0.514,17.8,,0.299
Houston,2002-2003,28,8,20,0.286,-3.03,4.94,,6,10,,6,7,,2,11,,1631,1854,,,,0.290,0.348,0.485,50.9,50.7,,7.4,0.456,22.5,,0.191
Howard,2002-2003,30,13,17,0.433,-10.35,-10.72,,9,9,,5,6,,5,10,,2196,2185,,,,0.369,0.288,0.520,49.4,42.9,,5.1,0.484,17.8,,0.254
Idaho,2002-2003,28,13,15,0.464,-4.16,-2.49,,9,9,,8,6,,5,8,,1759,1776,,,,0.324,0.305,0.505,50.8,54.6,,5.5,0.469,18.0,,0.228
Idaho State,2002-2003,29,15,14,0.517,-3.25,-2.66,,7,7,,10,2,,3,10,,2064,2046,,,,0.353,0.276,0.520,48.7,56.1,,6.2,0.494,18.0,,0.227
Illinois NCAA,2002-2003,32,25,7,0.781,19.83,6.76,,11,5,,15,0,,4,6,,2388,1970,,,,0.336,0.355,0.574,52.1,66.9,,5.7,0.544,16.7,,0.244
Illinois State,2002-2003,29,8,21,0.276,-3.41,2.17,,5,13,,5,9,,2,11,,1873,2035,,,,0.284,0.275,0.531,49.3,48.6,,4.7,0.503,19.6,,0.200
Illinois-Chicago,2002-2003,30,21,9,0.700,6.15,-0.11,,12,4,,11,2,,9,6,,2249,2062,,,,0.378,0.263,0.541,53.0,58.5,,6.1,0.526,15.2,,0.223
Indiana NCAA,2002-2003,34,21,13,0.618,12.63,9.81,,8,8,,11,1,,2,9,,2376,2280,,,,0.411,0.393,0.537,50.3,59.6,,8.8,0.494,15.1,,0.295
Indiana State,2002-2003,31,7,24,0.226,-6.96,2.37,,2,16,,5,9,,0,12,,1749,2038,,,,0.278,0.265,0.472,46.3,59.0,,5.3,0.439,18.3,,0.190
Iona,2002-2003,29,17,12,0.586,-0.09,-3.59,,11,7,,10,2,,4,8,,2174,2073,,,,0.418,0.275,0.551,50.0,62.9,,7.7,0.511,18.4,,0.299
Iowa,2002-2003,31,17,14,0.548,8.44,5.83,,7,9,,11,7,,6,6,,2141,2060,,,,0.425,0.304,0.538,52.3,59.9,,7.1,0.495,19.1,,0.304
Iowa State,2002-2003,31,17,14,0.548,9.82,6.05,,5,11,,14,5,,2,8,,2187,2052,,,,0.315,0.263,0.532,52.1,45.6,,9.9,0.504,16.6,,0.214
IU Indy NCAA,2002-2003,34,20,14,0.588,-2.43,-1.80,,10,4,,9,3,,7,8,,2423,2406,,,,0.417,0.337,0.545,50.4,54.9,,3.3,0.507,19.7,,0.292
Jackson State,2002-2003,28,10,18,0.357,-11.97,-7.93,,9,9,,8,2,,2,16,,1972,2085,,,,0.405,0.342,0.509,45.4,54.7,,4.5,0.470,18.9,,0.275
Jacksonville,2002-2003,29,13,16,0.448,-10.41,-6.12,,8,8,,9,3,,3,9,,1921,2011,,,,0.352,0.286,0.513,49.4,50.4,,9.1,0.483,21.0,,0.232
Jacksonville State,2002-2003,30,20,10,0.667,-5.75,-7.23,,10,6,,10,1,,7,7,,2269,2145,,,,0.357,0.350,0.549,49.8,60.0,,5.3,0.522,18.0,,0.241
James Madison,2002-2003,30,13,17,0.433,-4.76,-2.45,,8,10,,7,6,,5,9,,2017,2054,,,,0.330,0.341,0.518,49.3,53.7,,8.7,0.488,18.8,,0.222
Kansas NCAA,2002-2003,38,30,8,0.789,25.00,10.53,,14,2,,15,1,,7,2,,3141,2541,,,,0.379,0.228,0.556,55.2,55.2,,8.2,0.532,16.6,,0.248
Kansas City,2002-2003,29,9,20,0.310,-9.72,-2.35,,7,7,,4,8,,4,8,,1968,2182,,,,0.313,0.459,0.513,45.9,51.5,,4.7,0.488,15.8,,0.204
Kansas State,2002-2003,30,13,17,0.433,10.14,7.38,,4,12,,11,5,,1,9,,2089,1985,,,,0.369,0.280,0.531,52.0,60.3,,6.3,0.508,16.8,,0.232
Kent State,2002-2003,31,21,10,0.677,5.02,0.55,,12,6,,9,5,,9,4,,2381,2193,,,,0.373,0.334,0.581,53.0,53.2,,3.7,0.553,16.4,,0.262
Kentucky NCAA,2002-2003,36,32,4,0.889,22.47,9.33,,16,0,,12,1,,9,1,,2782,2309,,,,0.353,0.278,0.567,54.3,55.9,,8.8,0.538,17.0,,0.248
La Salle,2002-2003,29,12,17,0.414,0.06,3.16,,5,11,,9,6,,3,10,,1981,2071,,,,0.405,0.334,0.503,48.8,50.5,,3.6,0.452,17.5,,0.296
Lafayette,2002-2003,29,13,16,0.448,-8.14,-5.22,,6,8,,9,5,,3,10,,1969,1976,,,,0.332,0.372,0.549,49.0,57.8,,6.7,0.517,18.8,,0.236
Lamar,2002-2003,27,13,14,0.481,-9.22,-8.11,,10,10,,10,3,,3,11,,1771,1781,,,,0.426,0.319,0.522,51.2,48.1,,8.1,0.483,22.0,,0.290
Lehigh,2002-2003,28,16,12,0.571,-6.59,-6.62,,8,6,,11,2,,4,9,,1829,1779,,,,0.364,0.279,0.528,51.2,55.2,,5.8,0.486,18.7,,0.267
Liberty,2002-2003,29,14,15,0.483,-13.91,-10.35,,8,6,,11,5,,3,10,,1900,2016,,,,0.467,0.350,0.514,50.0,53.9,,5.3,0.455,22.2,,0.345
Lipscomb,2002-2003,28,8,20,0.286,,,,,,,8,6,,0,12,,2158,2227,,74.6,102.4,0.450,0.394,0.561,48.8,60.9,5.7,7.4,0.518,20.0,29.1,0.327
Little Rock,2002-2003,30,18,12,0.600,-0.94,-0.91,,8,6,,11,2,,4,8,,2125,2111,,,,0.439,0.342,0.556,49.3,49.5,,4.6,0.521,20.7,,0.303
Long Beach State,2002-2003,27,5,22,0.185,-12.82,-0.78,,4,14,,5,8,,0,14,,1711,2013,,,,0.402,0.349,0.532,47.5,55.8,,4.9,0.490,22.2,,0.286
Long Island University,2002-2003,28,9,19,0.321,-13.65,-7.72,,7,11,,3,7,,6,11,,2102,2268,,,,0.330,0.304,0.515,52.6,51.9,,3.5,0.484,19.2,,0.223
Louisiana,2002-2003,30,20,10,0.667,7.92,1.24,,12,3,,10,1,,8,7,,2326,2085,,,,0.376,0.354,0.554,50.8,53.9,,6.9,0.529,18.1,,0.248
Louisiana State NCAA,2002-2003,32,21,11,0.656,16.08,6.83,,8,8,,16,2,,2,6,,2326,2030,,,,0.358,0.323,0.562,51.7,60.5,,7.4,0.542,17.7,,0.231
Louisiana Tech,2002-2003,27,12,15,0.444,-1.39,2.93,,9,9,,9,4,,3,10,,1855,1914,,,,0.369,0.241,0.509,50.6,46.4,,6.1,0.471,17.5,,0.256
Louisiana-Monroe,2002-2003,28,12,16,0.429,-10.89,-6.66,,10,10,,7,5,,5,11,,2013,2122,,,,0.399,0.246,0.487,50.6,49.2,,5.7,0.457,18.7,,0.246
Louisville NCAA,2002-2003,32,25,7,0.781,19.81,6.84,,11,5,,16,2,,8,3,,2612,2197,,,,0.395,0.386,0.564,51.5,58.6,,8.3,0.532,15.5,,0.275
Loyola (IL),2002-2003,31,15,16,0.484,0.81,0.97,,9,7,,10,2,,5,11,,2309,2314,,,,0.335,0.329,0.511,50.4,44.8,,6.9,0.471,16.1,,0.243
Loyola (MD),2002-2003,28,4,24,0.143,-16.71,-3.71,,1,17,,3,11,,1,11,,1653,2017,,,,0.440,0.343,0.496,48.0,50.8,,4.6,0.448,22.7,,0.303
