School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Colgate,2008-2009,30,10,20,0.333,-13.26,-6.12,,5,9,,4,7,,6,13,,1701,1895,,,,0.379,0.319,0.492,47.1,52.5,,8.7,0.453,20.3,,0.254
College of Charleston,2008-2009,36,27,9,0.750,-1.33,-5.87,,15,5,,12,4,,11,5,,2781,2616,,,,0.320,0.365,0.562,49.1,47.9,,9.6,0.541,15.4,,0.211
Colorado,2008-2009,31,9,22,0.290,-0.06,5.04,,1,15,,8,9,,0,10,,1951,2091,,,,0.395,0.334,0.553,45.1,52.7,,4.6,0.512,19.8,,0.289
Colorado State,2008-2009,31,9,22,0.290,-1.16,3.88,,4,12,,6,9,,2,11,,2142,2300,,,,0.385,0.315,0.526,49.6,46.0,,6.7,0.484,17.3,,0.276
Columbia,2008-2009,28,12,16,0.429,-9.92,-6.46,,7,7,,9,6,,3,9,,1689,1740,,,,0.348,0.292,0.486,49.4,53.8,,5.8,0.450,18.5,,0.233
Connecticut NCAA,2008-2009,36,31,5,0.861,22.17,8.57,,15,3,,14,2,,9,1,,2819,2313,,,,0.464,0.230,0.549,55.8,56.9,,17.1,0.513,15.1,,0.315
Coppin State,2008-2009,32,13,19,0.406,-9.56,-4.59,,9,7,,7,2,,4,14,,2043,2161,,,,0.314,0.302,0.503,45.0,42.1,,4.3,0.465,16.6,,0.226
Cornell NCAA,2008-2009,31,21,10,0.677,2.71,-4.01,,11,3,,14,0,,5,8,,2281,2007,,,,0.314,0.338,0.572,52.2,58.7,,10.0,0.542,16.6,,0.229
Creighton,2008-2009,35,27,8,0.771,8.69,0.92,,14,4,,16,3,,8,4,,2565,2293,,,,0.398,0.377,0.559,47.5,57.5,,10.9,0.516,15.7,,0.298
Dartmouth,2008-2009,28,9,19,0.321,-13.28,-6.03,,7,7,,6,9,,3,9,,1750,1897,,,,0.312,0.274,0.489,48.2,42.4,,11.2,0.458,17.8,,0.205
Davidson,2008-2009,35,27,8,0.771,8.26,-3.33,,18,2,,12,3,,11,3,,2724,2306,,,,0.329,0.392,0.537,51.0,51.4,,8.9,0.506,14.8,,0.230
Dayton NCAA,2008-2009,35,27,8,0.771,7.16,1.76,,11,5,,18,0,,5,5,,2339,2150,,,,0.381,0.294,0.502,53.2,58.4,,10.8,0.470,17.0,,0.247
Delaware,2008-2009,32,13,19,0.406,-4.83,-2.64,,6,12,,8,7,,3,11,,2174,2244,,,,0.379,0.391,0.518,47.6,57.0,,7.1,0.478,16.5,,0.266
Delaware State,2008-2009,32,8,24,0.250,-14.53,-4.78,,6,10,,5,6,,3,14,,1847,2098,,,,0.281,0.338,0.504,47.9,46.0,,10.9,0.480,21.1,,0.183
Denver,2008-2009,31,15,16,0.484,-4.58,-4.97,,9,9,,12,3,,2,12,,1884,1872,,,,0.361,0.482,0.600,44.6,65.7,,6.3,0.570,20.6,,0.267
DePaul,2008-2009,33,9,24,0.273,-1.21,6.88,,0,18,,6,10,,1,11,,2123,2390,,,,0.317,0.331,0.480,46.9,47.8,,7.7,0.455,15.8,,0.195
Detroit Mercy,2008-2009,30,7,23,0.233,-8.08,0.65,,2,16,,4,8,,3,15,,1694,1937,,,,0.400,0.238,0.486,49.7,50.8,,9.1,0.449,22.4,,0.258
Drake,2008-2009,33,17,16,0.515,1.32,1.41,,7,11,,12,7,,4,7,,2128,2063,,,,0.393,0.464,0.544,50.0,55.6,,6.9,0.497,17.7,,0.296
Drexel,2008-2009,29,15,14,0.517,-0.80,-1.28,,10,8,,8,5,,7,8,,1788,1774,,,,0.390,0.296,0.461,53.4,53.0,,9.5,0.416,15.9,,0.262
Duke NCAA,2008-2009,37,30,7,0.811,20.10,9.07,,11,5,,16,1,,6,5,,2867,2439,,,,0.414,0.350,0.548,51.9,50.7,,9.4,0.505,14.8,,0.301
Duquesne,2008-2009,34,21,13,0.618,6.04,2.48,,9,7,,10,5,,8,7,,2683,2541,,,,0.374,0.415,0.573,48.2,60.3,,8.8,0.545,16.6,,0.260
East Carolina,2008-2009,30,13,17,0.433,-3.00,1.26,,5,11,,10,6,,3,10,,2176,2214,,,,0.363,0.414,0.557,48.7,59.9,,7.1,0.520,15.8,,0.266
East Tennessee State NCAA,2008-2009,34,23,11,0.676,3.21,-1.87,,14,6,,11,2,,9,6,,2657,2383,,,,0.396,0.289,0.547,50.9,45.4,,11.2,0.510,16.4,,0.281
Eastern Illinois,2008-2009,30,12,18,0.400,-9.18,-5.47,,8,10,,9,5,,3,13,,1936,1982,,,,0.322,0.268,0.525,51.1,54.7,,6.0,0.490,17.3,,0.231
Eastern Kentucky,2008-2009,31,18,13,0.581,-2.82,-5.45,,10,8,,12,2,,5,11,,2247,2061,,,,0.280,0.467,0.581,46.6,61.4,,5.8,0.561,14.9,,0.194
Eastern Michigan,2008-2009,32,8,24,0.250,-11.69,-1.79,,6,10,,5,9,,3,12,,1834,2040,,,,0.347,0.306,0.475,50.4,55.0,,9.4,0.449,20.7,,0.210
Eastern Washington,2008-2009,30,12,18,0.400,-7.13,-1.81,,6,10,,9,5,,3,13,,1905,2055,,,,0.318,0.309,0.502,49.7,51.1,,6.2,0.468,16.7,,0.220
Elon,2008-2009,31,11,20,0.355,-11.97,-4.62,,7,13,,8,6,,2,14,,2041,2197,,,,0.328,0.311,0.516,47.7,56.8,,8.8,0.490,18.0,,0.211
Evansville,2008-2009,31,17,14,0.548,1.87,2.29,,8,10,,15,4,,2,9,,2081,2038,,,,0.453,0.189,0.521,50.3,62.2,,3.9,0.477,17.0,,0.314
Fairfield,2008-2009,32,17,15,0.531,-2.29,-0.44,,9,9,,9,4,,6,9,,2093,2152,,,,0.360,0.342,0.509,49.2,57.8,,9.8,0.478,17.3,,0.236
FDU,2008-2009,30,7,23,0.233,-17.59,-5.18,,6,12,,4,9,,3,14,,1909,2282,,,,0.424,0.271,0.492,46.2,49.6,,10.3,0.456,20.9,,0.270
Florida,2008-2009,36,25,11,0.694,12.83,3.88,,9,7,,19,2,,2,7,,2774,2427,,,,0.300,0.376,0.569,50.3,59.4,,7.3,0.546,15.1,,0.208
Florida A&M,2008-2009,31,10,21,0.323,-17.22,-5.72,,6,10,,7,3,,1,16,,1899,2228,,,,0.327,0.379,0.477,43.0,49.8,,5.5,0.449,17.8,,0.204
Florida Atlantic,2008-2009,32,6,26,0.188,-9.68,-2.10,,2,16,,5,7,,0,18,,2079,2319,,,,0.330,0.299,0.506,48.3,53.1,,8.3,0.463,16.0,,0.244
Florida Gulf Coast,2008-2009,31,11,20,0.355,,,,7,13,,6,6,,0,11,,2021,2218,,71.1,91.7,0.439,0.303,0.502,48.2,62.9,10.8,8.5,0.453,21.3,31.2,0.307
Florida International,2008-2009,33,13,20,0.394,-7.71,-1.52,,7,11,,10,7,,3,12,,2071,2240,,,,0.395,0.319,0.504,50.4,54.8,,7.9,0.472,19.5,,0.252
Florida State NCAA,2008-2009,35,25,10,0.714,11.37,7.91,,10,6,,13,3,,8,5,,2392,2271,,,,0.392,0.335,0.535,50.6,51.6,,16.0,0.492,19.7,,0.284
Fordham,2008-2009,28,3,25,0.107,-14.14,1.08,,1,15,,2,13,,1,11,,1718,2144,,,,0.309,0.350,0.461,42.5,49.1,,7.7,0.431,15.8,,0.194
Fresno State,2008-2009,34,13,21,0.382,-4.11,0.96,,3,13,,9,8,,3,10,,2299,2372,,,,0.365,0.383,0.535,48.2,60.0,,11.6,0.505,18.6,,0.245
Furman,2008-2009,30,6,24,0.200,-16.07,-4.62,,4,16,,6,7,,0,16,,1830,2130,,,,0.357,0.331,0.495,47.0,53.3,,8.4,0.455,18.8,,0.248
Gardner-Webb,2008-2009,30,13,17,0.433,-8.32,-5.04,,9,9,,7,5,,6,12,,2220,2244,,,,0.321,0.369,0.526,50.9,62.2,,6.8,0.496,17.4,,0.221
George Mason,2008-2009,33,22,11,0.667,3.78,-1.98,,13,5,,14,0,,6,11,,2189,1999,,,,0.330,0.297,0.522,51.9,47.0,,9.2,0.498,15.8,,0.212
George Washington,2008-2009,28,10,18,0.357,-2.08,0.31,,4,12,,7,5,,3,10,,1853,1920,,,,0.385,0.303,0.528,50.2,54.4,,13.4,0.494,19.0,,0.261
Georgetown,2008-2009,31,16,15,0.516,14.39,8.97,,7,11,,11,5,,3,8,,2148,1980,,,,0.419,0.364,0.567,49.8,57.3,,10.5,0.530,19.2,,0.299
Georgia,2008-2009,32,12,20,0.375,-1.81,5.50,,3,13,,10,8,,1,9,,2077,2237,,,,0.302,0.324,0.493,50.5,54.9,,9.3,0.467,20.9,,0.193
Georgia Southern,2008-2009,30,8,22,0.267,-13.50,-3.70,,5,15,,6,7,,1,13,,2114,2363,,,,0.303,0.347,0.520,47.0,45.1,,6.3,0.495,18.1,,0.201
Georgia State,2008-2009,32,12,20,0.375,-6.13,-1.83,,8,10,,6,8,,4,11,,1929,2036,,,,0.303,0.329,0.491,49.1,51.5,,7.5,0.468,17.0,,0.187
Georgia Tech,2008-2009,31,12,19,0.387,5.56,7.32,,2,14,,10,9,,2,10,,2208,2216,,,,0.356,0.263,0.506,51.4,56.7,,12.5,0.479,19.3,,0.224
Gonzaga NCAA,2008-2009,34,28,6,0.824,17.95,3.55,,14,0,,11,2,,9,1,,2684,2142,,,,0.351,0.324,0.580,52.2,52.9,,13.6,0.551,14.3,,0.252
Grambling,2008-2009,29,6,23,0.207,-23.07,-10.10,,4,14,,4,8,,1,14,,1766,2084,,,,0.326,0.334,0.490,47.4,53.6,,7.1,0.467,19.9,,0.199
Green Bay,2008-2009,33,22,11,0.667,5.63,0.73,,13,5,,13,2,,7,7,,2399,2196,,,,0.383,0.365,0.568,48.9,58.0,,7.3,0.520,16.5,,0.301
Hampton,2008-2009,32,16,16,0.500,-10.79,-7.58,,8,8,,6,6,,7,8,,1851,1902,,,,0.380,0.358,0.466,49.3,55.2,,11.4,0.424,21.1,,0.251
Hartford,2008-2009,33,7,26,0.212,-13.24,-2.93,,2,14,,4,8,,1,16,,1998,2316,,,,0.282,0.474,0.502,45.1,61.2,,5.4,0.470,18.8,,0.200
Harvard,2008-2009,28,14,14,0.500,-7.57,-6.05,,6,8,,7,6,,7,8,,1890,1888,,,,0.422,0.340,0.567,47.4,54.6,,8.7,0.527,19.2,,0.308
Hawaii,2008-2009,30,13,17,0.433,-2.51,-1.34,,5,11,,11,9,,2,7,,1921,1956,,,,0.448,0.241,0.510,53.3,58.9,,10.2,0.458,20.2,,0.320
High Point,2008-2009,30,9,21,0.300,-13.10,-5.89,,4,14,,5,10,,4,11,,1931,2001,,,,0.273,0.329,0.497,52.3,52.5,,13.6,0.476,19.9,,0.170
Hofstra,2008-2009,32,21,11,0.656,-3.42,-2.90,,11,7,,10,3,,8,6,,2128,2126,,,,0.382,0.310,0.487,53.5,49.8,,14.1,0.442,18.2,,0.265
Holy Cross,2008-2009,32,18,14,0.563,-3.56,-5.91,,11,3,,12,4,,6,10,,2067,1992,,,,0.372,0.271,0.509,55.2,60.6,,10.2,0.472,20.0,,0.252
Houston,2008-2009,33,21,12,0.636,8.26,1.29,,10,6,,12,3,,6,8,,2501,2259,,,,0.365,0.290,0.516,48.8,45.7,,10.1,0.470,11.8,,0.272
Houston Christian,2008-2009,30,5,25,0.167,,,,,,,0,7,,0,14,,2050,2469,,72.3,94.1,0.318,0.405,0.500,45.3,48.8,10.1,6.8,0.471,18.8,28.9,0.209
Howard,2008-2009,31,8,23,0.258,-16.62,-6.58,,6,10,,8,5,,0,14,,1900,2186,,,,0.408,0.338,0.505,45.4,47.6,,7.9,0.472,20.9,,0.261
Idaho,2008-2009,33,17,16,0.515,-0.56,-0.15,,9,7,,13,3,,4,12,,2176,2167,,,,0.409,0.319,0.544,47.2,57.8,,10.1,0.516,16.9,,0.268
Idaho State,2008-2009,32,13,19,0.406,-3.22,0.17,,9,7,,11,4,,2,14,,2089,2185,,,,0.381,0.236,0.535,49.7,52.8,,11.5,0.500,17.6,,0.262
Illinois NCAA,2008-2009,34,24,10,0.706,14.38,6.73,,11,7,,14,3,,5,5,,2204,1944,,,,0.225,0.288,0.534,49.9,69.3,,9.7,0.511,16.9,,0.160
Illinois State,2008-2009,34,24,10,0.706,7.83,1.52,,11,7,,13,2,,7,7,,2414,2155,,,,0.342,0.414,0.550,53.4,54.7,,8.0,0.521,16.4,,0.237
Illinois-Chicago,2008-2009,31,16,15,0.516,0.98,0.02,,7,11,,8,6,,8,8,,2087,2035,,,,0.325,0.308,0.512,52.2,53.9,,10.0,0.466,16.5,,0.249
Indiana,2008-2009,31,6,25,0.194,-2.03,8.98,,1,17,,5,10,,0,11,,1862,2190,,,,0.379,0.325,0.515,49.6,55.2,,5.9,0.485,23.1,,0.246
Indiana State,2008-2009,32,11,21,0.344,-3.38,2.04,,7,11,,5,9,,4,10,,2019,2181,,,,0.360,0.423,0.526,47.7,56.1,,8.0,0.484,19.1,,0.262
Iona,2008-2009,31,12,19,0.387,-3.24,-2.37,,7,11,,5,6,,5,10,,1930,1957,,,,0.475,0.340,0.511,50.4,59.3,,9.2,0.470,20.5,,0.313
Iowa,2008-2009,32,15,17,0.469,6.65,6.84,,5,13,,13,4,,1,11,,1927,1908,,,,0.338,0.483,0.565,49.6,57.7,,6.8,0.530,19.0,,0.251
Iowa State,2008-2009,32,15,17,0.469,3.48,5.68,,4,12,,13,6,,2,10,,2078,2100,,,,0.283,0.394,0.529,48.8,60.7,,9.1,0.500,16.5,,0.200
IU Indy,2008-2009,30,16,14,0.533,-2.92,-2.51,,9,9,,8,5,,7,6,,1964,1899,,,,0.350,0.284,0.549,51.1,54.4,,12.0,0.526,17.7,,0.229
Jackson State,2008-2009,33,18,15,0.545,-9.50,-8.22,,15,3,,9,0,,6,14,,2307,2328,,,,0.429,0.272,0.518,51.7,56.1,,7.0,0.472,18.9,,0.303
Jacksonville,2008-2009,32,18,14,0.563,1.62,-0.05,,15,5,,10,5,,8,8,,2363,2210,,,,0.407,0.312,0.538,53.8,51.0,,9.7,0.501,17.3,,0.281
Jacksonville State,2008-2009,28,11,17,0.393,-8.20,-4.78,,5,13,,6,6,,5,11,,1962,1981,,,,0.413,0.290,0.521,50.8,62.0,,5.9,0.488,17.1,,0.270
James Madison,2008-2009,36,21,15,0.583,-1.14,-2.91,,9,9,,9,4,,8,7,,2540,2465,,,,0.372,0.363,0.554,49.5,49.1,,5.9,0.511,18.0,,0.282
Kansas NCAA,2008-2009,35,27,8,0.771,18.02,7.90,,14,2,,18,0,,6,4,,2674,2290,,,,0.395,0.296,0.569,55.1,58.7,,11.6,0.532,17.8,,0.287
Kansas City,2008-2009,31,7,24,0.226,-10.11,-1.25,,3,15,,3,9,,3,14,,2008,2263,,,,0.347,0.332,0.495,48.5,48.4,,4.9,0.453,16.7,,0.246
Kansas State,2008-2009,34,22,12,0.647,12.18,5.24,,9,7,,16,3,,5,6,,2556,2266,,,,0.419,0.310,0.518,54.3,54.2,,8.6,0.485,16.1,,0.272
Kennesaw State,2008-2009,29,7,22,0.241,,,,3,17,,2,8,,1,11,,1690,1990,,64.4,90.5,0.234,0.385,0.468,45.3,51.6,11.6,9.6,0.442,18.7,33.3,0.155
Kent State,2008-2009,34,19,15,0.559,0.66,-0.97,,10,6,,13,3,,5,9,,2343,2199,,,,0.341,0.302,0.516,49.3,50.6,,7.5,0.489,16.3,,0.221
Kentucky,2008-2009,36,22,14,0.611,12.69,4.82,,8,8,,13,6,,5,7,,2669,2386,,,,0.401,0.295,0.578,53.6,60.8,,17.2,0.533,20.8,,0.310
La Salle,2008-2009,31,18,13,0.581,3.45,1.12,,9,7,,11,6,,6,4,,2207,2135,,,,0.398,0.284,0.526,53.5,51.7,,9.1,0.489,17.5,,0.272
Lafayette,2008-2009,30,8,22,0.267,-14.08,-6.14,,4,10,,6,8,,2,14,,1959,2197,,,,0.342,0.453,0.518,47.3,60.5,,6.3,0.474,21.1,,0.256
Lamar,2008-2009,30,15,15,0.500,-5.00,-1.04,,6,10,,9,5,,5,9,,2198,2156,,,,0.407,0.297,0.529,51.3,56.3,,11.0,0.483,16.5,,0.297
Lehigh,2008-2009,29,15,14,0.517,-8.31,-8.28,,5,9,,8,6,,7,8,,1854,1827,,,,0.389,0.305,0.479,51.9,54.4,,6.7,0.434,16.8,,0.268
Liberty,2008-2009,35,23,12,0.657,-5.39,-5.49,,12,6,,15,3,,6,8,,2644,2493,,,,0.352,0.446,0.565,48.9,58.3,,4.5,0.535,16.4,,0.250
Lipscomb,2008-2009,31,17,14,0.548,-2.58,-3.49,,12,8,,12,4,,5,10,,2368,2161,,,,0.448,0.330,0.563,54.6,60.8,,5.8,0.532,19.3,,0.301
Little Rock,2008-2009,31,23,8,0.742,-0.66,-3.72,,15,3,,11,4,,11,3,,2059,1964,,,,0.449,0.280,0.534,51.7,56.8,,9.7,0.497,19.4,,0.301
Long Beach State,2008-2009,30,15,15,0.500,-1.57,-0.27,,10,6,,9,5,,6,9,,2138,2177,,,,0.376,0.369,0.543,49.4,57.1,,7.2,0.513,17.9,,0.254
Long Island University,2008-2009,30,16,14,0.533,-6.92,-8.63,,12,6,,12,3,,4,11,,2119,2058,,,,0.425,0.329,0.513,52.7,48.4,,5.3,0.464,16.1,,0.306
Longwood,2008-2009,31,17,14,0.548,-12.38,-6.51,,,,,13,2,,3,11,,2400,2349,,,,0.311,0.365,0.519,45.7,58.1,,6.4,0.490,16.4,,0.211
