School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Baylor NCAA,2022-2023,34,23,11,0.676,17.30,10.54,,11,7,,14,3,,5,5,,2619,2389,,67.8,113.3,0.368,0.449,0.570,51.5,54.9,9.6,6.9,0.532,15.2,34.4,0.274
Bellarmine,2022-2023,33,15,18,0.455,-7.42,-1.35,,9,9,,8,6,,6,12,,2187,2216,,62.8,104.7,0.251,0.433,0.562,48.0,58.6,8.8,5.4,0.535,15.9,22.1,0.189
Belmont,2022-2023,32,21,11,0.656,1.88,-1.93,,14,6,,12,2,,7,7,,2447,2299,,69.0,109.9,0.249,0.416,0.575,48.4,54.3,10.1,8.1,0.553,14.6,25.2,0.181
Bethune-Cookman,2022-2023,32,12,20,0.375,-17.15,-7.82,,8,10,,8,5,,3,13,,2172,2401,,69.5,97.2,0.315,0.325,0.507,46.2,46.9,10.3,7.7,0.473,16.2,27.6,0.220
Binghamton,2022-2023,31,13,18,0.419,-10.44,-5.51,,8,8,,8,7,,5,11,,2133,2217,,67.0,101.0,0.297,0.302,0.530,51.0,45.5,6.8,8.4,0.499,16.7,29.0,0.212
Boise State NCAA,2022-2023,34,24,10,0.706,12.78,6.21,,13,5,,14,1,,6,6,,2451,2198,,66.8,106.8,0.303,0.378,0.553,52.6,43.8,7.5,8.0,0.521,14.6,27.4,0.222
Boston College,2022-2023,33,16,17,0.485,1.09,4.73,,9,11,,9,7,,4,7,,2197,2317,,66.7,99.0,0.273,0.315,0.519,49.3,50.4,9.5,10.4,0.487,16.1,27.5,0.198
Boston University,2022-2023,32,15,17,0.469,-8.10,-6.52,,8,10,,9,4,,6,11,,2147,2151,,66.3,99.7,0.284,0.391,0.513,51.3,44.0,9.5,7.5,0.477,15.5,28.6,0.210
Bowling Green State,2022-2023,31,11,20,0.355,-8.46,-3.81,,5,13,,7,9,,4,11,,2355,2434,,71.2,106.7,0.335,0.354,0.547,50.8,51.0,8.5,8.1,0.512,14.9,29.6,0.243
Bradley,2022-2023,35,25,10,0.714,6.51,-0.67,,16,4,,15,1,,8,6,,2473,2195,,65.9,106.8,0.275,0.391,0.550,52.8,50.7,10.3,11.8,0.530,15.4,29.2,0.183
Brigham Young,2022-2023,34,19,15,0.559,9.43,5.40,,7,9,,12,4,,2,7,,2568,2376,,70.9,106.1,0.324,0.404,0.554,54.0,54.9,10.4,11.4,0.523,17.2,31.8,0.232
Brown,2022-2023,27,14,13,0.519,-2.47,-2.69,,7,7,,7,5,,7,8,,1878,1872,,69.9,99.1,0.298,0.399,0.528,50.3,54.5,10.2,9.0,0.507,16.9,25.3,0.191
Bryant,2022-2023,30,17,13,0.567,-3.59,-4.52,,8,8,,9,4,,7,8,,2381,2193,,73.0,108.3,0.331,0.392,0.565,53.6,47.5,9.1,9.4,0.532,16.0,30.1,0.243
Bucknell,2022-2023,32,12,20,0.375,-9.93,-6.96,,5,13,,7,7,,3,13,,2161,2192,,66.4,100.9,0.265,0.377,0.549,51.5,53.8,8.2,10.3,0.523,17.8,25.8,0.190
Buffalo,2022-2023,32,15,17,0.469,-2.97,0.67,,9,9,,11,4,,3,9,,2481,2485,,74.2,104.1,0.316,0.348,0.539,51.8,51.9,10.7,8.2,0.509,16.4,31.9,0.223
Butler,2022-2023,32,14,18,0.438,5.85,8.54,,6,14,,10,6,,3,10,,2088,2174,,67.2,97.0,0.260,0.358,0.526,45.2,52.3,10.0,11.0,0.495,16.0,19.9,0.192
Cal Poly,2022-2023,33,8,25,0.242,-7.51,-0.54,,1,18,,6,11,,1,13,,2006,2174,,65.1,92.7,0.306,0.355,0.505,50.3,47.7,8.4,7.6,0.465,18.7,25.8,0.228
Cal State Bakersfield,2022-2023,33,11,22,0.333,-8.34,-1.47,,6,14,,6,8,,3,12,,1995,2134,,63.4,93.9,0.289,0.247,0.495,49.7,48.5,9.6,10.6,0.454,17.4,28.6,0.220
Cal State Fullerton,2022-2023,33,20,13,0.606,1.73,-0.27,,12,6,,11,2,,7,8,,2283,2148,,65.5,102.5,0.376,0.379,0.535,49.0,43.6,9.6,7.7,0.500,15.5,26.9,0.260
Cal State Northridge,2022-2023,32,7,25,0.219,-10.40,-1.74,,4,16,,7,8,,0,14,,2028,2194,,65.7,96.1,0.353,0.331,0.501,48.6,45.2,9.5,9.2,0.454,16.5,28.0,0.262
California,2022-2023,32,3,29,0.094,-3.36,8.43,,2,18,,3,14,,0,12,,1866,2243,,64.3,90.0,0.315,0.309,0.479,47.0,46.5,7.3,9.1,0.437,17.6,25.3,0.228
California Baptist,2022-2023,33,17,16,0.515,0.21,-0.69,,7,10,,12,5,,4,8,,2291,2156,,65.9,104.5,0.312,0.441,0.526,52.3,58.1,6.7,8.2,0.500,14.8,30.4,0.207
Campbell,2022-2023,34,16,18,0.471,-5.23,-4.89,,8,10,,8,6,,4,10,,2374,2329,,64.6,106.1,0.389,0.384,0.564,49.6,50.1,9.5,9.0,0.531,16.1,25.3,0.273
Canisius,2022-2023,30,10,20,0.333,-7.05,-3.46,,8,12,,7,7,,3,12,,2111,2169,,67.5,102.1,0.248,0.406,0.522,48.4,56.5,8.1,6.6,0.492,15.0,28.8,0.181
Central Arkansas,2022-2023,31,9,22,0.290,-13.72,-3.15,,4,14,,6,8,,2,13,,2261,2527,,72.7,99.1,0.243,0.412,0.510,48.2,46.9,8.9,8.2,0.478,15.7,28.4,0.182
Central Connecticut State,2022-2023,32,10,22,0.313,-13.68,-9.49,,7,9,,6,7,,4,14,,2111,2245,,65.7,99.3,0.233,0.357,0.507,49.5,52.1,8.4,10.6,0.481,15.4,28.5,0.165
Central Michigan,2022-2023,31,10,21,0.323,-11.97,-2.62,,5,13,,6,8,,3,12,,2038,2263,,69.0,94.9,0.380,0.377,0.511,49.8,47.4,8.4,11.5,0.472,19.9,31.2,0.262
Charleston Southern,2022-2023,31,10,21,0.323,-9.44,-4.47,,5,13,,6,8,,3,12,,2251,2305,,67.1,107.7,0.269,0.395,0.539,51.0,45.5,7.5,7.8,0.511,14.9,32.6,0.196
Charlotte,2022-2023,36,22,14,0.611,3.90,-0.46,,9,11,,11,4,,5,8,,2410,2253,,61.5,107.0,0.249,0.413,0.576,49.8,53.0,8.8,7.6,0.551,15.4,22.3,0.187
Chattanooga,2022-2023,35,18,17,0.514,-2.34,-3.34,,7,11,,9,7,,6,9,,2702,2523,,68.9,111.7,0.313,0.518,0.576,51.7,58.0,8.3,10.0,0.550,14.8,28.0,0.223
Chicago State,2022-2023,31,11,20,0.355,-11.29,-3.51,,,,,8,0,,3,20,,2180,2264,,66.8,104.8,0.316,0.430,0.539,51.2,49.9,8.4,7.5,0.505,17.3,34.2,0.230
Cincinnati,2022-2023,36,23,13,0.639,11.77,4.97,,11,7,,16,3,,5,7,,2776,2495,,69.9,109.6,0.260,0.392,0.542,51.8,54.7,8.9,9.6,0.517,13.0,30.9,0.183
Clemson,2022-2023,34,23,11,0.676,10.53,3.71,,14,6,,15,2,,5,6,,2540,2308,,68.1,109.0,0.305,0.403,0.577,51.5,53.9,7.5,9.2,0.541,14.6,23.4,0.239
Cleveland State,2022-2023,35,21,14,0.600,-2.60,-5.05,,14,6,,13,3,,7,9,,2512,2405,,66.5,106.1,0.291,0.275,0.523,49.9,48.5,10.2,9.5,0.496,14.5,35.1,0.198
Coastal Carolina,2022-2023,31,11,20,0.355,-8.93,-1.75,,5,13,,8,8,,3,11,,2273,2294,,69.1,105.3,0.284,0.375,0.533,51.2,46.9,8.7,9.6,0.493,15.1,31.6,0.222
Colgate NCAA,2022-2023,35,26,9,0.743,2.20,-5.86,,17,1,,14,2,,11,4,,2733,2426,,68.2,114.5,0.269,0.348,0.594,51.7,61.1,10.4,7.7,0.581,13.4,25.5,0.178
College of Charleston NCAA,2022-2023,35,31,4,0.886,8.40,-4.02,,16,2,,17,1,,11,2,,2804,2353,,70.7,112.5,0.328,0.477,0.551,54.3,49.8,10.4,7.7,0.515,14.1,35.2,0.244
Colorado,2022-2023,35,18,17,0.514,11.17,8.39,,8,12,,13,5,,2,9,,2445,2348,,69.6,100.4,0.299,0.346,0.520,52.5,50.8,10.7,9.8,0.490,16.4,30.8,0.208
Colorado State,2022-2023,33,15,18,0.455,5.64,5.86,,6,12,,9,7,,4,8,,2391,2355,,66.4,107.9,0.296,0.385,0.586,48.1,62.4,8.4,7.7,0.558,15.3,19.9,0.220
Columbia,2022-2023,29,7,22,0.241,-14.37,-2.37,,2,12,,6,9,,1,13,,1966,2197,,70.6,95.2,0.282,0.413,0.502,46.6,48.9,9.5,5.0,0.468,17.0,27.0,0.201
Connecticut NCAA,2022-2023,39,31,8,0.795,22.95,8.51,,13,7,,15,2,,6,5,,3064,2501,,68.4,114.9,0.308,0.417,0.573,56.7,63.2,9.2,12.7,0.539,15.8,38.4,0.234
Coppin State,2022-2023,32,9,23,0.281,-14.76,-3.60,,4,10,,4,6,,5,16,,2304,2661,,73.1,97.0,0.372,0.443,0.547,42.3,46.3,10.4,6.8,0.510,18.5,18.6,0.267
Cornell,2022-2023,28,17,11,0.607,0.63,-2.41,,7,7,,11,2,,6,8,,2287,2129,,72.5,112.1,0.282,0.490,0.580,50.0,59.9,13.3,6.3,0.556,15.0,29.5,0.204
Creighton NCAA,2022-2023,37,24,13,0.649,17.83,9.80,,14,6,,13,2,,5,6,,2828,2531,,69.3,109.6,0.284,0.417,0.576,52.7,57.3,7.2,9.2,0.542,14.9,25.3,0.222
Dartmouth,2022-2023,28,10,18,0.357,-7.98,-2.52,,6,8,,7,5,,3,11,,1998,2027,,70.8,99.4,0.292,0.421,0.540,49.6,50.1,7.6,10.4,0.512,17.9,24.2,0.204
Davidson,2022-2023,32,16,16,0.500,1.99,1.47,,8,10,,7,8,,6,6,,2236,2197,,66.1,104.4,0.339,0.374,0.543,48.7,53.5,8.0,3.5,0.503,14.4,24.8,0.254
Dayton,2022-2023,34,22,12,0.647,8.71,1.09,,12,6,,14,2,,5,6,,2334,2075,,63.6,107.2,0.355,0.373,0.560,53.8,62.2,7.5,12.5,0.530,16.5,30.8,0.248
Delaware,2022-2023,33,17,16,0.515,-5.57,-3.72,,8,10,,10,5,,4,10,,2298,2333,,67.4,102.6,0.331,0.366,0.534,47.6,47.7,10.2,10.6,0.498,14.8,25.3,0.241
Delaware State,2022-2023,30,6,24,0.200,-17.70,-4.95,,4,11,,4,8,,2,14,,1939,2265,,69.6,92.1,0.286,0.314,0.495,50.2,52.1,9.9,8.2,0.463,19.7,30.7,0.197
Denver,2022-2023,32,15,17,0.469,-9.56,-5.89,,6,12,,9,5,,4,11,,2325,2402,,69.1,103.6,0.416,0.258,0.566,53.1,43.5,7.9,8.4,0.529,18.9,29.8,0.298
DePaul,2022-2023,33,10,23,0.303,2.90,9.03,,3,17,,7,8,,2,12,,2349,2551,,69.8,100.4,0.276,0.378,0.530,45.7,54.5,9.0,12.0,0.497,16.1,25.8,0.204
Detroit Mercy,2022-2023,33,14,19,0.424,-3.21,-3.61,,9,11,,9,5,,5,13,,2527,2486,,67.8,112.1,0.281,0.432,0.551,52.5,47.1,9.0,5.5,0.516,14.5,35.9,0.216
Drake NCAA,2022-2023,35,27,8,0.771,7.84,-1.14,,15,5,,14,1,,6,6,,2617,2236,,67.0,109.2,0.279,0.370,0.569,52.2,50.2,7.8,7.4,0.537,13.8,24.3,0.214
Drexel,2022-2023,32,17,15,0.531,-2.27,-5.43,,10,8,,12,3,,3,9,,2135,1997,,64.0,102.2,0.294,0.404,0.522,51.6,48.4,8.6,8.0,0.495,15.4,30.2,0.201
Duke NCAA,2022-2023,36,27,9,0.750,15.83,7.44,,14,6,,16,0,,4,6,,2592,2290,,65.5,109.5,0.299,0.353,0.548,55.7,56.2,8.6,12.2,0.511,15.4,35.9,0.229
Duquesne,2022-2023,33,20,13,0.606,3.48,-0.16,,10,8,,16,4,,3,7,,2472,2352,,69.4,108.0,0.264,0.403,0.535,49.6,56.3,11.6,10.0,0.511,14.6,33.4,0.183
East Carolina,2022-2023,33,16,17,0.485,-0.29,1.41,,6,12,,10,6,,2,9,,2271,2327,,68.6,100.4,0.371,0.416,0.509,51.5,56.3,9.5,7.0,0.471,16.3,33.0,0.255
East Tennessee State,2022-2023,32,12,20,0.375,-6.00,-4.44,,8,10,,7,9,,4,9,,2211,2208,,66.7,103.2,0.301,0.349,0.533,51.3,47.5,9.1,9.4,0.509,16.8,31.5,0.202
East Texas A&M,2022-2023,33,13,20,0.394,-11.09,-7.53,,9,9,,5,5,,7,13,,2362,2421,,67.0,104.8,0.276,0.459,0.552,48.6,55.2,8.5,8.4,0.528,16.5,27.4,0.194
Eastern Illinois,2022-2023,31,9,22,0.290,-14.09,-6.75,,5,13,,6,9,,3,12,,2134,2235,,70.7,96.9,0.329,0.274,0.513,47.2,56.3,11.8,10.1,0.488,16.8,25.8,0.210
Eastern Kentucky,2022-2023,37,23,14,0.622,-1.47,-1.62,,12,6,,14,2,,5,10,,2909,2720,,72.0,107.3,0.241,0.373,0.525,51.9,50.3,10.9,12.7,0.505,13.8,34.1,0.159
Eastern Michigan,2022-2023,31,8,23,0.258,-11.05,-1.88,,5,13,,6,7,,2,13,,2239,2505,,70.3,101.9,0.315,0.333,0.533,45.9,37.2,8.8,6.2,0.492,14.9,25.0,0.241
Eastern Washington,2022-2023,34,23,11,0.676,1.47,-1.62,,16,2,,11,2,,10,7,,2607,2429,,68.9,111.2,0.310,0.440,0.598,53.7,56.2,7.5,9.5,0.569,17.5,29.2,0.234
Elon,2022-2023,32,8,24,0.250,-12.85,-4.38,,6,12,,5,9,,3,12,,2094,2291,,67.0,97.7,0.277,0.403,0.517,48.4,51.0,9.1,6.7,0.486,16.3,25.7,0.197
Evansville,2022-2023,32,5,27,0.156,-15.14,-1.54,,1,19,,3,10,,1,14,,1997,2432,,69.8,89.4,0.294,0.336,0.476,45.1,45.0,10.0,5.8,0.451,15.8,20.7,0.185
Fairfield,2022-2023,31,13,18,0.419,-6.98,-4.51,,9,11,,7,6,,4,10,,2012,2045,,64.9,98.7,0.373,0.369,0.508,49.6,42.9,8.3,9.5,0.463,15.6,28.8,0.270
FDU NCAA,2022-2023,37,21,16,0.568,-8.98,-9.83,,10,6,,10,5,,8,9,,2863,2744,,69.8,109.7,0.271,0.379,0.549,50.3,52.2,11.3,6.0,0.517,14.0,31.9,0.204
Florida,2022-2023,33,16,17,0.485,10.90,8.26,,9,9,,10,6,,4,7,,2351,2264,,69.7,101.8,0.345,0.368,0.530,47.3,48.9,9.7,12.3,0.494,14.3,23.8,0.247
Florida A&M,2022-2023,29,7,22,0.241,-17.81,-4.99,,5,13,,4,7,,3,15,,1700,2030,,66.5,87.8,0.323,0.347,0.480,47.8,47.1,9.9,10.2,0.442,20.8,29.3,0.223
Florida Atlantic NCAA,2022-2023,39,35,4,0.897,13.92,2.30,,18,2,,17,0,,11,3,,3035,2547,,68.5,112.8,0.294,0.440,0.572,54.2,51.8,9.4,6.7,0.547,14.8,31.6,0.212
Florida Gulf Coast,2022-2023,32,17,15,0.531,-2.63,-3.08,,7,11,,8,5,,6,9,,2280,2222,,66.7,106.1,0.275,0.451,0.547,49.6,50.8,10.2,9.6,0.517,14.9,27.2,0.203
Florida International,2022-2023,32,14,18,0.438,-2.71,0.32,,8,12,,11,7,,3,10,,2339,2404,,71.0,101.4,0.291,0.361,0.552,45.3,45.8,12.6,11.2,0.525,18.3,25.5,0.207
Florida State,2022-2023,32,9,23,0.281,-0.38,6.50,,7,13,,5,11,,4,7,,2219,2439,,69.0,100.5,0.304,0.344,0.527,47.1,53.6,8.9,11.3,0.493,15.6,25.9,0.221
Fordham,2022-2023,33,25,8,0.758,2.26,-2.14,,12,6,,18,2,,6,5,,2376,2231,,70.0,102.1,0.376,0.417,0.530,52.0,52.4,10.2,12.5,0.486,16.6,29.9,0.279
Fresno State,2022-2023,31,11,20,0.355,2.60,5.10,,6,12,,7,7,,4,9,,1974,2036,,64.0,99.5,0.251,0.407,0.527,48.1,53.1,9.9,10.3,0.493,16.1,24.9,0.194
Furman NCAA,2022-2023,36,28,8,0.778,4.89,-2.90,,15,3,,14,2,,8,3,,2911,2563,,69.4,115.4,0.341,0.464,0.588,51.2,59.1,9.4,8.4,0.557,13.8,28.8,0.253
Gardner-Webb,2022-2023,31,15,16,0.484,-3.84,-4.64,,10,8,,8,5,,6,10,,2192,2032,,67.5,103.1,0.340,0.335,0.542,52.7,49.1,10.4,14.3,0.523,16.6,29.7,0.213
George Mason,2022-2023,33,20,13,0.606,1.73,0.27,,11,7,,14,2,,4,7,,2268,2220,,67.6,100.9,0.370,0.386,0.544,52.4,56.5,6.8,8.5,0.519,17.8,27.9,0.241
George Washington,2022-2023,32,16,16,0.500,-1.93,-0.61,,10,8,,11,6,,5,6,,2441,2455,,69.7,107.4,0.348,0.384,0.566,49.8,46.7,8.0,9.0,0.532,15.8,26.9,0.257
Georgetown,2022-2023,32,7,25,0.219,-1.07,7.52,,2,18,,5,12,,1,11,,2225,2500,,69.6,99.1,0.291,0.310,0.505,49.0,46.5,8.8,12.1,0.471,15.1,28.9,0.209
Georgia,2022-2023,32,16,16,0.500,1.80,4.80,,6,12,,13,4,,1,10,,2193,2289,,68.2,100.1,0.405,0.382,0.518,50.2,49.2,9.2,7.0,0.471,16.7,30.6,0.294
Georgia Southern,2022-2023,33,17,16,0.515,-3.25,-2.02,,9,9,,12,4,,3,11,,2257,2201,,67.6,100.8,0.280,0.342,0.517,50.2,40.8,10.4,8.2,0.490,14.8,27.7,0.192
Georgia State,2022-2023,31,10,21,0.323,-6.79,-0.93,,3,15,,10,9,,0,11,,2068,2150,,67.8,98.0,0.325,0.311,0.501,51.2,45.9,8.5,9.8,0.462,16.2,31.9,0.231
Georgia Tech,2022-2023,33,15,18,0.455,2.08,4.89,,6,14,,11,6,,3,9,,2301,2335,,67.6,102.8,0.236,0.383,0.512,48.8,54.2,8.8,10.6,0.488,13.5,28.9,0.164
Gonzaga NCAA,2022-2023,37,31,6,0.838,18.99,8.04,,14,2,,15,1,,7,2,,3187,2715,,71.9,119.5,0.337,0.323,0.602,54.0,50.7,10.0,9.3,0.582,13.0,31.4,0.233
Grambling,2022-2023,33,24,9,0.727,-4.03,-8.48,,15,3,,11,1,,9,6,,2276,2054,,67.8,101.3,0.417,0.274,0.532,51.4,49.9,10.8,12.1,0.503,18.2,32.8,0.269
Grand Canyon NCAA,2022-2023,36,24,12,0.667,4.43,1.27,,10,7,,14,4,,5,5,,2706,2421,,66.9,111.5,0.358,0.418,0.573,52.1,48.4,7.3,8.1,0.542,15.4,30.8,0.256
Green Bay,2022-2023,32,3,29,0.094,-20.30,-3.14,,2,18,,2,10,,1,17,,1898,2447,,66.2,89.2,0.315,0.435,0.496,43.6,53.4,7.6,6.3,0.459,18.9,21.7,0.221
Hampton,2022-2023,32,8,24,0.250,-15.25,-4.71,,5,13,,7,6,,1,13,,2183,2481,,69.9,97.2,0.329,0.367,0.488,46.9,46.4,6.1,8.5,0.451,13.7,26.8,0.226
Hartford,2022-2023,28,5,23,0.179,-23.12,-7.96,,,,,5,10,,0,11,,1757,1991,,66.3,94.7,0.235,0.402,0.512,47.7,55.2,9.6,10.6,0.494,19.0,27.1,0.151
Harvard,2022-2023,28,14,14,0.500,-0.71,-2.02,,5,9,,5,7,,8,6,,1914,1858,,67.8,99.9,0.309,0.374,0.524,52.9,52.9,11.0,10.8,0.497,17.3,31.0,0.207
Hawaii,2022-2023,33,22,11,0.667,2.36,-2.17,,13,7,,13,5,,6,4,,2208,2039,,64.9,101.9,0.330,0.371,0.530,52.3,47.5,7.0,9.0,0.490,16.2,29.5,0.247
High Point,2022-2023,31,14,17,0.452,-9.88,-5.23,,6,12,,10,5,,2,11,,2312,2392,,72.7,102.7,0.394,0.393,0.531,50.1,47.1,9.0,12.7,0.507,16.7,31.4,0.246
Hofstra,2022-2023,35,25,10,0.714,4.96,-2.30,,16,2,,11,2,,11,5,,2619,2324,,67.6,109.5,0.204,0.396,0.573,48.0,50.3,9.1,11.0,0.553,14.1,23.8,0.151
Holy Cross,2022-2023,32,10,22,0.313,-14.27,-6.40,,7,11,,6,9,,4,11,,2136,2324,,69.1,96.2,0.253,0.322,0.512,45.7,49.0,9.1,7.1,0.495,15.7,22.3,0.157
Houston NCAA,2022-2023,37,33,4,0.892,22.20,4.79,,17,1,,16,2,,11,0,,2770,2126,,64.8,115.5,0.289,0.379,0.553,55.1,53.9,12.2,16.7,0.523,12.9,37.1,0.212
Houston Christian,2022-2023,32,10,22,0.313,-17.18,-6.94,,7,11,,8,8,,2,13,,2482,2658,,73.4,105.2,0.385,0.390,0.563,49.5,55.7,7.8,6.7,0.528,18.2,29.5,0.276
Howard NCAA,2022-2023,35,22,13,0.629,-5.04,-5.14,,11,3,,12,2,,6,8,,2634,2542,,71.8,104.4,0.333,0.370,0.558,51.7,56.0,10.0,8.5,0.527,19.5,34.1,0.237
Idaho,2022-2023,32,10,22,0.313,-8.70,-3.86,,4,14,,6,10,,4,11,,2335,2332,,67.1,107.5,0.353,0.365,0.572,47.9,46.2,7.5,4.7,0.534,15.1,22.0,0.269
Idaho State,2022-2023,32,11,21,0.344,-6.56,-2.96,,8,10,,7,7,,4,12,,2213,2272,,65.7,102.8,0.290,0.406,0.545,48.2,49.4,8.6,7.7,0.513,15.4,24.5,0.213
Illinois NCAA,2022-2023,33,20,13,0.606,14.81,7.65,,11,9,,15,2,,3,7,,2452,2216,,69.5,105.7,0.343,0.419,0.542,52.8,46.8,9.9,13.8,0.514,15.8,31.6,0.233
Illinois State,2022-2023,32,11,21,0.344,-7.38,-3.38,,6,14,,8,7,,3,9,,2127,2255,,65.7,99.6,0.313,0.406,0.545,51.3,46.8,8.6,9.5,0.502,19.3,28.2,0.248
Illinois-Chicago,2022-2023,32,12,20,0.375,-8.83,-3.12,,4,16,,7,8,,3,11,,2149,2292,,69.2,96.2,0.341,0.431,0.516,45.9,56.4,9.2,12.4,0.487,16.4,23.1,0.223
Incarnate Word,2022-2023,31,12,19,0.387,-15.06,-8.28,,6,12,,7,7,,3,12,,2194,2290,,69.3,100.9,0.342,0.317,0.537,47.3,49.2,11.9,7.6,0.497,17.2,27.0,0.255
Indiana NCAA,2022-2023,35,23,12,0.657,14.94,8.88,,12,8,,15,2,,5,7,,2616,2404,,68.4,109.0,0.295,0.266,0.561,51.0,53.6,8.5,13.6,0.535,14.7,28.1,0.209
Indiana State,2022-2023,36,23,13,0.639,4.86,-4.02,,13,7,,11,4,,7,6,,2855,2507,,71.2,110.7,0.310,0.459,0.596,51.5,56.5,9.1,5.1,0.564,15.3,21.9,0.239
Iona NCAA,2022-2023,35,27,8,0.771,7.61,-2.76,,17,3,,11,1,,8,4,,2660,2297,,68.8,110.1,0.290,0.320,0.548,50.4,53.1,10.8,14.6,0.516,13.1,31.6,0.212
Iowa NCAA,2022-2023,33,19,14,0.576,14.08,8.69,,11,9,,14,3,,4,7,,2642,2464,,69.6,113.7,0.323,0.375,0.551,51.3,57.5,9.3,8.3,0.517,11.9,32.1,0.238
Iowa State NCAA,2022-2023,33,19,14,0.576,15.36,10.39,,9,9,,13,3,,3,8,,2231,2067,,65.7,102.2,0.279,0.338,0.523,52.5,54.8,13.3,11.3,0.499,16.7,33.9,0.187
