School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Coastal Carolina,2020-2021,26,18,8,0.692,-2.74,-7.60,,9,5,,12,1,,3,5,,2067,1773,,72.3,108.9,0.332,0.385,0.556,56.4,55.2,11.2,11.9,0.525,17.5,36.9,0.238
Colgate NCAA,2020-2021,16,14,2,0.875,13.66,-1.90,,11,1,,8,1,,6,0,,1363,1114,,72.7,116.3,0.309,0.365,0.591,53.2,57.0,9.6,8.5,0.566,13.0,27.6,0.224
College of Charleston,2020-2021,19,9,10,0.474,-4.96,-3.13,,6,4,,8,6,,1,3,,1341,1329,,64.7,106.3,0.292,0.396,0.552,49.4,41.8,7.9,8.4,0.525,14.0,24.7,0.207
Colorado NCAA,2020-2021,32,23,9,0.719,18.88,9.57,,14,6,,11,1,,6,6,,2340,2042,,66.5,109.9,0.295,0.364,0.565,53.2,52.7,7.8,7.8,0.524,15.0,30.6,0.241
Colorado State,2020-2021,28,20,8,0.714,8.06,1.06,,14,4,,10,1,,6,4,,2072,1871,,69.5,106.4,0.335,0.434,0.582,50.6,57.1,8.4,8.1,0.542,17.5,24.1,0.265
Connecticut NCAA,2020-2021,23,15,8,0.652,15.77,8.59,,11,6,,7,3,,6,3,,1650,1485,,66.2,107.8,0.290,0.334,0.522,53.6,49.3,9.3,14.6,0.490,14.5,37.0,0.210
Coppin State,2020-2021,22,9,13,0.409,-12.37,-6.06,,8,4,,5,3,,4,9,,1602,1741,,79.3,91.8,0.438,0.494,0.515,43.7,54.1,10.8,8.0,0.486,18.3,18.5,0.273
Creighton NCAA,2020-2021,31,22,9,0.710,16.28,8.54,,14,6,,11,3,,7,4,,2355,2115,,69.6,108.3,0.257,0.436,0.564,49.4,55.2,9.9,9.0,0.550,14.0,24.3,0.164
Davidson,2020-2021,22,13,9,0.591,9.02,3.40,,7,4,,7,4,,4,2,,1579,1411,,63.6,112.3,0.260,0.489,0.579,53.5,57.9,8.0,8.2,0.561,14.7,28.2,0.179
Dayton,2020-2021,24,14,10,0.583,6.31,4.35,,9,7,,8,3,,4,6,,1674,1627,,66.2,102.7,0.337,0.416,0.582,49.9,54.9,6.6,5.3,0.555,19.4,23.0,0.241
Delaware,2020-2021,15,7,8,0.467,-5.19,-5.04,,5,4,,6,3,,1,4,,1013,1012,,67.8,99.7,0.375,0.405,0.542,51.6,54.2,6.8,9.6,0.505,18.7,26.9,0.267
Delaware State,2020-2021,19,3,16,0.158,-24.09,-6.33,,1,11,,3,6,,0,10,,1345,1629,,77.1,91.2,0.302,0.416,0.497,46.5,46.2,8.3,9.4,0.460,19.2,26.9,0.217
Denver,2020-2021,21,2,19,0.095,-16.40,-5.80,,1,13,,2,10,,0,9,,1466,1662,,71.3,96.7,0.340,0.343,0.539,46.8,48.2,7.9,7.5,0.503,18.6,22.1,0.245
DePaul,2020-2021,19,5,14,0.263,2.67,8.83,,2,13,,2,8,,2,5,,1250,1367,,70.6,91.9,0.237,0.283,0.487,50.1,45.1,9.6,11.0,0.461,18.9,31.8,0.160
Detroit Mercy,2020-2021,22,12,10,0.545,-3.66,-6.21,,10,6,,7,5,,5,5,,1683,1627,,68.2,111.5,0.253,0.446,0.582,49.1,52.7,9.9,7.2,0.551,14.9,26.9,0.203
Drake NCAA,2020-2021,31,26,5,0.839,9.42,-0.48,,15,3,,14,1,,9,2,,2354,1999,,66.8,112.8,0.239,0.316,0.563,53.7,46.6,10.4,8.4,0.542,13.3,31.1,0.170
Drexel NCAA,2020-2021,20,12,8,0.600,-0.97,-3.92,,4,5,,3,2,,4,5,,1407,1348,,66.0,106.5,0.273,0.355,0.566,53.2,58.0,6.9,6.4,0.533,17.1,28.4,0.213
Duke,2020-2021,24,13,11,0.542,13.04,8.33,,9,9,,8,5,,3,6,,1824,1711,,69.1,108.8,0.234,0.386,0.555,51.3,56.4,11.8,11.8,0.536,15.7,32.0,0.162
Duquesne,2020-2021,18,9,9,0.500,2.32,2.49,,7,7,,5,2,,2,5,,1205,1208,,68.4,97.9,0.316,0.370,0.504,50.2,55.0,9.8,13.0,0.476,16.7,31.0,0.206
East Carolina,2020-2021,19,8,11,0.421,1.00,3.83,,2,10,,7,6,,1,4,,1269,1291,,68.9,96.3,0.331,0.328,0.501,49.0,67.5,8.9,9.9,0.460,15.9,27.2,0.239
East Tennessee State,2020-2021,25,13,12,0.520,1.65,0.30,,8,7,,8,4,,3,5,,1736,1654,,67.6,102.2,0.299,0.406,0.537,52.2,47.6,10.8,8.4,0.509,17.3,29.7,0.208
Eastern Illinois,2020-2021,27,9,18,0.333,-12.71,-7.19,,6,14,,5,7,,4,11,,1874,2023,,70.2,97.6,0.257,0.354,0.515,48.9,50.9,10.0,8.8,0.493,17.4,28.7,0.169
Eastern Kentucky,2020-2021,29,22,7,0.759,-2.68,-8.24,,15,5,,10,2,,9,4,,2372,2137,,76.2,105.6,0.255,0.400,0.544,47.5,52.9,13.3,9.2,0.519,14.6,26.7,0.180
Eastern Michigan,2020-2021,18,6,12,0.333,-14.23,-1.23,,3,11,,5,4,,1,8,,1267,1362,,71.4,98.6,0.303,0.382,0.514,46.7,44.2,12.4,7.1,0.475,15.2,25.1,0.226
Eastern Washington NCAA,2020-2021,24,16,8,0.667,4.03,-3.15,,12,3,,7,2,,6,5,,1879,1690,,71.8,109.0,0.302,0.403,0.576,50.7,54.7,6.7,7.4,0.540,14.5,23.0,0.239
Elon,2020-2021,19,10,9,0.526,-5.32,-4.43,,4,7,,4,2,,3,6,,1249,1235,,66.8,98.5,0.246,0.438,0.516,50.7,45.9,8.5,6.7,0.486,15.3,25.0,0.182
Evansville,2020-2021,25,9,16,0.360,-4.85,-0.01,,7,11,,8,4,,1,10,,1619,1740,,62.4,102.3,0.254,0.490,0.556,45.6,51.0,7.7,6.3,0.532,15.8,19.0,0.182
Fairfield,2020-2021,27,10,17,0.370,-11.46,-6.57,,7,11,,4,8,,3,8,,1668,1800,,65.2,93.8,0.341,0.355,0.493,50.6,46.7,7.0,6.1,0.454,17.1,28.1,0.237
FDU,2020-2021,24,9,15,0.375,-10.17,-6.46,,8,10,,4,6,,5,9,,1801,1890,,71.9,103.2,0.311,0.361,0.548,47.8,44.5,10.4,10.4,0.518,17.1,28.7,0.221
Florida NCAA,2020-2021,25,15,10,0.600,13.70,9.82,,9,7,,6,3,,5,5,,1854,1757,,70.6,104.6,0.339,0.338,0.567,51.5,44.2,10.2,14.1,0.531,18.7,30.6,0.255
Florida A&M,2020-2021,20,8,12,0.400,-12.35,-9.55,,7,5,,4,1,,4,10,,1314,1370,,70.9,92.7,0.298,0.269,0.511,49.9,53.0,9.2,6.8,0.486,20.8,30.2,0.194
Florida Atlantic,2020-2021,23,13,10,0.565,-2.05,-4.94,,7,5,,7,1,,4,7,,1796,1537,,70.7,109.9,0.289,0.417,0.560,55.4,51.4,10.7,7.7,0.542,16.6,34.0,0.191
Florida Gulf Coast,2020-2021,18,10,8,0.556,-9.63,-7.13,,4,5,,7,4,,2,2,,1292,1242,,72.5,99.0,0.241,0.443,0.515,50.9,50.9,10.3,11.2,0.494,17.4,29.9,0.160
Florida International,2020-2021,26,9,17,0.346,-11.20,-3.24,,2,15,,7,8,,2,9,,1914,1985,,72.8,99.7,0.244,0.509,0.535,46.0,56.5,11.4,10.0,0.515,17.5,26.2,0.163
Florida State NCAA,2020-2021,25,18,7,0.720,17.12,9.16,,11,4,,12,1,,3,4,,1929,1730,,70.0,109.1,0.324,0.349,0.572,52.6,52.4,10.3,14.3,0.540,17.6,33.7,0.240
Fordham,2020-2021,14,2,12,0.143,-11.69,3.09,,2,11,,2,5,,0,6,,725,932,,64.2,80.6,0.275,0.411,0.448,43.5,59.5,9.7,7.0,0.414,18.8,19.2,0.184
Fresno State,2020-2021,24,12,12,0.500,-3.57,0.07,,9,11,,7,5,,4,6,,1591,1618,,66.9,98.6,0.376,0.387,0.524,52.4,45.1,9.8,8.7,0.492,18.5,31.0,0.251
Furman,2020-2021,25,16,9,0.640,5.99,-1.69,,10,5,,11,1,,5,7,,1990,1723,,70.9,111.8,0.266,0.472,0.589,51.6,57.0,11.5,9.5,0.568,15.6,27.2,0.192
Gardner-Webb,2020-2021,26,11,15,0.423,-3.87,-6.14,,10,10,,7,4,,4,11,,1837,1778,,67.0,105.5,0.300,0.439,0.549,49.5,52.1,8.8,14.7,0.524,15.4,26.7,0.207
George Mason,2020-2021,22,13,9,0.591,1.91,0.48,,8,6,,7,3,,3,4,,1569,1538,,69.2,100.2,0.293,0.362,0.511,51.9,49.7,10.2,11.6,0.488,15.5,30.2,0.188
George Washington,2020-2021,17,5,12,0.294,-5.75,-1.57,,3,5,,3,6,,1,5,,1158,1229,,68.9,98.1,0.361,0.339,0.533,49.3,47.2,9.1,7.0,0.498,17.6,24.5,0.252
Georgetown NCAA,2020-2021,26,13,13,0.500,10.13,10.36,,7,9,,7,6,,2,6,,1857,1863,,70.4,101.0,0.308,0.389,0.532,53.3,51.7,8.3,10.4,0.494,18.5,31.9,0.232
Georgia,2020-2021,26,14,12,0.538,6.62,8.02,,7,11,,12,5,,2,6,,2014,2027,,75.7,101.8,0.345,0.318,0.540,50.8,53.0,11.1,6.3,0.509,18.8,33.1,0.238
Georgia Southern,2020-2021,26,13,13,0.500,-10.22,-6.26,,7,9,,9,4,,4,8,,1860,1762,,68.4,101.7,0.301,0.396,0.530,51.9,47.2,11.5,11.3,0.510,17.6,32.5,0.191
Georgia State,2020-2021,22,16,6,0.727,-1.70,-4.60,,8,4,,9,1,,5,4,,1767,1599,,71.2,110.4,0.307,0.359,0.556,50.4,56.9,9.8,12.2,0.532,13.8,31.3,0.210
Georgia Tech NCAA,2020-2021,26,17,9,0.654,12.79,7.91,,11,6,,11,3,,4,5,,1948,1821,,67.9,107.8,0.284,0.364,0.567,46.9,57.1,13.1,9.6,0.540,14.4,24.3,0.206
Gonzaga NCAA,2020-2021,32,31,1,0.969,27.20,5.92,,15,0,,12,0,,7,0,,2911,2230,,74.6,121.5,0.358,0.332,0.633,55.0,55.7,10.6,6.9,0.610,14.3,29.2,0.261
Grambling,2020-2021,24,12,12,0.500,-14.27,-12.49,,9,6,,6,4,,5,7,,1617,1649,,72.1,93.0,0.421,0.287,0.513,48.5,60.0,11.2,8.4,0.476,19.1,25.4,0.280
Grand Canyon NCAA,2020-2021,24,17,7,0.708,5.11,-3.46,,9,3,,10,3,,5,1,,1812,1491,,68.2,110.7,0.314,0.358,0.570,56.8,57.7,7.1,9.1,0.547,16.2,32.4,0.215
Green Bay,2020-2021,25,8,17,0.320,-10.15,-5.23,,8,12,,6,6,,2,11,,1790,1913,,67.7,102.7,0.273,0.339,0.526,47.6,53.7,7.9,9.3,0.492,13.6,25.7,0.204
Hampton,2020-2021,25,11,14,0.440,-13.67,-9.27,,9,9,,5,7,,6,7,,1721,1831,,70.1,98.2,0.286,0.388,0.527,45.9,47.2,8.7,16.1,0.495,16.3,22.1,0.207
Hartford NCAA,2020-2021,24,15,9,0.625,-3.45,-4.95,,8,6,,10,1,,5,6,,1570,1534,,67.0,97.6,0.286,0.425,0.530,48.7,47.0,10.3,6.6,0.499,17.5,24.3,0.205
Hawaii,2020-2021,21,11,10,0.524,-2.98,-2.72,,9,9,,7,5,,4,4,,1503,1452,,68.4,102.8,0.311,0.377,0.542,52.7,46.1,8.1,3.8,0.510,17.3,30.3,0.224
High Point,2020-2021,24,9,15,0.375,-10.78,-7.58,,6,11,,5,5,,4,10,,1600,1677,,67.4,98.4,0.383,0.292,0.499,51.0,51.8,9.7,12.6,0.458,15.9,32.0,0.263
Hofstra,2020-2021,23,13,10,0.565,-2.77,-2.94,,8,6,,7,3,,5,6,,1683,1679,,68.9,105.6,0.330,0.393,0.542,50.0,49.2,9.5,7.9,0.508,15.2,29.3,0.236
Holy Cross,2020-2021,16,5,11,0.313,-4.99,0.45,,5,11,,2,7,,3,4,,1130,1217,,69.9,100.2,0.261,0.330,0.528,47.1,45.6,9.8,10.1,0.503,16.1,26.5,0.182
Houston NCAA,2020-2021,32,28,4,0.875,21.66,5.37,,14,3,,15,0,,5,3,,2434,1863,,66.1,115.1,0.303,0.420,0.542,56.2,52.2,12.1,14.7,0.510,13.2,39.4,0.222
Houston Christian,2020-2021,25,6,19,0.240,-16.72,-5.72,,4,11,,4,6,,1,12,,1776,2007,,74.2,95.2,0.279,0.396,0.528,47.1,55.7,9.4,9.5,0.496,19.9,25.4,0.205
Howard,2020-2021,5,1,4,0.200,-14.26,-2.51,,,,,1,1,,,,,363,424,,73.1,99.3,0.389,0.435,0.541,47.2,60.2,7.1,12.8,0.502,17.7,22.9,0.279
Idaho,2020-2021,22,1,21,0.045,-18.32,-2.91,,1,17,,1,9,,0,11,,1343,1682,,67.4,89.5,0.296,0.316,0.520,46.6,54.4,7.3,5.5,0.485,21.8,22.0,0.214
Idaho State,2020-2021,24,13,11,0.542,-8.39,-5.71,,8,6,,8,3,,5,5,,1637,1481,,66.2,101.9,0.393,0.396,0.547,54.7,48.8,6.7,9.3,0.509,19.3,32.3,0.280
Illinois NCAA,2020-2021,31,24,7,0.774,23.25,11.34,,16,4,,11,2,,9,3,,2497,2128,,71.2,111.7,0.379,0.299,0.582,56.8,55.7,7.9,6.9,0.556,15.8,32.0,0.262
Illinois State,2020-2021,25,7,18,0.280,-5.45,0.38,,4,14,,3,8,,3,9,,1799,1870,,70.7,100.3,0.252,0.383,0.544,49.5,50.8,8.4,9.3,0.526,17.3,23.8,0.167
Illinois-Chicago,2020-2021,22,9,13,0.409,-12.06,-7.42,,6,10,,7,4,,2,9,,1489,1591,,69.6,96.1,0.228,0.418,0.516,48.4,53.2,5.2,7.0,0.497,16.8,23.4,0.150
Incarnate Word,2020-2021,22,8,14,0.364,-15.91,-8.33,,5,9,,5,7,,3,6,,1495,1578,,68.2,99.1,0.337,0.381,0.547,47.1,51.3,7.8,4.8,0.516,18.4,24.0,0.237
Indiana,2020-2021,27,12,15,0.444,12.79,12.45,,7,12,,6,6,,3,7,,1882,1873,,67.1,100.6,0.415,0.323,0.521,49.0,57.5,8.3,10.5,0.485,15.1,25.3,0.275
Indiana State,2020-2021,25,15,10,0.600,2.04,1.91,,11,7,,9,3,,5,6,,1662,1645,,66.8,99.6,0.359,0.333,0.530,48.9,46.0,9.8,8.7,0.489,16.2,25.0,0.264
Iona NCAA,2020-2021,18,12,6,0.667,-1.20,-6.42,,6,3,,4,2,,4,3,,1283,1189,,69.9,102.0,0.345,0.377,0.546,53.5,54.9,9.8,12.5,0.507,19.3,32.2,0.256
Iowa NCAA,2020-2021,31,22,9,0.710,21.40,10.43,,14,6,,14,2,,6,4,,2595,2255,,71.0,117.5,0.320,0.398,0.574,51.8,64.4,7.8,11.6,0.547,11.5,30.5,0.228
Iowa State,2020-2021,24,2,22,0.083,-0.72,10.40,,0,18,,2,10,,0,11,,1574,1841,,70.5,93.0,0.196,0.386,0.510,45.4,47.0,9.2,8.1,0.480,18.8,24.3,0.154
IU Indy,2020-2021,18,8,10,0.444,-11.65,-7.03,,7,9,,4,5,,4,5,,1281,1364,,72.7,97.9,0.305,0.389,0.523,48.6,52.9,9.5,5.9,0.490,17.0,25.4,0.219
Jackson State,2020-2021,18,12,6,0.667,-11.27,-14.05,,11,0,,6,0,,5,5,,1181,1131,,70.5,91.8,0.421,0.293,0.491,51.2,47.9,11.4,8.4,0.446,18.7,28.9,0.286
Jacksonville,2020-2021,24,11,13,0.458,-11.15,-6.74,,5,9,,7,5,,4,8,,1622,1668,,69.5,96.7,0.340,0.398,0.529,48.0,46.6,9.8,7.4,0.502,18.3,24.8,0.226
Jacksonville State,2020-2021,27,18,9,0.667,-3.02,-6.06,,13,6,,8,3,,7,5,,2005,1851,,68.0,107.7,0.316,0.393,0.556,53.4,53.0,7.3,9.8,0.531,16.6,32.3,0.217
James Madison,2020-2021,20,13,7,0.650,-0.11,-3.17,,8,2,,10,3,,3,3,,1562,1409,,72.4,107.9,0.386,0.405,0.549,50.2,50.8,10.3,6.6,0.521,14.6,29.4,0.258
Kansas NCAA,2020-2021,30,21,9,0.700,15.29,10.26,,12,6,,14,1,,4,6,,2191,2010,,69.7,104.3,0.298,0.367,0.531,52.0,52.6,9.9,10.9,0.499,14.8,30.5,0.213
Kansas City,2020-2021,24,11,13,0.458,-4.92,-2.67,,7,7,,8,3,,2,8,,1683,1502,,66.5,105.4,0.293,0.315,0.572,50.3,55.3,11.9,7.1,0.555,16.9,24.3,0.193
