School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Arizona State,2009-2010,33,22,11,0.667,13.80,5.83,,12,6,,16,4,,5,5,,2202,1938,,62.1,107.4,0.380,0.447,0.567,49.9,62.0,10.5,7.2,0.534,16.8,28.3,0.271
Arkansas,2009-2010,32,14,18,0.438,5.87,5.09,,7,9,,12,8,,2,7,,2391,2366,,71.3,103.5,0.421,0.311,0.536,48.2,53.1,10.0,10.1,0.500,16.4,30.7,0.286
Arkansas State,2009-2010,31,17,14,0.548,-4.01,-4.39,,11,7,,10,5,,5,8,,2160,2065,,67.6,102.3,0.396,0.286,0.528,52.6,52.9,7.5,10.3,0.496,17.4,33.8,0.263
Arkansas-Pine Bluff NCAA,2009-2010,34,18,16,0.529,-8.29,-7.68,,14,4,,8,1,,5,14,,2166,2187,,67.4,93.1,0.484,0.262,0.495,54.2,58.1,9.8,10.2,0.447,20.6,35.6,0.323
Army,2009-2010,29,14,15,0.483,-9.11,-7.96,,4,10,,10,4,,4,11,,1749,1768,,64.9,92.5,0.314,0.317,0.495,49.3,52.4,12.6,9.8,0.466,19.6,30.5,0.205
Auburn,2009-2010,32,15,17,0.469,5.49,4.68,,6,10,,12,5,,1,9,,2422,2373,,71.0,105.7,0.360,0.428,0.541,49.6,49.3,11.0,7.5,0.515,16.3,32.5,0.236
Austin Peay,2009-2010,32,17,15,0.531,-3.85,-1.68,,11,7,,11,4,,5,9,,2320,2317,,67.6,105.1,0.457,0.317,0.552,49.2,54.6,8.6,8.6,0.513,17.9,32.0,0.317
Ball State,2009-2010,30,15,15,0.500,-4.85,-1.48,,8,8,,11,6,,4,8,,1818,1871,,62.7,94.4,0.461,0.209,0.502,51.0,53.8,7.9,8.4,0.453,19.4,32.0,0.317
Baylor NCAA,2009-2010,36,28,8,0.778,17.97,8.03,,11,5,,15,1,,6,4,,2771,2362,,67.2,113.7,0.358,0.325,0.580,54.4,51.2,9.7,17.4,0.549,17.1,38.5,0.260
Belmont,2009-2010,31,19,12,0.613,1.30,-3.41,,14,6,,10,3,,8,8,,2266,2124,,70.1,103.5,0.433,0.417,0.553,51.2,58.3,10.1,7.1,0.521,20.0,34.9,0.292
Bethune-Cookman,2009-2010,33,17,16,0.515,-13.14,-8.40,,7,9,,10,4,,4,11,,2021,1996,,62.0,98.5,0.361,0.229,0.499,50.8,46.3,11.1,10.8,0.469,17.3,35.0,0.232
Binghamton,2009-2010,31,13,18,0.419,-10.60,-4.31,,8,8,,9,3,,3,12,,1909,2082,,63.2,96.7,0.342,0.333,0.503,50.2,43.3,8.4,11.0,0.471,18.8,34.2,0.227
Boise State,2009-2010,32,15,17,0.469,-1.11,0.68,,5,11,,9,7,,4,9,,2370,2331,,71.3,103.0,0.298,0.298,0.535,50.8,57.6,10.6,8.9,0.510,17.1,32.7,0.201
Boston College,2009-2010,31,15,16,0.484,9.58,7.21,,6,10,,11,6,,3,7,,2145,2048,,65.8,105.1,0.305,0.273,0.524,53.5,58.3,7.6,8.6,0.491,16.2,38.5,0.218
Boston University,2009-2010,35,21,14,0.600,0.57,-3.23,,11,5,,10,4,,9,8,,2528,2395,,70.1,102.3,0.382,0.405,0.526,49.4,47.8,10.4,9.0,0.484,16.5,30.1,0.276
Bowling Green State,2009-2010,30,14,16,0.467,-4.70,-0.94,,6,10,,9,5,,5,11,,1889,1976,,63.8,98.3,0.352,0.255,0.517,51.2,56.5,10.6,10.1,0.486,18.7,33.6,0.236
Bradley,2009-2010,31,16,15,0.516,3.74,4.11,,9,9,,10,5,,4,8,,2091,2089,,64.9,103.1,0.378,0.320,0.540,48.5,51.3,9.6,8.2,0.496,16.2,28.4,0.282
Brigham Young NCAA,2009-2010,36,30,6,0.833,18.82,3.00,,13,3,,15,1,,10,4,,2992,2392,,71.0,116.2,0.388,0.330,0.596,53.0,55.3,11.9,9.1,0.552,14.2,31.2,0.307
Brown,2009-2010,31,11,20,0.355,-10.68,-3.82,,5,9,,4,9,,6,10,,2073,2231,,66.5,99.8,0.374,0.380,0.547,46.1,58.7,5.8,8.8,0.507,17.5,22.5,0.274
Bryant,2009-2010,30,1,29,0.033,,,,1,17,,0,11,,1,16,,1503,2034,,62.8,79.5,0.265,0.370,0.455,43.4,58.2,8.9,10.4,0.424,22.9,23.9,0.177
Bucknell,2009-2010,31,14,17,0.452,-7.94,-6.84,,9,5,,8,5,,5,11,,2077,2107,,65.4,100.8,0.347,0.347,0.510,49.4,51.6,7.4,9.9,0.467,15.0,30.7,0.253
Buffalo,2009-2010,30,18,12,0.600,-2.03,-2.27,,9,7,,9,4,,8,6,,2170,2135,,69.0,104.0,0.363,0.343,0.531,51.0,60.1,10.9,8.8,0.493,17.1,34.9,0.260
Butler NCAA,2009-2010,38,33,5,0.868,14.37,5.08,,18,0,,15,0,,12,1,,2611,2258,,64.1,106.8,0.469,0.398,0.559,52.1,54.9,10.9,6.5,0.510,16.3,30.4,0.346
Cal Poly,2009-2010,31,12,19,0.387,-7.99,-2.31,,7,9,,6,6,,5,12,,2176,2335,,67.8,102.2,0.383,0.348,0.520,51.1,49.3,8.0,6.8,0.475,16.6,34.1,0.279
Cal State Bakersfield,2009-2010,29,7,22,0.241,,,,,,,5,6,,2,15,,1907,2163,,68.4,95.3,0.435,0.287,0.482,48.9,41.4,9.0,6.9,0.433,18.1,36.1,0.299
Cal State Fullerton,2009-2010,31,16,15,0.516,-2.87,-1.55,,8,8,,8,5,,7,6,,2303,2263,,69.3,103.4,0.410,0.341,0.549,50.2,53.3,7.9,7.6,0.510,17.8,29.7,0.293
Cal State Northridge,2009-2010,32,11,21,0.344,-5.81,-1.06,,6,10,,7,6,,2,13,,2282,2412,,72.6,97.0,0.522,0.279,0.511,50.5,47.7,10.2,8.8,0.463,20.1,35.9,0.349
California NCAA,2009-2010,35,24,11,0.686,17.29,8.26,,13,5,,15,1,,6,6,,2703,2387,,67.9,113.4,0.354,0.300,0.571,52.5,51.8,8.3,6.3,0.533,15.1,34.7,0.268
Campbell,2009-2010,30,19,11,0.633,-3.13,-4.96,,14,6,,12,3,,7,7,,2057,1900,,66.7,102.9,0.456,0.260,0.536,50.6,61.3,15.7,7.1,0.490,18.3,35.4,0.323
Canisius,2009-2010,32,15,17,0.469,-5.19,-4.09,,8,10,,7,5,,5,10,,2125,2160,,66.2,98.4,0.337,0.369,0.507,51.0,54.2,8.9,9.2,0.470,18.4,35.0,0.236
Centenary (LA),2009-2010,29,8,21,0.276,-17.16,-5.08,,3,15,,5,9,,3,11,,2056,2320,,71.9,97.3,0.382,0.391,0.529,43.9,56.0,10.9,5.8,0.485,18.5,25.9,0.280
Central Arkansas,2009-2010,30,9,21,0.300,,,,3,13,,2,8,,2,12,,1897,2009,,65.8,95.6,0.456,0.331,0.500,49.4,46.2,9.8,8.9,0.463,18.1,32.1,0.291
Central Connecticut State,2009-2010,30,12,18,0.400,-14.68,-9.68,,9,9,,8,4,,3,13,,1834,1935,,63.7,94.8,0.342,0.305,0.493,48.7,51.0,10.3,7.8,0.451,17.8,32.1,0.245
Central Michigan,2009-2010,30,15,15,0.500,-3.58,-3.58,,9,7,,10,3,,5,11,,1937,1924,,64.5,100.1,0.385,0.387,0.516,50.8,49.3,12.7,8.9,0.482,18.5,35.6,0.256
Charleston Southern,2009-2010,30,13,17,0.433,-13.25,-8.12,,7,11,,11,3,,2,14,,2062,2030,,67.6,99.9,0.279,0.312,0.509,50.6,43.2,13.0,10.7,0.484,18.0,36.0,0.185
Charlotte,2009-2010,31,19,12,0.613,3.96,3.00,,9,7,,10,5,,7,7,,2276,2205,,69.4,105.0,0.425,0.357,0.524,51.7,54.1,8.4,10.5,0.474,16.0,35.5,0.312
Chattanooga,2009-2010,33,15,18,0.455,-8.56,-3.68,,6,12,,11,5,,2,11,,2305,2379,,70.9,98.5,0.334,0.428,0.527,50.8,58.7,8.5,8.3,0.507,19.7,31.8,0.206
Chicago State,2009-2010,32,9,23,0.281,-21.80,-7.61,,4,8,,7,5,,0,17,,2010,2287,,68.9,90.8,0.387,0.280,0.463,50.8,45.8,10.0,6.8,0.420,19.1,36.1,0.256
Cincinnati,2009-2010,35,19,16,0.543,9.98,8.45,,7,11,,13,5,,2,9,,2408,2327,,66.4,102.2,0.322,0.330,0.502,54.3,54.2,8.4,8.4,0.476,16.0,38.3,0.206
Clemson NCAA,2009-2010,32,21,11,0.656,15.71,7.90,,9,7,,14,2,,5,6,,2350,2065,,70.1,104.8,0.348,0.336,0.537,51.4,53.2,13.4,11.9,0.511,18.0,36.5,0.230
Cleveland State,2009-2010,33,16,17,0.485,0.57,2.12,,10,8,,13,5,,3,9,,2283,2254,,66.3,104.4,0.353,0.341,0.542,46.6,54.1,13.4,5.4,0.501,16.1,29.4,0.265
Coastal Carolina,2009-2010,35,28,7,0.800,-0.78,-10.14,,15,3,,17,2,,9,4,,2584,2103,,67.4,109.5,0.366,0.253,0.544,53.8,56.0,11.2,11.7,0.523,16.0,38.3,0.231
Colgate,2009-2010,29,10,19,0.345,-11.34,-6.52,,6,8,,7,6,,3,11,,1955,2069,,66.8,99.2,0.345,0.325,0.526,51.0,55.4,9.2,5.7,0.494,18.9,32.1,0.236
College of Charleston,2009-2010,34,22,12,0.647,-0.81,-2.46,,14,4,,12,1,,8,9,,2549,2493,,69.0,108.2,0.210,0.424,0.559,43.9,46.8,8.4,10.6,0.537,14.4,25.6,0.156
Colorado,2009-2010,31,15,16,0.484,7.01,7.70,,6,10,,13,3,,1,10,,2313,2299,,69.2,107.0,0.448,0.325,0.584,44.2,57.3,11.8,6.0,0.536,17.1,23.7,0.343
Colorado State,2009-2010,32,16,16,0.500,1.35,3.61,,7,9,,11,4,,3,11,,2120,2134,,66.6,98.7,0.483,0.307,0.527,51.8,48.3,10.8,7.5,0.484,19.4,32.8,0.327
Columbia,2009-2010,28,11,17,0.393,-11.75,-6.04,,5,9,,7,6,,4,11,,1686,1828,,64.8,92.9,0.381,0.247,0.492,50.2,47.3,11.5,5.9,0.453,19.0,31.4,0.256
Connecticut,2009-2010,34,18,16,0.529,12.50,9.15,,7,11,,15,4,,2,9,,2380,2266,,68.3,102.5,0.442,0.215,0.524,52.6,54.8,9.5,17.6,0.482,18.2,38.7,0.304
Coppin State,2009-2010,30,8,22,0.267,-14.89,-6.81,,3,13,,7,6,,1,15,,1833,2029,,66.2,91.5,0.304,0.278,0.477,46.3,46.5,9.2,6.3,0.433,17.9,30.7,0.224
Cornell NCAA,2009-2010,34,29,5,0.853,8.76,-0.91,,13,1,,11,1,,13,3,,2596,2192,,64.7,117.1,0.284,0.401,0.604,52.4,59.5,11.0,10.2,0.568,16.1,33.0,0.207
Creighton,2009-2010,34,18,16,0.529,3.59,3.15,,10,8,,15,2,,3,10,,2374,2320,,65.9,105.1,0.371,0.399,0.540,50.5,57.3,7.7,9.0,0.501,15.8,30.8,0.267
Dartmouth,2009-2010,28,5,23,0.179,-18.46,-5.46,,1,13,,5,10,,0,13,,1513,1835,,63.8,84.7,0.266,0.230,0.446,45.8,49.7,10.0,6.3,0.415,18.1,28.6,0.175
Davidson,2009-2010,31,16,15,0.516,-2.26,-1.26,,11,7,,10,4,,5,5,,2240,2200,,67.0,106.2,0.337,0.431,0.544,52.5,62.5,6.7,9.6,0.506,17.0,33.1,0.228
Dayton,2009-2010,37,25,12,0.676,13.25,5.61,,8,8,,16,2,,6,7,,2599,2305,,67.3,103.3,0.385,0.363,0.536,54.0,59.8,9.4,10.1,0.506,18.1,34.2,0.256
Delaware,2009-2010,31,7,24,0.226,-7.86,1.37,,3,15,,5,10,,2,13,,1965,2251,,64.6,95.8,0.344,0.339,0.482,49.4,52.7,7.6,6.6,0.441,16.8,34.5,0.240
Delaware State,2009-2010,29,17,12,0.586,-9.08,-7.60,,11,5,,12,3,,4,8,,1697,1691,,59.0,98.4,0.336,0.299,0.493,47.0,49.4,13.9,7.8,0.458,16.2,34.6,0.228
Denver,2009-2010,32,19,13,0.594,-2.76,-4.89,,10,8,,15,1,,2,11,,2079,2012,,60.3,107.7,0.448,0.452,0.610,44.6,67.5,9.4,9.2,0.579,18.1,18.8,0.320
DePaul,2009-2010,31,8,23,0.258,1.61,7.58,,1,17,,6,9,,0,11,,1891,2073,,63.1,95.2,0.299,0.315,0.468,46.2,52.0,11.9,8.4,0.447,14.3,31.5,0.174
Detroit Mercy,2009-2010,34,20,14,0.588,1.35,-1.59,,9,9,,11,5,,6,8,,2360,2234,,68.4,100.7,0.470,0.243,0.534,52.9,56.0,10.9,10.9,0.500,19.4,35.5,0.308
Drake,2009-2010,33,14,19,0.424,0.54,3.34,,7,11,,8,8,,4,8,,2197,2259,,63.2,105.0,0.341,0.440,0.558,44.8,52.3,8.7,6.1,0.519,14.4,21.2,0.258
Drexel,2009-2010,32,16,16,0.500,-0.03,0.19,,11,7,,10,4,,6,11,,2044,2051,,65.1,97.8,0.361,0.272,0.484,50.0,54.2,9.1,9.0,0.449,15.5,34.2,0.237
Duke NCAA,2009-2010,40,35,5,0.875,25.21,9.21,,13,3,,17,0,,5,5,,3079,2441,,66.5,115.7,0.379,0.329,0.549,54.4,52.9,10.0,9.8,0.505,13.3,40.3,0.287
Duquesne,2009-2010,32,16,16,0.500,0.79,1.95,,7,9,,11,3,,3,12,,2251,2284,,69.6,97.7,0.380,0.343,0.497,47.5,53.8,11.2,11.1,0.471,16.8,32.8,0.230
East Carolina,2009-2010,31,10,21,0.323,-5.91,4.42,,4,12,,5,9,,4,8,,2082,2323,,68.8,97.3,0.417,0.314,0.529,51.1,51.2,9.3,8.6,0.488,20.9,34.0,0.293
East Tennessee State NCAA,2009-2010,35,20,15,0.571,-0.83,-1.47,,13,7,,9,5,,9,9,,2424,2362,,69.4,99.5,0.412,0.291,0.512,50.5,44.7,12.0,9.9,0.477,18.0,35.0,0.271
Eastern Illinois,2009-2010,31,19,12,0.613,-5.00,-5.00,,11,7,,12,4,,7,7,,2112,2023,,64.5,103.9,0.347,0.204,0.536,52.0,59.6,9.4,10.1,0.500,17.6,35.2,0.250
Eastern Kentucky,2009-2010,33,20,13,0.606,-2.07,-5.16,,11,7,,15,3,,4,10,,2351,2208,,63.0,113.1,0.257,0.460,0.585,44.6,60.8,11.3,7.0,0.564,13.7,24.1,0.185
Eastern Michigan,2009-2010,32,17,15,0.531,-3.46,-3.59,,8,8,,11,4,,5,9,,2124,2096,,66.3,99.3,0.441,0.385,0.513,51.0,56.0,10.1,7.9,0.475,17.4,32.8,0.290
Eastern Washington,2009-2010,30,9,21,0.300,-11.91,-1.91,,5,11,,7,6,,2,13,,2065,2288,,71.4,95.5,0.333,0.334,0.513,48.5,56.4,8.6,6.4,0.475,18.3,27.3,0.237
Elon,2009-2010,32,9,23,0.281,-10.40,-3.04,,5,13,,4,7,,4,12,,2141,2335,,68.9,96.4,0.329,0.390,0.504,46.2,52.8,8.6,5.1,0.476,16.6,27.8,0.213
Evansville,2009-2010,30,9,21,0.300,-4.61,1.82,,3,15,,7,9,,2,11,,1944,2068,,66.0,96.9,0.421,0.251,0.523,50.6,63.3,7.6,5.0,0.475,18.8,29.2,0.303
Fairfield,2009-2010,34,23,11,0.676,0.40,-3.33,,13,5,,12,2,,9,9,,2414,2287,,67.0,104.4,0.350,0.310,0.518,50.7,55.0,10.9,13.3,0.483,16.3,36.5,0.244
FDU,2009-2010,32,11,21,0.344,-15.56,-6.42,,10,8,,7,7,,4,12,,2027,2279,,68.5,92.1,0.443,0.266,0.499,48.8,51.5,8.0,10.4,0.461,19.7,28.9,0.287
Florida NCAA,2009-2010,34,21,13,0.618,11.89,7.16,,9,7,,13,4,,5,5,,2455,2258,,66.5,107.4,0.334,0.323,0.528,52.0,53.8,10.6,7.2,0.494,15.4,37.0,0.235
Florida A&M,2009-2010,31,9,22,0.290,-18.80,-6.41,,5,11,,6,6,,3,13,,1965,2270,,68.2,92.6,0.397,0.332,0.492,46.8,45.7,8.4,6.7,0.457,19.5,31.9,0.254
Florida Atlantic,2009-2010,30,14,16,0.467,-4.48,-3.30,,10,8,,9,4,,5,10,,2202,2205,,69.2,103.9,0.343,0.316,0.519,47.9,55.3,8.1,10.7,0.487,14.9,31.7,0.232
Florida Gulf Coast,2009-2010,29,8,21,0.276,,,,5,15,,5,7,,1,13,,1875,2082,,68.5,93.9,0.377,0.254,0.494,50.2,59.4,11.6,11.2,0.461,20.7,37.9,0.244
Florida International,2009-2010,32,7,25,0.219,-12.81,-2.74,,4,14,,4,9,,3,15,,2176,2469,,69.0,97.8,0.332,0.324,0.499,46.9,50.5,11.4,5.3,0.462,16.6,31.5,0.232
Florida State NCAA,2009-2010,32,22,10,0.688,14.64,6.79,,10,6,,13,3,,6,5,,2183,1932,,67.6,100.6,0.386,0.321,0.532,53.7,57.0,12.3,17.7,0.505,20.5,38.1,0.249
Fordham,2009-2010,28,2,26,0.071,-13.18,2.08,,0,16,,2,10,,0,15,,1793,2220,,72.6,88.2,0.320,0.284,0.458,47.7,42.3,7.7,9.5,0.419,18.2,31.5,0.217
Fresno State,2009-2010,33,15,18,0.455,0.14,1.31,,7,9,,12,6,,3,11,,2188,2207,,66.9,99.2,0.396,0.383,0.522,48.8,62.1,11.8,12.5,0.486,18.1,30.4,0.268
Furman,2009-2010,30,13,17,0.433,-7.01,-4.83,,7,11,,8,6,,4,9,,2052,2059,,68.3,99.7,0.436,0.342,0.525,50.2,51.3,7.2,12.5,0.477,18.1,31.4,0.312
Gardner-Webb,2009-2010,29,8,21,0.276,-20.32,-5.61,,5,13,,5,10,,3,11,,2005,2257,,73.5,92.9,0.293,0.338,0.503,47.9,56.0,9.3,6.1,0.479,20.9,31.7,0.188
George Mason,2009-2010,32,17,15,0.531,-0.44,0.06,,12,6,,11,5,,5,8,,2145,2161,,66.3,100.4,0.416,0.278,0.518,49.2,49.9,9.8,10.2,0.487,17.5,32.8,0.267
George Washington,2009-2010,31,16,15,0.516,3.12,0.96,,6,10,,8,7,,7,8,,2180,2113,,69.0,101.2,0.392,0.259,0.511,52.9,50.8,11.3,10.7,0.478,17.2,37.3,0.256
Georgetown NCAA,2009-2010,34,23,11,0.676,17.03,9.56,,10,8,,12,4,,6,5,,2500,2246,,66.6,110.4,0.370,0.302,0.586,51.8,57.9,10.5,12.9,0.557,18.1,33.1,0.263
Georgia,2009-2010,31,14,17,0.452,7.33,8.04,,5,11,,12,4,,0,12,,2128,2150,,66.2,103.2,0.385,0.246,0.541,53.3,56.0,9.1,11.9,0.501,19.3,38.2,0.276
Georgia Southern,2009-2010,32,9,23,0.281,-12.57,-1.67,,6,12,,8,6,,1,16,,2260,2529,,71.7,97.7,0.360,0.330,0.522,45.2,56.1,11.2,8.5,0.490,19.1,31.4,0.242
Georgia State,2009-2010,32,12,20,0.375,-3.74,-1.48,,5,13,,9,5,,1,12,,1993,2039,,63.0,97.8,0.311,0.242,0.490,50.3,48.1,11.3,9.7,0.456,17.5,37.9,0.214
Georgia Tech NCAA,2009-2010,36,23,13,0.639,14.11,9.02,,7,9,,14,2,,3,8,,2621,2365,,70.4,103.1,0.377,0.284,0.538,53.2,53.6,11.3,13.9,0.511,19.1,37.4,0.248
Gonzaga NCAA,2009-2010,34,27,7,0.794,12.11,3.83,,12,2,,14,1,,6,3,,2614,2291,,69.4,109.6,0.494,0.278,0.570,53.1,50.0,9.5,10.5,0.540,16.2,32.1,0.328
Grambling,2009-2010,28,7,21,0.250,-23.05,-12.75,,4,14,,4,7,,2,13,,1784,2048,,69.7,90.2,0.368,0.309,0.490,45.9,51.4,10.6,6.7,0.449,19.4,28.8,0.253
Green Bay,2009-2010,35,22,13,0.629,0.33,0.75,,11,7,,11,4,,9,7,,2397,2341,,64.1,105.3,0.357,0.327,0.538,49.2,49.3,9.4,6.9,0.498,16.3,33.5,0.262
Hampton,2009-2010,32,14,18,0.438,-6.75,-8.36,,8,8,,6,6,,6,9,,2102,2050,,68.0,96.7,0.422,0.321,0.513,48.9,53.1,12.8,10.6,0.472,19.5,33.5,0.286
Hartford,2009-2010,30,8,22,0.267,-13.77,-6.04,,6,10,,5,8,,3,13,,1868,2100,,64.9,95.6,0.279,0.404,0.492,45.1,50.9,9.3,8.5,0.468,15.5,27.0,0.178
Harvard,2009-2010,29,21,8,0.724,1.59,-3.91,,10,4,,11,2,,10,6,,2145,1928,,67.7,107.4,0.445,0.339,0.586,51.7,61.7,11.4,12.6,0.540,19.6,31.3,0.340
Hawaii,2009-2010,30,10,20,0.333,-4.91,0.33,,3,13,,10,11,,0,9,,2044,2187,,67.0,101.7,0.443,0.292,0.515,52.5,58.7,6.6,5.3,0.477,17.8,38.8,0.293
High Point,2009-2010,30,15,15,0.500,-14.63,-9.30,,10,8,,12,1,,3,14,,2169,2203,,71.4,100.9,0.351,0.308,0.520,49.4,49.9,9.5,10.5,0.486,18.4,34.8,0.241
Hofstra,2009-2010,34,19,15,0.559,1.65,-0.02,,10,8,,11,6,,6,7,,2406,2320,,69.2,101.1,0.316,0.269,0.498,52.5,54.2,10.7,16.5,0.452,16.2,37.4,0.229
Holy Cross,2009-2010,31,9,22,0.290,-8.03,-5.57,,5,9,,5,7,,3,14,,2147,2223,,66.8,102.9,0.388,0.248,0.531,53.0,53.7,6.4,7.4,0.493,18.1,36.7,0.272
Houston NCAA,2009-2010,35,19,16,0.543,6.74,3.48,,7,9,,10,5,,4,9,,2751,2624,,71.4,109.3,0.337,0.357,0.520,44.5,45.4,13.1,7.2,0.483,10.6,30.3,0.239
Houston Christian,2009-2010,33,12,21,0.364,,,,9,3,,5,7,,3,11,,2347,2604,,74.6,94.7,0.436,0.247,0.505,51.3,51.1,9.6,8.8,0.451,20.7,35.8,0.317
Howard,2009-2010,32,7,25,0.219,-19.49,-7.27,,6,10,,4,5,,2,15,,1868,2251,,65.6,88.3,0.408,0.352,0.459,48.1,48.2,6.6,5.3,0.427,18.9,32.1,0.242
Idaho,2009-2010,31,15,16,0.484,-0.19,0.48,,6,10,,8,6,,6,10,,2206,2188,,67.9,104.5,0.382,0.302,0.548,50.9,58.0,8.8,7.9,0.521,17.7,32.5,0.252
Idaho State,2009-2010,29,7,22,0.241,-10.29,0.13,,4,12,,6,6,,1,16,,1927,2176,,63.3,102.8,0.354,0.250,0.530,49.9,46.0,8.9,8.2,0.497,17.4,35.9,0.246
Illinois,2009-2010,36,21,15,0.583,11.58,9.58,,10,8,,13,5,,7,4,,2547,2406,,66.9,104.3,0.273,0.303,0.530,51.9,59.6,8.3,11.4,0.501,15.6,32.2,0.195
Illinois State,2009-2010,33,22,11,0.667,5.73,1.16,,11,7,,15,2,,6,8,,2283,2115,,65.2,105.8,0.404,0.332,0.539,53.1,54.5,11.1,10.4,0.501,16.9,34.4,0.283
Illinois-Chicago,2009-2010,30,8,22,0.267,-7.58,0.94,,3,15,,7,7,,1,15,,1876,2110,,67.4,92.8,0.325,0.342,0.481,45.5,48.2,10.4,7.0,0.438,16.4,27.8,0.232
Indiana,2009-2010,31,10,21,0.323,0.76,9.37,,4,14,,8,9,,1,8,,2053,2215,,67.7,97.1,0.418,0.278,0.508,49.7,53.3,10.0,9.2,0.464,19.4,35.6,0.289
Indiana State,2009-2010,32,17,15,0.531,1.11,2.40,,9,9,,11,3,,5,10,,2113,2123,,64.1,101.4,0.368,0.375,0.535,48.2,47.3,8.5,10.2,0.487,16.9,27.6,0.283
Iona,2009-2010,31,21,10,0.677,2.31,-1.85,,12,6,,11,3,,8,4,,2050,1921,,66.5,99.0,0.373,0.371,0.522,48.3,60.1,11.9,8.4,0.488,17.6,29.7,0.254
Iowa,2009-2010,32,10,22,0.313,2.12,8.09,,4,14,,9,9,,1,10,,1937,2112,,62.0,97.3,0.309,0.462,0.518,50.1,58.4,6.7,5.7,0.488,19.1,30.4,0.214
Iowa State,2009-2010,32,15,17,0.469,9.60,8.37,,4,12,,11,7,,3,7,,2250,2174,,67.1,103.1,0.372,0.298,0.528,51.4,55.0,7.4,11.9,0.499,17.2,33.9,0.244
IU Indy,2009-2010,36,25,11,0.694,1.63,-4.08,,15,3,,11,3,,10,5,,2681,2420,,66.3,110.5,0.423,0.278,0.590,51.5,56.5,13.1,12.8,0.558,18.4,33.5,0.302
Jackson State,2009-2010,32,19,13,0.594,-13.21,-10.66,,17,1,,9,3,,9,8,,2028,2089,,66.7,94.3,0.438,0.313,0.487,51.7,52.6,8.8,10.4,0.447,18.4,35.0,0.282
Jacksonville,2009-2010,33,20,13,0.606,-1.71,-2.30,,14,6,,8,3,,10,10,,2304,2228,,69.0,101.1,0.386,0.276,0.508,52.3,48.9,12.2,11.4,0.465,17.5,38.7,0.273
Jacksonville State,2009-2010,30,11,19,0.367,-8.18,-4.22,,7,11,,10,7,,1,12,,2088,2144,,68.1,101.7,0.371,0.298,0.532,49.1,62.6,9.8,12.1,0.490,17.4,31.8,0.271
James Madison,2009-2010,33,13,20,0.394,-4.96,-1.52,,4,14,,9,5,,2,13,,2210,2307,,67.8,98.8,0.347,0.334,0.524,49.1,58.0,9.1,10.1,0.492,18.5,31.7,0.237
Kansas NCAA,2009-2010,36,33,3,0.917,24.68,8.25,,15,1,,18,0,,9,2,,2937,2312,,69.4,116.8,0.413,0.307,0.582,54.6,59.0,12.0,16.0,0.551,15.7,38.4,0.288
