School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
California Baptist,2021-2022,34,18,16,0.529,-3.53,-3.34,,7,11,,14,5,,3,9,,2402,2284,,69.3,101.6,0.366,0.430,0.539,51.8,65.1,7.4,7.1,0.509,17.5,28.7,0.246
Campbell,2021-2022,29,16,13,0.552,-4.84,-5.76,,8,8,,9,4,,5,8,,1919,1798,,63.9,102.7,0.275,0.369,0.542,49.7,56.0,9.6,7.0,0.519,14.6,22.2,0.187
Canisius,2021-2022,32,11,21,0.344,-7.48,-2.25,,7,13,,10,5,,1,15,,2192,2288,,69.6,97.6,0.299,0.397,0.494,49.3,53.5,8.6,6.6,0.461,14.6,28.5,0.207
Central Arkansas,2021-2022,31,11,20,0.355,-13.83,-1.70,,7,9,,8,4,,3,14,,2269,2515,,73.0,99.4,0.227,0.352,0.523,48.6,51.5,9.2,8.0,0.493,16.3,27.4,0.172
Central Connecticut State,2021-2022,32,8,24,0.250,-17.43,-7.09,,4,13,,4,7,,4,15,,1977,2308,,66.2,92.2,0.291,0.392,0.495,46.6,49.3,9.3,6.3,0.460,18.1,26.3,0.206
Central Michigan,2021-2022,30,7,23,0.233,-12.56,-1.52,,6,12,,2,9,,5,11,,1978,2309,,68.8,95.4,0.305,0.401,0.509,46.6,49.7,9.1,9.0,0.478,17.3,25.3,0.211
Charleston Southern,2021-2022,31,6,25,0.194,-17.56,-4.21,,1,15,,4,9,,1,13,,2122,2356,,71.3,95.6,0.304,0.454,0.507,50.0,49.8,9.1,8.1,0.478,17.8,27.6,0.206
Charlotte,2021-2022,31,17,14,0.548,-1.62,-0.42,,10,8,,11,4,,6,6,,2171,2208,,66.7,105.1,0.280,0.398,0.564,49.0,55.4,7.2,8.0,0.529,15.6,22.6,0.221
Chattanooga NCAA,2021-2022,35,27,8,0.771,6.12,-0.94,,14,4,,12,3,,12,4,,2596,2253,,66.0,111.6,0.266,0.389,0.560,53.7,47.0,10.8,6.4,0.531,14.2,32.7,0.198
Chicago State,2021-2022,32,7,25,0.219,-14.24,-1.96,,3,15,,5,9,,2,15,,1987,2380,,66.7,93.0,0.294,0.438,0.487,48.3,43.3,8.2,6.4,0.459,18.8,32.2,0.192
Cincinnati,2021-2022,33,18,15,0.545,7.44,4.28,,7,11,,12,6,,4,7,,2291,2176,,68.6,101.2,0.296,0.424,0.499,49.8,53.3,9.2,9.7,0.470,13.1,29.9,0.198
Clemson,2021-2022,33,17,16,0.515,9.59,6.31,,8,12,,11,5,,3,8,,2367,2259,,66.6,106.8,0.298,0.378,0.555,51.4,55.2,8.8,7.2,0.524,14.6,25.8,0.219
Cleveland State,2021-2022,31,20,11,0.645,-1.78,-5.64,,15,6,,15,3,,5,7,,2336,2168,,68.7,107.5,0.362,0.338,0.559,51.9,60.1,12.3,10.4,0.534,16.7,33.8,0.243
Coastal Carolina,2021-2022,33,19,14,0.576,0.66,-2.41,,8,8,,13,7,,5,5,,2404,2156,,67.6,106.6,0.307,0.358,0.541,53.9,51.0,9.8,11.2,0.513,16.4,34.2,0.214
Colgate NCAA,2021-2022,35,23,12,0.657,0.98,-6.37,,16,2,,15,1,,8,10,,2646,2349,,67.6,111.4,0.262,0.422,0.579,51.9,62.0,9.0,9.3,0.559,14.8,26.6,0.182
College of Charleston,2021-2022,32,17,15,0.531,0.52,-1.23,,8,10,,9,6,,7,8,,2502,2446,,74.3,104.5,0.304,0.376,0.536,54.7,47.2,10.6,7.2,0.503,17.6,35.9,0.222
Colorado,2021-2022,33,21,12,0.636,9.82,6.15,,12,8,,12,6,,6,4,,2345,2224,,68.4,103.2,0.347,0.336,0.545,53.6,54.0,8.0,8.7,0.504,17.2,30.0,0.262
Colorado State NCAA,2021-2022,31,25,6,0.806,11.51,4.77,,14,4,,14,1,,6,3,,2275,2047,,66.0,110.4,0.296,0.395,0.583,49.8,53.8,9.6,9.8,0.551,13.8,22.1,0.229
Columbia,2021-2022,26,4,22,0.154,-17.50,-4.62,,1,13,,3,10,,1,12,,1752,2049,,71.0,94.5,0.263,0.363,0.509,49.0,48.1,8.3,5.7,0.490,18.7,27.3,0.165
Connecticut NCAA,2021-2022,33,23,10,0.697,16.40,6.88,,13,6,,14,2,,5,5,,2469,2155,,66.8,109.9,0.305,0.345,0.534,55.1,52.6,8.7,16.6,0.496,14.4,37.7,0.230
Coppin State,2021-2022,32,9,23,0.281,-12.78,-5.03,,6,8,,3,6,,4,16,,2142,2390,,74.4,90.0,0.346,0.499,0.497,44.0,49.4,10.8,8.1,0.460,17.6,20.1,0.237
Cornell,2021-2022,26,15,11,0.577,-3.41,-3.45,,7,7,,10,2,,5,8,,2059,1941,,73.5,107.2,0.303,0.458,0.571,51.3,61.2,10.7,8.3,0.546,17.0,28.0,0.215
Creighton NCAA,2021-2022,35,23,12,0.657,11.34,8.54,,12,7,,11,4,,6,5,,2422,2324,,68.1,100.5,0.267,0.381,0.537,51.7,52.0,8.0,10.1,0.506,17.9,28.4,0.197
Dartmouth,2021-2022,25,9,16,0.360,-4.12,-2.62,,6,8,,5,5,,4,11,,1709,1705,,66.8,100.8,0.241,0.449,0.526,48.2,42.9,9.8,9.6,0.493,15.0,23.9,0.186
Davidson NCAA,2021-2022,34,27,7,0.794,10.43,1.92,,15,3,,13,1,,9,3,,2567,2244,,66.1,113.8,0.316,0.412,0.591,52.3,54.8,7.0,8.2,0.561,13.3,23.8,0.238
Dayton,2021-2022,35,24,11,0.686,10.41,2.41,,14,4,,13,4,,7,6,,2423,2143,,64.4,107.1,0.305,0.337,0.562,54.5,55.9,8.6,11.1,0.539,16.7,30.1,0.208
Delaware NCAA,2021-2022,35,22,13,0.629,0.32,-1.82,,10,8,,9,5,,8,5,,2568,2456,,68.0,107.2,0.339,0.388,0.570,49.2,48.4,9.7,9.8,0.536,16.3,26.9,0.252
Delaware State,2021-2022,28,2,26,0.071,-22.63,-7.39,,0,14,,2,11,,0,13,,1757,2058,,71.0,88.0,0.306,0.332,0.490,47.6,42.8,10.2,12.3,0.458,21.4,27.4,0.205
Denver,2021-2022,32,11,21,0.344,-10.12,-5.96,,7,11,,6,7,,4,12,,2257,2380,,68.5,101.7,0.318,0.356,0.553,48.4,48.3,7.5,9.5,0.526,16.9,23.2,0.222
DePaul,2021-2022,31,15,16,0.484,7.83,6.73,,6,14,,11,7,,4,8,,2272,2238,,70.4,103.7,0.334,0.342,0.521,51.6,43.4,8.8,12.5,0.488,14.8,31.7,0.232
Detroit Mercy,2021-2022,30,14,16,0.467,-6.33,-5.02,,10,7,,9,1,,5,15,,2122,2115,,65.8,107.5,0.229,0.488,0.558,48.7,48.1,8.9,6.0,0.530,15.5,27.9,0.178
Drake,2021-2022,36,25,11,0.694,7.34,1.04,,13,5,,14,3,,8,2,,2660,2391,,66.4,109.0,0.280,0.346,0.552,52.1,43.6,10.3,9.5,0.520,13.9,29.5,0.211
Drexel,2021-2022,29,15,14,0.517,-0.29,-1.90,,10,8,,8,4,,6,7,,2112,2038,,68.0,106.1,0.253,0.354,0.549,50.2,45.5,6.9,7.5,0.525,14.1,25.3,0.180
Duke NCAA,2021-2022,39,32,7,0.821,19.55,7.26,,16,4,,15,3,,9,2,,3122,2643,,68.2,117.0,0.286,0.357,0.583,52.8,55.4,9.3,13.4,0.557,13.0,31.6,0.211
Duquesne,2021-2022,30,6,24,0.200,-6.34,1.86,,1,16,,3,11,,1,10,,1956,2202,,66.9,95.9,0.219,0.333,0.481,47.4,40.4,9.8,10.8,0.454,14.5,29.3,0.155
East Carolina,2021-2022,30,15,15,0.500,0.49,2.66,,6,11,,12,4,,2,7,,2063,2128,,68.9,99.0,0.335,0.392,0.516,49.3,63.1,9.7,9.0,0.471,16.3,27.5,0.253
East Tennessee State,2021-2022,32,15,17,0.469,-2.76,-0.36,,7,11,,8,6,,4,10,,2306,2336,,66.6,107.8,0.229,0.417,0.541,50.0,49.2,10.1,8.7,0.517,14.5,31.3,0.166
Eastern Illinois,2021-2022,31,5,26,0.161,-21.07,-3.97,,3,15,,4,9,,1,16,,1746,2205,,66.6,84.6,0.315,0.362,0.485,44.4,58.9,9.5,9.2,0.457,21.6,21.7,0.201
Eastern Kentucky,2021-2022,31,13,18,0.419,-6.75,-5.38,,5,11,,12,5,,1,13,,2457,2327,,73.0,106.5,0.213,0.484,0.525,47.5,54.7,13.7,10.1,0.503,13.3,29.7,0.151
Eastern Michigan,2021-2022,31,10,21,0.323,-10.86,-3.03,,5,15,,8,7,,2,14,,2143,2356,,70.7,95.4,0.303,0.350,0.516,47.7,40.2,8.1,8.1,0.485,17.1,23.0,0.211
Eastern Washington,2021-2022,34,18,16,0.529,-5.20,-5.14,,11,9,,9,3,,8,11,,2613,2536,,71.6,106.5,0.333,0.428,0.565,51.7,59.3,7.7,7.8,0.528,16.3,26.7,0.251
Elon,2021-2022,32,10,22,0.313,-6.15,1.39,,7,11,,7,7,,3,11,,2147,2311,,67.3,99.8,0.258,0.443,0.531,48.5,52.3,7.2,7.2,0.501,17.1,25.8,0.190
Evansville,2021-2022,30,6,24,0.200,-10.95,1.40,,2,16,,4,9,,2,11,,1775,2122,,64.2,90.3,0.243,0.470,0.503,43.8,50.2,9.1,5.8,0.475,16.0,14.3,0.172
Fairfield,2021-2022,33,15,18,0.455,-3.88,-4.09,,8,12,,6,9,,8,8,,2239,2177,,65.5,102.5,0.261,0.391,0.527,50.2,48.0,8.2,7.8,0.500,14.6,27.8,0.184
FDU,2021-2022,26,4,22,0.154,-18.13,-6.21,,4,11,,3,6,,1,16,,1748,2058,,70.4,94.6,0.278,0.354,0.497,46.1,48.6,9.1,7.6,0.464,16.9,27.7,0.197
Florida,2021-2022,34,20,14,0.588,11.93,7.84,,9,9,,13,5,,4,7,,2400,2261,,66.8,104.9,0.338,0.458,0.534,49.0,52.7,12.4,13.5,0.496,15.8,31.5,0.248
Florida A&M,2021-2022,30,13,17,0.433,-12.05,-6.70,,11,7,,8,4,,5,12,,1952,2064,,67.3,95.9,0.289,0.265,0.502,46.7,49.1,9.2,8.5,0.468,16.2,26.2,0.204
Florida Atlantic,2021-2022,34,19,15,0.559,2.63,-1.82,,11,7,,14,5,,4,8,,2519,2315,,68.7,107.4,0.284,0.424,0.554,53.1,50.1,10.7,7.8,0.527,16.1,31.5,0.203
Florida Gulf Coast,2021-2022,34,22,12,0.647,-3.07,-4.91,,10,6,,16,3,,6,9,,2641,2505,,70.3,108.1,0.289,0.477,0.558,52.6,56.6,9.3,12.3,0.537,16.2,31.1,0.195
Florida International,2021-2022,32,15,17,0.469,-6.47,-3.27,,5,13,,11,5,,1,11,,2264,2274,,69.0,100.6,0.248,0.465,0.535,48.9,54.5,9.1,11.1,0.511,17.4,27.0,0.174
Florida State,2021-2022,31,17,14,0.548,6.39,7.32,,10,10,,11,4,,4,8,,2201,2230,,68.6,102.7,0.303,0.341,0.522,49.8,55.7,12.3,14.8,0.490,15.5,31.6,0.214
Fordham,2021-2022,32,16,16,0.500,-0.89,-0.20,,8,10,,10,4,,3,9,,2115,2137,,68.6,94.8,0.297,0.427,0.496,49.9,51.4,10.5,9.9,0.457,16.5,27.0,0.216
Fresno State,2021-2022,36,23,13,0.639,8.36,1.94,,8,9,,14,4,,6,8,,2384,2139,,62.4,104.2,0.311,0.387,0.542,52.8,50.4,9.6,9.4,0.511,15.5,27.7,0.221
Furman,2021-2022,34,22,12,0.647,6.20,-1.44,,12,6,,12,3,,8,8,,2640,2336,,66.1,115.0,0.226,0.517,0.585,49.8,62.5,12.2,9.7,0.562,13.7,27.7,0.171
Gardner-Webb,2021-2022,31,18,13,0.581,-2.35,-4.43,,11,5,,11,3,,6,9,,2154,1989,,69.7,99.7,0.287,0.396,0.536,52.0,52.2,10.4,14.6,0.509,17.2,25.3,0.201
George Mason,2021-2022,30,14,16,0.467,4.18,1.98,,7,9,,10,4,,4,8,,2122,2056,,66.6,104.0,0.291,0.465,0.553,51.3,56.5,7.4,9.7,0.529,16.1,25.0,0.202
George Washington,2021-2022,30,12,18,0.400,-4.07,0.40,,8,9,,8,5,,3,10,,2051,2185,,69.7,96.9,0.260,0.358,0.516,46.2,48.5,9.8,10.5,0.489,16.0,23.2,0.181
Georgetown,2021-2022,31,6,25,0.194,1.71,8.03,,0,19,,6,11,,0,11,,2192,2388,,71.0,99.5,0.290,0.360,0.501,50.1,47.5,10.1,10.9,0.462,15.9,32.3,0.216
Georgia,2021-2022,32,6,26,0.188,-0.63,8.06,,1,17,,6,13,,0,10,,2234,2512,,69.8,100.0,0.390,0.370,0.546,48.4,58.2,7.5,5.9,0.502,18.4,25.6,0.292
Georgia Southern,2021-2022,29,13,16,0.448,-7.04,-3.04,,5,11,,7,5,,4,10,,1927,1903,,67.1,98.1,0.303,0.350,0.527,50.0,48.6,11.0,10.1,0.500,18.5,28.6,0.206
Georgia State NCAA,2021-2022,29,18,11,0.621,-1.11,-1.34,,9,5,,8,4,,6,5,,2049,1906,,68.6,101.7,0.295,0.371,0.498,50.7,54.2,12.7,12.8,0.461,14.1,33.9,0.213
Georgia Tech,2021-2022,32,12,20,0.375,2.24,6.08,,5,15,,8,10,,3,8,,2195,2264,,68.6,98.4,0.247,0.346,0.527,49.0,53.2,11.2,7.2,0.502,16.7,25.7,0.172
Gonzaga NCAA,2021-2022,32,28,4,0.875,25.46,4.50,,13,1,,16,0,,5,1,,2790,2119,,73.8,118.1,0.306,0.353,0.608,55.7,55.3,8.7,13.4,0.587,13.9,29.1,0.219
Grambling,2021-2022,32,12,20,0.375,-12.35,-5.08,,8,9,,6,4,,4,14,,2092,2273,,70.5,92.8,0.330,0.281,0.491,48.2,46.7,9.4,9.1,0.451,17.6,27.9,0.234
Grand Canyon,2021-2022,31,23,8,0.742,5.81,-2.57,,12,5,,15,2,,6,5,,2204,1898,,67.7,105.0,0.310,0.395,0.527,54.1,50.5,9.8,5.9,0.500,16.2,34.7,0.210
Green Bay,2021-2022,30,5,25,0.167,-13.89,-5.44,,4,16,,4,9,,1,13,,1852,2068,,64.9,95.1,0.316,0.347,0.505,48.4,48.2,7.7,7.9,0.468,17.4,27.3,0.226
Hampton,2021-2022,28,9,19,0.321,-13.54,-6.00,,5,11,,7,4,,2,11,,1814,1946,,69.2,92.8,0.361,0.349,0.493,46.6,46.5,7.4,10.3,0.451,16.0,23.1,0.253
Hartford,2021-2022,32,12,20,0.375,-10.03,-7.69,,9,9,,7,5,,5,13,,2234,2309,,67.1,103.7,0.276,0.452,0.555,48.3,48.8,9.0,8.8,0.533,16.2,23.8,0.191
Harvard,2021-2022,26,13,13,0.500,-4.68,-4.20,,5,9,,9,6,,4,7,,1858,1797,,69.7,101.1,0.263,0.428,0.528,49.8,43.6,10.8,7.3,0.503,15.4,25.4,0.182
Hawaii,2021-2022,28,17,11,0.607,-0.52,-3.06,,12,5,,10,4,,5,5,,1928,1796,,66.2,104.1,0.325,0.420,0.552,53.4,51.6,5.3,5.5,0.516,17.3,29.1,0.242
High Point,2021-2022,32,14,18,0.438,-6.53,-3.39,,7,9,,10,6,,3,10,,2225,2232,,67.7,100.0,0.343,0.340,0.523,49.6,49.5,9.3,12.7,0.499,16.7,28.3,0.219
Hofstra,2021-2022,32,21,11,0.656,1.80,-0.60,,13,5,,12,2,,8,8,,2494,2333,,70.5,109.7,0.209,0.447,0.566,48.2,53.3,11.2,8.0,0.539,13.0,23.7,0.166
Holy Cross,2021-2022,31,9,22,0.290,-16.84,-7.87,,7,11,,5,9,,4,11,,2022,2192,,67.9,96.1,0.281,0.294,0.497,48.9,42.5,8.7,9.9,0.464,16.0,27.6,0.199
Houston NCAA,2021-2022,38,32,6,0.842,22.55,6.47,,15,3,,16,1,,7,3,,2844,2233,,65.0,113.9,0.290,0.389,0.551,54.9,58.5,12.2,17.1,0.531,14.1,37.7,0.193
Houston Christian,2021-2022,29,11,18,0.379,-14.47,-6.71,,6,8,,7,6,,3,8,,2190,2220,,72.2,102.9,0.383,0.363,0.542,52.5,51.2,10.8,6.9,0.504,17.8,31.9,0.272
Howard,2021-2022,29,16,13,0.552,-6.76,-8.53,,9,5,,9,4,,5,8,,2215,2019,,73.4,103.6,0.351,0.395,0.549,48.3,55.1,11.4,9.2,0.510,17.5,28.9,0.262
Idaho,2021-2022,31,9,22,0.290,-13.19,-4.78,,6,14,,8,7,,1,12,,2263,2468,,71.3,101.5,0.351,0.378,0.550,49.0,47.4,4.9,5.5,0.512,17.0,23.6,0.258
Idaho State,2021-2022,30,7,23,0.233,-14.96,-5.28,,5,15,,5,8,,2,14,,1931,2146,,65.9,97.2,0.339,0.425,0.517,49.9,46.5,6.8,6.3,0.484,18.2,28.8,0.232
Illinois NCAA,2021-2022,33,23,10,0.697,16.69,9.48,,15,5,,13,3,,7,4,,2456,2218,,67.9,108.8,0.320,0.426,0.554,53.8,58.1,7.6,7.1,0.525,15.5,33.1,0.226
Illinois State,2021-2022,33,13,20,0.394,-0.78,0.74,,5,13,,11,6,,1,11,,2447,2466,,69.2,104.4,0.314,0.366,0.553,50.3,46.7,9.6,12.5,0.518,17.0,28.5,0.234
Illinois-Chicago,2021-2022,30,14,16,0.467,-8.78,-6.37,,9,10,,6,6,,8,8,,2159,2188,,69.4,102.4,0.228,0.461,0.537,48.5,55.3,8.2,9.4,0.514,15.2,24.6,0.161
Incarnate Word,2021-2022,32,7,25,0.219,-17.03,-4.34,,3,11,,5,10,,1,11,,2145,2445,,68.4,97.9,0.284,0.448,0.533,45.6,50.2,7.6,4.8,0.494,17.7,23.6,0.223
Indiana NCAA,2021-2022,35,21,14,0.600,12.71,8.08,,9,11,,14,4,,3,8,,2478,2316,,67.9,103.2,0.335,0.311,0.538,51.8,56.6,8.2,14.1,0.506,15.2,27.0,0.234
Indiana State,2021-2022,31,11,20,0.355,-3.49,1.94,,4,14,,8,6,,2,11,,2184,2230,,69.4,99.4,0.264,0.460,0.552,49.3,52.3,8.5,5.1,0.518,17.1,18.6,0.206
Iona,2021-2022,33,25,8,0.758,5.47,-1.14,,17,3,,13,0,,7,5,,2482,2264,,70.2,106.3,0.372,0.361,0.540,51.2,61.0,9.3,15.3,0.507,15.4,31.8,0.258
Iowa NCAA,2021-2022,36,26,10,0.722,18.90,6.87,,12,8,,15,3,,6,6,,2995,2562,,70.3,117.5,0.300,0.393,0.564,51.0,53.9,10.4,11.3,0.533,11.1,32.2,0.225
Iowa State NCAA,2021-2022,35,22,13,0.629,12.38,9.33,,7,11,,14,5,,4,6,,2296,2189,,67.2,96.9,0.271,0.377,0.517,49.3,60.4,12.6,9.8,0.491,17.9,28.4,0.185
IU Indy,2021-2022,29,3,26,0.103,-23.61,-6.50,,1,16,,2,11,,1,13,,1521,1947,,63.4,82.7,0.264,0.348,0.461,49.0,54.4,9.0,8.4,0.430,22.6,31.1,0.176
