School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Colorado State,2013-2014,32,16,16,0.500,3.29,2.16,,7,11,,14,6,,2,9,,2347,2230,,65.8,111.5,0.488,0.290,0.530,53.4,52.6,7.6,9.2,0.476,11.7,34.9,0.354
Columbia,2013-2014,34,21,13,0.618,2.21,-1.92,,8,6,,14,4,,5,8,,2313,2151,,61.8,108.1,0.428,0.431,0.578,52.3,56.5,8.1,7.4,0.530,17.1,28.3,0.332
Connecticut NCAA,2013-2014,40,32,8,0.800,17.23,8.63,,12,6,,14,3,,6,4,,2873,2529,,65.5,108.9,0.383,0.343,0.562,50.2,50.3,10.7,15.2,0.515,15.2,30.4,0.298
Coppin State,2013-2014,32,12,20,0.375,-11.09,-4.99,,7,9,,5,7,,5,10,,2231,2403,,68.5,101.4,0.411,0.394,0.507,46.1,51.1,8.7,6.0,0.456,14.7,30.4,0.300
Cornell,2013-2014,28,2,26,0.071,-15.60,0.03,,1,13,,2,11,,0,15,,1795,2195,,65.2,97.4,0.283,0.379,0.498,46.5,46.0,6.4,7.9,0.471,15.7,28.5,0.188
Creighton NCAA,2013-2014,35,27,8,0.771,18.03,7.17,,14,4,,16,0,,7,4,,2756,2376,,65.3,120.6,0.339,0.446,0.616,51.7,64.2,6.1,3.8,0.589,13.3,27.7,0.252
Dartmouth,2013-2014,28,12,16,0.429,-4.85,-3.24,,5,9,,8,7,,4,9,,1905,1864,,64.4,105.2,0.370,0.303,0.534,51.6,52.3,9.2,9.6,0.501,15.9,32.0,0.254
Davidson,2013-2014,33,20,13,0.606,0.81,-3.73,,15,1,,8,4,,10,4,,2591,2404,,68.0,113.8,0.392,0.387,0.582,50.0,50.3,7.9,4.4,0.550,14.5,29.3,0.280
Dayton NCAA,2013-2014,37,26,11,0.703,10.55,5.34,,10,6,,13,4,,7,4,,2671,2478,,65.4,109.6,0.406,0.319,0.555,52.7,51.9,9.1,7.3,0.524,15.5,34.0,0.277
Delaware NCAA,2013-2014,35,25,10,0.714,2.73,-1.10,,14,2,,10,2,,11,7,,2782,2648,,70.9,111.7,0.439,0.345,0.546,48.1,40.3,8.4,8.5,0.504,11.6,29.1,0.312
Delaware State,2013-2014,30,9,21,0.300,-12.64,-6.11,,5,11,,7,7,,2,12,,1847,1946,,61.2,99.4,0.379,0.317,0.512,47.9,56.8,8.2,10.8,0.474,15.9,28.8,0.261
Denver,2013-2014,31,16,15,0.516,0.84,-0.42,,8,6,,9,4,,5,8,,2044,1999,,59.2,109.6,0.339,0.426,0.574,45.4,65.5,11.6,10.0,0.546,14.7,24.8,0.240
DePaul,2013-2014,33,12,21,0.364,1.50,7.47,,3,15,,8,9,,3,9,,2290,2487,,67.3,101.6,0.420,0.314,0.517,49.8,45.9,9.8,11.5,0.476,16.7,33.8,0.287
Detroit Mercy,2013-2014,32,13,19,0.406,-3.25,-0.25,,6,10,,8,7,,5,12,,2275,2267,,68.0,102.6,0.389,0.319,0.515,51.4,47.6,10.6,13.0,0.469,15.6,34.1,0.283
Drake,2013-2014,31,15,16,0.484,-0.77,1.03,,6,12,,9,5,,4,9,,2116,2115,,64.4,105.5,0.384,0.379,0.562,50.8,54.9,8.5,6.4,0.527,16.4,27.2,0.274
Drexel,2013-2014,30,16,14,0.533,1.23,-0.24,,8,8,,8,4,,6,8,,2064,2020,,63.4,104.6,0.392,0.288,0.510,49.5,49.2,6.9,10.5,0.466,11.2,28.9,0.278
Duke NCAA,2013-2014,35,26,9,0.743,19.51,8.48,,13,5,,17,0,,4,5,,2745,2359,,65.5,119.4,0.388,0.397,0.574,51.5,54.8,10.6,7.4,0.538,12.1,34.5,0.283
Duquesne,2013-2014,30,13,17,0.433,0.66,1.03,,5,11,,6,8,,7,6,,2200,2211,,68.3,107.4,0.422,0.353,0.539,50.0,60.9,8.5,8.0,0.506,14.0,29.9,0.283
East Carolina,2013-2014,34,17,17,0.500,-4.08,-2.41,,5,11,,10,7,,3,10,,2477,2411,,66.5,109.6,0.436,0.429,0.560,48.7,56.6,9.5,8.2,0.520,15.2,30.9,0.311
East Tennessee State,2013-2014,35,19,16,0.543,-5.93,-6.08,,10,8,,14,6,,5,10,,2689,2663,,71.2,107.1,0.429,0.371,0.546,47.8,48.8,10.7,8.8,0.497,14.2,28.6,0.321
Eastern Illinois,2013-2014,30,11,19,0.367,-11.53,-4.21,,7,9,,7,7,,4,11,,2030,2206,,66.4,101.9,0.413,0.298,0.531,49.6,51.1,8.6,13.5,0.487,17.3,31.6,0.295
Eastern Kentucky NCAA,2013-2014,34,24,10,0.706,0.60,-4.34,,11,5,,12,2,,8,6,,2677,2411,,67.4,116.3,0.441,0.446,0.611,44.3,56.5,13.0,6.4,0.574,14.1,23.6,0.331
Eastern Michigan,2013-2014,37,22,15,0.595,1.79,0.67,,10,8,,16,3,,4,11,,2423,2270,,65.0,99.8,0.437,0.302,0.501,47.7,47.9,12.6,18.3,0.456,14.8,30.8,0.296
Eastern Washington,2013-2014,31,15,16,0.484,-5.32,-4.15,,10,10,,10,4,,3,11,,2362,2329,,69.5,109.1,0.391,0.378,0.556,51.0,51.3,6.8,10.8,0.524,14.9,30.2,0.271
Elon,2013-2014,32,18,14,0.563,-4.02,-4.50,,11,5,,11,4,,7,6,,2392,2281,,67.9,109.3,0.357,0.382,0.572,49.4,52.8,7.4,7.1,0.539,15.6,27.8,0.258
Evansville,2013-2014,33,14,19,0.424,-3.12,1.20,,6,12,,10,7,,3,11,,2290,2383,,66.7,103.2,0.496,0.238,0.554,48.4,62.6,7.5,10.4,0.507,17.0,26.8,0.356
Fairfield,2013-2014,32,7,25,0.219,-7.37,-0.81,,4,16,,4,9,,2,13,,2030,2240,,66.9,94.4,0.346,0.376,0.497,50.0,51.6,6.6,9.7,0.460,18.7,30.5,0.237
FDU,2013-2014,31,10,21,0.323,-11.24,-4.07,,6,10,,6,6,,4,14,,2157,2358,,67.0,103.0,0.352,0.360,0.523,45.4,45.7,10.0,10.8,0.484,15.0,30.0,0.253
Florida NCAA,2013-2014,39,36,3,0.923,20.69,8.54,,18,0,,17,0,,10,2,,2727,2253,,62.7,111.1,0.424,0.346,0.552,53.8,53.9,11.2,8.6,0.522,14.5,34.7,0.283
Florida A&M,2013-2014,32,14,18,0.438,-12.31,-7.58,,8,8,,9,3,,3,14,,2281,2370,,72.0,98.3,0.342,0.317,0.488,49.4,44.5,10.2,10.2,0.455,16.6,35.9,0.224
Florida Atlantic,2013-2014,32,10,22,0.313,-5.12,-0.42,,5,11,,7,8,,3,11,,2120,2192,,65.5,101.1,0.368,0.357,0.513,51.0,50.9,7.2,11.5,0.484,16.8,34.6,0.236
Florida Gulf Coast,2013-2014,35,22,13,0.629,-1.97,-5.76,,14,4,,16,2,,6,10,,2504,2339,,68.1,104.2,0.361,0.311,0.546,52.0,48.9,8.3,9.6,0.518,16.7,29.9,0.243
Florida International,2013-2014,31,15,16,0.484,-5.40,-1.58,,7,9,,9,6,,5,8,,2128,2170,,67.2,101.4,0.415,0.286,0.529,51.1,44.6,10.5,10.8,0.494,17.8,33.8,0.278
Florida State,2013-2014,36,22,14,0.611,12.63,8.13,,9,9,,12,5,,6,6,,2554,2392,,66.1,106.6,0.456,0.268,0.560,50.8,44.1,8.9,13.9,0.517,18.3,34.8,0.329
Fordham,2013-2014,31,10,21,0.323,-3.16,3.14,,2,14,,7,8,,2,12,,2224,2419,,69.2,103.3,0.334,0.370,0.494,48.8,49.6,9.6,10.8,0.450,13.6,35.4,0.245
Fresno State,2013-2014,39,21,18,0.538,3.59,3.75,,9,9,,13,6,,7,10,,2837,2749,,66.3,107.7,0.407,0.376,0.548,47.9,49.5,9.6,11.9,0.505,13.2,26.6,0.298
Furman,2013-2014,30,9,21,0.300,-17.44,-7.40,,3,13,,6,8,,3,12,,1955,2196,,65.5,99.1,0.411,0.319,0.531,47.5,42.4,7.5,7.6,0.495,18.1,27.8,0.280
Gardner-Webb,2013-2014,33,18,15,0.545,-7.33,-6.90,,10,6,,8,5,,7,9,,2425,2309,,67.3,106.0,0.426,0.272,0.532,51.1,58.7,11.0,7.9,0.494,15.1,33.7,0.292
George Mason,2013-2014,31,11,20,0.355,2.03,4.58,,4,12,,6,8,,4,8,,2154,2233,,67.7,101.4,0.401,0.253,0.526,50.7,44.8,7.7,9.7,0.484,17.1,31.7,0.284
George Washington NCAA,2013-2014,33,24,9,0.727,10.60,4.42,,11,5,,14,1,,6,5,,2415,2211,,67.9,107.3,0.466,0.284,0.546,52.5,54.9,10.4,11.2,0.515,16.2,35.1,0.304
Georgetown,2013-2014,33,18,15,0.545,10.96,8.27,,8,10,,13,3,,2,9,,2344,2255,,65.0,108.4,0.448,0.312,0.555,50.5,53.8,9.2,12.9,0.511,15.5,31.9,0.322
Georgia,2013-2014,34,20,14,0.588,7.90,5.78,,12,6,,15,3,,4,7,,2343,2271,,65.1,105.0,0.541,0.275,0.536,53.3,44.5,7.8,13.1,0.489,16.9,35.3,0.369
Georgia Southern,2013-2014,34,15,19,0.441,-11.44,-8.60,,6,10,,7,6,,5,11,,2406,2395,,67.1,104.3,0.379,0.372,0.529,49.9,38.9,10.1,4.6,0.499,15.1,30.4,0.251
Georgia State,2013-2014,34,25,9,0.735,6.04,-2.56,,17,1,,13,0,,10,7,,2641,2330,,65.8,116.3,0.394,0.349,0.579,46.6,50.1,11.5,14.8,0.534,10.5,25.2,0.306
Georgia Tech,2013-2014,33,16,17,0.485,5.12,5.24,,6,12,,10,7,,5,7,,2200,2204,,64.8,101.8,0.344,0.297,0.512,52.0,54.5,7.9,11.5,0.478,15.7,32.7,0.236
Gonzaga NCAA,2013-2014,36,29,7,0.806,15.56,5.36,,15,3,,15,0,,8,4,,2761,2372,,67.2,114.1,0.404,0.328,0.590,52.3,54.0,9.7,10.2,0.560,15.2,30.6,0.286
Grambling,2013-2014,29,5,24,0.172,-24.61,-9.05,,3,15,,3,8,,1,15,,1903,2316,,69.0,95.1,0.409,0.352,0.505,46.6,46.5,8.8,5.5,0.467,18.7,30.8,0.273
Grand Canyon,2013-2014,30,15,15,0.500,-6.40,-3.51,,10,6,,8,4,,5,9,,2163,2152,,67.8,106.0,0.536,0.380,0.556,50.7,57.5,5.9,6.7,0.500,16.4,28.4,0.397
Green Bay,2013-2014,31,24,7,0.774,7.18,0.11,,14,2,,13,4,,9,2,,2304,1999,,67.7,108.8,0.438,0.247,0.556,52.2,58.2,10.5,18.7,0.518,15.9,33.9,0.308
Hampton,2013-2014,31,18,13,0.581,-5.17,-7.91,,13,4,,9,3,,8,7,,2262,2177,,71.1,99.8,0.510,0.300,0.511,49.3,49.1,10.3,15.4,0.467,17.1,33.1,0.335
Hartford,2013-2014,33,17,16,0.515,-6.63,-6.18,,10,6,,9,3,,7,9,,2162,2177,,63.7,102.5,0.389,0.442,0.573,46.4,55.0,8.8,6.0,0.542,19.5,24.0,0.273
Harvard NCAA,2013-2014,32,27,5,0.844,10.79,-0.47,,13,1,,11,1,,11,3,,2343,1952,,64.6,111.6,0.480,0.283,0.564,52.1,57.1,11.6,13.4,0.519,15.0,32.8,0.347
Hawaii,2013-2014,31,20,11,0.645,3.43,-1.68,,9,7,,14,5,,6,4,,2479,2270,,69.3,114.0,0.431,0.289,0.562,53.3,50.5,8.7,9.4,0.522,14.2,37.6,0.312
High Point,2013-2014,31,16,15,0.516,-8.23,-5.23,,12,4,,10,3,,6,11,,2203,2253,,65.5,108.0,0.329,0.286,0.561,49.3,56.8,9.0,10.0,0.527,16.0,30.6,0.244
Hofstra,2013-2014,33,10,23,0.303,-6.56,-1.89,,5,11,,7,8,,1,13,,2260,2414,,65.3,104.4,0.451,0.383,0.521,51.9,47.3,7.3,8.9,0.484,15.8,35.5,0.297
Holy Cross,2013-2014,34,20,14,0.588,-1.58,-3.28,,12,6,,8,5,,10,7,,2277,2219,,63.9,104.1,0.394,0.343,0.534,51.0,50.2,9.5,10.8,0.490,15.7,30.5,0.289
Houston,2013-2014,33,17,16,0.515,2.68,4.62,,8,10,,12,4,,3,9,,2345,2409,,67.1,105.5,0.382,0.315,0.541,49.2,58.3,8.1,13.6,0.512,16.3,31.6,0.255
Houston Christian,2013-2014,31,6,25,0.194,-17.39,-5.39,,2,16,,5,8,,1,15,,2091,2373,,70.2,95.3,0.389,0.263,0.509,49.1,52.2,7.2,5.2,0.471,19.1,30.9,0.265
Howard,2013-2014,33,8,25,0.242,-16.77,-5.22,,5,11,,4,6,,2,17,,2020,2344,,67.1,90.2,0.494,0.307,0.484,47.6,40.8,9.2,12.3,0.430,20.6,32.6,0.336
Idaho,2013-2014,34,16,18,0.471,-6.42,-3.72,,7,9,,7,6,,5,9,,2461,2536,,66.9,107.0,0.451,0.326,0.543,50.3,46.1,6.3,4.4,0.505,14.6,31.2,0.310
Idaho State,2013-2014,29,11,18,0.379,-6.42,-4.72,,8,12,,9,4,,2,13,,2054,2036,,64.5,108.5,0.453,0.293,0.546,52.3,49.3,11.1,8.7,0.502,16.1,35.7,0.323
Illinois,2013-2014,35,20,15,0.571,10.33,8.28,,7,11,,10,6,,6,7,,2248,2176,,62.8,102.0,0.312,0.341,0.504,50.4,44.0,9.8,10.7,0.465,14.0,31.2,0.229
Illinois State,2013-2014,34,18,16,0.529,1.08,1.77,,9,9,,14,3,,3,11,,2323,2329,,67.7,99.8,0.410,0.414,0.515,48.1,53.3,11.3,13.6,0.471,15.7,27.5,0.289
Illinois-Chicago,2013-2014,31,6,25,0.194,-7.17,0.63,,1,15,,2,12,,2,11,,2071,2248,,66.5,100.4,0.389,0.310,0.515,50.4,48.5,8.3,5.0,0.472,16.2,30.8,0.278
Incarnate Word,2013-2014,27,21,6,0.778,-8.47,-10.74,,9,5,,14,1,,7,5,,2216,1935,,73.4,111.4,0.435,0.330,0.581,52.9,55.3,8.9,9.8,0.552,16.5,32.2,0.298
Indiana,2013-2014,32,17,15,0.531,11.32,6.64,,7,11,,14,4,,2,8,,2312,2162,,68.7,104.8,0.453,0.294,0.546,55.4,47.2,8.6,11.2,0.499,18.6,37.2,0.331
Indiana State,2013-2014,34,23,11,0.676,3.29,1.19,,12,6,,11,2,,8,7,,2416,2328,,66.5,106.9,0.435,0.348,0.553,50.4,54.1,8.8,9.7,0.511,14.9,27.4,0.315
Iona,2013-2014,33,22,11,0.667,5.96,-0.10,,17,3,,11,2,,9,8,,2760,2560,,71.1,117.3,0.380,0.439,0.601,46.5,60.8,9.3,8.3,0.574,13.2,26.1,0.272
Iowa NCAA,2013-2014,33,20,13,0.606,18.58,7.43,,9,9,,13,4,,4,6,,2689,2321,,69.8,115.0,0.453,0.275,0.558,54.7,57.9,10.0,13.5,0.511,13.3,37.7,0.333
Iowa State NCAA,2013-2014,36,28,8,0.778,18.52,9.88,,11,7,,15,1,,4,6,,2989,2678,,71.7,113.9,0.364,0.375,0.569,51.1,62.4,8.2,7.0,0.542,12.6,28.8,0.252
IU Indy,2013-2014,32,6,26,0.188,-14.33,-1.36,,1,13,,5,10,,1,13,,2126,2383,,66.8,99.1,0.319,0.252,0.517,46.7,42.6,7.5,7.5,0.478,14.7,24.3,0.237
Jackson State,2013-2014,31,11,20,0.355,-11.62,-8.72,,7,11,,6,6,,5,13,,2041,2131,,67.9,96.2,0.403,0.242,0.502,51.1,41.6,8.9,10.1,0.452,18.6,33.4,0.292
Jacksonville,2013-2014,30,12,18,0.400,-11.86,-4.86,,8,10,,10,5,,2,13,,2231,2385,,70.7,105.2,0.433,0.320,0.535,48.2,52.0,10.4,9.2,0.492,16.4,32.8,0.307
