School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Centenary (LA),2001-2002,27,14,13,0.519,-5.98,-1.48,,,,,11,2,,2,11,,1947,1872,,,,0.393,0.287,0.538,49.8,51.0,,5.0,0.504,17.8,,0.269
Central Connecticut State NCAA,2001-2002,32,27,5,0.844,-1.10,-9.29,,19,1,,13,2,,11,2,,2280,2018,,,,0.392,0.223,0.541,54.9,52.3,,5.8,0.497,18.5,,0.289
Central Michigan,2001-2002,28,9,19,0.321,-3.58,1.35,,5,13,,7,6,,2,12,,1960,2071,,,,0.474,0.277,0.542,50.3,49.3,,4.2,0.500,19.7,,0.328
Charleston Southern,2001-2002,29,12,17,0.414,-14.18,-6.22,,8,6,,9,4,,3,12,,1823,1981,,,,0.379,0.291,0.510,50.1,51.5,,5.5,0.475,23.0,,0.254
Charlotte NCAA,2001-2002,30,18,12,0.600,13.62,8.69,,11,5,,11,3,,6,7,,2205,2057,,,,0.356,0.391,0.545,52.2,54.7,,6.2,0.511,16.8,,0.252
Chattanooga,2001-2002,30,16,14,0.533,1.21,0.57,,9,7,,12,2,,3,9,,2195,2115,,,,0.337,0.282,0.526,52.2,48.2,,9.4,0.489,18.2,,0.242
Chicago State,2001-2002,28,2,26,0.071,-20.25,0.51,,0,14,,2,10,,0,15,,1766,2275,,,,0.352,0.263,0.467,49.2,63.3,,3.5,0.436,21.6,,0.217
Cincinnati NCAA,2001-2002,35,31,4,0.886,24.59,6.76,,14,2,,17,0,,7,3,,2738,2115,,,,0.405,0.279,0.554,54.0,49.6,,7.6,0.517,14.4,,0.287
Clemson,2001-2002,30,13,17,0.433,3.56,5.16,,4,12,,8,8,,3,7,,2257,2305,,,,0.365,0.305,0.513,53.3,53.5,,5.7,0.487,17.5,,0.229
Cleveland State,2001-2002,28,12,16,0.429,-2.28,-1.46,,6,10,,9,6,,3,9,,1882,1905,,,,0.399,0.302,0.523,49.5,48.3,,7.8,0.494,20.4,,0.255
Coastal Carolina,2001-2002,28,8,20,0.286,-16.41,-6.91,,5,9,,6,6,,2,13,,1947,2195,,,,0.448,0.355,0.505,46.3,55.0,,2.6,0.458,20.3,,0.310
Colgate,2001-2002,28,17,11,0.607,-5.84,-7.15,,8,6,,9,4,,8,6,,2037,1935,,,,0.414,0.274,0.538,49.6,54.6,,4.1,0.499,16.3,,0.290
College of Charleston,2001-2002,30,21,9,0.700,4.92,-3.12,,9,7,,10,4,,7,4,,2082,1824,,,,0.377,0.271,0.526,52.2,51.9,,8.3,0.485,16.8,,0.270
Colorado,2001-2002,29,15,14,0.517,6.17,4.99,,5,11,,12,4,,2,9,,2312,2258,,,,0.363,0.292,0.535,54.0,60.9,,7.2,0.505,16.4,,0.245
Colorado State,2001-2002,30,12,18,0.400,3.09,4.28,,3,11,,7,7,,3,9,,2064,2047,,,,0.446,0.243,0.555,53.4,62.2,,6.6,0.523,22.0,,0.301
Columbia,2001-2002,28,11,17,0.393,-6.14,-3.72,,4,10,,5,6,,4,10,,1543,1596,,,,0.409,0.441,0.530,50.8,65.2,,9.0,0.491,24.2,,0.284
Connecticut NCAA,2001-2002,34,27,7,0.794,15.38,7.59,,13,3,,12,1,,7,3,,2646,2354,,,,0.391,0.194,0.555,53.0,50.8,,10.8,0.521,18.6,,0.272
Coppin State,2001-2002,31,6,25,0.194,-18.75,-7.82,,3,15,,3,7,,2,12,,1803,2130,,,,0.330,0.272,0.460,50.1,42.8,,5.5,0.414,20.5,,0.235
Cornell,2001-2002,27,5,22,0.185,-13.00,-2.58,,2,12,,4,8,,1,13,,1558,1797,,,,0.259,0.443,0.480,47.2,62.7,,4.7,0.449,19.6,,0.180
Creighton NCAA,2001-2002,32,23,9,0.719,8.39,1.39,,14,4,,12,3,,7,5,,2421,2197,,,,0.369,0.338,0.563,52.8,57.5,,7.2,0.527,17.6,,0.270
Dartmouth,2001-2002,27,9,18,0.333,-14.02,-5.71,,2,12,,4,9,,4,8,,1698,1887,,,,0.288,0.494,0.550,42.7,62.2,,4.4,0.525,18.2,,0.199
Davidson NCAA,2001-2002,31,21,10,0.677,0.61,0.72,,11,5,,11,2,,7,6,,2192,2046,,,,0.323,0.397,0.534,51.2,62.4,,6.4,0.506,19.2,,0.220
Dayton,2001-2002,32,21,11,0.656,12.74,3.39,,10,6,,13,4,,6,6,,2339,2040,,,,0.394,0.346,0.543,55.8,67.1,,5.9,0.510,16.7,,0.268
Delaware,2001-2002,30,14,16,0.467,-1.56,-1.39,,9,9,,8,4,,4,9,,2002,2007,,,,0.304,0.370,0.510,51.4,57.2,,4.9,0.473,17.0,,0.220
Delaware State,2001-2002,29,16,13,0.552,-9.37,-10.54,,12,6,,7,3,,8,9,,1880,1846,,,,0.319,0.423,0.518,45.8,61.3,,4.1,0.478,17.0,,0.235
Denver,2001-2002,28,8,20,0.286,-8.16,-1.60,,3,12,,6,7,,2,12,,1820,1958,,,,0.271,0.274,0.516,47.5,54.9,,3.2,0.488,16.5,,0.190
DePaul,2001-2002,28,9,19,0.321,0.36,5.55,,2,14,,5,8,,2,8,,1981,2138,,,,0.356,0.308,0.494,50.4,65.4,,4.0,0.461,19.1,,0.233
Detroit Mercy,2001-2002,31,18,13,0.581,2.40,1.05,,11,5,,11,1,,7,9,,2037,1995,,,,0.322,0.291,0.501,52.1,50.9,,6.2,0.476,15.2,,0.203
Drake,2001-2002,29,14,15,0.483,-2.16,-0.54,,9,9,,9,4,,4,10,,2007,2054,,,,0.404,0.397,0.562,49.6,59.6,,2.3,0.524,17.9,,0.292
Drexel,2001-2002,28,14,14,0.500,-2.83,-2.40,,11,7,,10,2,,3,10,,2040,2052,,,,0.377,0.339,0.503,49.8,62.3,,7.7,0.465,15.2,,0.256
Duke NCAA,2001-2002,35,31,4,0.886,28.91,9.16,,13,3,,13,0,,7,3,,3112,2421,,,,0.410,0.376,0.590,50.7,57.2,,5.3,0.563,16.0,,0.283
Duquesne,2001-2002,28,9,19,0.321,-4.71,3.43,,4,12,,7,6,,2,12,,1792,2020,,,,0.365,0.294,0.515,47.6,51.9,,4.3,0.472,20.4,,0.265
East Carolina,2001-2002,30,12,18,0.400,-0.78,6.66,,5,11,,10,5,,0,12,,1932,2068,,,,0.376,0.406,0.493,49.7,53.6,,8.2,0.451,18.4,,0.259
East Tennessee State,2001-2002,28,18,10,0.643,3.25,-1.55,,11,5,,12,1,,6,8,,2281,2039,,,,0.395,0.246,0.536,51.7,47.7,,7.0,0.498,18.4,,0.278
Eastern Illinois,2001-2002,31,15,16,0.484,-8.06,-1.70,,7,9,,10,3,,4,11,,2305,2397,,,,0.381,0.320,0.523,48.7,55.2,,4.9,0.484,17.7,,0.266
Eastern Kentucky,2001-2002,27,7,20,0.259,-14.12,-2.33,,3,13,,7,6,,0,14,,1971,2158,,,,0.301,0.340,0.496,49.1,57.8,,4.6,0.458,18.1,,0.217
Eastern Michigan,2001-2002,30,6,24,0.200,-14.72,-0.68,,2,16,,4,11,,1,11,,1994,2370,,,,0.471,0.274,0.515,49.0,52.0,,4.7,0.468,20.4,,0.325
Eastern Washington,2001-2002,30,17,13,0.567,-2.11,-1.32,,10,4,,8,3,,6,8,,2094,2068,,,,0.477,0.307,0.571,48.2,62.9,,5.2,0.531,22.1,,0.338
Elon,2001-2002,29,13,16,0.448,-13.42,-7.06,,7,7,,10,2,,1,13,,2016,2117,,,,0.350,0.218,0.485,48.8,48.0,,6.2,0.447,19.4,,0.235
Evansville,2001-2002,28,7,21,0.250,-8.36,0.68,,4,14,,6,8,,1,12,,1893,2146,,,,0.382,0.321,0.544,48.9,62.4,,4.9,0.505,21.3,,0.275
Fairfield,2001-2002,29,12,17,0.414,-5.63,-4.29,,9,9,,7,5,,4,11,,2078,2117,,,,0.445,0.287,0.531,50.8,56.4,,11.5,0.481,21.1,,0.325
FDU,2001-2002,29,4,25,0.138,-19.56,-10.28,,4,16,,2,10,,2,12,,2073,2342,,,,0.401,0.370,0.528,45.3,54.7,,4.4,0.491,21.1,,0.274
Florida NCAA,2001-2002,31,22,9,0.710,22.27,8.37,,10,6,,13,2,,6,4,,2495,2064,,,,0.362,0.346,0.561,52.9,58.2,,7.9,0.531,17.2,,0.252
Florida A&M,2001-2002,28,9,19,0.321,-14.55,-7.48,,9,9,,6,3,,3,15,,1863,2061,,,,0.398,0.340,0.494,47.5,46.7,,5.8,0.457,21.0,,0.261
Florida Atlantic NCAA,2001-2002,31,19,12,0.613,-3.94,-5.32,,13,7,,10,3,,6,8,,2303,2235,,,,0.304,0.262,0.500,50.9,56.2,,6.0,0.471,17.1,,0.202
Florida International,2001-2002,30,10,20,0.333,-5.42,-0.49,,4,10,,8,6,,1,11,,1908,2027,,,,0.312,0.214,0.492,49.8,41.5,,5.3,0.470,19.6,,0.190
Florida State,2001-2002,29,12,17,0.414,4.31,9.16,,4,12,,10,6,,1,10,,2082,2145,,,,0.341,0.285,0.508,52.5,50.3,,5.9,0.478,18.8,,0.224
Fordham,2001-2002,28,8,20,0.286,-4.36,3.46,,4,12,,5,5,,2,12,,1980,2199,,,,0.353,0.241,0.502,51.3,54.0,,5.2,0.485,21.7,,0.202
Fresno State,2001-2002,34,19,15,0.559,6.78,5.21,,9,9,,12,5,,5,8,,2481,2390,,,,0.366,0.350,0.529,49.6,62.2,,8.6,0.499,18.1,,0.244
Furman,2001-2002,31,17,14,0.548,-1.61,-1.23,,7,9,,11,4,,3,9,,2143,2046,,,,0.314,0.313,0.518,49.6,60.8,,3.9,0.492,17.3,,0.205
George Mason,2001-2002,29,19,10,0.655,0.82,-2.29,,13,5,,11,3,,7,6,,2024,1934,,,,0.377,0.289,0.521,49.2,58.0,,5.4,0.481,17.2,,0.266
George Washington,2001-2002,28,12,16,0.429,-2.24,3.48,,5,11,,6,5,,3,8,,1946,2106,,,,0.436,0.344,0.513,47.9,57.3,,6.7,0.464,19.1,,0.312
Georgetown,2001-2002,30,19,11,0.633,13.16,4.20,,9,7,,12,5,,6,4,,2433,2112,,,,0.444,0.255,0.539,52.2,58.0,,9.9,0.492,17.5,,0.322
Georgia NCAA,2001-2002,32,22,10,0.688,14.68,9.24,,10,6,,12,2,,6,6,,2444,2271,,,,0.357,0.302,0.537,51.5,56.8,,5.8,0.496,16.7,,0.263
Georgia Southern,2001-2002,28,16,12,0.571,0.76,-0.79,,9,7,,12,2,,4,9,,2230,2088,,,,0.377,0.286,0.526,53.7,51.8,,5.8,0.502,17.5,,0.238
Georgia State,2001-2002,31,20,11,0.645,-0.79,-4.42,,14,6,,11,3,,7,6,,2388,2268,,,,0.360,0.329,0.557,49.9,51.3,,6.5,0.523,17.3,,0.258
Georgia Tech,2001-2002,31,15,16,0.484,8.47,8.66,,7,9,,10,7,,4,6,,2370,2376,,,,0.329,0.359,0.529,51.1,57.7,,5.6,0.498,17.6,,0.228
Gonzaga NCAA,2001-2002,33,29,4,0.879,13.90,0.75,,13,1,,13,0,,11,2,,2677,2197,,,,0.443,0.314,0.573,56.0,57.6,,5.6,0.531,16.4,,0.324
Grambling,2001-2002,28,9,19,0.321,-19.76,-9.91,,7,11,,8,4,,1,15,,2188,2427,,,,0.321,0.248,0.514,50.0,52.3,,7.4,0.485,18.5,,0.216
Green Bay,2001-2002,30,9,21,0.300,-4.41,-0.72,,4,12,,5,8,,2,12,,1970,2044,,,,0.406,0.333,0.576,48.7,59.4,,3.9,0.543,20.1,,0.288
Hampton NCAA,2001-2002,33,26,7,0.788,-0.42,-8.92,,17,1,,10,0,,11,4,,2623,2344,,,,0.415,0.317,0.565,52.0,50.4,,5.8,0.537,17.4,,0.278
Hartford,2001-2002,32,14,18,0.438,-12.82,-8.20,,10,6,,8,5,,5,10,,1949,2097,,,,0.367,0.294,0.477,52.2,45.9,,5.8,0.446,20.3,,0.229
Harvard,2001-2002,26,14,12,0.538,-6.63,-6.09,,7,7,,9,3,,4,9,,1666,1680,,,,0.270,0.315,0.492,50.8,57.2,,4.3,0.470,19.8,,0.171
Hawaii NCAA,2001-2002,33,27,6,0.818,9.82,1.15,,15,3,,16,1,,7,3,,2367,2081,,,,0.394,0.349,0.548,49.0,66.7,,6.3,0.516,15.9,,0.270
High Point,2001-2002,30,11,19,0.367,-14.07,-6.26,,5,9,,8,8,,1,10,,2077,2218,,,,0.335,0.306,0.501,50.3,51.0,,4.4,0.462,18.6,,0.238
Hofstra,2001-2002,32,12,20,0.375,-5.88,-1.38,,5,13,,6,5,,1,12,,2106,2250,,,,0.399,0.284,0.477,52.5,56.6,,8.0,0.433,20.5,,0.269
Holy Cross NCAA,2001-2002,33,18,15,0.545,-1.61,-5.10,,9,5,,9,3,,6,8,,2083,1968,,,,0.462,0.257,0.499,54.3,63.1,,6.3,0.449,18.4,,0.320
Houston,2001-2002,33,18,15,0.545,4.43,5.46,,9,7,,9,5,,6,7,,2371,2401,,,,0.475,0.222,0.553,51.5,53.4,,7.3,0.516,19.7,,0.324
Howard,2001-2002,31,18,13,0.581,-7.43,-9.23,,11,7,,10,2,,5,10,,2323,2267,,,,0.350,0.332,0.517,48.0,46.9,,4.5,0.481,15.3,,0.245
Idaho,2001-2002,28,9,19,0.321,-9.91,-1.24,,6,12,,5,9,,4,9,,1544,1764,,,,0.324,0.326,0.463,49.1,50.9,,3.4,0.425,17.8,,0.218
Idaho State,2001-2002,27,10,17,0.370,-9.98,-4.06,,3,11,,8,4,,1,12,,1892,2002,,,,0.351,0.365,0.511,48.0,55.1,,6.1,0.478,17.7,,0.236
Illinois NCAA,2001-2002,35,26,9,0.743,19.20,9.94,,11,5,,13,1,,5,6,,2708,2369,,,,0.446,0.358,0.578,53.1,65.0,,7.2,0.536,17.9,,0.330
Illinois State,2001-2002,31,17,14,0.548,0.73,1.51,,12,6,,11,2,,4,9,,2081,2105,,,,0.327,0.262,0.534,48.8,58.5,,4.0,0.491,18.5,,0.253
Illinois-Chicago NCAA,2001-2002,34,20,14,0.588,1.46,1.43,,8,8,,11,2,,3,10,,2503,2400,,,,0.411,0.317,0.536,49.0,53.6,,2.6,0.506,15.7,,0.270
Indiana NCAA,2001-2002,37,25,12,0.676,19.19,12.08,,11,5,,10,1,,6,5,,2607,2316,,,,0.365,0.331,0.558,51.2,59.6,,9.3,0.528,17.9,,0.254
Indiana State,2001-2002,28,6,22,0.214,-4.45,1.73,,4,14,,4,10,,2,11,,1730,1903,,,,0.375,0.327,0.502,45.7,56.8,,5.5,0.472,17.5,,0.239
Iona,2001-2002,30,13,17,0.433,-5.58,-4.25,,10,8,,5,6,,5,8,,2132,2172,,,,0.455,0.263,0.524,51.1,57.3,,8.9,0.479,21.4,,0.315
Iowa,2001-2002,35,19,16,0.543,12.39,7.91,,5,11,,13,4,,2,9,,2541,2384,,,,0.445,0.289,0.549,54.0,58.1,,6.3,0.511,18.9,,0.308
Iowa State,2001-2002,31,12,19,0.387,4.02,4.89,,4,12,,11,6,,0,10,,2161,2162,,,,0.477,0.166,0.547,52.7,46.4,,7.3,0.492,18.7,,0.357
IU Indy,2001-2002,30,15,15,0.500,-2.08,-0.30,,6,8,,8,5,,4,8,,2256,2230,,,,0.375,0.318,0.536,50.1,59.0,,4.8,0.508,17.6,,0.248
Jackson State,2001-2002,28,9,19,0.321,-16.20,-10.81,,8,10,,6,7,,3,12,,2047,2199,,,,0.399,0.287,0.507,45.6,63.8,,4.4,0.481,17.2,,0.244
Jacksonville,2001-2002,30,18,12,0.600,-3.25,-5.25,,12,8,,10,3,,8,6,,2130,1981,,,,0.346,0.357,0.519,53.7,45.7,,9.0,0.489,19.6,,0.230
Jacksonville State,2001-2002,29,13,16,0.448,-9.35,-6.43,,8,12,,7,5,,5,10,,2037,2073,,,,0.399,0.321,0.526,52.3,51.7,,4.3,0.490,19.2,,0.272
James Madison,2001-2002,29,14,15,0.483,-3.16,-3.34,,6,12,,7,5,,4,9,,2031,2008,,,,0.381,0.306,0.512,52.4,44.3,,6.3,0.473,16.1,,0.264
Kansas NCAA,2001-2002,37,33,4,0.892,24.38,9.36,,16,0,,13,0,,11,1,,3365,2765,,,,0.349,0.216,0.580,55.5,60.9,,8.5,0.551,17.2,,0.251
Kansas City,2001-2002,29,18,11,0.621,-0.83,-1.80,,7,7,,10,5,,6,4,,1852,1796,,,,0.297,0.340,0.507,47.9,50.4,,6.8,0.465,14.7,,0.225
Kansas State,2001-2002,29,13,16,0.448,3.81,6.77,,6,10,,12,5,,0,10,,1985,2050,,,,0.380,0.269,0.520,49.1,57.2,,6.9,0.488,18.0,,0.252
Kent State NCAA,2001-2002,36,30,6,0.833,13.67,2.10,,17,1,,12,0,,10,3,,2732,2305,,,,0.350,0.292,0.557,53.7,49.0,,3.7,0.522,13.8,,0.255
Kentucky NCAA,2001-2002,32,22,10,0.688,19.15,11.99,,10,6,,12,3,,5,4,,2460,2183,,,,0.316,0.342,0.529,53.7,52.0,,8.1,0.502,16.5,,0.213
La Salle,2001-2002,32,15,17,0.469,0.77,2.64,,6,10,,7,6,,4,7,,2128,2188,,,,0.330,0.296,0.502,51.2,52.8,,5.5,0.459,18.3,,0.242
Lafayette,2001-2002,29,15,14,0.517,-6.43,-6.15,,8,6,,9,4,,5,9,,2106,2071,,,,0.399,0.404,0.576,46.0,59.3,,5.7,0.536,19.6,,0.298
Lamar,2001-2002,29,15,14,0.517,-9.36,-7.89,,11,9,,6,6,,7,8,,2032,2071,,,,0.406,0.364,0.521,49.5,45.7,,6.7,0.482,18.6,,0.278
Lehigh,2001-2002,28,5,23,0.179,-14.16,-6.50,,2,12,,4,8,,1,14,,1853,2025,,,,0.358,0.317,0.517,48.5,63.2,,6.1,0.480,20.9,,0.250
Liberty,2001-2002,30,5,25,0.167,-22.01,-7.25,,2,12,,4,9,,1,12,,1907,2307,,,,0.386,0.263,0.476,48.4,47.3,,5.1,0.444,23.4,,0.239
Little Rock,2001-2002,29,18,11,0.621,2.67,-2.51,,8,6,,11,2,,7,8,,2152,1940,,,,0.400,0.342,0.566,52.1,51.9,,4.0,0.533,20.0,,0.282
Long Beach State,2001-2002,30,13,17,0.433,-2.65,0.92,,9,9,,7,7,,4,9,,2135,2165,,,,0.349,0.335,0.538,48.7,54.8,,5.2,0.516,19.8,,0.223
Long Island University,2001-2002,27,5,22,0.185,-23.18,-7.70,,5,15,,3,10,,2,11,,2055,2473,,,,0.299,0.314,0.510,44.3,50.9,,3.1,0.480,17.0,,0.205
Louisiana,2001-2002,31,20,11,0.645,2.16,0.16,,11,4,,13,1,,5,8,,2146,2056,,,,0.397,0.260,0.504,51.1,59.2,,8.8,0.472,19.1,,0.255
Louisiana State,2001-2002,34,19,15,0.559,10.24,5.82,,6,10,,12,5,,3,7,,2324,2176,,,,0.337,0.302,0.539,51.9,55.1,,4.1,0.512,19.4,,0.226
Louisiana Tech,2001-2002,32,22,10,0.688,7.59,2.52,,14,4,,13,2,,9,7,,2340,2154,,,,0.420,0.268,0.534,56.0,49.9,,5.0,0.494,16.9,,0.294
Louisiana-Monroe,2001-2002,32,20,12,0.625,-5.45,-4.42,,15,5,,14,0,,5,10,,2274,2268,,,,0.339,0.285,0.511,49.7,52.7,,11.2,0.483,18.3,,0.220
Louisville,2001-2002,32,19,13,0.594,11.70,7.36,,8,8,,16,3,,2,8,,2431,2292,,,,0.363,0.384,0.513,49.6,55.7,,6.7,0.486,16.7,,0.229
Loyola (IL),2001-2002,30,17,13,0.567,0.47,-0.53,,9,7,,11,2,,4,10,,2170,2111,,,,0.387,0.278,0.501,53.2,54.6,,5.3,0.458,16.8,,0.270
Loyola (MD),2001-2002,28,5,23,0.179,-17.17,-6.17,,4,14,,3,9,,2,13,,1649,1957,,,,0.457,0.327,0.464,46.6,47.4,,2.5,0.415,20.5,,0.298
Loyola Marymount,2001-2002,29,9,20,0.310,-7.45,-0.10,,2,12,,5,9,,3,9,,2002,2182,,,,0.359,0.291,0.511,48.5,58.5,,4.0,0.459,18.0,,0.279
Maine,2001-2002,30,12,18,0.400,-12.93,-9.55,,7,9,,4,7,,5,8,,1908,1998,,,,0.394,0.328,0.530,50.8,57.6,,9.9,0.497,21.7,,0.265
Manhattan,2001-2002,29,20,9,0.690,2.65,-5.39,,12,6,,12,1,,6,7,,2176,1943,,,,0.440,0.242,0.540,51.1,50.1,,7.0,0.490,18.2,,0.325
