School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Cleveland State,2018-2019,31,10,21,0.323,-7.96,-1.52,,5,13,,8,9,,2,12,,2300,2437,,71.4,103.1,0.319,0.447,0.545,47.5,57.6,7.8,8.3,0.518,16.3,26.7,0.218
Coastal Carolina,2018-2019,34,17,17,0.500,-0.50,-1.94,,9,9,,10,4,,6,11,,2641,2520,,71.2,108.3,0.392,0.386,0.561,52.8,50.2,8.8,7.4,0.524,16.7,32.1,0.281
Colgate NCAA,2018-2019,35,24,11,0.686,1.23,-3.83,,13,5,,15,1,,9,9,,2648,2458,,67.8,110.3,0.282,0.409,0.585,52.7,56.6,8.9,10.0,0.559,16.8,29.1,0.210
College of Charleston,2018-2019,33,24,9,0.727,2.36,-2.95,,12,6,,13,2,,8,5,,2453,2265,,66.3,111.3,0.338,0.367,0.581,50.4,44.1,9.8,7.3,0.545,14.1,25.4,0.259
Colorado,2018-2019,36,23,13,0.639,9.68,3.60,,10,8,,15,2,,5,9,,2648,2429,,69.4,105.6,0.372,0.349,0.553,54.6,51.7,7.2,8.3,0.510,16.7,30.7,0.280
Colorado State,2018-2019,32,12,20,0.375,-0.11,1.41,,7,11,,8,9,,3,8,,2393,2406,,68.9,108.1,0.318,0.397,0.572,49.8,54.5,9.0,6.8,0.548,15.1,24.5,0.221
Columbia,2018-2019,28,10,18,0.357,-5.18,-2.14,,5,9,,5,7,,4,9,,2059,2052,,69.4,102.3,0.219,0.381,0.542,49.7,56.9,10.8,8.3,0.521,16.2,25.6,0.155
Connecticut,2018-2019,33,16,17,0.485,6.81,4.32,,6,12,,13,5,,1,8,,2436,2354,,69.7,105.5,0.327,0.374,0.538,50.7,48.3,8.7,11.9,0.510,15.9,32.3,0.223
Coppin State,2018-2019,33,8,25,0.242,-18.90,-7.11,,7,9,,3,7,,4,16,,2118,2507,,71.9,88.5,0.377,0.460,0.492,48.8,45.9,7.1,9.5,0.454,20.5,25.5,0.251
Cornell,2018-2019,31,15,16,0.484,-6.12,-2.02,,7,7,,9,4,,6,12,,2149,2211,,69.6,98.0,0.323,0.429,0.546,46.7,60.1,8.3,8.6,0.513,17.4,18.3,0.233
Creighton,2018-2019,35,20,15,0.571,12.00,8.59,,9,9,,13,6,,4,8,,2727,2561,,70.2,109.4,0.285,0.470,0.588,50.2,57.2,9.5,7.4,0.570,16.7,24.9,0.193
Dartmouth,2018-2019,30,11,19,0.367,-5.75,-3.00,,2,12,,8,6,,2,12,,2160,2116,,68.3,104.6,0.249,0.412,0.552,50.4,53.9,7.6,8.7,0.527,15.6,24.3,0.179
Davidson,2018-2019,34,24,10,0.706,6.38,1.96,,14,4,,14,2,,7,5,,2409,2229,,66.1,106.8,0.277,0.466,0.562,50.9,58.6,7.8,7.7,0.532,15.0,23.8,0.208
Dayton,2018-2019,33,21,12,0.636,9.67,2.91,,13,5,,13,4,,7,4,,2406,2183,,66.2,108.9,0.321,0.345,0.583,52.0,60.0,7.4,7.0,0.561,16.7,26.4,0.222
Delaware,2018-2019,33,17,16,0.515,-7.91,-4.82,,8,10,,9,7,,7,8,,2352,2380,,64.7,106.9,0.312,0.413,0.567,48.8,51.2,6.8,6.5,0.537,15.4,23.7,0.227
Delaware State,2018-2019,31,6,25,0.194,-26.82,-10.13,,2,14,,3,9,,2,15,,1956,2371,,72.6,86.9,0.249,0.402,0.446,46.7,47.9,9.5,6.0,0.414,16.5,28.1,0.169
Denver,2018-2019,30,8,22,0.267,-11.84,-2.97,,3,13,,6,7,,1,14,,2086,2319,,69.1,100.3,0.267,0.361,0.537,51.5,46.9,6.8,7.9,0.504,17.4,26.7,0.203
DePaul,2018-2019,36,19,17,0.528,6.00,4.05,,7,11,,16,7,,3,9,,2821,2751,,71.7,108.6,0.361,0.328,0.562,53.7,50.8,8.7,9.7,0.527,16.3,31.8,0.262
Detroit Mercy,2018-2019,31,11,20,0.355,-6.33,-0.36,,8,10,,6,6,,4,14,,2279,2464,,70.4,104.4,0.310,0.440,0.530,45.7,40.7,10.9,7.0,0.497,14.2,28.8,0.223
Drake,2018-2019,34,24,10,0.706,2.52,-0.66,,12,6,,13,2,,7,6,,2563,2387,,69.6,106.3,0.318,0.398,0.573,51.1,57.0,7.5,10.0,0.539,16.7,24.9,0.241
Drexel,2018-2019,32,13,19,0.406,-7.02,-2.93,,7,11,,9,7,,3,11,,2425,2475,,70.0,108.3,0.307,0.352,0.557,51.9,53.1,6.4,4.9,0.522,14.8,29.0,0.232
Duke NCAA,2018-2019,38,32,6,0.842,26.90,11.98,,14,4,,15,2,,7,2,,3143,2576,,73.2,112.6,0.332,0.373,0.561,53.8,52.4,12.4,16.4,0.536,14.8,35.3,0.228
Duquesne,2018-2019,32,19,13,0.594,0.53,-0.63,,10,8,,14,4,,4,6,,2351,2314,,70.5,103.1,0.350,0.444,0.532,48.2,54.6,11.0,12.1,0.499,17.0,31.7,0.243
East Carolina,2018-2019,31,10,21,0.323,-5.49,1.31,,3,15,,8,9,,1,11,,2088,2299,,69.9,95.2,0.356,0.304,0.499,47.9,51.0,10.2,10.0,0.461,16.6,27.9,0.243
East Tennessee State,2018-2019,34,24,10,0.706,5.21,-1.79,,13,5,,13,3,,8,6,,2707,2371,,70.2,112.2,0.307,0.367,0.572,57.3,53.2,10.4,11.8,0.552,16.9,37.7,0.206
Eastern Illinois,2018-2019,32,14,18,0.438,-11.81,-5.01,,7,11,,7,6,,5,10,,2299,2457,,69.0,101.7,0.285,0.384,0.530,49.2,52.5,8.8,10.7,0.503,16.4,29.3,0.196
Eastern Kentucky,2018-2019,31,13,18,0.419,-7.40,-2.47,,6,12,,9,5,,3,11,,2562,2577,,79.9,101.3,0.321,0.392,0.523,47.5,50.8,12.5,8.0,0.488,15.4,27.7,0.229
Eastern Michigan,2018-2019,32,15,17,0.469,0.40,4.43,,9,9,,11,7,,4,10,,2203,2213,,66.5,102.3,0.331,0.348,0.522,51.0,45.1,11.0,13.6,0.500,17.3,35.6,0.208
Eastern Washington,2018-2019,34,16,18,0.471,-6.77,-4.17,,12,8,,9,4,,4,13,,2460,2527,,69.5,102.6,0.268,0.434,0.535,49.9,53.3,8.3,8.6,0.505,14.8,24.4,0.195
Elon,2018-2019,32,11,21,0.344,-11.53,-3.56,,7,11,,5,11,,6,7,,2266,2445,,69.0,101.8,0.238,0.506,0.547,48.0,57.6,6.1,5.3,0.526,16.6,23.6,0.165
Evansville,2018-2019,32,11,21,0.344,-3.84,0.13,,5,13,,9,7,,2,13,,2234,2317,,70.8,97.5,0.372,0.437,0.535,47.3,52.7,8.1,7.1,0.495,16.6,18.9,0.268
Fairfield,2018-2019,31,9,22,0.290,-10.20,-7.14,,6,12,,5,7,,3,13,,2072,2167,,68.1,98.1,0.239,0.422,0.530,47.6,52.7,9.6,6.0,0.507,18.2,25.8,0.166
FDU NCAA,2018-2019,35,21,14,0.600,-6.09,-7.24,,12,6,,13,4,,7,9,,2620,2515,,68.7,107.5,0.362,0.347,0.576,49.3,52.8,10.7,10.5,0.544,17.3,28.8,0.263
Florida NCAA,2018-2019,36,20,16,0.556,15.42,11.22,,9,9,,9,6,,5,6,,2440,2289,,64.7,103.7,0.299,0.433,0.530,49.2,51.0,10.9,11.0,0.498,15.4,30.6,0.216
Florida A&M,2018-2019,31,12,19,0.387,-13.57,-8.09,,9,7,,6,3,,6,14,,1927,2057,,67.1,92.3,0.307,0.298,0.513,47.9,49.4,10.8,10.7,0.493,21.0,27.9,0.188
Florida Atlantic,2018-2019,33,17,16,0.515,-1.42,-1.76,,8,10,,9,5,,6,9,,2322,2243,,70.3,99.0,0.280,0.454,0.520,52.4,51.8,7.8,8.2,0.484,17.8,29.8,0.210
Florida Gulf Coast,2018-2019,32,14,18,0.438,-5.11,-1.48,,9,7,,10,4,,4,10,,2280,2360,,71.1,100.2,0.329,0.405,0.552,48.3,55.5,9.6,11.6,0.528,18.8,25.6,0.220
Florida International,2018-2019,34,20,14,0.588,-4.55,-1.45,,10,8,,12,4,,6,9,,2798,2734,,80.8,101.9,0.382,0.412,0.529,45.4,49.8,13.1,11.2,0.503,15.3,26.0,0.244
Florida State NCAA,2018-2019,37,29,8,0.784,17.99,10.26,,13,5,,15,1,,6,4,,2771,2485,,69.5,106.3,0.358,0.377,0.545,53.2,49.5,10.2,12.7,0.505,16.2,32.3,0.267
Fordham,2018-2019,32,12,20,0.375,-5.02,-2.40,,3,15,,9,10,,3,8,,2108,2141,,66.4,98.1,0.244,0.440,0.500,47.5,47.4,8.7,9.9,0.475,14.1,25.3,0.166
Fresno State,2018-2019,32,23,9,0.719,8.99,0.67,,13,5,,13,4,,7,3,,2448,2162,,69.6,109.5,0.307,0.481,0.573,51.0,54.0,10.2,10.5,0.546,15.8,27.1,0.221
Furman,2018-2019,33,25,8,0.758,7.46,-1.50,,13,5,,13,3,,11,4,,2562,2182,,68.3,112.0,0.259,0.477,0.581,50.8,56.3,12.6,11.4,0.560,15.6,29.5,0.186
Gardner-Webb NCAA,2018-2019,35,23,12,0.657,-2.61,-4.43,,11,6,,13,0,,8,9,,2718,2468,,68.5,110.9,0.378,0.366,0.587,49.2,52.6,9.7,8.8,0.558,15.0,24.5,0.269
George Mason,2018-2019,33,18,15,0.545,0.84,0.08,,11,7,,11,6,,6,6,,2314,2289,,68.1,102.1,0.342,0.343,0.537,51.3,48.4,9.0,8.4,0.501,16.6,28.9,0.245
George Washington,2018-2019,33,9,24,0.273,-6.65,1.20,,4,14,,6,11,,2,10,,2097,2356,,67.5,92.8,0.326,0.343,0.493,47.4,50.3,7.5,8.3,0.458,16.3,23.3,0.223
Georgetown,2018-2019,33,19,14,0.576,6.80,5.31,,9,9,,13,6,,5,6,,2625,2576,,73.2,105.8,0.382,0.375,0.551,52.0,60.6,8.0,10.5,0.510,15.7,28.8,0.282
Georgia,2018-2019,32,11,21,0.344,5.31,8.12,,2,16,,8,9,,2,9,,2274,2364,,70.4,100.9,0.412,0.371,0.540,52.1,54.5,8.2,12.7,0.500,19.4,32.7,0.291
Georgia Southern,2018-2019,33,21,12,0.636,3.75,0.13,,12,6,,10,4,,7,7,,2726,2489,,75.2,109.0,0.355,0.312,0.575,50.8,39.8,10.2,10.6,0.549,16.0,28.4,0.246
Georgia State NCAA,2018-2019,34,24,10,0.706,2.44,0.65,,13,5,,13,1,,7,7,,2598,2491,,71.3,107.1,0.353,0.436,0.565,45.4,46.0,11.1,14.0,0.543,14.5,23.1,0.235
Georgia Tech,2018-2019,32,14,18,0.438,6.93,8.15,,6,12,,11,7,,3,9,,2091,2130,,68.1,95.5,0.343,0.334,0.525,48.2,57.4,10.1,14.4,0.492,18.7,25.2,0.236
Gonzaga NCAA,2018-2019,37,33,4,0.892,27.79,5.01,,16,0,,17,0,,9,1,,3243,2400,,71.7,122.2,0.353,0.353,0.620,54.7,56.8,10.5,13.9,0.590,13.1,30.4,0.269
Grambling,2018-2019,34,17,17,0.500,-9.73,-9.34,,10,8,,11,3,,6,12,,2426,2336,,71.5,99.1,0.423,0.300,0.547,50.8,50.4,7.9,11.5,0.512,19.5,26.3,0.290
Grand Canyon,2018-2019,34,20,14,0.588,3.85,-1.49,,10,6,,12,2,,5,8,,2560,2353,,69.6,107.3,0.332,0.387,0.551,51.8,52.7,8.7,6.0,0.516,15.0,29.1,0.243
Green Bay,2018-2019,38,21,17,0.553,-2.24,-0.36,,10,8,,15,3,,5,13,,3090,3036,,76.4,105.4,0.339,0.364,0.551,48.2,52.3,9.9,10.5,0.521,15.1,25.9,0.238
Hampton,2018-2019,35,18,17,0.514,-3.34,-5.06,,9,7,,12,3,,6,12,,2847,2669,,73.3,108.7,0.353,0.377,0.545,50.7,50.4,8.2,9.2,0.497,12.7,27.1,0.278
Hartford,2018-2019,33,18,15,0.545,-3.95,-4.89,,10,6,,10,4,,8,9,,2477,2407,,68.0,108.4,0.332,0.454,0.574,47.5,54.5,10.0,6.0,0.542,15.7,25.4,0.247
Harvard,2018-2019,31,19,12,0.613,1.86,0.66,,10,4,,9,2,,8,9,,2222,2174,,68.5,102.6,0.314,0.422,0.565,53.3,46.9,8.0,11.3,0.536,20.0,28.5,0.227
Hawaii,2018-2019,31,18,13,0.581,-1.30,-3.61,,9,7,,12,5,,4,5,,2241,2131,,67.6,106.1,0.330,0.430,0.555,51.1,60.7,7.4,5.8,0.527,15.4,26.8,0.229
High Point,2018-2019,31,16,15,0.516,-5.63,-4.39,,9,7,,9,4,,5,8,,2115,2105,,65.5,103.0,0.352,0.339,0.527,55.0,52.9,8.3,9.8,0.496,16.8,34.2,0.238
Hofstra,2018-2019,35,27,8,0.771,4.68,-4.53,,15,3,,15,1,,10,6,,2919,2553,,68.3,118.8,0.373,0.389,0.603,50.3,49.3,9.3,9.2,0.561,12.4,27.7,0.299
Holy Cross,2018-2019,33,16,17,0.485,-6.43,-4.01,,6,12,,8,6,,6,11,,2216,2296,,65.0,102.1,0.231,0.365,0.544,43.5,60.5,11.1,12.4,0.527,14.7,20.5,0.154
Houston NCAA,2018-2019,37,33,4,0.892,18.91,4.61,,16,2,,19,1,,10,1,,2787,2258,,67.3,111.8,0.316,0.426,0.550,54.9,55.8,9.6,13.4,0.521,13.9,33.8,0.222
Houston Christian,2018-2019,30,12,18,0.400,-9.36,-5.53,,8,10,,9,4,,3,13,,2465,2484,,75.0,107.3,0.418,0.310,0.542,52.2,51.9,10.2,4.5,0.509,16.3,35.0,0.282
Howard,2018-2019,34,17,17,0.500,-12.30,-9.52,,10,6,,6,8,,9,8,,2684,2661,,74.8,104.8,0.361,0.309,0.530,48.1,49.4,7.7,11.1,0.490,14.4,29.7,0.262
Idaho,2018-2019,32,5,27,0.156,-18.74,-6.19,,2,18,,4,11,,1,13,,2174,2460,,67.9,99.6,0.287,0.384,0.542,47.7,51.3,6.0,4.8,0.512,17.8,24.2,0.208
Idaho State,2018-2019,30,11,19,0.367,-13.17,-4.81,,7,13,,6,7,,5,11,,2198,2369,,68.9,106.3,0.286,0.432,0.555,48.6,49.2,7.4,7.9,0.526,15.4,26.8,0.210
Illinois,2018-2019,33,12,21,0.364,8.95,11.53,,7,13,,9,6,,1,9,,2398,2483,,71.0,101.2,0.295,0.375,0.525,47.6,51.7,10.3,7.3,0.496,16.0,29.0,0.207
Illinois State,2018-2019,33,17,16,0.515,-2.06,0.25,,9,9,,12,4,,2,10,,2257,2314,,67.9,99.9,0.286,0.389,0.526,49.5,51.8,7.2,9.7,0.495,16.3,25.5,0.205
Illinois-Chicago,2018-2019,32,16,16,0.500,-3.15,-1.99,,10,8,,12,4,,4,12,,2391,2385,,71.5,103.3,0.279,0.455,0.561,48.4,55.3,9.1,10.6,0.540,17.6,24.8,0.190
Incarnate Word,2018-2019,31,6,25,0.194,-18.93,-5.11,,1,17,,5,9,,0,14,,2044,2355,,66.6,97.8,0.362,0.333,0.571,46.7,49.8,8.8,5.2,0.523,22.0,23.6,0.293
Indiana,2018-2019,35,19,16,0.543,13.82,10.10,,8,12,,15,6,,3,9,,2504,2374,,68.3,103.3,0.346,0.336,0.535,50.8,51.0,9.3,12.1,0.510,15.6,28.1,0.226
Indiana State,2018-2019,31,15,16,0.484,-2.72,0.62,,7,11,,9,5,,4,9,,2146,2218,,69.2,99.2,0.361,0.286,0.533,48.4,45.2,9.6,6.8,0.492,16.6,23.8,0.264
Iona NCAA,2018-2019,33,17,16,0.515,-4.78,-5.50,,12,6,,8,3,,5,9,,2532,2508,,71.4,107.4,0.368,0.445,0.568,48.0,50.4,9.5,7.7,0.530,15.4,24.3,0.275
Iowa NCAA,2018-2019,35,23,12,0.657,14.27,9.84,,10,10,,14,4,,4,6,,2740,2585,,70.2,110.4,0.423,0.390,0.569,50.6,59.3,8.5,9.0,0.527,15.1,29.5,0.313
Iowa State NCAA,2018-2019,35,23,12,0.657,18.07,9.30,,9,9,,12,4,,5,6,,2692,2385,,68.2,112.7,0.300,0.396,0.575,50.3,54.1,10.3,12.5,0.548,13.9,28.4,0.220
IU Indy,2018-2019,33,16,17,0.485,-2.72,-3.04,,8,10,,11,4,,3,13,,2507,2429,,71.6,106.2,0.355,0.353,0.545,53.2,52.9,9.7,8.8,0.512,16.7,34.3,0.249
Jackson State,2018-2019,32,13,19,0.406,-14.60,-9.33,,10,8,,9,4,,3,14,,1974,2107,,67.4,91.1,0.342,0.312,0.479,50.4,50.1,9.6,11.9,0.448,17.5,28.5,0.217
