School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Baylor,2017-2018,34,19,15,0.559,14.60,9.17,,8,10,,15,5,,2,9,,2571,2369,,68.5,109.1,0.319,0.303,0.556,54.2,54.8,7.9,12.2,0.523,16.7,35.6,0.234
Belmont,2017-2018,33,24,9,0.727,5.54,-2.88,,15,3,,14,2,,9,6,,2562,2284,,68.5,113.3,0.279,0.542,0.610,51.5,58.7,7.1,6.5,0.588,16.3,25.2,0.206
Bethune-Cookman,2017-2018,32,18,14,0.563,-12.19,-12.46,,12,4,,10,3,,8,10,,2621,2543,,77.7,104.6,0.402,0.372,0.540,52.1,55.5,8.1,8.9,0.502,17.3,33.5,0.282
Binghamton,2017-2018,31,11,20,0.355,-10.27,-6.34,,2,14,,7,7,,3,12,,2147,2181,,67.9,101.6,0.297,0.378,0.530,49.6,47.8,8.0,11.6,0.510,15.8,26.0,0.190
Boise State,2017-2018,32,23,9,0.719,11.21,3.05,,13,5,,15,1,,6,6,,2502,2210,,70.7,108.9,0.313,0.425,0.572,55.9,48.6,8.0,5.9,0.542,16.5,29.4,0.231
Boston College,2017-2018,35,19,16,0.543,9.00,7.20,,7,11,,14,3,,2,11,,2673,2610,,70.1,107.7,0.307,0.395,0.554,51.6,51.9,7.1,8.8,0.521,15.5,29.6,0.228
Boston University,2017-2018,31,15,16,0.484,-8.33,-5.83,,10,8,,6,7,,9,9,,2186,2226,,68.7,102.6,0.323,0.355,0.548,50.1,52.5,10.7,9.8,0.529,17.6,29.0,0.206
Bowling Green State,2017-2018,32,16,16,0.500,-6.38,-2.88,,7,11,,9,6,,6,9,,2429,2490,,71.9,103.6,0.372,0.352,0.526,51.2,51.4,8.1,6.6,0.483,15.0,30.0,0.272
Bradley,2017-2018,33,20,13,0.606,2.07,0.35,,9,9,,13,2,,4,9,,2223,2136,,66.3,101.7,0.372,0.343,0.528,51.8,58.2,9.8,12.9,0.490,17.3,31.9,0.263
Brigham Young,2017-2018,35,24,11,0.686,8.05,1.53,,11,7,,13,3,,7,6,,2600,2372,,67.9,108.2,0.376,0.341,0.579,51.0,58.0,9.3,11.0,0.541,15.2,22.4,0.282
Brown,2017-2018,27,11,16,0.407,-7.78,-4.67,,4,10,,8,5,,3,11,,2080,2133,,72.7,104.0,0.409,0.361,0.534,50.7,48.6,8.7,8.1,0.483,15.7,30.3,0.309
Bryant,2017-2018,31,3,28,0.097,-18.75,-5.42,,2,16,,1,11,,2,17,,2169,2582,,71.0,98.2,0.278,0.401,0.509,44.7,54.1,8.6,3.9,0.479,15.9,26.1,0.196
Bucknell NCAA,2017-2018,35,25,10,0.714,4.49,-3.46,,16,2,,15,1,,10,8,,2837,2559,,72.4,110.3,0.425,0.392,0.576,50.8,52.3,7.5,10.4,0.539,15.1,27.0,0.306
Buffalo NCAA,2017-2018,36,27,9,0.750,7.99,0.25,,15,3,,14,1,,8,5,,3047,2742,,73.9,113.4,0.298,0.406,0.572,51.4,54.0,8.4,10.1,0.549,14.3,31.8,0.208
Butler NCAA,2017-2018,35,21,14,0.600,16.92,10.55,,9,9,,14,3,,3,7,,2763,2540,,69.6,111.0,0.261,0.374,0.570,51.3,47.9,9.3,8.2,0.540,13.9,27.4,0.202
Cal Poly,2017-2018,31,9,22,0.290,-11.56,-1.83,,4,12,,7,6,,1,13,,2082,2302,,66.6,98.4,0.263,0.411,0.509,47.5,51.6,7.3,10.2,0.470,15.2,25.8,0.205
Cal State Bakersfield,2017-2018,30,12,18,0.400,-6.58,-0.73,,5,9,,8,4,,3,12,,1981,2068,,67.4,97.9,0.346,0.367,0.509,51.4,55.5,9.0,9.6,0.473,17.6,32.3,0.241
Cal State Fullerton NCAA,2017-2018,32,20,12,0.625,-0.93,-1.03,,10,6,,9,4,,7,7,,2318,2245,,69.9,102.8,0.433,0.291,0.559,51.1,50.1,8.9,8.6,0.516,18.0,27.1,0.316
Cal State Northridge,2017-2018,30,6,24,0.200,-13.50,-3.53,,3,13,,4,9,,2,13,,1983,2206,,66.5,98.2,0.280,0.304,0.518,46.0,50.1,7.4,6.3,0.488,16.0,24.0,0.198
California,2017-2018,32,8,24,0.250,-3.40,6.05,,2,16,,5,12,,3,8,,2166,2483,,70.6,95.6,0.380,0.275,0.486,50.5,40.8,9.7,14.0,0.446,17.4,34.7,0.256
Campbell,2017-2018,34,18,16,0.529,-5.68,-6.68,,10,8,,14,4,,4,11,,2581,2412,,68.6,109.8,0.347,0.432,0.593,48.5,54.1,9.7,11.1,0.561,15.6,21.5,0.260
Canisius,2017-2018,33,21,12,0.636,0.44,-4.80,,15,3,,11,3,,8,8,,2519,2346,,69.9,108.8,0.299,0.450,0.568,49.5,61.4,10.0,8.1,0.542,16.2,29.9,0.213
Central Arkansas,2017-2018,35,18,17,0.514,-5.83,-5.97,,10,8,,9,5,,8,11,,2819,2766,,74.3,106.4,0.361,0.372,0.557,47.5,57.8,8.8,12.1,0.519,15.9,27.2,0.265
Central Connecticut State,2017-2018,32,14,18,0.438,-11.62,-7.59,,7,11,,8,4,,6,14,,2171,2300,,66.3,100.3,0.326,0.345,0.540,52.3,50.4,7.4,9.7,0.510,19.1,31.1,0.228
Central Michigan,2017-2018,36,21,15,0.583,-1.39,-3.24,,7,11,,12,5,,6,9,,2835,2661,,69.1,112.0,0.325,0.474,0.561,50.7,51.6,9.0,9.4,0.517,14.2,31.4,0.262
Charleston Southern,2017-2018,31,15,16,0.484,-8.16,-6.16,,9,9,,9,6,,6,10,,2232,2133,,67.5,105.0,0.324,0.352,0.539,51.2,45.9,10.5,11.8,0.505,16.5,31.6,0.234
Charlotte,2017-2018,29,6,23,0.207,-10.13,0.27,,2,16,,4,11,,2,12,,2066,2317,,72.2,98.2,0.390,0.345,0.533,48.7,45.2,7.8,5.7,0.493,18.1,26.3,0.279
Chattanooga,2017-2018,33,10,23,0.303,-11.09,-4.05,,3,15,,8,8,,1,14,,2289,2424,,67.4,101.0,0.347,0.430,0.545,49.2,53.7,7.3,5.6,0.511,18.0,27.2,0.247
Chicago State,2017-2018,32,3,29,0.094,-21.53,1.17,,1,13,,3,8,,0,19,,2171,2756,,74.0,91.7,0.330,0.289,0.494,45.5,47.4,9.8,7.0,0.452,18.0,26.7,0.239
Cincinnati NCAA,2017-2018,36,31,5,0.861,20.25,3.53,,16,2,,15,1,,9,2,,2673,2071,,66.1,112.3,0.360,0.353,0.543,55.6,60.4,10.8,15.8,0.512,14.1,38.5,0.249
Clemson NCAA,2017-2018,35,25,10,0.714,17.16,9.25,,11,7,,15,1,,4,6,,2584,2307,,67.5,108.5,0.335,0.399,0.566,51.7,51.5,8.3,13.3,0.529,15.3,27.1,0.253
Cleveland State,2017-2018,35,12,23,0.343,-10.82,-3.64,,6,12,,7,7,,2,15,,2402,2613,,69.2,98.5,0.291,0.439,0.537,44.3,53.5,9.5,7.3,0.509,17.0,22.2,0.205
Coastal Carolina,2017-2018,32,14,18,0.438,-3.94,-2.42,,8,10,,7,9,,5,7,,2298,2241,,69.0,103.3,0.387,0.364,0.535,54.2,53.1,7.7,11.5,0.494,18.2,34.5,0.279
Colgate,2017-2018,33,19,14,0.576,-4.85,-5.72,,12,6,,13,3,,6,11,,2394,2315,,67.5,107.5,0.291,0.451,0.554,49.0,51.4,9.0,10.0,0.518,14.4,26.2,0.225
College of Charleston NCAA,2017-2018,34,26,8,0.765,1.83,-3.29,,14,4,,14,0,,7,6,,2536,2331,,65.9,111.1,0.367,0.378,0.567,49.6,44.2,7.8,9.8,0.527,13.2,25.7,0.277
Colorado,2017-2018,32,17,15,0.531,6.06,7.00,,8,10,,12,3,,1,10,,2307,2337,,69.5,102.5,0.333,0.365,0.542,52.4,50.5,6.2,10.5,0.506,17.5,29.4,0.243
Colorado State,2017-2018,32,11,21,0.344,-3.86,3.79,,4,14,,8,8,,3,10,,2314,2537,,71.4,100.0,0.335,0.352,0.514,50.7,50.4,8.2,9.5,0.476,15.9,30.7,0.241
Columbia,2017-2018,27,8,19,0.296,-5.63,-3.02,,5,9,,7,5,,1,14,,2062,2085,,71.0,106.6,0.241,0.435,0.549,49.0,51.5,9.2,10.4,0.522,15.2,27.6,0.179
Connecticut,2017-2018,32,14,18,0.438,1.08,6.05,,7,11,,11,5,,2,9,,2181,2340,,67.1,99.9,0.324,0.360,0.516,48.2,43.8,8.7,11.2,0.475,16.0,29.4,0.241
Coppin State,2017-2018,32,5,27,0.156,-20.96,-7.24,,5,11,,4,6,,1,20,,1945,2384,,69.1,86.3,0.272,0.476,0.472,44.8,51.4,7.6,7.0,0.433,18.3,22.3,0.201
Cornell,2017-2018,28,12,16,0.429,-8.80,-3.24,,6,8,,8,4,,4,11,,2124,2250,,70.7,104.5,0.356,0.396,0.563,48.0,60.3,7.1,8.7,0.529,16.6,24.2,0.260
Creighton NCAA,2017-2018,33,21,12,0.636,16.35,8.10,,10,8,,16,2,,4,7,,2756,2444,,72.8,113.8,0.259,0.450,0.599,51.0,58.3,7.7,6.7,0.575,13.9,22.5,0.194
Dartmouth,2017-2018,27,7,20,0.259,-10.31,-4.00,,3,11,,6,6,,1,14,,1841,1970,,67.8,100.2,0.327,0.383,0.548,48.5,55.1,8.3,9.3,0.517,17.9,23.7,0.233
Davidson NCAA,2017-2018,33,21,12,0.636,11.02,2.57,,13,5,,11,1,,6,8,,2519,2240,,65.3,115.7,0.246,0.484,0.602,50.8,61.3,7.1,6.1,0.574,13.1,22.6,0.196
Dayton,2017-2018,31,14,17,0.452,1.64,2.71,,8,10,,12,4,,1,10,,2244,2277,,67.0,106.4,0.318,0.440,0.583,49.7,60.7,7.7,7.3,0.555,18.1,25.5,0.232
Delaware,2017-2018,33,14,19,0.424,-6.93,-2.96,,6,12,,7,8,,4,10,,2338,2428,,67.0,105.0,0.349,0.311,0.533,50.2,44.9,7.4,6.4,0.508,13.9,27.2,0.228
Delaware State,2017-2018,32,4,28,0.125,-24.57,-9.30,,2,14,,4,9,,0,18,,2034,2458,,66.9,93.6,0.290,0.332,0.502,48.2,46.9,8.7,8.2,0.471,19.4,30.4,0.201
Denver,2017-2018,30,15,15,0.500,-5.21,-2.53,,8,6,,10,4,,3,9,,2192,2189,,68.7,104.6,0.318,0.310,0.560,54.4,56.3,6.2,7.4,0.535,18.7,31.4,0.221
DePaul,2017-2018,31,11,20,0.355,6.55,8.45,,4,14,,6,10,,4,7,,2230,2289,,71.2,100.6,0.294,0.327,0.512,51.7,56.8,9.0,9.2,0.479,16.5,32.9,0.208
Detroit Mercy,2017-2018,32,8,24,0.250,-12.47,-2.07,,4,14,,5,11,,2,11,,2516,2743,,75.4,103.9,0.306,0.401,0.541,47.5,49.5,8.8,7.1,0.504,15.8,27.8,0.231
Drake,2017-2018,34,17,17,0.500,-0.51,0.58,,10,8,,11,3,,4,11,,2506,2495,,69.3,104.1,0.325,0.403,0.551,48.4,58.5,8.5,6.7,0.510,15.3,23.4,0.250
Drexel,2017-2018,33,13,20,0.394,-7.20,-2.48,,6,12,,9,5,,2,11,,2454,2591,,70.1,104.4,0.324,0.351,0.533,49.9,43.2,7.5,10.0,0.498,15.1,30.7,0.234
Duke NCAA,2017-2018,37,29,8,0.784,24.43,9.70,,13,5,,15,1,,6,5,,3121,2576,,70.6,118.6,0.346,0.363,0.586,55.5,57.6,10.5,12.4,0.559,14.7,38.8,0.246
Duquesne,2017-2018,32,16,16,0.500,-1.08,-3.33,,7,11,,13,6,,2,7,,2317,2245,,66.5,106.4,0.354,0.398,0.529,51.2,47.7,8.5,11.7,0.497,14.9,33.0,0.242
East Carolina,2017-2018,30,10,20,0.333,-8.72,-0.22,,4,14,,8,11,,2,8,,1993,2248,,68.8,95.3,0.287,0.346,0.509,47.9,52.4,7.1,7.9,0.483,18.0,27.8,0.191
East Tennessee State,2017-2018,34,25,9,0.735,3.72,-4.09,,14,4,,12,4,,11,4,,2556,2241,,69.7,107.9,0.331,0.363,0.564,52.9,54.0,11.2,12.7,0.536,16.7,31.2,0.235
Eastern Illinois,2017-2018,31,12,19,0.387,-8.33,-3.40,,7,11,,7,6,,4,12,,2065,2120,,66.4,99.9,0.319,0.363,0.519,49.9,53.6,8.8,13.1,0.489,17.3,30.3,0.218
Eastern Kentucky,2017-2018,31,11,20,0.355,-10.57,-3.68,,5,13,,6,7,,5,12,,2230,2371,,69.8,102.6,0.337,0.359,0.540,48.0,52.1,8.9,9.9,0.501,16.3,27.6,0.252
Eastern Michigan,2017-2018,35,22,13,0.629,-0.23,-2.81,,11,7,,14,3,,7,9,,2509,2339,,67.5,105.0,0.298,0.347,0.547,49.7,48.2,12.7,18.6,0.522,16.3,30.0,0.203
Eastern Washington,2017-2018,35,20,15,0.571,-0.03,-1.54,,13,5,,11,1,,6,12,,2619,2520,,69.2,107.4,0.284,0.411,0.572,49.6,47.0,7.6,8.1,0.541,14.9,22.4,0.217
Elon,2017-2018,32,14,18,0.438,-6.89,-1.69,,6,12,,8,5,,4,12,,2346,2437,,68.0,104.5,0.239,0.504,0.550,48.2,60.2,6.2,5.8,0.527,14.9,22.6,0.170
Evansville,2017-2018,32,17,15,0.531,0.68,1.35,,7,11,,15,3,,2,10,,2094,2045,,65.7,99.1,0.350,0.271,0.543,50.8,57.0,9.0,9.5,0.498,18.3,24.8,0.271
Fairfield,2017-2018,33,17,16,0.515,-4.98,-3.68,,9,9,,10,3,,3,10,,2506,2549,,72.1,103.3,0.309,0.444,0.544,48.3,55.3,8.7,7.6,0.514,15.4,24.4,0.220
FDU,2017-2018,31,13,18,0.419,-10.41,-5.66,,9,9,,8,5,,5,13,,2313,2350,,71.8,103.9,0.307,0.334,0.540,48.3,49.4,9.9,8.7,0.508,16.6,30.8,0.223
Florida NCAA,2017-2018,34,21,13,0.618,16.66,10.08,,11,7,,12,5,,5,4,,2577,2353,,68.4,109.6,0.326,0.403,0.540,48.5,49.8,10.1,12.7,0.507,12.3,28.7,0.234
Florida A&M,2017-2018,34,9,25,0.265,-19.21,-8.33,,7,9,,6,4,,2,20,,2343,2684,,69.5,97.4,0.324,0.311,0.513,45.2,44.5,8.1,7.8,0.474,17.1,27.8,0.234
Florida Atlantic,2017-2018,31,12,19,0.387,-5.35,-0.14,,6,12,,7,7,,4,10,,2155,2172,,70.9,97.7,0.278,0.286,0.493,50.6,47.6,8.2,10.0,0.456,15.3,29.2,0.205
Florida Gulf Coast,2017-2018,35,23,12,0.657,1.94,-5.44,,12,2,,14,6,,9,6,,2847,2515,,73.3,110.9,0.321,0.330,0.583,53.8,51.2,10.0,7.6,0.554,16.8,31.7,0.238
Florida International,2017-2018,32,14,18,0.438,-4.30,-1.99,,8,10,,11,7,,3,9,,2262,2278,,69.8,98.9,0.368,0.331,0.503,47.8,46.4,10.6,9.0,0.479,13.6,25.4,0.224
Florida State NCAA,2017-2018,35,23,12,0.657,15.78,8.50,,9,9,,13,2,,4,7,,2806,2551,,72.2,109.5,0.370,0.368,0.562,51.8,52.6,9.4,14.0,0.532,15.4,32.0,0.256
Fordham,2017-2018,31,9,22,0.290,-6.74,1.26,,4,14,,8,9,,1,10,,1931,2179,,66.8,92.5,0.269,0.468,0.510,42.6,60.5,13.6,6.4,0.479,16.9,18.8,0.190
Fresno State,2017-2018,32,21,11,0.656,8.17,1.84,,11,7,,12,5,,8,5,,2459,2201,,68.5,110.9,0.378,0.304,0.578,51.9,46.9,9.8,9.3,0.550,15.3,28.2,0.262
Furman,2017-2018,33,23,10,0.697,4.43,-3.64,,13,5,,13,3,,7,6,,2619,2260,,70.5,112.1,0.278,0.474,0.577,50.1,55.8,11.3,6.0,0.554,14.4,27.6,0.198
Gardner-Webb,2017-2018,32,14,18,0.438,-9.70,-3.81,,9,9,,11,2,,3,13,,2258,2307,,69.1,100.6,0.284,0.365,0.538,50.7,50.5,8.7,8.5,0.508,17.2,26.9,0.204
George Mason,2017-2018,33,16,17,0.485,-2.97,0.85,,9,9,,10,7,,5,7,,2371,2497,,69.6,101.4,0.318,0.362,0.529,50.8,44.9,8.5,8.0,0.491,15.9,27.9,0.236
George Washington,2017-2018,33,15,18,0.455,-0.72,2.13,,7,11,,13,5,,1,10,,2225,2319,,66.3,101.8,0.289,0.301,0.526,50.8,52.9,8.6,13.1,0.495,16.5,31.7,0.205
Georgetown,2017-2018,30,15,15,0.500,7.16,5.29,,5,13,,11,8,,4,6,,2350,2294,,71.6,106.2,0.383,0.351,0.564,53.3,65.3,7.4,9.8,0.518,18.0,31.2,0.297
Georgia,2017-2018,33,18,15,0.545,10.24,8.87,,7,11,,11,4,,4,9,,2247,2202,,65.3,102.7,0.401,0.346,0.517,53.6,52.4,5.8,12.7,0.475,16.2,34.8,0.281
Georgia Southern,2017-2018,33,21,12,0.636,-0.54,-3.28,,11,7,,10,3,,8,7,,2504,2315,,70.5,107.2,0.396,0.394,0.529,49.5,38.9,9.7,10.4,0.497,13.6,31.1,0.263
Georgia State NCAA,2017-2018,35,24,11,0.686,3.22,-2.78,,12,6,,11,3,,9,6,,2614,2356,,67.9,108.8,0.303,0.413,0.562,47.7,48.6,10.7,15.1,0.540,14.5,26.0,0.205
Georgia Tech,2017-2018,32,13,19,0.406,5.25,7.46,,6,12,,12,7,,1,10,,2101,2172,,66.5,98.3,0.348,0.277,0.509,50.0,54.3,10.3,14.3,0.469,16.6,30.8,0.248
Gonzaga NCAA,2017-2018,37,32,5,0.865,18.44,2.60,,17,1,,15,1,,10,1,,3091,2505,,69.7,118.2,0.321,0.394,0.593,56.0,50.1,8.9,9.6,0.570,13.9,32.9,0.227
Grambling,2017-2018,31,17,14,0.548,-12.97,-10.30,,13,5,,6,4,,11,10,,2257,2321,,73.8,97.8,0.415,0.254,0.509,50.7,44.0,10.4,9.7,0.461,17.7,32.0,0.295
Grand Canyon,2017-2018,34,22,12,0.647,3.78,-4.80,,9,5,,16,3,,3,7,,2512,2213,,70.3,104.3,0.394,0.391,0.531,51.4,63.2,8.8,10.1,0.492,16.0,31.5,0.277
Green Bay,2017-2018,33,13,20,0.394,-8.51,-4.08,,7,11,,10,6,,2,13,,2517,2499,,74.1,102.1,0.331,0.401,0.537,48.7,53.4,9.2,7.8,0.497,16.2,26.3,0.249
Hampton,2017-2018,34,18,16,0.529,-9.37,-9.56,,11,4,,11,3,,5,11,,2703,2603,,75.0,105.2,0.335,0.289,0.537,50.9,53.4,7.1,8.9,0.492,14.9,29.6,0.260
Hartford,2017-2018,33,19,14,0.576,-5.54,-5.26,,11,5,,9,7,,9,6,,2326,2318,,67.7,103.8,0.309,0.426,0.551,48.9,51.9,8.9,11.2,0.527,16.0,25.2,0.210
Harvard,2017-2018,32,18,14,0.563,-0.28,-1.70,,12,2,,10,2,,6,11,,2182,2129,,66.5,100.6,0.288,0.411,0.541,52.0,53.1,8.0,11.4,0.503,18.1,26.7,0.224
Hawaii,2017-2018,30,17,13,0.567,-2.33,-2.51,,8,8,,13,7,,4,5,,2104,2071,,68.9,100.5,0.411,0.376,0.540,50.8,59.4,8.1,5.7,0.504,17.1,26.6,0.282
High Point,2017-2018,30,14,16,0.467,-6.75,-6.38,,9,9,,11,4,,3,11,,2126,1993,,67.1,105.2,0.348,0.270,0.540,51.6,45.5,11.0,8.5,0.507,16.0,31.9,0.244
Hofstra,2017-2018,31,19,12,0.613,-0.53,-1.60,,12,6,,9,4,,9,4,,2464,2397,,70.3,112.6,0.367,0.371,0.562,51.4,47.6,7.1,7.0,0.534,13.2,31.0,0.251
Holy Cross,2017-2018,31,12,19,0.387,-9.92,-5.82,,8,10,,6,7,,6,10,,1972,2099,,63.7,99.1,0.296,0.397,0.551,45.0,58.1,9.7,11.4,0.526,17.6,19.3,0.205
Houston NCAA,2017-2018,35,27,8,0.771,15.99,4.16,,14,4,,15,0,,6,5,,2685,2271,,68.5,112.0,0.326,0.372,0.563,54.6,53.0,9.1,9.0,0.533,14.9,33.6,0.234
Houston Christian,2017-2018,31,6,25,0.194,-16.14,-3.97,,2,16,,5,8,,1,16,,2382,2617,,75.5,100.9,0.345,0.329,0.497,50.9,50.2,8.7,7.5,0.471,15.5,35.6,0.215
Howard,2017-2018,33,10,23,0.303,-17.26,-9.74,,7,9,,7,4,,2,18,,2449,2654,,71.3,102.2,0.345,0.387,0.527,46.8,48.1,7.4,7.3,0.491,16.0,29.5,0.244
Idaho,2017-2018,31,22,9,0.710,0.82,-3.94,,14,4,,11,2,,9,4,,2330,2134,,68.0,110.1,0.323,0.388,0.577,54.8,56.0,6.4,7.8,0.547,16.9,31.4,0.237
Idaho State,2017-2018,30,14,16,0.467,-5.76,-3.69,,9,9,,9,5,,5,10,,2211,2232,,70.8,104.1,0.362,0.389,0.575,48.0,45.5,8.0,6.1,0.552,17.5,21.3,0.246
Illinois,2017-2018,32,14,18,0.438,8.50,7.53,,4,14,,12,6,,1,10,,2426,2362,,70.8,105.8,0.335,0.362,0.537,49.8,51.6,10.5,6.3,0.500,15.8,34.1,0.245
Illinois State,2017-2018,33,18,15,0.545,1.07,3.67,,10,8,,11,3,,3,10,,2364,2418,,69.3,101.0,0.334,0.461,0.532,47.6,57.6,9.2,11.2,0.503,16.5,25.9,0.228
Illinois-Chicago,2017-2018,36,20,16,0.556,-2.91,-4.21,,12,6,,11,7,,9,8,,2708,2597,,73.6,101.9,0.363,0.330,0.546,50.9,47.4,9.2,16.1,0.507,18.0,28.8,0.267
Incarnate Word,2017-2018,28,7,21,0.250,-17.71,-5.04,,2,16,,6,9,,1,12,,1978,2163,,72.5,97.4,0.402,0.315,0.530,47.6,46.3,8.3,12.3,0.481,19.2,28.3,0.300
Indiana,2017-2018,31,16,15,0.516,9.89,8.25,,9,9,,12,6,,3,8,,2229,2178,,67.5,105.2,0.364,0.341,0.538,51.0,54.0,9.4,12.1,0.511,15.7,31.8,0.239
Indiana State,2017-2018,31,13,18,0.419,1.53,2.43,,8,10,,8,7,,5,7,,2248,2253,,70.1,100.6,0.357,0.415,0.533,51.1,47.2,10.4,9.7,0.498,17.4,28.2,0.252
Iona NCAA,2017-2018,34,20,14,0.588,0.75,-2.19,,11,7,,8,3,,7,8,,2702,2602,,71.5,109.2,0.302,0.408,0.569,47.2,56.6,9.3,7.6,0.539,14.3,24.4,0.223
Iowa,2017-2018,33,14,19,0.424,8.13,7.13,,4,14,,9,6,,1,10,,2630,2597,,71.0,111.4,0.354,0.340,0.570,53.5,63.6,7.3,10.3,0.543,16.0,34.1,0.246
Iowa State,2017-2018,31,13,18,0.419,6.88,9.49,,4,14,,9,7,,0,10,,2258,2339,,69.6,103.9,0.298,0.349,0.529,49.5,51.8,6.9,11.1,0.499,14.7,29.6,0.209
IU Indy,2017-2018,30,11,19,0.367,-9.82,-3.53,,8,10,,9,4,,2,14,,2047,2180,,68.7,98.9,0.324,0.348,0.515,50.0,52.7,9.9,10.2,0.486,17.7,31.7,0.216
Jackson State,2017-2018,32,12,20,0.375,-17.66,-10.50,,9,9,,9,2,,2,17,,1991,2161,,65.4,94.0,0.259,0.377,0.462,47.5,49.0,11.1,8.8,0.434,14.6,31.0,0.169
Jacksonville,2017-2018,33,15,18,0.455,-13.39,-6.12,,8,6,,10,6,,3,12,,2405,2482,,72.4,98.8,0.312,0.302,0.525,49.2,46.3,9.3,8.9,0.501,17.1,27.3,0.205
