School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Jacksonville State,2017-2018,36,23,13,0.639,-0.30,-4.87,,11,7,,12,4,,9,8,,2587,2369,,67.8,105.2,0.314,0.311,0.538,54.0,56.8,8.9,14.9,0.507,16.3,33.1,0.224
James Madison,2017-2018,32,10,22,0.313,-5.47,-2.15,,6,12,,7,7,,3,11,,2341,2414,,69.4,103.0,0.345,0.360,0.520,49.8,47.8,10.0,9.5,0.480,14.5,29.8,0.251
Kansas NCAA,2017-2018,39,31,8,0.795,21.39,11.88,,13,5,,14,3,,8,3,,3174,2803,,70.2,115.5,0.270,0.412,0.594,50.3,55.7,9.2,10.9,0.575,14.6,29.3,0.191
Kansas City,2017-2018,32,10,22,0.313,-10.19,-1.02,,5,9,,6,8,,3,11,,2251,2447,,72.4,96.8,0.344,0.455,0.520,44.0,46.8,8.7,6.7,0.483,16.0,21.7,0.245
Kansas State NCAA,2017-2018,37,25,12,0.676,12.85,8.74,,10,8,,14,3,,6,5,,2630,2478,,66.6,106.4,0.338,0.368,0.560,47.4,54.4,11.9,9.3,0.525,15.3,25.8,0.248
Kennesaw State,2017-2018,30,10,20,0.333,-11.17,-4.31,,6,8,,8,6,,2,14,,2182,2328,,71.4,101.4,0.337,0.247,0.531,48.3,55.4,10.0,7.8,0.500,16.6,29.6,0.233
Kent State,2017-2018,34,17,17,0.500,-3.73,-1.76,,9,9,,13,3,,2,11,,2482,2502,,70.3,103.1,0.325,0.382,0.525,50.5,45.1,8.4,9.7,0.487,15.7,31.7,0.237
Kentucky NCAA,2017-2018,37,26,11,0.703,17.24,10.73,,10,8,,16,2,,4,6,,2840,2599,,69.8,109.6,0.440,0.258,0.555,53.6,49.0,8.0,13.7,0.518,15.8,35.5,0.307
La Salle,2017-2018,32,13,19,0.406,1.70,2.54,,7,11,,10,4,,2,10,,2333,2360,,69.0,102.8,0.310,0.373,0.534,49.7,50.2,8.3,7.3,0.490,14.6,25.5,0.244
Lafayette,2017-2018,31,10,21,0.323,-9.77,-6.04,,7,11,,8,6,,2,14,,2207,2307,,68.9,102.9,0.297,0.414,0.566,48.5,49.7,6.1,8.8,0.532,17.4,21.1,0.228
Lamar,2017-2018,33,19,14,0.576,-5.19,-7.23,,11,7,,11,4,,8,7,,2500,2296,,71.1,105.0,0.374,0.370,0.524,51.4,51.4,11.8,6.4,0.494,15.3,32.8,0.245
Lehigh,2017-2018,30,16,14,0.533,-6.41,-5.65,,11,7,,9,6,,7,8,,2336,2333,,71.0,107.0,0.260,0.391,0.563,49.9,51.3,8.4,5.1,0.532,15.5,25.4,0.202
Liberty,2017-2018,37,22,15,0.595,-2.68,-6.24,,9,9,,13,7,,7,6,,2621,2353,,64.1,108.3,0.339,0.413,0.579,53.1,58.0,9.0,9.1,0.539,16.2,24.0,0.268
Lipscomb NCAA,2017-2018,33,23,10,0.697,-2.10,-3.80,,10,4,,13,2,,10,7,,2708,2564,,77.0,105.0,0.405,0.399,0.557,52.2,56.0,8.4,8.0,0.518,16.9,28.3,0.291
Little Rock,2017-2018,32,7,25,0.219,-10.45,-2.22,,4,14,,5,10,,2,14,,2038,2242,,66.6,94.2,0.315,0.355,0.505,49.1,52.1,7.4,9.5,0.484,18.5,28.9,0.192
Long Beach State,2017-2018,33,15,18,0.455,-3.76,0.89,,9,7,,8,5,,6,10,,2485,2586,,72.3,103.4,0.399,0.291,0.545,51.2,48.4,9.1,8.9,0.503,18.0,32.5,0.291
Long Island University NCAA,2017-2018,35,18,17,0.514,-8.60,-8.19,,10,8,,12,4,,5,11,,2696,2674,,72.9,105.3,0.382,0.397,0.555,51.0,47.3,7.6,7.6,0.523,17.0,29.7,0.266
Longwood,2017-2018,33,7,26,0.212,-18.31,-4.31,,3,15,,5,11,,2,13,,2088,2445,,69.7,90.8,0.335,0.392,0.511,46.2,44.9,9.5,9.1,0.477,20.2,22.9,0.230
Louisiana,2017-2018,34,27,7,0.794,7.58,-2.55,,16,2,,14,1,,10,4,,2829,2408,,72.7,114.1,0.370,0.391,0.575,54.7,60.9,10.3,11.1,0.535,15.6,36.1,0.282
Louisiana State,2017-2018,33,18,15,0.545,10.93,8.02,,8,10,,14,4,,3,8,,2559,2463,,69.4,111.3,0.326,0.402,0.575,49.4,51.0,11.0,9.7,0.545,14.7,29.2,0.238
Louisiana Tech,2017-2018,33,17,16,0.515,1.33,-0.12,,7,11,,11,5,,2,10,,2468,2331,,69.1,107.7,0.371,0.408,0.559,49.6,56.1,8.6,10.4,0.523,15.5,27.6,0.269
Louisiana-Monroe,2017-2018,32,16,16,0.500,-6.28,-3.31,,9,9,,12,4,,3,11,,2235,2187,,67.0,103.4,0.243,0.430,0.538,49.3,55.0,9.6,4.1,0.513,15.5,27.1,0.174
Louisville,2017-2018,36,22,14,0.611,14.30,9.07,,9,9,,16,6,,4,7,,2721,2533,,69.7,106.9,0.319,0.352,0.552,49.7,50.5,9.9,15.0,0.518,14.7,28.6,0.235
Loyola (IL) NCAA,2017-2018,38,32,6,0.842,10.37,1.80,,15,3,,14,1,,9,4,,2721,2377,,65.9,108.6,0.319,0.357,0.602,51.3,59.7,9.6,6.8,0.577,17.3,22.4,0.231
Loyola (MD),2017-2018,31,9,22,0.290,-12.71,-5.25,,6,12,,8,6,,1,16,,2154,2326,,69.7,98.5,0.334,0.280,0.511,50.3,45.2,10.0,8.9,0.483,16.4,29.4,0.218
Loyola Marymount,2017-2018,31,11,20,0.355,-4.34,1.09,,5,13,,7,7,,3,12,,2226,2369,,67.8,105.1,0.327,0.317,0.531,50.4,54.7,10.2,7.1,0.498,16.3,34.3,0.232
Maine,2017-2018,32,6,26,0.188,-14.64,-3.27,,3,13,,4,8,,2,16,,2140,2408,,71.6,92.4,0.298,0.398,0.500,47.8,49.4,8.9,8.3,0.468,18.8,25.6,0.206
Manhattan,2017-2018,31,14,17,0.452,-5.04,-4.13,,9,9,,8,3,,5,8,,2147,2175,,67.5,101.0,0.376,0.360,0.548,49.6,58.8,8.7,11.4,0.516,19.8,31.0,0.261
Marist,2017-2018,31,6,25,0.194,-12.48,-3.57,,4,14,,4,9,,2,10,,2239,2515,,71.5,99.5,0.358,0.469,0.560,47.8,48.5,5.8,6.4,0.527,19.6,22.6,0.256
Marquette,2017-2018,35,21,14,0.600,12.50,9.70,,9,9,,13,7,,5,5,,2846,2748,,70.4,114.3,0.288,0.444,0.601,49.0,55.7,8.6,9.6,0.568,15.4,27.6,0.232
Marshall NCAA,2017-2018,36,25,11,0.694,4.21,0.44,,12,6,,15,2,,6,8,,3017,2849,,76.3,108.7,0.335,0.453,0.583,46.7,59.0,9.1,12.7,0.548,15.5,22.5,0.256
Maryland,2017-2018,32,19,13,0.594,13.78,7.94,,8,10,,15,3,,2,8,,2338,2140,,66.6,109.4,0.380,0.364,0.584,53.6,55.7,6.5,11.6,0.546,17.9,31.6,0.287
Maryland-Baltimore County NCAA,2017-2018,36,25,11,0.694,-2.02,-3.84,,12,4,,15,2,,9,7,,2630,2466,,69.2,105.6,0.307,0.450,0.550,49.1,59.1,10.8,7.3,0.531,15.5,26.8,0.198
Maryland-Eastern Shore,2017-2018,32,7,25,0.219,-24.63,-7.56,,3,13,,6,5,,0,18,,1992,2473,,67.6,92.1,0.294,0.393,0.474,45.8,48.9,7.0,5.0,0.441,16.6,28.2,0.198
Massachusetts,2017-2018,33,13,20,0.394,-1.65,1.10,,5,13,,11,6,,1,11,,2374,2465,,67.3,104.5,0.251,0.382,0.553,48.9,58.7,7.0,7.7,0.525,16.5,27.2,0.187
Massachusetts-Lowell,2017-2018,30,12,18,0.400,-9.53,-5.77,,6,10,,9,7,,3,11,,2286,2356,,72.1,105.3,0.401,0.361,0.558,47.0,55.0,9.7,7.2,0.523,16.5,26.7,0.284
McNeese State,2017-2018,29,12,17,0.414,-12.06,-6.10,,8,10,,8,5,,4,12,,2184,2209,,73.5,101.6,0.330,0.334,0.528,50.6,41.9,7.3,10.6,0.494,16.8,30.1,0.234
Memphis,2017-2018,34,21,13,0.618,1.81,2.16,,10,8,,14,5,,5,5,,2408,2420,,66.3,105.4,0.436,0.346,0.545,51.1,53.5,8.8,11.3,0.507,17.4,35.1,0.301
Mercer,2017-2018,34,19,15,0.559,-0.87,-3.50,,11,7,,11,3,,7,9,,2561,2373,,65.8,112.9,0.367,0.404,0.588,54.1,55.8,8.0,5.7,0.551,16.3,31.4,0.279
Miami (FL) NCAA,2017-2018,32,22,10,0.688,12.83,6.96,,11,7,,11,3,,8,4,,2361,2173,,67.8,107.9,0.291,0.360,0.551,50.6,48.5,9.6,11.0,0.531,14.6,29.1,0.192
Miami (OH),2017-2018,34,16,18,0.471,-3.56,-1.15,,8,10,,9,5,,6,11,,2449,2404,,68.7,102.6,0.273,0.438,0.540,51.2,51.1,10.8,7.0,0.517,16.7,28.1,0.187
Michigan NCAA,2017-2018,41,33,8,0.805,19.03,9.41,,13,5,,15,1,,6,5,,3019,2596,,65.7,111.0,0.307,0.433,0.564,50.3,53.6,9.6,8.1,0.545,12.4,25.4,0.203
Michigan State NCAA,2017-2018,35,30,5,0.857,22.41,7.10,,16,2,,16,1,,8,1,,2807,2271,,68.1,117.3,0.359,0.363,0.601,57.6,67.6,6.0,18.5,0.569,16.4,37.0,0.268
Middle Tennessee,2017-2018,33,25,8,0.758,10.29,2.83,,16,2,,12,2,,12,2,,2479,2188,,67.8,110.0,0.306,0.339,0.565,54.1,51.9,8.9,7.1,0.534,15.9,31.2,0.227
Milwaukee,2017-2018,33,16,17,0.485,-4.15,-4.25,,8,10,,9,7,,6,9,,2259,2260,,67.5,100.6,0.282,0.376,0.532,50.8,51.4,8.7,10.7,0.508,16.3,25.6,0.190
Minnesota,2017-2018,32,15,17,0.469,7.00,6.91,,4,14,,11,6,,2,9,,2405,2402,,70.2,105.8,0.351,0.320,0.523,50.0,54.9,8.0,12.7,0.487,13.3,29.9,0.247
Mississippi,2017-2018,32,12,20,0.375,6.85,9.16,,5,13,,10,8,,1,10,,2426,2500,,70.7,105.5,0.338,0.394,0.523,49.7,55.6,8.7,11.2,0.483,13.6,31.3,0.247
Mississippi State,2017-2018,37,25,12,0.676,11.71,6.82,,9,9,,19,2,,4,8,,2716,2507,,68.4,106.6,0.310,0.373,0.550,51.4,49.1,9.5,14.8,0.524,16.4,31.8,0.214
Mississippi Valley State,2017-2018,32,4,28,0.125,-21.41,-8.13,,4,14,,3,6,,1,21,,2075,2500,,69.9,91.4,0.291,0.287,0.461,47.2,43.1,8.2,5.2,0.426,15.7,29.8,0.196
Missouri NCAA,2017-2018,33,20,13,0.606,13.81,9.19,,10,8,,13,3,,5,6,,2399,2246,,67.3,107.2,0.390,0.453,0.573,53.2,55.8,7.6,11.3,0.537,18.3,31.2,0.286
Missouri State,2017-2018,33,18,15,0.545,3.06,0.43,,7,11,,10,5,,4,8,,2313,2197,,66.2,105.5,0.270,0.362,0.525,54.0,49.9,7.0,11.2,0.496,14.8,33.2,0.193
Monmouth,2017-2018,31,11,20,0.355,-2.41,-1.25,,7,11,,6,6,,4,12,,2336,2372,,71.0,102.9,0.441,0.334,0.562,51.0,50.7,8.7,7.4,0.523,18.5,26.6,0.314
Montana NCAA,2017-2018,34,26,8,0.765,6.29,-2.24,,16,2,,14,0,,8,6,,2625,2329,,69.9,108.8,0.386,0.272,0.549,53.3,45.3,10.9,9.2,0.513,15.0,33.3,0.273
Montana State,2017-2018,32,13,19,0.406,-8.69,-3.52,,6,12,,8,6,,3,12,,2434,2524,,72.1,104.2,0.387,0.379,0.533,50.1,49.1,7.5,5.6,0.490,14.9,29.0,0.281
Morehead State,2017-2018,29,8,21,0.276,-10.65,-1.91,,4,14,,7,6,,1,15,,2043,2204,,70.6,99.3,0.358,0.381,0.528,51.4,48.3,8.0,8.8,0.492,19.1,32.6,0.251
Morgan State,2017-2018,31,13,18,0.419,-15.11,-11.98,,7,8,,8,2,,3,15,,2273,2338,,71.4,101.1,0.394,0.254,0.508,51.3,49.4,9.9,8.1,0.461,16.3,34.9,0.286
Mount St. Mary's,2017-2018,32,18,14,0.563,-8.13,-8.03,,12,6,,12,3,,6,11,,2331,2301,,67.1,107.4,0.299,0.480,0.574,43.3,55.5,10.2,10.7,0.546,14.7,20.5,0.219
Murray State NCAA,2017-2018,32,26,6,0.813,6.87,-3.53,,16,2,,14,2,,10,3,,2515,2117,,68.1,115.3,0.381,0.399,0.591,54.1,54.1,9.9,8.7,0.558,15.3,33.0,0.280
Navy,2017-2018,32,20,12,0.625,-6.91,-7.20,,11,7,,9,6,,9,6,,2199,2125,,66.9,102.3,0.361,0.358,0.540,54.2,58.4,9.6,4.2,0.503,18.2,32.3,0.260
NC State NCAA,2017-2018,33,21,12,0.636,12.91,6.70,,11,7,,16,3,,4,5,,2682,2477,,72.1,112.3,0.342,0.344,0.562,50.3,55.0,10.2,9.2,0.534,14.3,33.4,0.238
Nebraska,2017-2018,33,22,11,0.667,10.99,7.33,,13,5,,16,1,,4,8,,2386,2265,,68.1,105.7,0.376,0.352,0.531,48.7,54.4,8.9,12.8,0.491,13.9,30.1,0.270
Nevada NCAA,2017-2018,37,29,8,0.784,14.44,4.93,,15,3,,14,1,,11,3,,3055,2703,,70.5,115.5,0.363,0.404,0.582,49.4,57.0,8.7,10.9,0.548,12.0,26.4,0.269
Nevada-Las Vegas,2017-2018,33,20,13,0.606,7.20,1.87,,8,10,,13,6,,5,6,,2753,2577,,73.7,111.1,0.434,0.277,0.571,53.7,54.7,7.4,9.7,0.535,16.4,34.6,0.306
New Hampshire,2017-2018,31,10,21,0.323,-8.38,-4.31,,6,10,,8,7,,2,12,,2103,2085,,66.6,101.9,0.302,0.430,0.510,53.9,50.8,5.4,5.6,0.472,14.9,30.9,0.222
New Mexico,2017-2018,34,19,15,0.559,5.81,3.30,,12,6,,13,4,,4,8,,2795,2641,,73.6,111.3,0.343,0.474,0.582,46.9,57.4,10.0,7.3,0.544,14.9,26.4,0.266
New Mexico State NCAA,2017-2018,34,28,6,0.824,9.06,-1.10,,12,2,,14,1,,8,3,,2572,2183,,70.1,107.5,0.287,0.367,0.538,56.0,49.9,7.9,8.6,0.519,15.2,34.2,0.184
New Orleans,2017-2018,33,16,17,0.485,-9.01,-5.78,,11,7,,10,3,,5,13,,2297,2322,,68.7,100.9,0.420,0.247,0.533,51.2,59.3,10.5,9.9,0.497,18.8,33.2,0.283
Niagara,2017-2018,33,19,14,0.576,-4.84,-4.21,,12,6,,9,5,,10,7,,2748,2769,,74.9,110.3,0.380,0.357,0.548,50.0,42.1,6.9,10.1,0.508,12.9,30.8,0.277
Nicholls State,2017-2018,32,21,11,0.656,-3.54,-5.86,,15,3,,12,3,,9,7,,2641,2411,,76.9,107.3,0.349,0.366,0.568,50.7,50.4,12.5,10.1,0.537,17.4,30.5,0.250
NJIT,2017-2018,30,14,16,0.467,-7.25,-5.53,,7,7,,10,7,,4,9,,2248,2197,,71.0,104.7,0.321,0.362,0.541,50.6,51.6,11.5,8.4,0.514,16.1,30.6,0.220
Norfolk State,2017-2018,33,14,19,0.424,-12.99,-10.19,,11,5,,8,6,,5,11,,2399,2417,,72.3,100.2,0.321,0.355,0.523,51.9,52.4,8.6,11.0,0.494,18.1,33.0,0.215
North Carolina NCAA,2017-2018,37,26,11,0.703,20.07,11.78,,11,7,,12,3,,6,5,,3018,2711,,71.7,113.4,0.280,0.351,0.551,56.4,61.0,8.0,11.1,0.520,14.0,37.4,0.208
North Carolina A&T,2017-2018,35,20,15,0.571,-12.58,-11.22,,11,5,,12,0,,5,13,,2623,2605,,71.1,104.3,0.386,0.352,0.551,50.7,57.5,8.4,5.8,0.515,16.8,28.7,0.275
North Carolina Central NCAA,2017-2018,35,19,16,0.543,-13.18,-12.31,,9,7,,12,2,,3,13,,2520,2425,,68.8,104.3,0.290,0.311,0.538,53.4,57.4,7.4,9.4,0.512,17.4,33.9,0.199
North Dakota,2017-2018,32,12,20,0.375,-7.63,-0.19,,6,12,,7,6,,2,13,,2427,2612,,73.2,101.6,0.353,0.365,0.553,45.0,47.6,10.6,4.7,0.521,16.0,20.2,0.249
North Dakota State,2017-2018,32,15,17,0.469,-1.86,-1.58,,5,9,,8,6,,5,10,,2382,2264,,68.8,107.8,0.305,0.436,0.583,50.9,50.4,6.6,6.2,0.552,16.5,22.7,0.232
North Florida,2017-2018,33,14,19,0.424,-11.40,-1.74,,7,7,,10,2,,4,17,,2668,2873,,75.6,106.6,0.277,0.459,0.573,46.4,52.2,6.9,7.5,0.543,17.0,26.0,0.210
North Texas,2017-2018,38,20,18,0.526,1.16,-0.40,,8,10,,14,6,,6,11,,2828,2703,,69.9,105.0,0.339,0.379,0.543,52.7,47.0,7.2,8.2,0.519,16.0,30.3,0.224
Northeastern,2017-2018,33,23,10,0.697,3.64,-1.61,,14,4,,12,2,,9,5,,2472,2270,,68.0,108.9,0.347,0.453,0.597,51.1,60.9,9.7,6.2,0.569,17.9,25.5,0.255
Northern Arizona,2017-2018,32,5,27,0.156,-14.67,-1.04,,2,16,,2,10,,3,14,,2100,2512,,70.7,92.1,0.429,0.334,0.499,48.1,45.0,7.9,9.5,0.450,19.1,27.1,0.301
Northern Colorado,2017-2018,38,26,12,0.684,3.67,-2.27,,11,7,,14,3,,7,8,,3080,2776,,73.7,108.8,0.334,0.396,0.566,51.3,41.1,7.2,8.1,0.542,14.6,25.9,0.230
Northern Illinois,2017-2018,32,13,19,0.406,-6.71,-1.71,,6,12,,11,4,,1,13,,2319,2407,,69.3,104.2,0.335,0.275,0.538,49.7,34.7,9.6,5.3,0.502,14.9,28.3,0.243
Northern Iowa,2017-2018,32,16,16,0.500,4.00,3.87,,7,11,,12,4,,1,9,,2056,1990,,64.3,99.6,0.313,0.399,0.522,51.2,47.9,8.0,7.4,0.487,15.6,24.5,0.226
Northern Kentucky,2017-2018,32,22,10,0.688,4.83,-4.07,,15,3,,12,2,,8,6,,2486,2112,,70.7,109.9,0.312,0.400,0.572,52.6,58.2,10.4,8.7,0.543,15.5,29.0,0.228
Northwestern,2017-2018,32,15,17,0.469,9.63,8.37,,6,12,,11,6,,3,9,,2203,2127,,65.3,104.6,0.297,0.397,0.532,50.4,58.0,7.4,13.2,0.497,15.3,29.5,0.222
Northwestern State,2017-2018,29,4,25,0.138,-21.02,-4.18,,1,17,,1,11,,3,13,,1868,2264,,72.2,89.2,0.350,0.267,0.477,48.9,40.3,8.6,11.1,0.450,20.2,32.1,0.214
Notre Dame,2017-2018,36,21,15,0.583,13.64,7.92,,8,10,,11,6,,5,7,,2698,2471,,66.5,111.5,0.314,0.393,0.551,51.6,55.0,8.6,9.6,0.514,12.7,30.8,0.238
Oakland,2017-2018,33,19,14,0.576,-1.82,-3.76,,10,8,,11,4,,7,8,,2580,2516,,72.2,107.5,0.355,0.398,0.562,50.4,62.6,8.3,11.9,0.520,15.9,28.1,0.273
Ohio,2017-2018,31,14,17,0.452,-2.52,-1.65,,7,11,,11,5,,2,10,,2334,2353,,72.6,100.5,0.306,0.349,0.538,48.4,52.8,8.9,8.8,0.508,16.0,22.4,0.218
Ohio State NCAA,2017-2018,34,25,9,0.735,17.67,9.02,,15,3,,16,2,,6,2,,2591,2297,,67.9,111.0,0.311,0.342,0.570,53.6,52.5,9.0,11.3,0.541,14.9,30.1,0.227
Oklahoma NCAA,2017-2018,32,18,14,0.563,13.81,10.56,,8,10,,13,2,,2,9,,2718,2614,,76.5,109.8,0.332,0.405,0.569,49.8,50.2,8.4,11.0,0.535,15.2,28.4,0.247
Oklahoma State,2017-2018,36,21,15,0.583,12.45,9.12,,8,10,,15,6,,3,7,,2757,2637,,70.8,107.4,0.322,0.383,0.538,51.1,53.6,9.2,10.4,0.498,15.4,34.2,0.244
Old Dominion,2017-2018,32,25,7,0.781,9.27,-1.27,,15,3,,12,2,,10,3,,2347,2010,,66.6,109.3,0.330,0.338,0.537,52.8,57.2,11.1,13.6,0.507,13.2,32.3,0.228
Omaha,2017-2018,31,9,22,0.290,-9.88,0.33,,4,10,,8,4,,1,15,,2373,2588,,72.6,103.8,0.270,0.363,0.550,47.9,46.2,7.7,6.7,0.525,15.9,25.6,0.191
Oral Roberts,2017-2018,32,11,21,0.344,-6.66,1.05,,5,9,,8,5,,3,14,,2332,2484,,68.0,104.7,0.257,0.319,0.517,52.2,51.5,7.8,9.3,0.492,15.4,36.2,0.176
Oregon,2017-2018,36,23,13,0.639,10.70,4.84,,10,8,,16,3,,4,7,,2817,2606,,69.6,110.9,0.317,0.421,0.568,52.3,56.4,9.8,12.3,0.533,14.9,31.0,0.242
Oregon State,2017-2018,32,16,16,0.500,7.31,4.56,,7,11,,12,4,,1,9,,2339,2251,,67.4,106.8,0.387,0.328,0.555,52.1,57.2,9.7,10.3,0.521,16.8,31.8,0.274
Pacific,2017-2018,32,14,18,0.438,-0.55,1.80,,9,9,,8,8,,6,9,,2280,2316,,67.0,105.6,0.401,0.258,0.537,50.9,49.1,9.1,12.3,0.494,14.8,30.4,0.292
Penn State,2017-2018,39,26,13,0.667,15.85,7.79,,9,9,,15,4,,6,7,,2915,2601,,67.9,109.3,0.315,0.331,0.553,51.8,51.2,10.6,13.3,0.526,15.0,31.7,0.221
Pennsylvania NCAA,2017-2018,33,24,9,0.727,2.24,-3.16,,12,2,,11,3,,9,4,,2506,2274,,70.2,105.3,0.334,0.427,0.555,51.0,56.9,8.2,7.0,0.533,14.8,23.6,0.220
Pepperdine,2017-2018,32,6,26,0.188,-6.50,1.82,,2,16,,5,11,,0,14,,2283,2516,,67.8,104.4,0.353,0.296,0.534,50.8,54.6,7.1,6.5,0.500,15.0,29.4,0.248
Pittsburgh,2017-2018,32,8,24,0.250,-1.87,8.48,,0,18,,7,11,,0,10,,1985,2316,,65.7,93.7,0.319,0.475,0.515,45.5,58.7,6.5,9.4,0.482,18.7,23.3,0.222
Portland,2017-2018,32,10,22,0.313,-6.60,2.43,,4,14,,7,9,,3,9,,2221,2372,,68.5,100.5,0.342,0.381,0.548,46.1,49.6,7.5,11.2,0.521,15.9,19.7,0.232
Portland State,2017-2018,34,20,14,0.588,-0.14,-1.04,,9,9,,8,5,,10,6,,2897,2698,,76.5,110.1,0.322,0.378,0.539,50.8,53.0,12.7,9.2,0.508,13.8,34.9,0.227
Prairie View,2017-2018,34,16,18,0.471,-10.13,-7.71,,12,6,,10,2,,5,15,,2559,2609,,72.6,102.9,0.388,0.368,0.529,48.6,49.3,10.3,8.7,0.496,16.0,31.4,0.260
Presbyterian,2017-2018,32,11,21,0.344,-14.33,-5.53,,4,14,,8,8,,2,13,,2124,2273,,64.7,102.1,0.290,0.439,0.530,47.7,49.1,8.4,5.6,0.504,15.5,26.6,0.199
Princeton,2017-2018,29,13,16,0.448,-2.44,-1.97,,5,9,,7,5,,5,9,,2106,2083,,66.4,105.8,0.267,0.462,0.563,49.0,48.7,6.9,8.7,0.540,15.1,22.5,0.188
Providence NCAA,2017-2018,35,21,14,0.600,11.12,10.23,,10,8,,13,4,,4,7,,2575,2544,,69.5,104.1,0.386,0.329,0.534,49.6,53.9,9.6,9.8,0.496,15.1,28.8,0.272
Purdue NCAA,2017-2018,37,30,7,0.811,23.41,8.74,,15,3,,16,1,,8,2,,2974,2431,,68.1,117.7,0.356,0.401,0.606,51.8,57.9,8.4,12.5,0.577,14.0,27.8,0.265
Purdue Fort Wayne,2017-2018,33,18,15,0.545,-1.48,-3.24,,7,7,,13,3,,4,10,,2716,2535,,74.6,109.9,0.315,0.446,0.570,49.6,50.8,10.7,8.8,0.541,14.1,26.2,0.227
Quinnipiac,2017-2018,33,12,21,0.364,-9.50,-4.44,,7,11,,6,6,,3,12,,2364,2531,,67.9,102.8,0.370,0.479,0.539,49.2,51.3,7.9,6.9,0.503,16.9,27.8,0.261
Radford NCAA,2017-2018,36,23,13,0.639,-2.62,-4.09,,12,6,,12,2,,7,10,,2422,2336,,63.4,104.3,0.307,0.397,0.528,52.3,52.0,9.7,9.1,0.494,16.1,33.7,0.223
Rhode Island NCAA,2017-2018,34,26,8,0.765,11.81,4.61,,15,3,,15,1,,7,4,,2583,2338,,69.2,109.0,0.301,0.320,0.539,50.0,54.5,10.5,9.5,0.511,13.1,31.0,0.209
Rice,2017-2018,31,7,24,0.226,-8.63,-0.04,,4,14,,5,10,,2,13,,2114,2347,,70.1,96.4,0.369,0.467,0.514,49.7,53.2,7.6,6.0,0.480,18.3,28.1,0.247
Richmond,2017-2018,32,12,20,0.375,-0.17,3.61,,9,9,,6,9,,4,8,,2297,2418,,68.3,103.9,0.297,0.363,0.550,46.8,57.7,11.0,6.6,0.521,15.2,23.4,0.213
Rider,2017-2018,32,22,10,0.688,0.94,-2.65,,15,3,,12,1,,8,7,,2620,2505,,74.8,109.1,0.421,0.338,0.545,51.7,49.2,10.0,10.1,0.526,15.0,33.4,0.256
Robert Morris,2017-2018,33,16,17,0.485,-7.98,-6.10,,9,9,,4,6,,9,11,,2272,2334,,70.8,96.9,0.343,0.377,0.506,49.1,48.1,10.9,7.4,0.474,17.9,31.3,0.229
Rutgers,2017-2018,34,15,19,0.441,5.50,6.84,,3,15,,13,9,,0,9,,2216,2204,,66.9,96.4,0.311,0.245,0.473,51.9,40.1,10.4,11.6,0.442,14.5,33.7,0.200
Sacramento State,2017-2018,32,7,25,0.219,-8.90,-0.74,,4,14,,6,9,,1,12,,2157,2358,,67.5,99.5,0.288,0.316,0.526,47.1,52.5,7.9,9.6,0.500,15.8,24.3,0.197
Sacred Heart,2017-2018,31,10,21,0.323,-11.38,-6.98,,5,13,,5,9,,4,11,,2129,2237,,69.5,98.4,0.296,0.329,0.512,55.2,50.4,6.9,6.6,0.486,18.1,33.2,0.196
Saint Francis (PA),2017-2018,31,18,13,0.581,-6.12,-6.71,,12,6,,11,3,,7,10,,2450,2355,,70.8,109.8,0.341,0.363,0.571,48.3,48.4,9.4,6.0,0.534,14.3,26.1,0.260
Saint Joseph's,2017-2018,32,16,16,0.500,3.78,1.90,,10,8,,10,3,,4,9,,2371,2311,,71.2,103.2,0.346,0.388,0.521,49.3,54.1,8.8,8.5,0.488,12.3,23.5,0.238
Saint Louis,2017-2018,33,17,16,0.515,2.58,2.92,,9,9,,12,6,,3,7,,2170,2157,,64.7,101.2,0.463,0.330,0.513,53.0,53.8,9.2,13.1,0.475,16.6,33.8,0.302
Saint Mary's (CA),2017-2018,36,30,6,0.833,12.86,0.33,,16,2,,18,2,,11,1,,2772,2321,,63.6,119.8,0.304,0.351,0.615,55.1,54.9,6.9,6.8,0.587,13.7,29.2,0.234
Saint Peter's,2017-2018,32,14,18,0.438,-5.24,-4.37,,6,12,,8,5,,3,12,,2085,2113,,65.0,98.0,0.277,0.426,0.523,49.0,51.2,9.9,10.8,0.492,17.3,27.1,0.200
Sam Houston,2017-2018,36,21,15,0.583,-5.14,-4.80,,12,6,,14,2,,5,10,,2571,2477,,69.1,102.9,0.340,0.360,0.523,52.6,58.6,8.8,5.6,0.486,16.1,32.8,0.243
Samford,2017-2018,32,10,22,0.313,-11.10,-3.37,,6,12,,8,6,,2,14,,2483,2639,,71.9,108.0,0.322,0.419,0.583,45.8,60.9,10.0,6.9,0.550,17.0,25.0,0.246
San Diego,2017-2018,34,20,14,0.588,2.86,0.50,,9,9,,12,7,,8,6,,2385,2264,,67.2,103.6,0.390,0.447,0.567,49.7,59.2,8.1,10.7,0.533,17.5,23.4,0.277
San Diego State NCAA,2017-2018,33,22,11,0.667,12.23,3.91,,11,7,,13,2,,5,7,,2545,2240,,70.4,109.6,0.357,0.360,0.553,53.7,54.1,8.9,9.4,0.519,14.6,31.9,0.255
