School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Florida International,2010-2011,30,11,19,0.367,-9.33,-4.23,,5,11,,8,7,,2,11,,2150,2262,,69.4,101.6,0.490,0.305,0.532,47.7,44.6,11.7,10.5,0.488,17.9,32.5,0.336
Florida State NCAA,2010-2011,34,23,11,0.676,13.48,6.45,,11,5,,12,3,,8,5,,2348,2109,,69.3,99.3,0.381,0.333,0.522,53.3,51.1,12.2,17.5,0.490,19.4,35.6,0.253
Fordham,2010-2011,28,7,21,0.250,-8.77,1.01,,1,15,,6,6,,1,10,,1795,2069,,67.9,94.4,0.307,0.331,0.479,50.0,54.0,6.2,11.4,0.452,17.3,34.2,0.194
Fresno State,2010-2011,31,14,17,0.452,-0.25,0.58,,6,10,,11,5,,3,11,,2096,2089,,67.6,99.7,0.390,0.357,0.508,50.8,59.4,12.6,10.2,0.480,17.3,33.3,0.245
Furman,2010-2011,33,22,11,0.667,-0.36,-3.65,,12,6,,11,2,,9,8,,2271,2124,,63.6,107.4,0.405,0.371,0.556,52.2,52.8,8.0,9.7,0.516,17.6,34.8,0.294
Gardner-Webb,2010-2011,32,11,21,0.344,-9.22,-2.72,,6,12,,6,5,,3,16,,1985,2129,,65.9,93.7,0.313,0.359,0.496,50.5,46.6,10.6,7.0,0.469,19.2,31.8,0.201
George Mason NCAA,2010-2011,34,27,7,0.794,11.66,1.37,,16,2,,14,0,,10,3,,2474,2124,,64.3,112.0,0.386,0.308,0.562,51.5,55.1,10.1,8.9,0.532,14.6,32.9,0.266
George Washington,2010-2011,31,17,14,0.548,-0.10,0.36,,10,6,,9,7,,7,5,,2011,2025,,64.7,99.9,0.376,0.315,0.497,51.1,52.1,9.9,12.3,0.468,16.4,36.4,0.236
Georgetown NCAA,2010-2011,32,21,11,0.656,14.61,10.39,,10,8,,10,4,,7,5,,2258,2123,,64.8,108.4,0.334,0.371,0.572,52.0,59.5,9.3,11.2,0.541,18.0,33.7,0.245
Georgia NCAA,2010-2011,33,21,12,0.636,10.43,6.13,,9,7,,12,4,,7,4,,2267,2125,,64.6,104.0,0.366,0.250,0.530,53.4,60.1,9.7,12.8,0.495,17.2,36.8,0.255
Georgia Southern,2010-2011,32,5,27,0.156,-15.88,-3.13,,1,17,,5,10,,0,14,,2090,2423,,69.5,93.2,0.401,0.262,0.528,47.8,51.1,12.3,7.9,0.491,22.5,30.5,0.276
Georgia State,2010-2011,31,12,19,0.387,-4.15,-1.92,,6,12,,8,6,,2,12,,1919,1988,,63.6,95.5,0.328,0.305,0.495,51.9,57.1,10.0,14.7,0.475,19.3,35.8,0.195
Georgia Tech,2010-2011,31,13,18,0.419,6.42,5.68,,5,11,,10,6,,1,10,,2102,2079,,69.2,97.3,0.318,0.347,0.492,50.7,54.3,13.7,11.7,0.457,16.6,33.5,0.219
Gonzaga NCAA,2010-2011,35,25,10,0.714,13.86,4.01,,11,3,,14,2,,6,4,,2684,2307,,68.4,111.3,0.416,0.281,0.576,54.8,58.2,10.5,10.5,0.531,16.9,35.4,0.317
Grambling,2010-2011,33,12,21,0.364,-18.45,-10.45,,8,10,,4,6,,5,13,,1998,2262,,69.1,86.3,0.385,0.303,0.460,48.5,48.4,9.2,6.8,0.425,18.9,29.4,0.236
Green Bay,2010-2011,32,14,18,0.438,-0.21,2.18,,8,10,,10,4,,4,12,,2154,2189,,65.6,101.8,0.345,0.265,0.514,51.3,47.9,9.4,10.7,0.479,16.7,36.1,0.238
Hampton NCAA,2010-2011,33,24,9,0.727,-5.20,-8.77,,11,5,,8,3,,8,5,,2197,2070,,67.3,97.5,0.412,0.357,0.499,47.0,51.9,10.7,14.2,0.463,15.8,29.7,0.267
Hartford,2010-2011,31,11,20,0.355,-10.04,-5.55,,7,9,,7,5,,3,13,,1857,1996,,63.5,92.4,0.235,0.495,0.476,45.3,54.6,12.1,8.6,0.458,16.6,27.6,0.141
Harvard,2010-2011,30,23,7,0.767,4.88,-1.19,,12,3,,14,0,,9,6,,2144,1933,,63.9,111.0,0.433,0.364,0.596,51.8,60.6,9.2,11.8,0.543,18.1,31.4,0.351
Hawaii,2010-2011,32,19,13,0.594,0.51,-0.87,,8,8,,15,5,,4,6,,2216,2151,,68.6,99.8,0.436,0.321,0.545,51.4,50.0,8.0,11.0,0.508,19.6,31.3,0.299
High Point,2010-2011,31,12,19,0.387,-12.82,-4.47,,7,11,,9,5,,3,13,,2050,2250,,68.5,95.4,0.413,0.287,0.501,48.2,48.5,10.5,7.6,0.462,18.6,32.3,0.275
Hofstra,2010-2011,33,21,12,0.636,-0.03,0.13,,14,4,,10,3,,10,5,,2335,2300,,64.8,107.9,0.359,0.318,0.544,47.1,55.1,9.8,11.0,0.500,13.9,29.8,0.273
Holy Cross,2010-2011,29,8,21,0.276,-6.38,-4.55,,7,7,,4,9,,4,12,,1949,2002,,66.0,101.0,0.357,0.281,0.515,52.2,54.0,6.1,9.7,0.486,17.0,33.6,0.232
Houston,2010-2011,30,12,18,0.400,-2.71,0.55,,4,12,,10,6,,2,11,,2061,2092,,66.4,101.4,0.409,0.286,0.546,48.6,55.6,8.3,10.6,0.515,19.5,31.5,0.274
Houston Christian,2010-2011,31,5,26,0.161,-18.41,-8.72,,2,10,,4,8,,0,15,,2140,2429,,73.3,93.4,0.399,0.295,0.495,46.2,49.3,11.2,7.0,0.454,19.2,31.3,0.270
Howard,2010-2011,30,6,24,0.200,-18.80,-7.30,,4,12,,6,9,,0,13,,1753,2098,,66.0,88.5,0.426,0.305,0.463,49.1,47.0,9.2,6.5,0.424,20.1,35.2,0.265
Idaho,2010-2011,32,18,14,0.563,0.20,-0.64,,9,7,,10,5,,8,8,,2172,2134,,65.4,102.5,0.383,0.321,0.559,50.3,60.0,9.9,8.3,0.523,19.5,30.9,0.276
Idaho State,2010-2011,29,9,20,0.310,-10.76,-1.87,,4,12,,7,5,,1,14,,1878,2096,,64.9,98.5,0.414,0.276,0.503,49.0,42.9,10.2,9.5,0.457,17.0,33.7,0.290
Illinois NCAA,2010-2011,34,20,14,0.588,16.72,11.11,,9,9,,14,2,,3,7,,2413,2222,,66.2,106.8,0.282,0.314,0.557,51.2,63.5,8.3,12.1,0.529,16.7,31.7,0.206
Illinois State,2010-2011,31,12,19,0.387,-3.37,-0.66,,4,14,,10,8,,2,10,,1893,1977,,62.4,96.8,0.336,0.308,0.510,51.4,50.9,7.8,11.7,0.473,18.3,30.7,0.238
Illinois-Chicago,2010-2011,31,7,24,0.226,-6.32,1.98,,2,16,,4,10,,1,14,,1943,2152,,65.6,94.4,0.309,0.274,0.497,52.7,49.9,7.0,6.9,0.467,20.3,36.7,0.206
Indiana,2010-2011,32,12,20,0.375,9.03,7.65,,3,15,,12,6,,0,11,,2226,2182,,65.3,106.2,0.369,0.319,0.553,50.7,49.8,9.6,7.9,0.516,17.1,32.6,0.268
Indiana State NCAA,2010-2011,34,20,14,0.588,3.41,2.90,,12,6,,10,3,,6,8,,2253,2192,,64.8,100.8,0.377,0.362,0.533,50.8,56.0,9.5,12.4,0.494,18.4,30.9,0.268
Iona,2010-2011,37,25,12,0.676,7.01,-2.26,,13,5,,12,3,,11,6,,2922,2579,,69.5,112.1,0.365,0.361,0.566,51.6,61.5,10.7,8.5,0.544,15.3,33.2,0.240
Iowa,2010-2011,31,11,20,0.355,7.95,8.79,,4,14,,8,8,,2,9,,2084,2110,,67.1,99.5,0.345,0.267,0.514,50.9,55.2,9.9,8.0,0.481,18.1,34.5,0.233
Iowa State,2010-2011,32,16,16,0.500,8.86,4.55,,3,13,,13,6,,2,9,,2395,2257,,70.7,104.6,0.264,0.375,0.534,48.5,55.2,9.4,9.0,0.506,15.2,29.4,0.191
IU Indy,2010-2011,33,19,14,0.576,0.39,-0.84,,12,6,,9,2,,7,9,,2364,2282,,63.2,112.5,0.321,0.314,0.568,50.5,42.4,9.2,7.3,0.529,15.1,33.8,0.251
Jackson State,2010-2011,32,17,15,0.531,-10.43,-10.86,,12,6,,9,3,,7,11,,2096,2009,,66.3,97.7,0.425,0.332,0.507,51.9,59.1,11.7,10.2,0.474,18.9,35.2,0.271
Jacksonville,2010-2011,32,20,12,0.625,-1.42,-3.68,,13,7,,11,2,,9,9,,2176,2094,,68.2,97.8,0.384,0.251,0.499,52.0,50.1,12.3,10.8,0.461,18.2,36.8,0.257
Jacksonville State,2010-2011,30,5,25,0.167,-11.16,-5.41,,3,15,,2,9,,2,15,,1828,1974,,62.8,95.8,0.341,0.306,0.509,47.6,56.1,10.0,10.3,0.481,19.4,32.4,0.221
James Madison,2010-2011,33,21,12,0.636,2.94,-0.03,,10,8,,11,4,,10,7,,2355,2257,,66.9,106.3,0.385,0.291,0.549,52.2,54.8,8.0,10.3,0.513,16.4,31.7,0.274
